,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
200,CELESTICA INC,SUB VTG SHS,15101Q108,909000,107593,SH, ,DFND,2019-03-31
201,CELLECTIS S A,SPONSORED ADS,15117K103,1566000,85400,SH, ,DFND,2019-03-31
202,CENOVUS ENERGY INC,COM,15135U109,11852000,1364518,SH, ,DFND,2019-03-31
203,CENTENE CORP DEL,COM,15135B101,61093000,1150531,SH, ,DFND,2019-03-31
204,CENTENNIAL RESOURCE DEV INC,CL A,15136A102,440000,50000,SH, ,DFND,2019-03-31
205,CENTURYLINK INC,COM,156700106,567000,47325,SH, ,DFND,2019-03-31
206,CERIDIAN HCM HLDG INC,COM,15677J108,6751000,131600,SH, ,DFND,2019-03-31
207,CERNER CORP,COM,156782104,32380000,565990,SH, ,DFND,2019-03-31
208,CERUS CORP,COM,157085101,4773000,766204,SH, ,DFND,2019-03-31
209,CF INDS HLDGS INC,COM,125269100,4991000,122100,SH, ,DFND,2019-03-31
210,CHART INDS INC,COM PAR $0.01,16115Q308,7287000,80500,SH, ,DFND,2019-03-31
211,CHEESECAKE FACTORY INC,COM,163072101,3996000,81680,SH, ,DFND,2019-03-31
212,CHEMED CORP NEW,COM,16359R103,33011000,103136,SH, ,DFND,2019-03-31
213,CHEMOCENTRYX INC,COM,16383L106,5556000,400000,SH, ,DFND,2019-03-31
214,CHEMOURS CO,COM,163851108,12705000,341911,SH, ,DFND,2019-03-31
215,CHENIERE ENERGY INC,COM NEW,16411R208,18902000,276512,SH, ,DFND,2019-03-31
216,CHEVRON CORP NEW,COM,166764100,20017000,162500,SH, ,DFND,2019-03-31
217,CHILDRENS PL INC,COM,168905107,4416000,45392,SH, ,DFND,2019-03-31
218,CHINA PETE & CHEM CORP,SPON ADR H SHS,16941R108,2506000,31521,SH, ,DFND,2019-03-31
219,CHIPOTLE MEXICAN GRILL INC,COM,169656105,42524000,59867,SH, ,DFND,2019-03-31
220,CHOICE HOTELS INTL INC,COM,169905106,478000,6154,SH, ,DFND,2019-03-31
221,CHURCHILL CAP CORP,COM CL A,17142R103,2058000,153088,SH, ,DFND,2019-03-31
222,CIENA CORP,COM NEW,171779309,34537000,924929,SH, ,DFND,2019-03-31
223,CIMAREX ENERGY CO,COM,171798101,110865000,1586046,SH, ,DFND,2019-03-31
224,CINEMARK HOLDINGS INC,COM,17243V102,3633000,90858,SH, ,DFND,2019-03-31
225,CINTAS CORP,COM,172908105,39116000,193539,SH, ,DFND,2019-03-31
226,CITIGROUP INC,COM NEW,172967424,27790000,446643,SH, ,DFND,2019-03-31
227,CITIZENS FINL GROUP INC,COM,174610105,19591000,602812,SH, ,DFND,2019-03-31
228,CITRIX SYS INC,COM,177376100,83000,834,SH, ,DFND,2019-03-31
229,CLEVELAND CLIFFS INC,COM,185899101,181000,18162,SH, ,DFND,2019-03-31
230,CLOUDERA INC,COM,18914U100,10336000,944787,SH, ,DFND,2019-03-31
231,CLOVIS ONCOLOGY INC,COM,189464100,14577000,587318,SH, ,DFND,2019-03-31
232,CME GROUP INC,COM CL A,12572Q105,71186000,432533,SH, ,DFND,2019-03-31
233,CMS ENERGY CORP,COM,125896100,28943000,521117,SH, ,DFND,2019-03-31
234,CNH INDL N V,SHS,N20944109,14400000,1411734,SH, ,DFND,2019-03-31
235,CNX RESOURCES CORPORATION,COM,12653C108,8728000,810400,SH, ,DFND,2019-03-31
236,COCA COLA CO,COM,191216100,65440000,1396502,SH, ,DFND,2019-03-31
237,COHERENT INC,COM,192479103,37941000,267721,SH, ,DFND,2019-03-31
238,COHERUS BIOSCIENCES INC,COM,19249H103,12520000,917896,SH, ,DFND,2019-03-31
239,COMCAST CORP NEW,CL A,20030N101,47254000,1181933,SH, ,DFND,2019-03-31
240,CONAGRA BRANDS INC,COM,205887102,23121000,833504,SH, ,DFND,2019-03-31
241,CONCHO RES INC,COM,20605P101,73075000,658569,SH, ,DFND,2019-03-31
242,CONDUENT INC,COM,206787103,20177000,1458934,SH, ,DFND,2019-03-31
243,CONMED CORP,COM,207410101,62253000,748411,SH, ,DFND,2019-03-31
244,CONOCOPHILLIPS,COM,20825C104,158499000,2374878,SH, ,DFND,2019-03-31
245,CONSOLIDATED COMM HLDGS INC,COM,209034107,831000,76124,SH, ,DFND,2019-03-31
246,CONTINENTAL RESOURCES INC,COM,212015101,2953000,65956,SH, ,DFND,2019-03-31
247,COOPER COS INC,COM NEW,216648402,11254000,38000,SH, ,DFND,2019-03-31
248,COPA HOLDINGS SA,CL A,P31076105,7976000,98948,SH, ,DFND,2019-03-31
249,COSAN LTD,SHS A,G25343107,1327000,114500,SH, ,DFND,2019-03-31
250,COSTAR GROUP INC,COM,22160N109,7797000,16717,SH, ,DFND,2019-03-31
251,COTT CORP QUE,COM,22163N106,4126000,282400,SH, ,DFND,2019-03-31
252,COUPA SOFTWARE INC,COM,22266L106,4431000,48700,SH, ,DFND,2019-03-31
253,COVETRUS INC,COM,22304C100,5869000,184281,SH, ,DFND,2019-03-31
254,COVIA HLDGS CORP,COM,22305A103,365000,65297,SH, ,DFND,2019-03-31
255,CRACKER BARREL OLD CTRY STOR,COM,22410J106,3086000,19094,SH, ,DFND,2019-03-31
256,CRANE CO,COM,224399105,10065000,118948,SH, ,DFND,2019-03-31
257,CRESCENT PT ENERGY CORP,COM,22576C101,5026000,1550000,SH, ,DFND,2019-03-31
258,CRH PLC,ADR,12626K203,4535000,146286,SH, ,DFND,2019-03-31
259,CRISPR THERAPEUTICS AG,NAMEN AKT,H17182108,162000,4525,SH, ,DFND,2019-03-31
260,CRITEO S A,SPONS ADS,226718104,6462000,322601,SH, ,DFND,2019-03-31
261,CROWN CASTLE INTL CORP NEW,COM,22822V101,140838000,1100300,SH,Call,DFND,2019-03-31
262,CROWN CASTLE INTL CORP NEW,COM,22822V101,222477000,1738100,SH,Put,DFND,2019-03-31
263,CROWN HOLDINGS INC,COM,228368106,1981000,36294,SH, ,DFND,2019-03-31
264,CSX CORP,COM,126408103,531000,7092,SH, ,DFND,2019-03-31
265,CUBESMART,COM,229663109,2996000,93499,SH, ,DFND,2019-03-31
266,CULLEN FROST BANKERS INC,COM,229899109,811000,8353,SH, ,DFND,2019-03-31
267,CUMMINS INC,COM,231021106,102457000,648998,SH, ,DFND,2019-03-31
268,CUSHMAN WAKEFIELD PLC,SHS,G2717B108,6435000,361529,SH, ,DFND,2019-03-31
269,CVS HEALTH CORP,COM,126650100,8046000,149192,SH, ,DFND,2019-03-31
270,CYRUSONE INC,COM,23283R100,23495000,448044,SH, ,DFND,2019-03-31
271,CYTOMX THERAPEUTICS INC,COM,23284F105,6726000,625649,SH, ,DFND,2019-03-31
272,DANA INCORPORATED,COM,235825205,14246000,803062,SH, ,DFND,2019-03-31
273,DARDEN RESTAURANTS INC,COM,237194105,49727000,409375,SH, ,DFND,2019-03-31
274,DARLING INGREDIENTS INC,COM,237266101,12562000,580252,SH, ,DFND,2019-03-31
275,DARLING INGREDIENTS INC,COM,237266101,5413000,250000,SH,Call,DFND,2019-03-31
276,DAVE & BUSTERS ENTMT INC,COM,238337109,1566000,31400,SH, ,DFND,2019-03-31
277,DBX ETF TR,XTRACK HRVST CSI,233051879,5746000,200000,SH, ,DFND,2019-03-31
278,DEAN FOODS CO NEW,COM NEW,242370203,621000,204900,SH, ,DFND,2019-03-31
279,DEERE & CO,COM,244199105,7992000,50000,SH,Call,DFND,2019-03-31
280,DELEK US HLDGS INC NEW,COM,24665A103,17446000,479032,SH, ,DFND,2019-03-31
281,DELEK US HLDGS INC NEW,COM,24665A103,14568000,400000,SH,Call,DFND,2019-03-31
282,DELPHI TECHNOLOGIES PLC,SHS,G2709G107,38894000,2019424,SH, ,DFND,2019-03-31
283,DELTA AIR LINES INC DEL,COM NEW,247361702,16991000,328955,SH, ,DFND,2019-03-31
284,DENBURY RES INC,COM NEW,247916208,100000,48800,SH, ,DFND,2019-03-31
285,DENTSPLY SIRONA INC,COM,24906P109,25773000,519720,SH, ,DFND,2019-03-31
286,DEXCOM INC,COM,252131107,20138000,169082,SH, ,DFND,2019-03-31
287,DEXCOM INC,COM,252131107,5955000,50000,SH,Call,DFND,2019-03-31
288,DHT HOLDINGS INC,SHS NEW,Y2065G121,307000,68800,SH, ,DFND,2019-03-31
289,DIAMONDBACK ENERGY INC,COM,25278X109,96783000,953249,SH, ,DFND,2019-03-31
290,DIAMONDROCK HOSPITALITY CO,COM,252784301,288000,26619,SH, ,DFND,2019-03-31
291,DICERNA PHARMACEUTICALS INC,COM,253031108,19778000,1350000,SH, ,DFND,2019-03-31
292,DICKS SPORTING GOODS INC,COM,253393102,1858000,50488,SH, ,DFND,2019-03-31
293,DIEBOLD NXDF INC,COM,253651103,47000,4253,SH, ,DFND,2019-03-31
