,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
19,AGIOS PHARMACEUTICALS INC,COM,00847X104,3650000,62500,SH, ,DFND,2017-03-31
20,AGRIUM INC,COM,008916108,11886000,124400,SH, ,DFND,2017-03-31
21,AIMMUNE THERAPEUTICS INC,COM,00900T107,14819000,681973,SH, ,DFND,2017-03-31
22,AIR PRODS & CHEMS INC,COM,009158106,44713000,330500,SH, ,DFND,2017-03-31
23,AK STL HLDG CORP,COM,001547108,2574000,358000,SH, ,DFND,2017-03-31
24,AKAMAI TECHNOLOGIES INC,COM,00971T101,2074000,34741,SH, ,DFND,2017-03-31
25,ALASKA AIR GROUP INC,COM,011659109,10421000,113000,SH, ,DFND,2017-03-31
26,ALASKA AIR GROUP INC,COM,011659109,9222000,100000,SH,Call,DFND,2017-03-31
27,ALBEMARLE CORP,COM,012653101,3285000,31100,SH, ,DFND,2017-03-31
28,ALCOA CORP,COM,013872106,18552000,539300,SH, ,DFND,2017-03-31
29,ALEXION PHARMACEUTICALS INC,COM,015351109,19386000,159900,SH, ,DFND,2017-03-31
30,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,157052000,1456480,SH, ,DFND,2017-03-31
31,ALKERMES PLC,SHS,G01767105,14637000,250200,SH, ,DFND,2017-03-31
32,ALLEGIANT TRAVEL CO,COM,01748X102,1923000,12000,SH, ,DFND,2017-03-31
33,ALLERGAN PLC,SHS,G0177J108,31060000,130000,SH, ,DFND,2017-03-31
34,ALPHABET INC,CAP STK CL A,02079K305,74317000,87659,SH, ,DFND,2017-03-31
35,ALPHABET INC,CAP STK CL C,02079K107,11863000,14300,SH, ,DFND,2017-03-31
36,ALTISOURCE PORTFOLIO SOLNS S,REG SHS,L0175J104,3680000,100000,SH,Put,DFND,2017-03-31
37,AMARIN CORP PLC,SPONS ADR NEW,023111206,960000,300000,SH, ,DFND,2017-03-31
38,AMAZON COM INC,COM,023135106,17303000,19518,SH, ,DFND,2017-03-31
39,AMBARELLA INC,SHS,G037AX101,586000,10715,SH, ,DFND,2017-03-31
40,AMC ENTMT HLDGS INC,CL A COM,00165C104,73011000,2321489,SH, ,DFND,2017-03-31
41,AMERICAN AIRLS GROUP INC,COM,02376R102,24386000,576500,SH, ,DFND,2017-03-31
42,AMERICAN AXLE & MFG HLDGS IN,COM,024061103,19339000,1029765,SH, ,DFND,2017-03-31
43,AMERICAN EAGLE OUTFITTERS NE,COM,02553E106,1250000,89122,SH, ,DFND,2017-03-31
44,AMERICAN FINL GROUP INC OHIO,COM,025932104,13702000,143600,SH, ,DFND,2017-03-31
45,AMERICAN OUTDOOR BRANDS CORP,COM,02874P103,8084000,408065,SH, ,DFND,2017-03-31
46,AMERICAN TOWER CORP NEW,COM,03027X100,4862000,40000,SH, ,DFND,2017-03-31
47,AMETEK INC NEW,COM,031100100,10210000,188800,SH, ,DFND,2017-03-31
48,AMGEN INC,COM,031162100,29533000,180000,SH, ,DFND,2017-03-31
49,AMGEN INC,COM,031162100,48975000,298500,SH,Call,DFND,2017-03-31
50,AMICUS THERAPEUTICS INC,COM,03152W109,21394000,3000500,SH, ,DFND,2017-03-31
51,AMKOR TECHNOLOGY INC,COM,031652100,7589000,654800,SH, ,DFND,2017-03-31
52,AMN HEALTHCARE SERVICES INC,COM,001744101,3138000,77293,SH, ,DFND,2017-03-31
53,ANADARKO PETE CORP,COM,032511107,22880000,369033,SH, ,DFND,2017-03-31
54,APACHE CORP,COM,037411105,48518000,944109,SH, ,DFND,2017-03-31
55,APPLE INC,COM,037833100,47623000,331501,SH, ,DFND,2017-03-31
56,APPLIED INDL TECHNOLOGIES IN,COM,03820C105,4342000,70200,SH, ,DFND,2017-03-31
57,ARAMARK,COM,03852U106,23154000,628000,SH, ,DFND,2017-03-31
58,ARCH CAP GROUP LTD,ORD,G0450A105,7155000,75500,SH, ,DFND,2017-03-31
59,ARCH COAL INC,CL A,039380407,1620000,23500,SH, ,DFND,2017-03-31
60,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,14754000,320400,SH, ,DFND,2017-03-31
61,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,1151000,25000,SH,Call,DFND,2017-03-31
62,ARRAY BIOPHARMA INC,COM,04269X105,11424000,1277900,SH, ,DFND,2017-03-31
63,ARRAY BIOPHARMA INC,COM,04269X105,4470000,500000,SH,Call,DFND,2017-03-31
64,ASBURY AUTOMOTIVE GROUP INC,COM,043436104,7555000,125700,SH, ,DFND,2017-03-31
65,ASCENA RETAIL GROUP INC,COM,04351G101,4112000,965300,SH, ,DFND,2017-03-31
66,ASHLAND GLOBAL HLDGS INC,COM,044186104,8939000,72200,SH, ,DFND,2017-03-31
67,ASPEN INSURANCE HOLDINGS LTD,SHS,G05384105,16838000,323500,SH, ,DFND,2017-03-31
68,ASSURED GUARANTY LTD,COM,G0585R106,12673000,341500,SH, ,DFND,2017-03-31
69,ASTRAZENECA PLC,SPONSORED ADR,046353108,37368000,1200000,SH,Call,DFND,2017-03-31
70,AT HOME GROUP INC,COM,04650Y100,13917000,918000,SH, ,DFND,2017-03-31
71,ATHENAHEALTH INC,COM,04685W103,28547000,253327,SH, ,DFND,2017-03-31
72,ATHENE HLDG LTD,CL A,G0684D107,92601000,1852400,SH, ,DFND,2017-03-31
73,ATWOOD OCEANICS INC,COM,050095108,17882000,1876400,SH, ,DFND,2017-03-31
74,ATWOOD OCEANICS INC,COM,050095108,1430000,150000,SH,Call,DFND,2017-03-31
75,AUTODESK INC,COM,052769106,27005000,312300,SH, ,DFND,2017-03-31
76,AUTONATION INC,COM,05329W102,4229000,100000,SH, ,DFND,2017-03-31
77,AUTOZONE INC,COM,053332102,28439000,39332,SH, ,DFND,2017-03-31
78,AVEXIS INC,COM,05366U100,54553000,717514,SH, ,DFND,2017-03-31
79,AVIS BUDGET GROUP,COM,053774105,592000,20000,SH, ,DFND,2017-03-31
80,AXALTA COATING SYS LTD,COM,G0750C108,20160000,626100,SH, ,DFND,2017-03-31
81,AXOVANT SCIENCES LTD,COM,G0750W104,3124000,209100,SH, ,DFND,2017-03-31
82,BAIDU INC,SPON ADR REP A,056752108,22566000,130800,SH, ,DFND,2017-03-31
83,BAKER HUGHES INC,COM,057224107,4187000,70000,SH, ,DFND,2017-03-31
84,BALL CORP,COM,058498106,653000,8800,SH, ,DFND,2017-03-31
85,BANK AMER CORP,COM,060505104,21880000,927500,SH, ,DFND,2017-03-31
86,BANK OF NT BUTTERFIELD&SON L,SHS NEW,G0772R208,22417000,702500,SH, ,DFND,2017-03-31
87,BARCLAYS BK PLC,IPATH S&P500 VIX,06740Q252,158000,10000,SH,Call,DFND,2017-03-31
88,BARD C R INC,COM,067383109,78626000,316353,SH, ,DFND,2017-03-31
89,BARNES & NOBLE INC,COM,067774109,1197000,129400,SH, ,DFND,2017-03-31
90,BARRICK GOLD CORP,COM,067901108,7685000,404700,SH, ,DFND,2017-03-31
91,BASIC ENERGY SVCS INC NEW,COM NEW,06985P209,4057000,121600,SH, ,DFND,2017-03-31
92,BAXTER INTL INC,COM,071813109,32851000,633448,SH, ,DFND,2017-03-31
93,BECTON DICKINSON & CO,COM,075887109,101993000,556000,SH, ,DFND,2017-03-31
94,BEMIS INC,COM,081437105,2443000,50000,SH, ,DFND,2017-03-31
95,BENEFITFOCUS INC,COM,08180D106,4480000,160300,SH, ,DFND,2017-03-31
96,BERKLEY W R CORP,COM,084423102,9330000,132100,SH, ,DFND,2017-03-31
97,BERRY PLASTICS GROUP INC,COM,08579W103,15037000,309600,SH, ,DFND,2017-03-31
98,BGC PARTNERS INC,CL A,05541T101,14345000,1262800,SH, ,DFND,2017-03-31
99,BIG LOTS INC,COM,089302103,47380000,973285,SH, ,DFND,2017-03-31
100,BIG LOTS INC,COM,089302103,4868000,100000,SH,Call,DFND,2017-03-31
101,BIO RAD LABS INC,CL A,090572207,18758000,94100,SH, ,DFND,2017-03-31
102,BIOGEN INC,COM,09062X103,59187000,216470,SH, ,DFND,2017-03-31
103,BIOMARIN PHARMACEUTICAL INC,COM,09061G101,32022000,364800,SH, ,DFND,2017-03-31
104,BLACKHAWK NETWORK HLDGS INC,COM,09238E104,59077000,1455100,SH, ,DFND,2017-03-31
105,BLOOMIN BRANDS INC,COM,094235108,9967000,505151,SH, ,DFND,2017-03-31
106,BLUEPRINT MEDICINES CORP,COM,09627Y109,4119000,103000,SH, ,DFND,2017-03-31
107,BMC STK HLDGS INC,COM,05591B109,1408000,62300,SH, ,DFND,2017-03-31
108,BOB EVANS FARMS INC,COM,096761101,1661000,25600,SH, ,DFND,2017-03-31
109,BOEING CO,COM,097023105,8843000,50000,SH,Put,DFND,2017-03-31
110,BORGWARNER INC,COM,099724106,209000,5000,SH, ,DFND,2017-03-31
111,BOYD GAMING CORP,COM,103304101,27261000,1238594,SH, ,DFND,2017-03-31
112,BP PLC,SPONSORED ADR,055622104,6904000,200000,SH, ,DFND,2017-03-31
113,BRF SA,SPONSORED ADR,10552T107,3456000,282104,SH, ,DFND,2017-03-31
114,BRISTOL MYERS SQUIBB CO,COM,110122108,8293000,152500,SH, ,DFND,2017-03-31
115,BROADCOM LTD,SHS,Y09827109,47111000,215159,SH, ,DFND,2017-03-31
116,BRUKER CORP,COM,116794108,26890000,1152600,SH, ,DFND,2017-03-31
117,BRUNSWICK CORP,COM,117043109,25257000,412700,SH, ,DFND,2017-03-31
118,BUILD A BEAR WORKSHOP,COM,120076104,20722000,2341479,SH, ,DFND,2017-03-31
119,BUILDERS FIRSTSOURCE INC,COM,12008R107,3075000,206400,SH, ,DFND,2017-03-31
120,BUNGE LIMITED,COM,G16962105,5873000,74100,SH, ,DFND,2017-03-31
121,BURLINGTON STORES INC,COM,122017106,38047000,391068,SH, ,DFND,2017-03-31
122,BURLINGTON STORES INC,COM,122017106,4865000,50000,SH,Call,DFND,2017-03-31
123,BWX TECHNOLOGIES INC,COM,05605H100,4455000,93600,SH, ,DFND,2017-03-31
124,C H ROBINSON WORLDWIDE INC,COM NEW,12541W209,3865000,50000,SH, ,DFND,2017-03-31
125,C&J ENERGY SVCS INC NEW,COM,12674R100,1958000,57500,SH, ,DFND,2017-03-31
126,CABOT OIL & GAS CORP,COM,127097103,1676000,70100,SH, ,DFND,2017-03-31
127,CACI INTL INC,CL A,127190304,6064000,51700,SH, ,DFND,2017-03-31
128,CAESARS ENTMT CORP,COM,127686103,13710000,1435644,SH, ,DFND,2017-03-31
129,CAL MAINE FOODS INC,COM NEW,128030202,11323000,307700,SH, ,DFND,2017-03-31
130,CALATLANTIC GROUP INC,COM,128195104,15598000,416500,SH, ,DFND,2017-03-31
131,CALAVO GROWERS INC,COM,128246105,11229000,185300,SH, ,DFND,2017-03-31
132,CALLON PETE CO DEL,COM,13123X102,26767000,2034000,SH, ,DFND,2017-03-31
133,CAMPING WORLD HLDGS INC,CL A,13462K109,4084000,126660,SH, ,DFND,2017-03-31
134,CANADIAN NATL RY CO,COM,136375102,111000,1500,SH, ,DFND,2017-03-31
135,CANADIAN PAC RY LTD,COM,13645T100,56667000,385700,SH, ,DFND,2017-03-31
136,CAPITAL ONE FINL CORP,COM,14040H105,79987000,923001,SH, ,DFND,2017-03-31
137,CAPITAL SR LIVING CORP,COM,140475104,2988000,212500,SH, ,DFND,2017-03-31
138,CARA THERAPEUTICS INC,COM,140755109,920000,50000,SH,Put,DFND,2017-03-31
139,CARDIOVASCULAR SYS INC DEL,COM,141619106,1566000,55389,SH, ,DFND,2017-03-31
140,CARE CAP PPTYS INC,COM,141624106,2620000,97500,SH, ,DFND,2017-03-31
141,CARMAX INC,COM,143130102,109925000,1856221,SH, ,DFND,2017-03-31
142,CARMAX INC,COM,143130102,5922000,100000,SH,Call,DFND,2017-03-31
143,CARNIVAL CORP,UNIT 99/99/9999,143658300,47471000,805820,SH, ,DFND,2017-03-31
144,CARPENTER TECHNOLOGY CORP,COM,144285103,300000,8050,SH, ,DFND,2017-03-31
145,CARRIZO OIL & GAS INC,COM,144577103,13204000,460700,SH, ,DFND,2017-03-31
146,CARRIZO OIL & GAS INC,COM,144577103,5732000,200000,SH,Call,DFND,2017-03-31
147,CASEYS GEN STORES INC,COM,147528103,9328000,83100,SH, ,DFND,2017-03-31
148,CATALYST PHARMACEUTICALS INC,COM,14888U101,1711000,877266,SH, ,DFND,2017-03-31
149,CATERPILLAR INC DEL,COM,149123101,46917000,505790,SH, ,DFND,2017-03-31
150,CBS CORP NEW,CL B,124857202,26719000,385229,SH, ,DFND,2017-03-31
151,CELANESE CORP DEL,COM SER A,150870103,1348000,15000,SH, ,DFND,2017-03-31
152,CELGENE CORP,COM,151020104,41062000,330000,SH, ,DFND,2017-03-31
153,CENTENE CORP DEL,COM,15135B101,7126000,100000,SH, ,DFND,2017-03-31
154,CERNER CORP,COM,156782104,729000,12386,SH, ,DFND,2017-03-31
155,CERUS CORP,COM,157085101,1828000,410800,SH, ,DFND,2017-03-31
156,CF INDS HLDGS INC,COM,125269100,1071000,36500,SH, ,DFND,2017-03-31
157,CHEMOURS CO,COM,163851108,32009000,831405,SH, ,DFND,2017-03-31
158,CHEMOURS CO,COM,163851108,5775000,150000,SH,Call,DFND,2017-03-31
159,CHENIERE ENERGY INC,COM NEW,16411R208,73421000,1553227,SH, ,DFND,2017-03-31
160,CHESAPEAKE ENERGY CORP,COM,165167107,2228000,375000,SH, ,DFND,2017-03-31
161,CHICOS FAS INC,COM,168615102,15203000,1070616,SH, ,DFND,2017-03-31
162,CHILDRENS PL INC,COM,168905107,3722000,31000,SH, ,DFND,2017-03-31
163,CIMAREX ENERGY CO,COM,171798101,64797000,542277,SH, ,DFND,2017-03-31
164,CIT GROUP INC,COM NEW,125581801,33001000,768705,SH, ,DFND,2017-03-31
165,CITIGROUP INC,COM NEW,172967424,25919000,433284,SH, ,DFND,2017-03-31
166,CITIZENS FINL GROUP INC,COM,174610105,8102000,234500,SH, ,DFND,2017-03-31
167,CLUBCORP HLDGS INC,COM,18948M108,2677000,166800,SH, ,DFND,2017-03-31
168,CLUBCORP HLDGS INC,COM,18948M108,1124000,70000,SH,Call,DFND,2017-03-31
169,CLUBCORP HLDGS INC,COM,18948M108,963000,60000,SH,Put,DFND,2017-03-31
170,CME GROUP INC,COM,12572Q105,7132000,60032,SH, ,DFND,2017-03-31
171,COBALT INTL ENERGY INC,COM,19075F106,933000,1750000,SH, ,DFND,2017-03-31
172,COGNIZANT TECHNOLOGY SOLUTIO,CL A,192446102,49572000,832860,SH, ,DFND,2017-03-31
173,COLFAX CORP,COM,194014106,35499000,904200,SH, ,DFND,2017-03-31
174,COLGATE PALMOLIVE CO,COM,194162103,29225000,399300,SH,Put,DFND,2017-03-31
175,COMCAST CORP NEW,CL A,20030N101,11183000,297500,SH, ,DFND,2017-03-31
176,COMMUNITY HEALTH SYS INC NEW,COM,203668108,11922000,1344100,SH, ,DFND,2017-03-31
177,COMPUTER SCIENCES CORP,COM,205363104,8930000,129400,SH, ,DFND,2017-03-31
178,CONDUENT INC,COM,206787103,42727000,2546300,SH, ,DFND,2017-03-31
179,CONNS INC,COM,208242107,3500000,400000,SH, ,DFND,2017-03-31
180,CONOCOPHILLIPS,COM,20825C104,27429000,550000,SH, ,DFND,2017-03-31
181,CONSOL ENERGY INC,COM,20854P109,19262000,1147900,SH, ,DFND,2017-03-31
182,CONSTELLATION BRANDS INC,CL A,21036P108,151325000,933700,SH, ,DFND,2017-03-31
183,CONSTELLATION BRANDS INC,CL A,21036P108,6078000,37500,SH,Call,DFND,2017-03-31
184,CONTINENTAL RESOURCES INC,COM,212015101,227529000,5009443,SH, ,DFND,2017-03-31
185,CONTINENTAL RESOURCES INC,COM,212015101,5450000,120000,SH,Call,DFND,2017-03-31
186,CORNERSTONE ONDEMAND INC,COM,21925Y103,7592000,195219,SH, ,DFND,2017-03-31
187,CORVUS PHARMACEUTICALS INC,COM,221015100,8480000,408277,SH, ,DFND,2017-03-31
188,COSTCO WHSL CORP NEW,COM,22160K105,46752000,278800,SH, ,DFND,2017-03-31
189,COSTCO WHSL CORP NEW,COM,22160K105,1710000,10200,SH,Call,DFND,2017-03-31
190,CRESCENT PT ENERGY CORP,COM,22576C101,5570000,515000,SH, ,DFND,2017-03-31
191,CSRA INC,COM,12650T104,17641000,602300,SH, ,DFND,2017-03-31
192,CUMMINS INC,COM,231021106,13638000,90200,SH, ,DFND,2017-03-31
193,CURIS INC,COM,231269101,1391000,500400,SH, ,DFND,2017-03-31
194,CVS HEALTH CORP,COM,126650100,16533000,210612,SH, ,DFND,2017-03-31
195,CVS HEALTH CORP,COM,126650100,90613000,1154300,SH,Call,DFND,2017-03-31
196,CYRUSONE INC,COM,23283R100,7659000,148800,SH, ,DFND,2017-03-31
197,DANA INCORPORATED,COM,235825205,3165000,163900,SH, ,DFND,2017-03-31
198,DARLING INGREDIENTS INC,COM,237266101,14819000,1020600,SH, ,DFND,2017-03-31
199,DAVE & BUSTERS ENTMT INC,COM,238337109,60595000,991900,SH, ,DFND,2017-03-31
200,DBV TECHNOLOGIES S A,SPONSORED ADR,23306J101,1120000,31800,SH, ,DFND,2017-03-31
201,DEAN FOODS CO NEW,COM NEW,242370203,22785000,1158942,SH, ,DFND,2017-03-31
202,DEERE & CO,COM,244199105,4104000,37700,SH, ,DFND,2017-03-31
203,DELEK US HLDGS INC,COM,246647101,55333000,2279900,SH, ,DFND,2017-03-31
204,DELL TECHNOLOGIES INC,COM CL V,24703L103,12310000,192100,SH, ,DFND,2017-03-31
205,DELTA AIR LINES INC DEL,COM NEW,247361702,52252000,1136900,SH, ,DFND,2017-03-31
206,DENTSPLY SIRONA INC,COM,24906P109,64184000,1027933,SH, ,DFND,2017-03-31
207,DERMIRA INC,COM,24983L104,2346000,68783,SH, ,DFND,2017-03-31
208,DEVON ENERGY CORP NEW,COM,25179M103,22612000,542000,SH, ,DFND,2017-03-31
209,DEXCOM INC,COM,252131107,3784000,44657,SH, ,DFND,2017-03-31
210,DIAMONDBACK ENERGY INC,COM,25278X109,34651000,334100,SH, ,DFND,2017-03-31
211,DICKS SPORTING GOODS INC,COM,253393102,30291000,622500,SH, ,DFND,2017-03-31
212,DIGITAL RLTY TR INC,COM,253868103,9947000,93500,SH, ,DFND,2017-03-31
213,DISCOVERY COMMUNICATNS NEW,COM SER A,25470F104,10769000,370198,SH, ,DFND,2017-03-31
214,DISH NETWORK CORP,CL A,25470M109,4808000,75721,SH, ,DFND,2017-03-31
215,DISNEY WALT CO,COM DISNEY,254687106,163245000,1439680,SH, ,DFND,2017-03-31
216,DISNEY WALT CO,COM DISNEY,254687106,113379000,999900,SH,Call,DFND,2017-03-31
217,DOLLAR GEN CORP NEW,COM,256677105,12062000,172977,SH, ,DFND,2017-03-31
218,DOLLAR TREE INC,COM,256746108,125521000,1599810,SH, ,DFND,2017-03-31
219,DOLLAR TREE INC,COM,256746108,39230000,500000,SH,Call,DFND,2017-03-31
220,DOVER CORP,COM,260003108,25101000,312400,SH, ,DFND,2017-03-31
221,DOW CHEM CO,COM,260543103,45390000,714352,SH, ,DFND,2017-03-31
222,DULUTH HLDGS INC,COM CL B,26443V101,6057000,284500,SH, ,DFND,2017-03-31
223,DUNKIN BRANDS GROUP INC,COM,265504100,10373000,189700,SH, ,DFND,2017-03-31
224,DYCOM INDS INC,COM,267475101,2789000,30000,SH, ,DFND,2017-03-31
225,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,4323000,726500,SH, ,DFND,2017-03-31
226,DYNEGY INC NEW DEL,COM,26817R108,40617000,5167600,SH, ,DFND,2017-03-31
227,E TRADE FINANCIAL CORP,COM NEW,269246401,2784000,79800,SH, ,DFND,2017-03-31
228,EAGLE MATERIALS INC,COM,26969P108,6139000,63200,SH, ,DFND,2017-03-31
229,EARTHSTONE ENERGY INC,COM NEW,27032D205,5136000,402500,SH, ,DFND,2017-03-31
230,EASTMAN CHEM CO,COM,277432100,1616000,20000,SH, ,DFND,2017-03-31
231,EATON CORP PLC,SHS,G29183103,47389000,639100,SH, ,DFND,2017-03-31
232,EBAY INC,COM,278642103,20139000,599900,SH, ,DFND,2017-03-31
233,ECHOSTAR CORP,CL A,278768106,3637000,63869,SH, ,DFND,2017-03-31
234,EDWARDS LIFESCIENCES CORP,COM,28176E108,10637000,113075,SH, ,DFND,2017-03-31
235,ELECTRONIC ARTS INC,COM,285512109,17904000,200000,SH, ,DFND,2017-03-31
236,EMBRAER S A,SP ADR REP 4 COM,29082A107,1570000,71100,SH, ,DFND,2017-03-31
237,EMERSON ELEC CO,COM,291011104,28715000,479700,SH, ,DFND,2017-03-31
238,ENANTA PHARMACEUTICALS INC,COM,29251M106,1731000,56200,SH, ,DFND,2017-03-31
239,ENCANA CORP,COM,292505104,35304000,3014900,SH, ,DFND,2017-03-31
240,ENCORE CAP GROUP INC,COM,292554102,367000,11900,SH, ,DFND,2017-03-31
241,ENDO INTL PLC,SHS,G30401106,19815000,1775500,SH, ,DFND,2017-03-31
242,ENDOLOGIX INC,COM,29266S106,4506000,622400,SH, ,DFND,2017-03-31
243,ENERGEN CORP,COM,29265N108,2722000,50000,SH, ,DFND,2017-03-31
244,ENERPLUS CORP,COM,292766102,6570000,815000,SH, ,DFND,2017-03-31
245,ENSCO PLC,SHS CLASS A,G3157S106,10731000,1199000,SH, ,DFND,2017-03-31
246,ENVISION HEALTHCARE CORP,COM,29414D100,24833000,404978,SH, ,DFND,2017-03-31
247,EOG RES INC,COM,26875P101,130086000,1333534,SH, ,DFND,2017-03-31
248,EQT CORP,COM,26884L109,70942000,1161088,SH, ,DFND,2017-03-31
249,EQUIFAX INC,COM,294429105,23493000,171808,SH, ,DFND,2017-03-31
250,EQUINIX INC,COM PAR $0.001,29444U700,11731000,29300,SH, ,DFND,2017-03-31
251,ERICSSON,ADR B SEK 10,294821608,1100000,165600,SH, ,DFND,2017-03-31
252,ETSY INC,COM,29786A106,12139000,1141948,SH, ,DFND,2017-03-31
253,EURONAV NV ANTWERPEN,SHS,B38564108,3892000,492600,SH, ,DFND,2017-03-31
254,EXACT SCIENCES CORP,COM,30063P105,59061000,2500476,SH, ,DFND,2017-03-31
255,EXCO RESOURCES INC,COM,269279402,0,1,SH, ,DFND,2017-03-31
256,EXELIXIS INC,COM,30161Q104,2167000,100000,SH, ,DFND,2017-03-31
257,EXPEDIA INC DEL,COM NEW,30212P303,62872000,498311,SH, ,DFND,2017-03-31
258,EXPRESS INC,COM,30219E103,12681000,1392026,SH, ,DFND,2017-03-31
259,EXPRESS INC,COM,30219E103,729000,80000,SH,Call,DFND,2017-03-31
260,EXPRESS SCRIPTS HLDG CO,COM,30219G108,46368000,703500,SH, ,DFND,2017-03-31
261,EXPRESS SCRIPTS HLDG CO,COM,30219G108,6591000,100000,SH,Call,DFND,2017-03-31
262,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,15986000,1002900,SH, ,DFND,2017-03-31
263,EXTRACTION OIL AND GAS INC,COM,30227M105,18253000,984016,SH, ,DFND,2017-03-31
264,F M C CORP,COM NEW,302491303,19743000,283711,SH, ,DFND,2017-03-31
265,FACEBOOK INC,CL A,30303M102,298404000,2100700,SH, ,DFND,2017-03-31
266,FAIRMOUNT SANTROL HLDGS INC,COM,30555Q108,66517000,9074574,SH, ,DFND,2017-03-31
267,FASTENAL CO,COM,311900104,38821000,753800,SH, ,DFND,2017-03-31
268,FEDEX CORP,COM,31428X106,24530000,125700,SH, ,DFND,2017-03-31
269,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,219000,20000,SH, ,DFND,2017-03-31
270,FIDELITY NATL INFORMATION SV,COM,31620M106,4475000,56200,SH, ,DFND,2017-03-31
271,FINISH LINE INC,CL A,317923100,3640000,255800,SH, ,DFND,2017-03-31
272,FIREEYE INC,COM,31816Q101,5296000,420000,SH, ,DFND,2017-03-31
273,FIRST BANCORP P R,COM NEW,318672706,12581000,2226770,SH, ,DFND,2017-03-31
274,FIVE PRIME THERAPEUTICS INC,COM,33830X104,707000,19569,SH, ,DFND,2017-03-31
275,FLEETCOR TECHNOLOGIES INC,COM,339041105,41034000,270977,SH, ,DFND,2017-03-31
276,FLEX LTD,ORD,Y2573F102,12205000,726500,SH, ,DFND,2017-03-31
277,FLY LEASING LTD,SPONSORED ADR,34407D109,4056000,309148,SH, ,DFND,2017-03-31
278,FLY LEASING LTD,SPONSORED ADR,34407D109,2624000,200000,SH,Call,DFND,2017-03-31
279,FORD MTR CO DEL,COM PAR $0.01,345370860,4540000,390000,SH, ,DFND,2017-03-31
280,FORD MTR CO DEL,COM PAR $0.01,345370860,30555000,2625000,SH,Call,DFND,2017-03-31
281,FORTIVE CORP,COM,34959J108,4848000,80500,SH, ,DFND,2017-03-31
282,FORTUNE BRANDS HOME & SEC IN,COM,34964C106,42060000,691200,SH, ,DFND,2017-03-31
283,FORWARD PHARMA A/S,SPONSORED ADR,34986J105,2465000,114601,SH, ,DFND,2017-03-31
284,FOUNDATION BLDG MATLS INC,COM,350392106,2477000,155100,SH, ,DFND,2017-03-31
285,FRANKS INTL N V,COM,N33462107,6420000,607400,SH, ,DFND,2017-03-31
286,FREDS INC,CL A,356108100,15141000,1155800,SH,Put,DFND,2017-03-31
287,FRONTIER COMMUNICATIONS CORP,COM,35906A108,7327000,3423800,SH, ,DFND,2017-03-31
288,FRONTIER COMMUNICATIONS CORP,COM,35906A108,198000,92500,SH,Put,DFND,2017-03-31
289,GAMESTOP CORP NEW,CL A,36467W109,7893000,350000,SH, ,DFND,2017-03-31
290,GAP INC DEL,COM,364760108,19489000,802342,SH, ,DFND,2017-03-31
291,GARTNER INC,COM,366651107,21127000,195641,SH, ,DFND,2017-03-31
