,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
99,AVON PRODS INC,COM,054303102,1040000,642121,SH, ,DFND,2018-06-30
100,AXA EQUITABLE HLDGS INC,COM,054561105,5513000,267500,SH, ,DFND,2018-06-30
101,AXALTA COATING SYS LTD,COM,G0750C108,11409000,376400,SH, ,DFND,2018-06-30
102,AXIS CAPITAL HOLDINGS LTD,SHS,G0692U109,740000,13300,SH, ,DFND,2018-06-30
103,AXON ENTERPRISE INC,COM,05464C101,1030000,16300,SH, ,DFND,2018-06-30
104,AZUL S A,SPONSR ADR PFD,05501U106,1227000,75000,SH, ,DFND,2018-06-30
105,BAIDU INC,SPON ADR REP A,056752108,180812000,744081,SH, ,DFND,2018-06-30
106,BAIDU INC,SPON ADR REP A,056752108,32805000,135000,SH,Call,DFND,2018-06-30
107,BANK AMER CORP,COM,060505104,1674000,59400,SH, ,DFND,2018-06-30
108,BANK HAWAII CORP,COM,062540109,125000,1500,SH, ,DFND,2018-06-30
109,BANK OF THE OZARKS,COM,063904106,122000,2700,SH, ,DFND,2018-06-30
110,BAOZUN INC,SPONSORED ADR,06684L103,2188000,40000,SH, ,DFND,2018-06-30
111,BAXTER INTL INC,COM,071813109,68714000,930574,SH, ,DFND,2018-06-30
112,BECTON DICKINSON & CO,COM,075887109,24220000,101100,SH, ,DFND,2018-06-30
113,BERRY GLOBAL GROUP INC,COM,08579W103,7681000,167200,SH, ,DFND,2018-06-30
114,BEST BUY INC,COM,086516101,29832000,400000,SH,Put,DFND,2018-06-30
115,BGC PARTNERS INC,CL A,05541T101,78715000,6953664,SH, ,DFND,2018-06-30
116,BGC PARTNERS INC,CL A,05541T101,21508000,1900000,SH,Call,DFND,2018-06-30
117,BIG LOTS INC,COM,089302103,4930000,118000,SH,Put,DFND,2018-06-30
118,BIO RAD LABS INC,CL A,090572207,28739000,99603,SH, ,DFND,2018-06-30
119,BIODELIVERY SCIENCES INTL IN,COM,09060J106,1770000,600000,SH, ,DFND,2018-06-30
120,BIOGEN INC,COM,09062X103,42375000,146000,SH, ,DFND,2018-06-30
121,BIOMARIN PHARMACEUTICAL INC,COM,09061G101,5059000,53703,SH, ,DFND,2018-06-30
122,BIOTELEMETRY INC,COM,090672106,959000,21300,SH, ,DFND,2018-06-30
123,BIOXCEL THERAPEUTICS INC,COM,09075P105,605000,65809,SH, ,DFND,2018-06-30
124,BITAUTO HLDGS LTD,SPONSORED ADS,091727107,918000,38600,SH, ,DFND,2018-06-30
125,BJS WHSL CLUB HLDGS INC,COM,05550J101,13008000,550000,SH, ,DFND,2018-06-30
126,BLOCK H & R INC,COM,093671105,13668000,600000,SH,Put,DFND,2018-06-30
127,BLOOMIN BRANDS INC,COM,094235108,340000,16905,SH, ,DFND,2018-06-30
128,BLUEBIRD BIO INC,COM,09609G100,5101000,32500,SH, ,DFND,2018-06-30
129,BMC STK HLDGS INC,COM,05591B109,252000,12100,SH, ,DFND,2018-06-30
130,BOEING CO,COM,097023105,13756000,41000,SH, ,DFND,2018-06-30
131,BOEING CO,COM,097023105,46971000,140000,SH,Call,DFND,2018-06-30
132,BOOKING HLDGS INC,COM,09857L108,4054000,2000,SH, ,DFND,2018-06-30
133,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,3512000,80300,SH, ,DFND,2018-06-30
134,BORGWARNER INC,COM,099724106,3150000,72980,SH, ,DFND,2018-06-30
135,BOSTON SCIENTIFIC CORP,COM,101137107,48046000,1469300,SH, ,DFND,2018-06-30
136,BP PLC,SPONSORED ADR,055622104,9146000,200300,SH, ,DFND,2018-06-30
137,BRASKEM S A,SP ADR PFD A,105532105,3900000,150000,SH, ,DFND,2018-06-30
138,BRIGHTSPHERE INVESTMNT GRP P,SHS,G1644T109,6174000,432947,SH, ,DFND,2018-06-30
139,BRIGHTVIEW HLDGS INC,COM,10948C107,8271000,376825,SH, ,DFND,2018-06-30
140,BRINKER INTL INC,COM,109641100,19751000,414947,SH, ,DFND,2018-06-30
141,BRINKS CO,COM,109696104,7640000,95801,SH, ,DFND,2018-06-30
142,BRISTOL MYERS SQUIBB CO,COM,110122108,189091000,3416898,SH, ,DFND,2018-06-30
143,BROADCOM INC,COM,11135F101,21650000,89226,SH, ,DFND,2018-06-30
144,BROADCOM INC,COM,11135F101,15335000,63200,SH,Call,DFND,2018-06-30
145,BRUKER CORP,COM,116794108,20462000,704600,SH, ,DFND,2018-06-30
146,BUILD A BEAR WORKSHOP,COM,120076104,22677000,2983825,SH, ,DFND,2018-06-30
147,BUNGE LIMITED,COM,G16962105,165645000,2376206,SH, ,DFND,2018-06-30
148,BUNGE LIMITED,COM,G16962105,4991000,71600,SH,Call,DFND,2018-06-30
149,BURLINGTON STORES INC,COM,122017106,10904000,72435,SH, ,DFND,2018-06-30
150,C H ROBINSON WORLDWIDE INC,COM NEW,12541W209,2092000,25000,SH, ,DFND,2018-06-30
151,C&J ENERGY SVCS INC NEW,COM,12674R100,71791000,3041980,SH, ,DFND,2018-06-30
152,CABLE ONE INC,COM,12685J105,36665000,50000,SH,Put,DFND,2018-06-30
153,CABOT CORP,COM,127055101,10409000,168509,SH, ,DFND,2018-06-30
154,CABOT MICROELECTRONICS CORP,COM,12709P103,1560000,14500,SH, ,DFND,2018-06-30
155,CABOT OIL & GAS CORP,COM,127097103,81173000,3410628,SH, ,DFND,2018-06-30
156,CAESARS ENTMT CORP,COM,127686103,268774000,25119068,SH, ,DFND,2018-06-30
157,CAL MAINE FOODS INC,COM NEW,128030202,4585000,100000,SH,Call,DFND,2018-06-30
158,CAL MAINE FOODS INC,COM NEW,128030202,13755000,300000,SH,Put,DFND,2018-06-30
159,CALLAWAY GOLF CO,COM,131193104,292000,15400,SH, ,DFND,2018-06-30
160,CALLON PETE CO DEL,COM,13123X102,13964000,1300200,SH, ,DFND,2018-06-30
161,CALYXT INC,COM,13173L107,5601000,300000,SH, ,DFND,2018-06-30
162,CAMPBELL SOUP CO,COM,134429109,9324000,230000,SH,Call,DFND,2018-06-30
163,CAMPBELL SOUP CO,COM,134429109,24324000,600000,SH,Put,DFND,2018-06-30
164,CAMPING WORLD HLDGS INC,CL A,13462K109,7799000,312200,SH,Call,DFND,2018-06-30
165,CANADIAN NAT RES LTD,COM,136385101,105670000,2928814,SH, ,DFND,2018-06-30
166,CANADIAN PAC RY LTD,COM,13645T100,21706000,118600,SH, ,DFND,2018-06-30
167,CANADIAN SOLAR INC,COM,136635109,1224000,100000,SH,Put,DFND,2018-06-30
168,CANNAE HLDGS INC,COM,13765N107,4422000,238400,SH, ,DFND,2018-06-30
169,CAPITAL ONE FINL CORP,COM,14040H105,37570000,408810,SH, ,DFND,2018-06-30
170,CARDIOVASCULAR SYS INC DEL,COM,141619106,4851000,150000,SH, ,DFND,2018-06-30
171,CAREDX INC,COM,14167L103,2448000,200000,SH, ,DFND,2018-06-30
172,CARGURUS INC,COM CL A,141788109,1688000,48600,SH, ,DFND,2018-06-30
173,CARMAX INC,COM,143130102,17592000,241411,SH, ,DFND,2018-06-30
174,CARNIVAL CORP,UNIT 99/99/9999,143658300,14328000,250000,SH,Call,DFND,2018-06-30
175,CARVANA CO,CL A,146869102,17102000,411100,SH, ,DFND,2018-06-30
176,CASA SYS INC,COM,14713L102,15563000,953057,SH, ,DFND,2018-06-30
177,CATALYST BIOSCIENCES INC,COM NEW,14888D208,7006000,600350,SH, ,DFND,2018-06-30
178,CATERPILLAR INC DEL,COM,149123101,23417000,172600,SH, ,DFND,2018-06-30
179,CATERPILLAR INC DEL,COM,149123101,47485000,350000,SH,Call,DFND,2018-06-30
180,CBOE GLOBAL MARKETS INC,COM,12503M108,6484000,62300,SH, ,DFND,2018-06-30
181,CDW CORP,COM,12514G108,590000,7300,SH, ,DFND,2018-06-30
182,CELANESE CORP DEL,COM SER A,150870103,9895000,89100,SH, ,DFND,2018-06-30
183,CELLECTIS S A,SPONSORED ADS,15117K103,2026000,71600,SH, ,DFND,2018-06-30
184,CENOVUS ENERGY INC,COM,15135U109,31560000,3040500,SH, ,DFND,2018-06-30
185,CENTENE CORP DEL,COM,15135B101,33020000,268000,SH, ,DFND,2018-06-30
186,CENTENNIAL RESOURCE DEV INC,CL A,15136A102,11739000,650000,SH, ,DFND,2018-06-30
187,CENTRAL PUERTO S A,SPONSORED ADR,155038201,2109000,213000,SH, ,DFND,2018-06-30
188,CENTURY ALUM CO,COM,156431108,9725000,617484,SH, ,DFND,2018-06-30
189,CERIDIAN HCM HLDG INC,COM,15677J108,332000,10000,SH, ,DFND,2018-06-30
190,CF INDS HLDGS INC,COM,125269100,5297000,119300,SH, ,DFND,2018-06-30
191,CHARTER COMMUNICATIONS INC N,CL A,16119P108,68523000,233700,SH,Call,DFND,2018-06-30
192,CHEGG INC,COM,163092109,1502000,54063,SH, ,DFND,2018-06-30
193,CHEMED CORP NEW,COM,16359R103,24586000,76400,SH, ,DFND,2018-06-30
194,CHEMOURS CO,COM,163851108,2639000,59500,SH, ,DFND,2018-06-30
195,CHEVRON CORP NEW,COM,166764100,108934000,861612,SH, ,DFND,2018-06-30
196,CHIASMA INC,COM,16706W102,1345000,896600,SH, ,DFND,2018-06-30
197,CHILDRENS PL INC,COM,168905107,9060000,75000,SH, ,DFND,2018-06-30
198,CHINA BIOLOGIC PRODS HLDGS I,COM,G21515104,1281000,12900,SH, ,DFND,2018-06-30
199,CHINA PETE & CHEM CORP,SPON ADR H SHS,16941R108,4941000,55000,SH, ,DFND,2018-06-30
200,CHIPOTLE MEXICAN GRILL INC,COM,169656105,42066000,97518,SH, ,DFND,2018-06-30
201,CIENA CORP,COM NEW,171779309,27957000,1054600,SH, ,DFND,2018-06-30
202,CIGNA CORPORATION,COM,125509109,19544000,115000,SH, ,DFND,2018-06-30
203,CIMAREX ENERGY CO,COM,171798101,17805000,175000,SH, ,DFND,2018-06-30
204,CINTAS CORP,COM,172908105,3701000,20000,SH, ,DFND,2018-06-30
205,CINTAS CORP,COM,172908105,18507000,100000,SH,Put,DFND,2018-06-30
206,CISCO SYS INC,COM,17275R102,4996000,116100,SH, ,DFND,2018-06-30
207,CITIGROUP INC,COM NEW,172967424,12815000,191500,SH, ,DFND,2018-06-30
208,CITIGROUP INC,COM NEW,172967424,6692000,100000,SH,Call,DFND,2018-06-30
209,CITIZENS FINL GROUP INC,COM,174610105,43842000,1127049,SH, ,DFND,2018-06-30
210,CITRIX SYS INC,COM,177376100,2973000,28355,SH, ,DFND,2018-06-30
211,CLEARSIDE BIOMEDICAL INC,COM,185063104,2138000,200000,SH, ,DFND,2018-06-30
212,CLOVIS ONCOLOGY INC,COM,189464100,7503000,165000,SH, ,DFND,2018-06-30
213,CME GROUP INC,COM CL A,12572Q105,11168000,68132,SH, ,DFND,2018-06-30
214,COCA COLA CO,COM,191216100,12643000,288268,SH, ,DFND,2018-06-30
215,COGNIZANT TECHNOLOGY SOLUTIO,CL A,192446102,1221000,15456,SH, ,DFND,2018-06-30
216,COHERUS BIOSCIENCES INC,COM,19249H103,4379000,312800,SH, ,DFND,2018-06-30
217,COLUMBIA SPORTSWEAR CO,COM,198516106,119000,1300,SH, ,DFND,2018-06-30
218,COMCAST CORP NEW,CL A,20030N101,136434000,4158315,SH, ,DFND,2018-06-30
219,COMCAST CORP NEW,CL A,20030N101,191512000,5837000,SH,Call,DFND,2018-06-30
220,COMCAST CORP NEW,CL A,20030N101,7382000,225000,SH,Put,DFND,2018-06-30
221,COMERICA INC,COM,200340107,34832000,383104,SH, ,DFND,2018-06-30
222,COMMERCIAL METALS CO,COM,201723103,4830000,228825,SH, ,DFND,2018-06-30
223,COMPASS MINERALS INTL INC,COM,20451N101,1152000,17525,SH, ,DFND,2018-06-30
224,CONCHO RES INC,COM,20605P101,174872000,1263981,SH, ,DFND,2018-06-30
225,CONCHO RES INC,COM,20605P101,20780000,150200,SH,Call,DFND,2018-06-30
226,CONDUENT INC,COM,206787103,29409000,1618547,SH, ,DFND,2018-06-30
227,CONNS INC,COM,208242107,7524000,228008,SH, ,DFND,2018-06-30
228,CONNS INC,COM,208242107,4950000,150000,SH,Call,DFND,2018-06-30
229,CONOCOPHILLIPS,COM,20825C104,49877000,716420,SH, ,DFND,2018-06-30
230,CONSTELLATION BRANDS INC,CL A,21036P108,93759000,428377,SH, ,DFND,2018-06-30
231,CONSTELLATION BRANDS INC,CL A,21036P108,131322000,600000,SH,Call,DFND,2018-06-30
232,CONTINENTAL BLDG PRODS INC,COM,211171103,284000,9000,SH, ,DFND,2018-06-30
233,CONTINENTAL RESOURCES INC,COM,212015101,19428000,300000,SH, ,DFND,2018-06-30
234,COPA HOLDINGS SA,CL A,P31076105,1892000,20000,SH,Put,DFND,2018-06-30
235,CORCEPT THERAPEUTICS INC,COM,218352102,6288000,400000,SH,Put,DFND,2018-06-30
236,COTT CORP QUE,COM,22163N106,148073000,8947000,SH, ,DFND,2018-06-30
237,COVIA HLDGS CORP,COM,22305A103,24263000,1307264,SH, ,DFND,2018-06-30
238,CRH PLC,ADR,12626K203,3715000,105100,SH, ,DFND,2018-06-30
239,CRITEO S A,SPONS ADS,226718104,81013000,2466147,SH, ,DFND,2018-06-30
240,CRITEO S A,SPONS ADS,226718104,3295000,100300,SH,Call,DFND,2018-06-30
241,CROWN CASTLE INTL CORP NEW,COM,22822V101,62536000,580000,SH,Put,DFND,2018-06-30
242,CROWN HOLDINGS INC,COM,228368106,66200000,1479000,SH, ,DFND,2018-06-30
243,CSX CORP,COM,126408103,5421000,85000,SH, ,DFND,2018-06-30
244,CUTERA INC,COM,232109108,11804000,292900,SH, ,DFND,2018-06-30
245,CVR ENERGY INC,COM,12662P108,46000,1252,SH, ,DFND,2018-06-30
246,CVS HEALTH CORP,COM,126650100,52896000,822000,SH, ,DFND,2018-06-30
247,CYTOMX THERAPEUTICS INC,COM,23284F105,3616000,158171,SH, ,DFND,2018-06-30
248,DANAHER CORP DEL,COM,235851102,1974000,20000,SH, ,DFND,2018-06-30
249,DARLING INGREDIENTS INC,COM,237266101,29122000,1464897,SH, ,DFND,2018-06-30
250,DAVE & BUSTERS ENTMT INC,COM,238337109,7483000,157200,SH, ,DFND,2018-06-30
251,DAVE & BUSTERS ENTMT INC,COM,238337109,9163000,192500,SH,Put,DFND,2018-06-30
252,DAVITA INC,COM,23918K108,7451000,107300,SH, ,DFND,2018-06-30
253,DEAN FOODS CO NEW,COM NEW,242370203,1808000,172062,SH, ,DFND,2018-06-30
254,DEAN FOODS CO NEW,COM NEW,242370203,1051000,100000,SH,Call,DFND,2018-06-30
255,DEERE & CO,COM,244199105,6990000,50000,SH, ,DFND,2018-06-30
256,DEERE & CO,COM,244199105,34950000,250000,SH,Call,DFND,2018-06-30
257,DELEK US HLDGS INC NEW,COM,24665A103,118375000,2359475,SH, ,DFND,2018-06-30
258,DELEK US HLDGS INC NEW,COM,24665A103,10034000,200000,SH,Call,DFND,2018-06-30
259,DELPHI TECHNOLOGIES PLC,SHS,G2709G107,859000,18900,SH, ,DFND,2018-06-30
260,DELUXE CORP,COM,248019101,1624000,24523,SH, ,DFND,2018-06-30
261,DEVON ENERGY CORP NEW,COM,25179M103,158221000,3599204,SH, ,DFND,2018-06-30
262,DEVON ENERGY CORP NEW,COM,25179M103,4396000,100000,SH,Call,DFND,2018-06-30
263,DEXCOM INC,COM,252131107,116383000,1225344,SH, ,DFND,2018-06-30
264,DHT HOLDINGS INC,SHS NEW,Y2065G121,6156000,1312600,SH, ,DFND,2018-06-30
265,DIAMONDBACK ENERGY INC,COM,25278X109,7988000,60713,SH, ,DFND,2018-06-30
266,DISCOVERY INC,COM SER A,25470F104,39131000,1422961,SH, ,DFND,2018-06-30
267,DISCOVERY INC,COM SER C,25470F302,41229000,1616826,SH, ,DFND,2018-06-30
268,DISNEY WALT CO,COM DISNEY,254687106,10502000,100200,SH, ,DFND,2018-06-30
269,DISNEY WALT CO,COM DISNEY,254687106,21308000,203300,SH,Call,DFND,2018-06-30
270,DISNEY WALT CO,COM DISNEY,254687106,97096000,926400,SH,Put,DFND,2018-06-30
271,DOLLAR GEN CORP NEW,COM,256677105,5462000,55400,SH, ,DFND,2018-06-30
272,DOMO INC,COM CL B,257554105,1365000,50000,SH, ,DFND,2018-06-30
273,DOMTAR CORP,COM NEW,257559203,7209000,151000,SH, ,DFND,2018-06-30
274,DOWDUPONT INC,COM,26078J100,33983000,515520,SH, ,DFND,2018-06-30
275,DRIL-QUIP INC,COM,262037104,2040000,39696,SH, ,DFND,2018-06-30
276,DSW INC,CL A,23334L102,17841000,690995,SH, ,DFND,2018-06-30
277,DXC TECHNOLOGY CO,COM,23355L106,136016000,1687338,SH, ,DFND,2018-06-30
278,DYCOM INDS INC,COM,267475101,3667000,38800,SH, ,DFND,2018-06-30
279,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,22189000,1455034,SH, ,DFND,2018-06-30
280,E TRADE FINANCIAL CORP,COM NEW,269246401,98000,1600,SH, ,DFND,2018-06-30
281,EAGLE MATERIALS INC,COM,26969P108,66204000,630692,SH, ,DFND,2018-06-30
282,EASTMAN CHEM CO,COM,277432100,120000,1200,SH, ,DFND,2018-06-30
283,EATON VANCE CORP,COM NON VTG,278265103,1827000,35000,SH, ,DFND,2018-06-30
284,EBAY INC,COM,278642103,1759000,48500,SH, ,DFND,2018-06-30
285,EBAY INC,COM,278642103,13598000,375000,SH,Put,DFND,2018-06-30
286,EIDOS THERAPEUTICS INC,COM,28249H104,4104000,201780,SH, ,DFND,2018-06-30
287,EL PASO ELEC CO,COM NEW,283677854,2825000,47800,SH, ,DFND,2018-06-30
288,ELECTRO SCIENTIFIC INDS,COM,285229100,148000,9361,SH, ,DFND,2018-06-30
289,ELECTROCORE INC,COM,28531P103,206000,12500,SH, ,DFND,2018-06-30
290,ELECTRONIC ARTS INC,COM,285512109,255601000,1812513,SH, ,DFND,2018-06-30
291,EMERSON ELEC CO,COM,291011104,8297000,120000,SH, ,DFND,2018-06-30
292,ENCANA CORP,COM,292505104,206942000,15856235,SH, ,DFND,2018-06-30
