,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
72,B/E AEROSPACE INC,COM,073302101,3099000,67200,SH, ,DFND,2016-03-31
73,BABCOCK & WILCOX ENTERPRIS I,COM,05614L100,4246000,198400,SH, ,DFND,2016-03-31
74,BAIDU INC,CALL,056752108,11453000,60000,SH,Call,DFND,2016-03-31
75,BAKER HUGHES INC,COM,057224107,27363000,624300,SH, ,DFND,2016-03-31
76,BANK AMER CORP,COM,060505104,3500000,258900,SH, ,DFND,2016-03-31
77,BARNES GROUP INC,COM,067806109,12772000,364600,SH, ,DFND,2016-03-31
78,BARRICK GOLD CORP,COM,067901108,8065000,593900,SH, ,DFND,2016-03-31
79,BAXTER INTL INC,COM,071813109,2095000,51000,SH, ,DFND,2016-03-31
80,BEACON ROOFING SUPPLY INC,COM,073685109,5262000,128300,SH, ,DFND,2016-03-31
81,BED BATH & BEYOND INC,COM,075896100,3723000,75000,SH, ,DFND,2016-03-31
82,BENEFITFOCUS INC,COM,08180D106,2815000,84400,SH, ,DFND,2016-03-31
83,BERKLEY W R CORP,COM,084423102,2360000,42000,SH, ,DFND,2016-03-31
84,BERRY PLASTICS GROUP INC,COM,08579W103,53560000,1481600,SH, ,DFND,2016-03-31
85,BGC PARTNERS INC,CALL,05541T101,905000,100000,SH,Call,DFND,2016-03-31
86,BGC PARTNERS INC,CL A,05541T101,7003000,773800,SH, ,DFND,2016-03-31
87,BIOGEN INC,COM,09062X103,26605000,102200,SH, ,DFND,2016-03-31
88,BJS RESTAURANTS INC,COM,09180C106,2008000,48300,SH, ,DFND,2016-03-31
89,BLACKHAWK NETWORK HLDGS INC,COM,09238E104,5035000,146783,SH, ,DFND,2016-03-31
90,BMC STK HLDGS INC,COM,05591B109,1843000,110916,SH, ,DFND,2016-03-31
91,BOISE CASCADE CO DEL,COM,09739D100,342000,16500,SH, ,DFND,2016-03-31
92,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,5075000,167600,SH, ,DFND,2016-03-31
93,BORGWARNER INC,COM,099724106,14830000,386200,SH, ,DFND,2016-03-31
94,BOSTON SCIENTIFIC CORP,COM,101137107,50140000,2665600,SH, ,DFND,2016-03-31
95,BOYD GAMING CORP,COM,103304101,35804000,1733000,SH, ,DFND,2016-03-31
96,BRISTOL MYERS SQUIBB CO,COM,110122108,33991000,532100,SH, ,DFND,2016-03-31
97,BRISTOW GROUP INC,COM,110394103,1304000,68900,SH, ,DFND,2016-03-31
98,BROOKDALE SR LIVING INC,COM,112463104,37639000,2370200,SH, ,DFND,2016-03-31
99,BRUNSWICK CORP,COM,117043109,9726000,202700,SH, ,DFND,2016-03-31
100,BUFFALO WILD WINGS INC,COM,119848109,13731000,92700,SH, ,DFND,2016-03-31
101,BUNGE LIMITED,COM,G16962105,9339000,164800,SH, ,DFND,2016-03-31
102,BURLINGTON STORES INC,COM,122017106,25072000,445800,SH, ,DFND,2016-03-31
103,C&J ENERGY SVCS LTD,SHS,G3164Q101,706000,500821,SH, ,DFND,2016-03-31
104,CABLEVISION SYS CORP,CL A NY CABLVS,12686C109,27397000,830200,SH, ,DFND,2016-03-31
105,CABOT OIL & GAS CORP,COM,127097103,6949000,306000,SH, ,DFND,2016-03-31
106,CAL MAINE FOODS INC,CALL,128030202,5191000,100000,SH,Call,DFND,2016-03-31
107,CALATLANTIC GROUP INC,COM,128195104,15671000,468900,SH, ,DFND,2016-03-31
108,CALAVO GROWERS INC,CALL,128246105,2853000,50000,SH,Call,DFND,2016-03-31
109,CALAVO GROWERS INC,COM,128246105,5021000,88000,SH, ,DFND,2016-03-31
110,CALLON PETE CO DEL,COM,13123X102,30898000,3491300,SH, ,DFND,2016-03-31
111,CANADIAN NAT RES LTD,PUT,136385101,32400000,1200000,SH,Put,DFND,2016-03-31
112,CANADIAN PAC RY LTD,COM,13645T100,44358000,334300,SH, ,DFND,2016-03-31
113,CAPITAL ONE FINL CORP,COM,14040H105,1040000,15000,SH, ,DFND,2016-03-31
114,CARDINAL HEALTH INC,COM,14149Y108,9768000,119200,SH, ,DFND,2016-03-31
115,CARDIOVASCULAR SYS INC DEL,COM,141619106,1060000,102200,SH, ,DFND,2016-03-31
116,CARLISLE COS INC,COM,142339100,507000,5100,SH, ,DFND,2016-03-31
117,CARTER INC,COM,146229109,72038000,683600,SH, ,DFND,2016-03-31
118,CASEYS GEN STORES INC,COM,147528103,9394000,82900,SH, ,DFND,2016-03-31
119,CATALYST PHARMACEUTICALS INC,COM,14888U101,2648000,2263576,SH, ,DFND,2016-03-31
120,CATERPILLAR INC DEL,PUT,149123101,306000,4000,SH,Put,DFND,2016-03-31
121,CATERPILLAR INC DEL,COM,149123101,3674000,48000,SH, ,DFND,2016-03-31
122,CELATOR PHARMACEUTICALS INC,COM,15089R102,219000,19900,SH, ,DFND,2016-03-31
123,CENOVUS ENERGY INC,COM,15135U109,3908000,300000,SH, ,DFND,2016-03-31
124,CENTENE CORP DEL,COM,15135B101,5775000,93800,SH, ,DFND,2016-03-31
125,CENTURYLINK INC,COM,156700106,73975000,2314600,SH, ,DFND,2016-03-31
126,CEPHEID,COM,15670R107,10608000,318000,SH, ,DFND,2016-03-31
127,CERNER CORP,COM,156782104,853000,16100,SH, ,DFND,2016-03-31
128,CF INDS HLDGS INC,COM,125269100,1254000,40000,SH, ,DFND,2016-03-31
129,CHARLES RIV LABS INTL INC,COM,159864107,7943000,104600,SH, ,DFND,2016-03-31
130,CHART INDS INC,COM PAR $0.01,16115Q308,693000,31900,SH, ,DFND,2016-03-31
131,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,37328000,184400,SH, ,DFND,2016-03-31
132,CHEESECAKE FACTORY INC,COM,163072101,21000,400,SH, ,DFND,2016-03-31
133,CHEVRON CORP NEW,CALL,166764100,8109000,85000,SH,Call,DFND,2016-03-31
134,CHEVRON CORP NEW,COM,166764100,8109000,85000,SH, ,DFND,2016-03-31
135,CHEVRON CORP NEW,PUT,166764100,8109000,85000,SH,Put,DFND,2016-03-31
136,CHICAGO BRIDGE & IRON CO N V,COM,167250109,14318000,391300,SH, ,DFND,2016-03-31
137,CHICOS FAS INC,COM,168615102,12334000,929500,SH, ,DFND,2016-03-31
138,CHUBB LIMITED,COM,H1467J104,14465000,121400,SH, ,DFND,2016-03-31
139,CIENA CORP,COM NEW,171779309,805000,42300,SH, ,DFND,2016-03-31
140,CIMAREX ENERGY CO,COM,171798101,52995000,544827,SH, ,DFND,2016-03-31
141,CINEMARK HOLDINGS INC,COM,17243V102,17198000,480000,SH, ,DFND,2016-03-31
142,CIT GROUP INC,COM NEW,125581801,16328000,526200,SH, ,DFND,2016-03-31
143,CITIGROUP INC,COM NEW,172967424,3340000,80000,SH, ,DFND,2016-03-31
144,CITIGROUP INC,PUT,172967424,2088000,50000,SH,Put,DFND,2016-03-31
145,CITRIX SYS INC,COM,177376100,3843000,48900,SH, ,DFND,2016-03-31
146,CLECO CORP NEW,COM,12561W105,5482000,99300,SH, ,DFND,2016-03-31
147,CLOVIS ONCOLOGY INC,PUT,189464100,11580000,603100,SH,Put,DFND,2016-03-31
148,CME GROUP INC,COM,12572Q105,4325000,45032,SH, ,DFND,2016-03-31
149,COACH INC,COM,189754104,44007000,1097700,SH, ,DFND,2016-03-31
150,COBALT INTL ENERGY INC,COM,19075F106,12168000,4096900,SH, ,DFND,2016-03-31
151,COCA COLA ENTERPRISES INC NE,COM,19122T109,11371000,224100,SH, ,DFND,2016-03-31
152,COGNIZANT TECHNOLOGY SOLUTIO,CL A,192446102,9700000,154700,SH, ,DFND,2016-03-31
153,COHERUS BIOSCIENCES INC,COM,19249H103,2785000,131200,SH, ,DFND,2016-03-31
154,COLFAX CORP,COM,194014106,10124000,354100,SH, ,DFND,2016-03-31
155,COLGATE PALMOLIVE CO,COM,194162103,16822000,238100,SH, ,DFND,2016-03-31
156,COLONY CAP INC,CL A,19624R106,35000,2100,SH, ,DFND,2016-03-31
157,COMCAST CORP NEW,CL A,20030N101,11532000,188800,SH, ,DFND,2016-03-31
158,COMERICA INC,COM,200340107,16856000,445100,SH, ,DFND,2016-03-31
159,COMMUNICATIONS SALES&LEAS IN,COM,20341J104,5249000,235900,SH, ,DFND,2016-03-31
160,CONAGRA FOODS INC,COM,205887102,7831000,175500,SH, ,DFND,2016-03-31
161,CONCERT PHARMACEUTICALS INC,COM,206022105,4786000,350372,SH, ,DFND,2016-03-31
162,CONCHO RES INC,COM,20605P101,42508000,420700,SH, ,DFND,2016-03-31
163,CONCORDIA HEALTHCARE CORP,COM,206519100,1667000,65100,SH, ,DFND,2016-03-31
164,CONFORMIS INC,COM,20717E101,3435000,319500,SH, ,DFND,2016-03-31
165,CONNS INC,COM,208242107,3114000,249902,SH, ,DFND,2016-03-31
166,CONOCOPHILLIPS,COM,20825C104,173561000,4309925,SH, ,DFND,2016-03-31
167,CONSOLIDATED EDISON INC,PUT,209115104,10796000,140900,SH,Put,DFND,2016-03-31
168,CONSTELLATION BRANDS INC,CL A,21036P108,86121000,570000,SH, ,DFND,2016-03-31
169,CONTINENTAL RESOURCES INC,COM,212015101,34510000,1136677,SH, ,DFND,2016-03-31
170,COOPER COS INC,COM NEW,216648402,7160000,46500,SH, ,DFND,2016-03-31
171,COOPER TIRE & RUBR CO,COM,216831107,20561000,555400,SH, ,DFND,2016-03-31
172,CORE LABORATORIES N V,COM,N22717107,562000,5000,SH, ,DFND,2016-03-31
173,CORNING INC,COM,219350105,126928000,6076000,SH, ,DFND,2016-03-31
174,COSAN LTD,SHS A,G25343107,1106000,224800,SH, ,DFND,2016-03-31
175,COSTCO WHSL CORP NEW,COM,22160K105,41885000,265800,SH, ,DFND,2016-03-31
176,CRESCENT PT ENERGY CORP,COM,22576C101,14827000,1069920,SH, ,DFND,2016-03-31
177,CROSS CTRY HEALTHCARE INC,COM,227483104,455000,39100,SH, ,DFND,2016-03-31
178,CROWN CASTLE INTL CORP NEW,COM,22822V101,12110000,140000,SH, ,DFND,2016-03-31
179,CROWN HOLDINGS INC,COM,228368106,39017000,786800,SH, ,DFND,2016-03-31
180,CSRA INC,COM,12650T104,74943000,2786000,SH, ,DFND,2016-03-31
181,CST BRANDS INC,COM,12646R105,4857000,126850,SH, ,DFND,2016-03-31
182,CSX CORP,CALL,126408103,5150000,200000,SH,Call,DFND,2016-03-31
183,CSX CORP,COM,126408103,115450000,4483500,SH, ,DFND,2016-03-31
184,CTRIP COM INTL LTD,CALL,22943F100,7746000,175000,SH,Call,DFND,2016-03-31
185,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,22130000,500000,SH, ,DFND,2016-03-31
186,CUMMINS INC,PUT,231021106,17129000,155800,SH,Put,DFND,2016-03-31
187,CURIS INC,COM,231269101,1771000,1100000,SH, ,DFND,2016-03-31
188,CVS HEALTH CORP,COM,126650100,11960000,115300,SH, ,DFND,2016-03-31
189,CYBERARK SOFTWARE LTD,SHS,M2682V108,9818000,230300,SH, ,DFND,2016-03-31
190,CYMABAY THERAPEUTICS INC,COM,23257D103,1139000,843800,SH, ,DFND,2016-03-31
191,CYNOSURE INC,CL A,232577205,23622000,535400,SH, ,DFND,2016-03-31
192,CYRUSONE INC,COM,23283R100,7048000,154400,SH, ,DFND,2016-03-31
193,D R HORTON INC,COM,23331A109,5744000,190000,SH, ,DFND,2016-03-31
194,DANA HLDG CORP,COM,235825205,4321000,306700,SH, ,DFND,2016-03-31
195,DANAHER CORP DEL,COM,235851102,9960000,105000,SH, ,DFND,2016-03-31
196,DARLING INGREDIENTS INC,CALL,237266101,7902000,600000,SH,Call,DFND,2016-03-31
197,DARLING INGREDIENTS INC,COM,237266101,12928000,981600,SH, ,DFND,2016-03-31
198,DAVE & BUSTERS ENTMT INC,COM,238337109,25254000,651200,SH, ,DFND,2016-03-31
199,DBV TECHNOLOGIES S A,SPONSORED ADR,23306J101,6777000,208200,SH, ,DFND,2016-03-31
200,DEERE & CO,PUT,244199105,15398000,200000,SH,Put,DFND,2016-03-31
201,DEL FRISCOS RESTAURANT GROUP,CALL,245077102,1658000,100000,SH,Call,DFND,2016-03-31
202,DEL FRISCOS RESTAURANT GROUP,COM,245077102,657000,39600,SH, ,DFND,2016-03-31
203,DELEK US HLDGS INC,COM,246647101,72036000,4726800,SH, ,DFND,2016-03-31
204,DELEK US HLDGS INC,CALL,246647101,1524000,100000,SH,Call,DFND,2016-03-31
205,DELTA AIR LINES INC DEL,COM NEW,247361702,1032000,21200,SH, ,DFND,2016-03-31
206,DEPOMED INC,COM,249908104,26002000,1866629,SH, ,DFND,2016-03-31
207,DERMIRA INC,COM,24983L104,1586000,76700,SH, ,DFND,2016-03-31
208,DEVON ENERGY CORP NEW,COM,25179M103,3018000,110000,SH, ,DFND,2016-03-31
209,DEXCOM INC,COM,252131107,17514000,257900,SH, ,DFND,2016-03-31
210,DHT HOLDINGS INC,SHS NEW,Y2065G121,2415000,419200,SH, ,DFND,2016-03-31
211,DIAMOND OFFSHORE DRILLING IN,COM,25271C102,12049000,554500,SH, ,DFND,2016-03-31
212,DIAMOND RESORTS INTL INC,COM,25272T104,3050000,125500,SH, ,DFND,2016-03-31
213,DIAMONDBACK ENERGY INC,COM,25278X109,154000,2000,SH, ,DFND,2016-03-31
214,DICKS SPORTING GOODS INC,COM,253393102,18233000,390000,SH, ,DFND,2016-03-31
215,DISH NETWORK CORP,CL A,25470M109,13894000,300356,SH, ,DFND,2016-03-31
216,DOLLAR GEN CORP NEW,COM,256677105,3236000,37800,SH, ,DFND,2016-03-31
217,DOLLAR TREE INC,COM,256746108,154794000,1877200,SH, ,DFND,2016-03-31
218,DOMINOS PIZZA INC,COM,25754A201,39044000,296100,SH, ,DFND,2016-03-31
219,DOMTAR CORP,COM NEW,257559203,21433000,529200,SH, ,DFND,2016-03-31
220,DOVER CORP,COM,260003108,20335000,316100,SH, ,DFND,2016-03-31
221,DOW CHEM CO,COM,260543103,1780000,35000,SH, ,DFND,2016-03-31
222,DREAMWORKS ANIMATION SKG INC,CL A,26153C103,122000,4900,SH, ,DFND,2016-03-31
223,DSW INC,CL A,23334L102,1849000,66900,SH, ,DFND,2016-03-31
224,DUPONT FABROS TECHNOLOGY INC,COM,26613Q106,503000,12400,SH, ,DFND,2016-03-31
225,DYCOM INDS INC,COM,267475101,2930000,45300,SH, ,DFND,2016-03-31
226,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,15471000,804126,SH, ,DFND,2016-03-31
227,DYNEGY INC NEW DEL,COM,26817R108,8526000,593300,SH, ,DFND,2016-03-31
228,EAGLE MATERIALS INC,COM,26969P108,140000,2000,SH, ,DFND,2016-03-31
229,EAGLE PHARMACEUTICALS INC,COM,269796108,8093000,199831,SH, ,DFND,2016-03-31
230,EATON CORP PLC,SHS,G29183103,27645000,441900,SH, ,DFND,2016-03-31
231,EBAY INC,COM,278642103,38276000,1604200,SH, ,DFND,2016-03-31
232,ECHO GLOBAL LOGISTICS INC,COM,27875T101,1043000,38400,SH, ,DFND,2016-03-31
233,ECOPETROL S A,SPONSORED ADS,279158109,713000,82800,SH, ,DFND,2016-03-31
234,EDWARDS LIFESCIENCES CORP,COM,28176E108,1208000,13700,SH, ,DFND,2016-03-31
235,ELECTRONIC ARTS INC,COM,285512109,31045000,469600,SH, ,DFND,2016-03-31
236,EMBRAER S A,SP ADR REP 4 COM,29082A107,4302000,163200,SH, ,DFND,2016-03-31
237,ENDO INTL PLC,SHS,G30401106,6418000,228000,SH, ,DFND,2016-03-31
238,ENERGEN CORP,COM,29265N108,9217000,251900,SH, ,DFND,2016-03-31
239,ENERGY TRANSFER EQUITY L P,CALL,29273V100,3494000,490100,SH,Call,DFND,2016-03-31
240,ENI S P A,SPONSORED ADR,26874R108,15333000,507371,SH, ,DFND,2016-03-31
241,ENVISION HEALTHCARE HLDGS IN,COM,29413U103,24915000,1221300,SH, ,DFND,2016-03-31
242,EQT CORP,COM,26884L109,13331000,198200,SH, ,DFND,2016-03-31
243,ETSY INC,COM,29786A106,7750000,890800,SH, ,DFND,2016-03-31
244,EURONAV NV ANTWERPEN,SHS,B38564108,16723000,1633100,SH, ,DFND,2016-03-31
245,EXACT SCIENCES CORP,COM,30063P105,5038000,747500,SH, ,DFND,2016-03-31
246,EXAMWORKS GROUP INC,COM,30066A105,1635000,55300,SH, ,DFND,2016-03-31
247,EXPEDIA INC DEL,COM NEW,30212P303,16281000,151000,SH, ,DFND,2016-03-31
248,EXPRESS INC,COM,30219E103,4455000,208100,SH, ,DFND,2016-03-31
249,EXXON MOBIL CORP,PUT,30231G102,6269000,75000,SH,Put,DFND,2016-03-31
250,F M C CORP,COM NEW,302491303,2677000,66300,SH, ,DFND,2016-03-31
251,FACEBOOK INC,CL A,30303M102,264586000,2318900,SH, ,DFND,2016-03-31
252,FASTENAL CO,COM,311900104,7350000,150000,SH, ,DFND,2016-03-31
253,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,3661000,108000,SH, ,DFND,2016-03-31
254,FIDELITY NATL INFORMATION SV,COM,31620M106,20025000,316300,SH, ,DFND,2016-03-31
255,FINISAR CORP,COM NEW,31787A507,3389000,185800,SH, ,DFND,2016-03-31
256,FINISH LINE INC,CL A,317923100,82000,3872,SH, ,DFND,2016-03-31
257,FIRST BANCORP P R,COM NEW,318672706,5779000,1979200,SH, ,DFND,2016-03-31
258,FIRST DATA CORP NEW,COM CL A,32008D106,4828000,373100,SH, ,DFND,2016-03-31
259,FIRST SOLAR INC,CALL,336433107,3424000,50000,SH,Call,DFND,2016-03-31
260,FITBIT INC,CL A,33812L102,9913000,654300,SH, ,DFND,2016-03-31
261,FIVE BELOW INC,COM,33829M101,6565000,158800,SH, ,DFND,2016-03-31
262,FLAMEL TECHNOLOGIES SA,SPONSORED ADR,338488109,3963000,358958,SH, ,DFND,2016-03-31
263,FLOWSERVE CORP,COM,34354P105,12604000,283800,SH, ,DFND,2016-03-31
264,FMC TECHNOLOGIES INC,COM,30249U101,6941000,253700,SH, ,DFND,2016-03-31
265,FOOT LOCKER INC,COM,344849104,3444000,53400,SH, ,DFND,2016-03-31
266,FORTINET INC,COM,34959E109,23199000,757400,SH, ,DFND,2016-03-31
267,FORUM ENERGY TECHNOLOGIES IN,COM,34984V100,7508000,568800,SH, ,DFND,2016-03-31
268,FORWARD AIR CORP,COM,349853101,1419000,31300,SH, ,DFND,2016-03-31
269,FORWARD PHARMA A/S,SPONSORED ADR,34986J105,223000,13100,SH, ,DFND,2016-03-31
270,FREEPORT-MCMORAN INC,CL B,35671D857,7303000,706300,SH, ,DFND,2016-03-31
271,GALLAGHER ARTHUR J & CO,COM,363576109,6957000,156400,SH, ,DFND,2016-03-31
272,GAMING & LEISURE PPTYS INC,COM,36467J108,13843000,447700,SH, ,DFND,2016-03-31
273,GANNETT CO INC,COM,36473H104,335000,22100,SH, ,DFND,2016-03-31
274,GATX CORP,COM,361448103,4674000,98400,SH, ,DFND,2016-03-31
275,GENER8 MARITIME INC,COM,Y26889108,3863000,547200,SH, ,DFND,2016-03-31
276,GENERAL CABLE CORP DEL NEW,COM,369300108,2516000,206100,SH, ,DFND,2016-03-31
277,GENERAL DYNAMICS CORP,COM,369550108,20428000,155500,SH, ,DFND,2016-03-31
278,GENERAL ELECTRIC CO,COM,369604103,397000,12500,SH, ,DFND,2016-03-31
279,GENERAL MLS INC,CALL,370334104,6335000,100000,SH,Call,DFND,2016-03-31
280,GENERAL MTRS CO,COM,37045V100,135000,4300,SH, ,DFND,2016-03-31
281,GENESEE & WYO INC,CL A,371559105,6646000,106000,SH, ,DFND,2016-03-31
282,GILEAD SCIENCES INC,COM,375558103,64000,700,SH, ,DFND,2016-03-31
283,GLOBAL BLOOD THERAPEUTICS IN,COM,37890U108,1781000,112300,SH, ,DFND,2016-03-31
284,GNC HLDGS INC,COM CL A,36191G107,17314000,545333,SH, ,DFND,2016-03-31
285,GOGO INC,COM,38046C109,304000,27600,SH, ,DFND,2016-03-31
286,GOLAR LNG LTD BERMUDA,SHS,G9456A100,7600000,422941,SH, ,DFND,2016-03-31
287,GOLDCORP INC NEW,COM,380956409,833000,51300,SH, ,DFND,2016-03-31
288,GOLDMAN SACHS GROUP INC,CALL,38141G104,4709000,30000,SH,Call,DFND,2016-03-31
289,GOODYEAR TIRE & RUBR CO,COM,382550101,10009000,303500,SH, ,DFND,2016-03-31
290,GRAPHIC PACKAGING HLDG CO,COM,388689101,2887000,224700,SH, ,DFND,2016-03-31
291,GRAY TELEVISION INC,COM,389375106,2328000,198600,SH, ,DFND,2016-03-31
292,GREATBATCH INC,COM,39153L106,4038000,113300,SH, ,DFND,2016-03-31
293,GROUP 1 AUTOMOTIVE INC,COM,398905109,15764000,268600,SH, ,DFND,2016-03-31
