,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
34,AMERICAN WOODMARK CORP,COM,030506109,26286000,650000,SH, ,DFND,2014-12-31
35,AMETEK INC NEW,COM,031100100,758000,14400,SH, ,DFND,2014-12-31
36,AMSURG CORP,COM,03232P405,11811000,215800,SH, ,DFND,2014-12-31
37,ANACOR PHARMACEUTICALS INC,COM,032420101,50450000,1564343,SH, ,DFND,2014-12-31
38,ANADARKO PETE CORP,COM,032511107,99883000,1210700,SH, ,DFND,2014-12-31
39,ANHEUSER BUSCH INBEV SA/NV,SPONSORED ADR,03524A108,2347000,20900,SH, ,DFND,2014-12-31
40,ANN INC,COM,035623107,23712000,650000,SH, ,DFND,2014-12-31
41,AOL INC,COM,00184X105,27702000,600000,SH, ,DFND,2014-12-31
42,APPLE INC,COM,037833100,3278000,29700,SH, ,DFND,2014-12-31
43,APPLIED GENETIC TECHNOL CORP,COM,03820J100,20568000,978480,SH, ,DFND,2014-12-31
44,APPLIED MATLS INC,COM,038222105,7735000,310400,SH, ,DFND,2014-12-31
45,ARAMARK,COM,03852U106,4517000,145000,SH, ,DFND,2014-12-31
46,ARCBEST CORP,COM,03937C105,1340000,28900,SH, ,DFND,2014-12-31
47,ARCHER DANIELS MIDLAND CO,COM,039483102,1695000,32600,SH, ,DFND,2014-12-31
48,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,1789000,35000,SH, ,DFND,2014-12-31
49,ARRAY BIOPHARMA INC,COM,04269X105,4273000,903300,SH, ,DFND,2014-12-31
50,ARRIS GROUP INC NEW,COM,04270V106,48192000,1596305,SH, ,DFND,2014-12-31
51,ASHLAND INC NEW,COM,044209104,47952000,400400,SH, ,DFND,2014-12-31
52,ASSURED GUARANTY LTD,COM,G0585R106,28324000,1089800,SH, ,DFND,2014-12-31
53,ASTEC INDS INC,COM,046224101,14628000,372122,SH, ,DFND,2014-12-31
54,ASTRAZENECA PLC,SPONSORED ADR,046353108,41341000,587400,SH, ,DFND,2014-12-31
55,AUTOHOME INC,SP ADR RP CL A,05278C107,9417000,258997,SH, ,DFND,2014-12-31
56,AVAGO TECHNOLOGIES LTD,SHS,Y0486S104,30841000,306600,SH, ,DFND,2014-12-31
57,AVON PRODS INC,PUT,054303102,23475000,2500000,SH,Put,DFND,2014-12-31
58,AXALTA COATING SYS LTD,COM,G0750C108,5337000,205100,SH, ,DFND,2014-12-31
59,AXIALL CORP,COM,05463D100,8719000,205300,SH, ,DFND,2014-12-31
60,B/E AEROSPACE INC,COM,073302101,46811000,806800,SH, ,DFND,2014-12-31
61,BAIDU INC,SPON ADR REP A,056752108,53960000,236700,SH, ,DFND,2014-12-31
62,BAKER HUGHES INC,CALL,057224107,16821000,300000,SH,Call,DFND,2014-12-31
63,BAKER HUGHES INC,COM,057224107,41772000,745000,SH, ,DFND,2014-12-31
64,BANKRATE INC DEL,COM,06647F102,23523000,1892400,SH, ,DFND,2014-12-31
65,BARNES GROUP INC,COM,067806109,14760000,398800,SH, ,DFND,2014-12-31
66,BARRETT BILL CORP,COM,06846N104,14988000,1315900,SH, ,DFND,2014-12-31
67,BARRICK GOLD CORP,CALL,067901108,7525000,700000,SH,Call,DFND,2014-12-31
68,BECTON DICKINSON & CO,COM,075887109,73588000,528800,SH, ,DFND,2014-12-31
69,BELLICUM PHARMACEUTICALS INC,COM,079481107,4424000,192000,SH, ,DFND,2014-12-31
70,BEMIS INC,COM,081437105,26778000,592300,SH, ,DFND,2014-12-31
71,BENEFITFOCUS INC,COM,08180D106,2427000,73900,SH, ,DFND,2014-12-31
72,BERRY PLASTICS GROUP INC,COM,08579W103,15542000,492600,SH, ,DFND,2014-12-31
73,BEST BUY INC,COM,086516101,7796000,200000,SH, ,DFND,2014-12-31
74,BIG LOTS INC,COM,089302103,2803000,70051,SH, ,DFND,2014-12-31
75,BIO-REFERENCE LABS INC,COM $.01 NEW,09057G602,1504000,46800,SH, ,DFND,2014-12-31
76,BIOMARIN PHARMACEUTICAL INC,COM,09061G101,6744000,74600,SH, ,DFND,2014-12-31
77,BLOOMIN BRANDS INC,COM,094235108,55849000,2255600,SH, ,DFND,2014-12-31
78,BLUCORA INC,NOTE 4.250% 4/0,095229AB6,2843000,3000000,PRN, ,DFND,2014-12-31
79,BLUEBIRD BIO INC,COM,09609G100,4082000,44500,SH, ,DFND,2014-12-31
80,BOEING CO,COM,097023105,9749000,75000,SH, ,DFND,2014-12-31
81,BONANZA CREEK ENERGY INC,COM,097793103,11919000,496639,SH, ,DFND,2014-12-31
82,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,1783000,67200,SH, ,DFND,2014-12-31
83,BORGWARNER INC,COM,099724106,8523000,155100,SH, ,DFND,2014-12-31
84,BOSTON SCIENTIFIC CORP,CALL,101137107,9938000,750000,SH,Call,DFND,2014-12-31
85,BOSTON SCIENTIFIC CORP,COM,101137107,61569000,4646700,SH, ,DFND,2014-12-31
86,BRINKER INTL INC,COM,109641100,24615000,419400,SH, ,DFND,2014-12-31
87,BRISTOL MYERS SQUIBB CO,COM,110122108,14545000,246400,SH, ,DFND,2014-12-31
88,BROADCOM CORP,CL A,111320107,78583000,1813600,SH, ,DFND,2014-12-31
89,BROCADE COMMUNICATIONS SYS I,COM NEW,111621306,3145000,265600,SH, ,DFND,2014-12-31
90,BRUNSWICK CORP,COM,117043109,2471000,48200,SH, ,DFND,2014-12-31
91,BUNGE LIMITED,COM,G16962105,26991000,296900,SH, ,DFND,2014-12-31
92,CABELAS INC,COM,126804301,33745000,640200,SH, ,DFND,2014-12-31
93,CABOT OIL & GAS CORP,COM,127097103,8439000,285000,SH, ,DFND,2014-12-31
94,CAESARSTONE SDOT-YAM LTD,ORD SHS,M20598104,8447000,141200,SH, ,DFND,2014-12-31
95,CALIFORNIA RES CORP,COM,13057Q107,14300000,2595300,SH, ,DFND,2014-12-31
96,CAMERON INTERNATIONAL CORP,COM,13342B105,59770000,1196600,SH, ,DFND,2014-12-31
97,CANADIAN NAT RES LTD,COM,136385101,169883000,5501000,SH, ,DFND,2014-12-31
98,CANADIAN NATL RY CO,COM,136375102,13369000,194000,SH, ,DFND,2014-12-31
99,CANADIAN PAC RY LTD,COM,13645T100,443000,2300,SH, ,DFND,2014-12-31
100,CANADIAN SOLAR INC,COM,136635109,4347000,179700,SH, ,DFND,2014-12-31
101,CARDINAL HEALTH INC,COM,14149Y108,4682000,58000,SH, ,DFND,2014-12-31
102,CARDIOVASCULAR SYS INC DEL,COM,141619106,12814000,426000,SH, ,DFND,2014-12-31
103,CARLISLE COS INC,COM,142339100,8943000,99100,SH, ,DFND,2014-12-31
104,CARMIKE CINEMAS INC,COM,143436400,1426000,54300,SH, ,DFND,2014-12-31
105,CARTER INC,COM,146229109,22692000,259900,SH, ,DFND,2014-12-31
106,CASEYS GEN STORES INC,COM,147528103,2195000,24300,SH, ,DFND,2014-12-31
107,CATALYST PHARM PARTNERS INC,COM,14888U101,10395000,3500000,SH, ,DFND,2014-12-31
108,CBS CORP NEW,CL B,124857202,3586000,64800,SH, ,DFND,2014-12-31
109,CDK GLOBAL INC,COM,12508E101,4537000,111300,SH, ,DFND,2014-12-31
110,CELGENE CORP,COM,151020104,12349000,110400,SH, ,DFND,2014-12-31
111,CELLADON CORP,COM,15117E107,145000,7400,SH, ,DFND,2014-12-31
112,CENTENE CORP DEL,COM,15135B101,8921000,85900,SH, ,DFND,2014-12-31
113,CENTURY ALUM CO,COM,156431108,6573000,269400,SH, ,DFND,2014-12-31
114,CF INDS HLDGS INC,COM,125269100,1363000,5000,SH, ,DFND,2014-12-31
115,CHANGYOU COM LTD,ADS REP CL A,15911M107,2130000,77844,SH, ,DFND,2014-12-31
116,CHARLES RIV LABS INTL INC,COM,159864107,1636000,25700,SH, ,DFND,2014-12-31
117,CHC GROUP LTD,SHS,G07021101,5072000,1575000,SH, ,DFND,2014-12-31
118,CHECK POINT SOFTWARE TECH LT,ORD,M22465104,6451000,82100,SH, ,DFND,2014-12-31
119,CHENIERE ENERGY INC,COM NEW,16411R208,10159000,144300,SH, ,DFND,2014-12-31
120,CHESAPEAKE ENERGY CORP,COM,165167107,56577000,2891027,SH, ,DFND,2014-12-31
121,CHEVRON CORP NEW,CALL,166764100,8133000,72500,SH,Call,DFND,2014-12-31
122,CHEVRON CORP NEW,COM,166764100,1139000,10151,SH, ,DFND,2014-12-31
123,CHEVRON CORP NEW,PUT,166764100,68710000,612500,SH,Put,DFND,2014-12-31
124,CHICOS FAS INC,COM,168615102,8415000,519100,SH, ,DFND,2014-12-31
125,CHILDRENS PL INC,COM,168905107,54720000,960006,SH, ,DFND,2014-12-31
126,CHIMERIX INC,COM,16934W106,19666000,488482,SH, ,DFND,2014-12-31
127,CHINA EASTN AIRLS LTD,SPON ADR CL H,16937R104,326000,13441,SH, ,DFND,2014-12-31
128,CHINA LIFE INS CO LTD,SPON ADR REP H,16939P106,1597000,27200,SH, ,DFND,2014-12-31
129,CHINA SOUTHN AIRLS LTD,SPON ADR CL H,169409109,991000,41470,SH, ,DFND,2014-12-31
130,CIGNA CORPORATION,COM,125509109,3530000,34300,SH, ,DFND,2014-12-31
131,CITIGROUP INC,COM NEW,172967424,19642000,363000,SH, ,DFND,2014-12-31
132,CLEARWATER PAPER CORP,COM,18538R103,78384000,1143457,SH, ,DFND,2014-12-31
133,CLOUD PEAK ENERGY INC,COM,18911Q102,1000,100,SH, ,DFND,2014-12-31
134,CME GROUP INC,COM,12572Q105,2662000,30032,SH, ,DFND,2014-12-31
135,CNOOC LTD,SPONSORED ADR,126132109,12623000,93200,SH, ,DFND,2014-12-31
136,COLONY FINL INC,CALL,19624R106,3573000,150000,SH,Call,DFND,2014-12-31
137,COLONY FINL INC,COM,19624R106,21852000,917400,SH, ,DFND,2014-12-31
138,COMCAST CORP NEW,CL A,20030N101,3040000,52400,SH, ,DFND,2014-12-31
139,COMMERCIAL METALS CO,COM,201723103,9251000,567900,SH, ,DFND,2014-12-31
140,COMMUNITY HEALTH SYS INC NEW,COM,203668108,7161000,132800,SH, ,DFND,2014-12-31
141,COMPASS MINERALS INTL INC,COM,20451N101,9056000,104300,SH, ,DFND,2014-12-31
142,COMVERSE INC,COM,20585P105,6916000,368277,SH, ,DFND,2014-12-31
143,CON-WAY INC,COM,205944101,24083000,489700,SH, ,DFND,2014-12-31
144,CONCERT PHARMACEUTICALS INC,COM,206022105,6660000,500000,SH, ,DFND,2014-12-31
145,CONCHO RES INC,COM,20605P101,68159000,683300,SH, ,DFND,2014-12-31
146,CONOCOPHILLIPS,PUT,20825C104,51795000,750000,SH,Put,DFND,2014-12-31
147,CONSOLIDATED EDISON INC,PUT,209115104,29705000,450000,SH,Put,DFND,2014-12-31
148,CONSTANT CONTACT INC,COM,210313102,1409000,38400,SH, ,DFND,2014-12-31
149,CONSTELLATION BRANDS INC,CL A,21036P108,29363000,299100,SH, ,DFND,2014-12-31
150,CONSTELLIUM NV,CL A,N22035104,3942000,239900,SH, ,DFND,2014-12-31
151,CONTINENTAL RESOURCES INC,COM,212015101,7603000,198200,SH, ,DFND,2014-12-31
152,COOPER TIRE & RUBR CO,COM,216831107,5198000,150000,SH, ,DFND,2014-12-31
153,CORNERSTONE ONDEMAND INC,COM,21925Y103,869000,24700,SH, ,DFND,2014-12-31
154,CORPORATE EXECUTIVE BRD CO,COM,21988R102,2894000,39900,SH, ,DFND,2014-12-31
155,COVIDIEN PLC,SHS,G2554F113,5114000,50000,SH, ,DFND,2014-12-31
156,CREE INC,COM,225447101,3167000,98300,SH, ,DFND,2014-12-31
157,CRITEO S A,SPONS ADS,226718104,3056000,75600,SH, ,DFND,2014-12-31
158,CROCS INC,COM,227046109,66063000,5289300,SH, ,DFND,2014-12-31
159,CROWN CASTLE INTL CORP NEW,COM,22822V101,81911000,1040800,SH, ,DFND,2014-12-31
160,CROWN HOLDINGS INC,COM,228368106,5909000,116100,SH, ,DFND,2014-12-31
161,CST BRANDS INC,COM,12646R105,3293000,75500,SH, ,DFND,2014-12-31
162,CSX CORP,COM,126408103,34705000,957900,SH, ,DFND,2014-12-31
163,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,1124000,24700,SH, ,DFND,2014-12-31
164,CYMABAY THERAPEUTICS INC,COM,23257D103,5614000,571088,SH, ,DFND,2014-12-31
165,DANA HLDG CORP,COM,235825205,9187000,422600,SH, ,DFND,2014-12-31
166,DANAHER CORP DEL,COM,235851102,35107000,409600,SH, ,DFND,2014-12-31
167,DARLING INGREDIENTS INC,COM,237266101,29014000,1597700,SH, ,DFND,2014-12-31
168,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,14444000,190700,SH, ,DFND,2014-12-31
169,DBV TECHNOLOGIES S A,SPONSORED ADR,23306J101,4920000,181410,SH, ,DFND,2014-12-31
170,DEALERTRACK TECHNOLOGIES INC,COM,242309102,18056000,407500,SH, ,DFND,2014-12-31
171,DECKERS OUTDOOR CORP,COM,243537107,5044000,55400,SH, ,DFND,2014-12-31
172,DELEK US HLDGS INC,COM,246647101,72527000,2658600,SH, ,DFND,2014-12-31
173,DELPHI AUTOMOTIVE PLC,SHS,G27823106,4363000,60000,SH, ,DFND,2014-12-31
174,DELTA AIR LINES INC DEL,COM NEW,247361702,46809000,951600,SH, ,DFND,2014-12-31
175,DEMANDWARE INC,COM,24802Y105,196000,3400,SH, ,DFND,2014-12-31
176,DEPOMED INC,COM,249908104,2445000,151800,SH, ,DFND,2014-12-31
177,DEVON ENERGY CORP NEW,COM,25179M103,63958000,1044900,SH, ,DFND,2014-12-31
178,DEVRY ED GROUP INC,COM,251893103,6446000,135800,SH, ,DFND,2014-12-31
179,DHT HOLDINGS INC,SHS NEW,Y2065G121,4618000,631800,SH, ,DFND,2014-12-31
180,DIAMOND FOODS INC,COM,252603105,14013000,496391,SH, ,DFND,2014-12-31
181,DICKS SPORTING GOODS INC,COM,253393102,26409000,531900,SH, ,DFND,2014-12-31
182,DILLARDS INC,CL A,254067101,1677000,13400,SH, ,DFND,2014-12-31
183,DINEEQUITY INC,COM,254423106,23972000,231300,SH, ,DFND,2014-12-31
184,DISCOVERY COMMUNICATNS NEW,COM SER C,25470F302,2880000,85400,SH, ,DFND,2014-12-31
185,DISH NETWORK CORP,CL A,25470M109,15394000,211200,SH, ,DFND,2014-12-31
186,DISNEY WALT CO,COM DISNEY,254687106,3862000,41000,SH, ,DFND,2014-12-31
187,DOLLAR GEN CORP NEW,COM,256677105,24893000,352100,SH, ,DFND,2014-12-31
188,DOLLAR TREE INC,COM,256746108,51469000,731300,SH, ,DFND,2014-12-31
189,DSW INC,CL A,23334L102,20563000,551300,SH, ,DFND,2014-12-31
190,DYNEGY INC NEW DEL,COM,26817R108,34420000,1134100,SH, ,DFND,2014-12-31
191,DYNEGY INC NEW DEL,PFD CONV SER A,26817R207,5052000,50000,PRN, ,DFND,2014-12-31
192,E M C CORP MASS,COM,268648102,147882000,4972500,SH, ,DFND,2014-12-31
193,EAGLE MATERIALS INC,COM,26969P108,418000,5500,SH, ,DFND,2014-12-31
194,EATON CORP PLC,SHS,G29183103,2012000,29600,SH, ,DFND,2014-12-31
195,EBAY INC,COM,278642103,5881000,104800,SH, ,DFND,2014-12-31
196,ECLIPSE RES CORP,COM,27890G100,2675000,380500,SH, ,DFND,2014-12-31
197,ELECTRONIC ARTS INC,COM,285512109,2515000,53500,SH, ,DFND,2014-12-31
198,ELECTRONICS FOR IMAGING INC,COM,286082102,2351000,54900,SH, ,DFND,2014-12-31
199,ELEVEN BIOTHERAPEUTICS INC,COM,286221106,2066000,173869,SH, ,DFND,2014-12-31
200,EMBRAER S A,SP ADR REP 4 COM,29082A107,7921000,214900,SH, ,DFND,2014-12-31
201,ENCANA CORP,COM,292505104,51947000,3745300,SH, ,DFND,2014-12-31
202,ENERGEN CORP,COM,29265N108,8295000,130100,SH, ,DFND,2014-12-31
203,ENERGIZER HLDGS INC,COM,29266R108,6377000,49600,SH, ,DFND,2014-12-31
204,ENI S P A,SPONSORED ADR,26874R108,6975000,199800,SH, ,DFND,2014-12-31
205,EP ENERGY CORP,CL A,268785102,16556000,1585858,SH, ,DFND,2014-12-31
206,ESPERION THERAPEUTICS INC NE,COM,29664W105,433000,10700,SH, ,DFND,2014-12-31
207,ESSENT GROUP LTD,COM,G3198U102,9423000,366500,SH, ,DFND,2014-12-31
208,EVERYDAY HEALTH INC,COM,300415106,5900000,400000,SH, ,DFND,2014-12-31
209,EXACT SCIENCES CORP,COM,30063P105,68117000,2482400,SH, ,DFND,2014-12-31
210,EXPEDITORS INTL WASH INC,COM,302130109,6638000,148800,SH, ,DFND,2014-12-31
211,EXPRESS INC,COM,30219E103,12425000,845834,SH, ,DFND,2014-12-31
212,EXTERRAN HLDGS INC,COM,30225X103,33541000,1029500,SH, ,DFND,2014-12-31
213,EXXON MOBIL CORP,COM,30231G102,26811000,290000,SH, ,DFND,2014-12-31
214,FACEBOOK INC,CL A,30303M102,183113000,2347000,SH, ,DFND,2014-12-31
215,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,7982000,689300,SH, ,DFND,2014-12-31
216,FIBRIA CELULOSE S A,SP ADR REP COM,31573A109,12310000,1014800,SH, ,DFND,2014-12-31
217,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,5478000,159000,SH, ,DFND,2014-12-31
218,FIDELITY NATL INFORMATION SV,COM,31620M106,0,1,SH, ,DFND,2014-12-31
219,FINISAR CORP,COM NEW,31787A507,1885000,97100,SH, ,DFND,2014-12-31
220,FINISH LINE INC,CL A,317923100,6928000,285000,SH, ,DFND,2014-12-31
221,FIVE PRIME THERAPEUTICS INC,COM,33830X104,15320000,567400,SH, ,DFND,2014-12-31
222,FMC TECHNOLOGIES INC,COM,30249U101,11265000,240500,SH, ,DFND,2014-12-31
223,FOOT LOCKER INC,COM,344849104,10028000,178500,SH, ,DFND,2014-12-31
224,FOREST CITY ENTERPRISES INC,CL A,345550107,15949000,748800,SH, ,DFND,2014-12-31
225,FORTINET INC,COM,34959E109,5145000,167800,SH, ,DFND,2014-12-31
226,FORTUNE BRANDS HOME & SEC IN,COM,34964C106,738000,16300,SH, ,DFND,2014-12-31
227,FRESH MKT INC,COM,35804H106,1903000,46200,SH, ,DFND,2014-12-31
228,FUTUREFUEL CORPORATION,COM,36116M106,542000,41600,SH, ,DFND,2014-12-31
229,GALLAGHER ARTHUR J & CO,COM,363576109,5555000,118000,SH, ,DFND,2014-12-31
230,GANNETT INC,COM,364730101,10406000,325900,SH, ,DFND,2014-12-31
231,GAP INC DEL,COM,364760108,51597000,1225300,SH, ,DFND,2014-12-31
232,GARMIN LTD,SHS,H2906T109,39897000,755200,SH, ,DFND,2014-12-31
233,GENERAC HLDGS INC,COM,368736104,15898000,340000,SH, ,DFND,2014-12-31
234,GENERAL MTRS CO,*W EXP 12/31/201,37045V134,170000,150000,SH, ,DFND,2014-12-31
235,GENERAL MTRS CO,COM,37045V100,154152000,4415700,SH, ,DFND,2014-12-31
236,GIGAMON INC,COM,37518B102,17730000,1000000,SH, ,DFND,2014-12-31
237,GILEAD SCIENCES INC,COM,375558103,100019000,1061100,SH, ,DFND,2014-12-31
238,GLOBAL PMTS INC,COM,37940X102,10963000,135800,SH, ,DFND,2014-12-31
239,GLOBUS MED INC,CL A,379577208,18774000,789800,SH, ,DFND,2014-12-31
240,GNC HLDGS INC,COM CL A,36191G107,24184000,515000,SH, ,DFND,2014-12-31
241,GOGO INC,COM,38046C109,1655000,100100,SH, ,DFND,2014-12-31
242,GOODYEAR TIRE & RUBR CO,COM,382550101,63771000,2232100,SH, ,DFND,2014-12-31
243,GOOGLE INC,CL C,38259P706,2264000,4300,SH, ,DFND,2014-12-31
244,GRACE W R & CO DEL NEW,COM,38388F108,5466000,57300,SH, ,DFND,2014-12-31
245,GRAN TIERRA ENERGY INC,COM,38500T101,10237000,2665900,SH, ,DFND,2014-12-31
246,GRAND CANYON ED INC,COM,38526M106,13909000,298100,SH, ,DFND,2014-12-31
247,GRAPHIC PACKAGING HLDG CO,COM,388689101,37305000,2739000,SH, ,DFND,2014-12-31
248,GREENBRIER COS INC,COM,393657101,3632000,67600,SH, ,DFND,2014-12-31
249,GRUBHUB INC,COM,400110102,3443000,94800,SH, ,DFND,2014-12-31
250,GULFPORT ENERGY CORP,COM NEW,402635304,44086000,1056211,SH, ,DFND,2014-12-31
251,HAIN CELESTIAL GROUP INC,COM,405217100,618000,10600,SH, ,DFND,2014-12-31
252,HALLIBURTON CO,CALL,406216101,23775000,604500,SH,Call,DFND,2014-12-31
253,HALLIBURTON CO,COM,406216101,71270000,1812101,SH, ,DFND,2014-12-31
254,HANESBRANDS INC,COM,410345102,11184000,100200,SH, ,DFND,2014-12-31
255,HARLEY DAVIDSON INC,COM,412822108,22053000,334600,SH, ,DFND,2014-12-31
256,HARMAN INTL INDS INC,COM,413086109,459000,4300,SH, ,DFND,2014-12-31
257,HARTFORD FINL SVCS GROUP INC,COM,416515104,4094000,98200,SH, ,DFND,2014-12-31
258,HCA HOLDINGS INC,COM,40412C101,8726000,118900,SH, ,DFND,2014-12-31
259,HD SUPPLY HLDGS INC,COM,40416M105,81039000,2748000,SH, ,DFND,2014-12-31
260,HEALTHWAYS INC,COM,422245100,12485000,628000,SH, ,DFND,2014-12-31
261,HEARTLAND EXPRESS INC,COM,422347104,516000,19100,SH, ,DFND,2014-12-31
262,HEARTWARE INTL INC,COM,422368100,6910000,94100,SH, ,DFND,2014-12-31
263,HERON THERAPEUTICS INC,COM,427746102,5132000,510100,SH, ,DFND,2014-12-31
264,HESS CORP,COM,42809H107,52730000,714300,SH, ,DFND,2014-12-31
265,HEWLETT PACKARD CO,COM,428236103,25157000,626900,SH, ,DFND,2014-12-31
266,HILL ROM HLDGS INC,COM,431475102,37664000,825600,SH, ,DFND,2014-12-31
267,HOME DEPOT INC,COM,437076102,80418000,766100,SH, ,DFND,2014-12-31
268,HONEYWELL INTL INC,COM,438516106,16866000,168800,SH, ,DFND,2014-12-31
269,HORIZON PHARMA PLC,SHS,G4617B105,33703000,2614700,SH, ,DFND,2014-12-31
270,HUBBELL INC,CL B,443510201,30831000,288600,SH, ,DFND,2014-12-31
271,HUMANA INC,COM,444859102,7397000,51500,SH, ,DFND,2014-12-31
272,HYATT HOTELS CORP,COM CL A,448579102,2535000,42100,SH, ,DFND,2014-12-31
273,ICONIX BRAND GROUP INC,COM,451055107,2903000,85900,SH, ,DFND,2014-12-31
274,IGI LABS INC,COM,449575109,77000,8700,SH, ,DFND,2014-12-31
275,ILLUMINA INC,COM,452327109,32025000,173500,SH, ,DFND,2014-12-31
276,INFOBLOX INC,COM,45672H104,1239000,61300,SH, ,DFND,2014-12-31
277,INFORMATICA CORP,COM,45666Q102,34276000,898800,SH, ,DFND,2014-12-31
278,INGERSOLL-RAND PLC,SHS,G47791101,67472000,1064400,SH, ,DFND,2014-12-31
279,INOGEN INC,COM,45780L104,405000,12900,SH, ,DFND,2014-12-31
280,INSMED INC,COM PAR $.01,457669307,43948000,2840830,SH, ,DFND,2014-12-31
281,INSYS THERAPEUTICS INC NEW,COM NEW,45824V209,25454000,603750,SH, ,DFND,2014-12-31
282,INTERACTIVE BROKERS GROUP IN,COM,45841N107,3117000,106900,SH, ,DFND,2014-12-31
283,INTERCEPT PHARMACEUTICALS IN,COM,45845P108,46831000,300200,SH, ,DFND,2014-12-31
284,INTERCONTINENTAL HOTELS GROU,SPON ADR NEW2014,45857P509,2191000,54700,SH, ,DFND,2014-12-31
285,INTERNATIONAL GAME TECHNOLOG,PUT,459902102,1294000,75000,SH,Put,DFND,2014-12-31
286,INTREPID POTASH INC,COM,46121Y102,4199000,302500,SH, ,DFND,2014-12-31
287,INTUIT,COM,461202103,8380000,90900,SH, ,DFND,2014-12-31
288,INTUITIVE SURGICAL INC,COM NEW,46120E602,35016000,66200,SH, ,DFND,2014-12-31
289,IRONWOOD PHARMACEUTICALS INC,COM CL A,46333X108,22982000,1500100,SH, ,DFND,2014-12-31
290,ISHARES,CALL,464286400,100568000,2750000,SH,Call,DFND,2014-12-31
291,ISHARES,CALL,464288513,17920000,200000,SH,Call,DFND,2014-12-31
292,ISHARES SILVER TRUST,CALL,46428Q109,16968000,1126700,SH,Call,DFND,2014-12-31
