,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
38,ALPHABET INC,CAP STK CL A,02079K305,94412000,119140,SH, ,DFND,2016-12-31
39,ALPHABET INC,CAP STK CL C,02079K107,54490000,70600,SH, ,DFND,2016-12-31
40,AMC NETWORKS INC,CL A,00164V103,8830000,168700,SH, ,DFND,2016-12-31
41,AMERICAN AXLE & MFG HLDGS IN,COM,024061103,5692000,294900,SH, ,DFND,2016-12-31
42,AMERICAN EAGLE OUTFITTERS NE,COM,02553E106,3034000,200000,SH, ,DFND,2016-12-31
43,AMERICAN FINL GROUP INC OHIO,COM,025932104,10900000,123700,SH, ,DFND,2016-12-31
44,AMETEK INC NEW,COM,031100100,45378000,933700,SH, ,DFND,2016-12-31
45,ANADARKO PETE CORP,COM,032511107,117767000,1688902,SH, ,DFND,2016-12-31
46,ANDERSONS INC,COM,034164103,31793000,711244,SH, ,DFND,2016-12-31
47,ANTERO RES CORP,COM,03674X106,35272000,1491428,SH, ,DFND,2016-12-31
48,ANTHEM INC,COM,036752103,719000,5000,SH, ,DFND,2016-12-31
49,APPLIED MATLS INC,COM,038222105,99601000,3086500,SH, ,DFND,2016-12-31
50,ARCELORMITTAL SA LUXEMBOURG,NY REGISTRY SH,03938L104,3000000,410900,SH, ,DFND,2016-12-31
51,ARCH CAP GROUP LTD,ORD,G0450A105,1536000,17800,SH, ,DFND,2016-12-31
52,ARCH COAL INC,CL A,039380407,17927000,229690,SH, ,DFND,2016-12-31
53,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,1881000,45000,SH, ,DFND,2016-12-31
54,ARRAY BIOPHARMA INC,COM,04269X105,13806000,1570641,SH, ,DFND,2016-12-31
55,ARRIS INTL INC,SHS,G0551A103,12627000,419100,SH, ,DFND,2016-12-31
56,ASTRAZENECA PLC,SPONSORED ADR,046353108,18468000,676000,SH, ,DFND,2016-12-31
57,AT HOME GROUP INC,COM,04650Y100,5665000,387226,SH, ,DFND,2016-12-31
58,ATHENAHEALTH INC,COM,04685W103,107799000,1025000,SH, ,DFND,2016-12-31
59,ATHENE HLDG LTD,CL A,G0684D107,16797000,350000,SH, ,DFND,2016-12-31
60,AUTODESK INC,COM,052769106,49409000,667600,SH, ,DFND,2016-12-31
61,AUTONATION INC,COM,05329W102,6101000,125400,SH, ,DFND,2016-12-31
62,AUTOZONE INC,COM,053332102,7898000,10000,SH, ,DFND,2016-12-31
63,AVERY DENNISON CORP,COM,053611109,8778000,125000,SH, ,DFND,2016-12-31
64,AVEXIS INC,COM,05366U100,25793000,540400,SH, ,DFND,2016-12-31
65,AXOVANT SCIENCES LTD,COM,G0750W104,143000,11500,SH, ,DFND,2016-12-31
66,BAKER HUGHES INC,COM,057224107,45219000,696000,SH, ,DFND,2016-12-31
67,BALL CORP,COM,058498106,46603000,620800,SH, ,DFND,2016-12-31
68,BANK AMER CORP,COM,060505104,29855000,1350913,SH, ,DFND,2016-12-31
69,BARD C R INC,COM,067383109,85865000,382200,SH, ,DFND,2016-12-31
70,BARRICK GOLD CORP,COM,067901108,639000,40000,SH, ,DFND,2016-12-31
71,BARRICK GOLD CORP,COM,067901108,2397000,150000,SH,Call,DFND,2016-12-31
72,BARRICK GOLD CORP,COM,067901108,2397000,150000,SH,Put,DFND,2016-12-31
73,BEACON ROOFING SUPPLY INC,COM,073685109,3759000,81600,SH, ,DFND,2016-12-31
74,BEMIS INC,COM,081437105,10529000,220188,SH, ,DFND,2016-12-31
75,BENEFITFOCUS INC,COM,08180D106,11773000,396400,SH, ,DFND,2016-12-31
76,BERKLEY W R CORP,COM,084423102,4416000,66400,SH, ,DFND,2016-12-31
77,BGC PARTNERS INC,CL A,05541T101,13076000,1278200,SH, ,DFND,2016-12-31
78,BIO RAD LABS INC,CL A,090572207,2315000,12700,SH, ,DFND,2016-12-31
79,BIOGEN INC,COM,09062X103,15183000,53542,SH, ,DFND,2016-12-31
80,BIOMARIN PHARMACEUTICAL INC,COM,09061G101,43624000,526600,SH, ,DFND,2016-12-31
81,BLACKHAWK NETWORK HLDGS INC,COM,09238E104,44426000,1179183,SH, ,DFND,2016-12-31
82,BLOOMIN BRANDS INC,COM,094235108,8226000,456218,SH, ,DFND,2016-12-31
83,BLUEBIRD BIO INC,COM,09609G100,5938000,96241,SH, ,DFND,2016-12-31
84,BOISE CASCADE CO DEL,COM,09739D100,1953000,86800,SH, ,DFND,2016-12-31
85,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,39002000,1081295,SH, ,DFND,2016-12-31
86,BOSTON SCIENTIFIC CORP,COM,101137107,7752000,358400,SH, ,DFND,2016-12-31
87,BOSTON SCIENTIFIC CORP,COM,101137107,10815000,500000,SH,Call,DFND,2016-12-31
88,BOYD GAMING CORP,COM,103304101,1680000,83300,SH, ,DFND,2016-12-31
89,BRF SA,SPONSORED ADR,10552T107,8174000,553800,SH, ,DFND,2016-12-31
90,BROADCOM LTD,SHS,Y09827109,167866000,949631,SH, ,DFND,2016-12-31
91,BROOKDALE SR LIVING INC,COM,112463104,9368000,754300,SH, ,DFND,2016-12-31
92,BRUKER CORP,COM,116794108,1034000,48800,SH, ,DFND,2016-12-31
93,BRUNSWICK CORP,COM,117043109,38783000,711100,SH, ,DFND,2016-12-31
94,BUILDERS FIRSTSOURCE INC,COM,12008R107,713000,65000,SH, ,DFND,2016-12-31
95,BUNGE LIMITED,COM,G16962105,220115000,3047000,SH, ,DFND,2016-12-31
96,BUNGE LIMITED,COM,G16962105,32508000,450000,SH,Call,DFND,2016-12-31
97,BURLINGTON STORES INC,COM,122017106,39256000,463200,SH, ,DFND,2016-12-31
98,CABOT MICROELECTRONICS CORP,COM,12709P103,5079000,80400,SH, ,DFND,2016-12-31
99,CABOT OIL & GAS CORP,COM,127097103,491000,21000,SH, ,DFND,2016-12-31
100,CACI INTL INC,CL A,127190304,5444000,43800,SH, ,DFND,2016-12-31
101,CAESARS ENTMT CORP,COM,127686103,4566000,537200,SH, ,DFND,2016-12-31
102,CAL MAINE FOODS INC,COM NEW,128030202,9281000,210100,SH, ,DFND,2016-12-31
103,CALATLANTIC GROUP INC,COM,128195104,8438000,248100,SH, ,DFND,2016-12-31
104,CALLON PETE CO DEL,COM,13123X102,9222000,600000,SH, ,DFND,2016-12-31
105,CANADIAN NAT RES LTD,COM,136385101,103618000,3250800,SH, ,DFND,2016-12-31
106,CANADIAN NATL RY CO,COM,136375102,7583000,112513,SH, ,DFND,2016-12-31
107,CANADIAN PAC RY LTD,COM,13645T100,22286000,156100,SH, ,DFND,2016-12-31
108,CAPITAL ONE FINL CORP,COM,14040H105,71554000,820200,SH, ,DFND,2016-12-31
109,CARMAX INC,COM,143130102,60404000,938100,SH, ,DFND,2016-12-31
110,CARRIZO OIL & GAS INC,COM,144577103,5819000,155800,SH, ,DFND,2016-12-31
111,CARTER INC,COM,146229109,20396000,236092,SH, ,DFND,2016-12-31
112,CATALYST PHARMACEUTICALS INC,COM,14888U101,2386000,2272816,SH, ,DFND,2016-12-31
113,CELANESE CORP DEL,COM SER A,150870103,6150000,78100,SH, ,DFND,2016-12-31
114,CELGENE CORP,COM,151020104,74879000,646900,SH, ,DFND,2016-12-31
115,CENTENE CORP DEL,COM,15135B101,16405000,290300,SH, ,DFND,2016-12-31
116,CENTURYLINK INC,COM,156700106,6454000,271400,SH, ,DFND,2016-12-31
117,CF INDS HLDGS INC,COM,125269100,3542000,112500,SH, ,DFND,2016-12-31
118,CHARTER COMMUNICATIONS INC N,CL A,16119P108,18555000,64444,SH, ,DFND,2016-12-31
119,CHENIERE ENERGY INC,COM NEW,16411R208,41679000,1006000,SH, ,DFND,2016-12-31
120,CHESAPEAKE ENERGY CORP,COM,165167107,43722000,6228147,SH, ,DFND,2016-12-31
121,CHICAGO BRIDGE & IRON CO N V,COM,167250109,794000,25000,SH, ,DFND,2016-12-31
122,CHINA BIOLOGIC PRODS INC,COM,16938C106,2419000,22500,SH, ,DFND,2016-12-31
123,CHIPOTLE MEXICAN GRILL INC,COM,169656105,36940000,97900,SH, ,DFND,2016-12-31
124,CIGNA CORPORATION,COM,125509109,30506000,228700,SH, ,DFND,2016-12-31
125,CIMAREX ENERGY CO,COM,171798101,110279000,811469,SH, ,DFND,2016-12-31
126,CINTAS CORP,COM,172908105,29422000,254600,SH, ,DFND,2016-12-31
127,CIRCOR INTL INC,COM,17273K109,370000,5700,SH, ,DFND,2016-12-31
128,CIT GROUP INC,COM NEW,125581801,11792000,276284,SH, ,DFND,2016-12-31
129,CLUBCORP HLDGS INC,COM,18948M108,847000,59000,SH, ,DFND,2016-12-31
130,CME GROUP INC,COM,12572Q105,33674000,291932,SH, ,DFND,2016-12-31
131,COACH INC,COM,189754104,25743000,735100,SH, ,DFND,2016-12-31
132,COBALT INTL ENERGY INC,COM,19075F106,3286000,2693041,SH, ,DFND,2016-12-31
133,COHERUS BIOSCIENCES INC,COM,19249H103,16919000,601034,SH, ,DFND,2016-12-31
134,COLFAX CORP,COM,194014106,2436000,67800,SH, ,DFND,2016-12-31
135,COLLEGIUM PHARMACEUTICAL INC,COM,19459J104,436000,28000,SH, ,DFND,2016-12-31
136,COLUCID PHARMACEUTICALS INC,COM,19716T101,5092000,139900,SH, ,DFND,2016-12-31
137,COMMUNITY HEALTH SYS INC NEW,COM,203668108,1808000,323500,SH, ,DFND,2016-12-31
138,CONAGRA BRANDS INC,COM,205887102,2511000,63500,SH, ,DFND,2016-12-31
139,CONNS INC,COM,208242107,2851000,225400,SH, ,DFND,2016-12-31
140,CONOCOPHILLIPS,COM,20825C104,56568000,1128194,SH, ,DFND,2016-12-31
141,CONSOL ENERGY INC,COM,20854P109,37548000,2059700,SH, ,DFND,2016-12-31
142,CONSOLIDATED COMM HLDGS INC,COM,209034107,1635000,60900,SH, ,DFND,2016-12-31
143,CONSTELLATION BRANDS INC,CL A,21036P108,121345000,791500,SH, ,DFND,2016-12-31
144,CONTINENTAL RESOURCES INC,COM,212015101,23266000,451409,SH, ,DFND,2016-12-31
145,CORNERSTONE ONDEMAND INC,COM,21925Y103,2589000,61200,SH, ,DFND,2016-12-31
146,CRANE CO,COM,224399105,1724000,23900,SH, ,DFND,2016-12-31
147,CRESCENT PT ENERGY CORP,COM,22576C101,21860000,1610000,SH, ,DFND,2016-12-31
148,CRITEO S A,SPONS ADS,226718104,1627000,39600,SH, ,DFND,2016-12-31
149,CSRA INC,COM,12650T104,39504000,1240700,SH, ,DFND,2016-12-31
150,CSX CORP,COM,126408103,2770000,77100,SH, ,DFND,2016-12-31
151,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,4000000,100000,SH, ,DFND,2016-12-31
152,CUMMINS INC,COM,231021106,20829000,152400,SH, ,DFND,2016-12-31
153,CVR ENERGY INC,COM,12662P108,2333000,91900,SH, ,DFND,2016-12-31
154,CVS HEALTH CORP,COM,126650100,8909000,112900,SH, ,DFND,2016-12-31
155,CYPRESS SEMICONDUCTOR CORP,COM,232806109,6841000,598000,SH, ,DFND,2016-12-31
156,D R HORTON INC,COM,23331A109,46322000,1694899,SH, ,DFND,2016-12-31
157,DANA INCORPORATED,COM,235825205,19942000,1050700,SH, ,DFND,2016-12-31
158,DANAHER CORP DEL,COM,235851102,51631000,663300,SH, ,DFND,2016-12-31
159,DAVE & BUSTERS ENTMT INC,COM,238337109,51819000,920400,SH, ,DFND,2016-12-31
160,DAVITA INC,COM,23918K108,18181000,283200,SH, ,DFND,2016-12-31
161,DEAN FOODS CO NEW,COM NEW,242370203,3267000,150000,SH,Call,DFND,2016-12-31
162,DEL FRISCOS RESTAURANT GROUP,COM,245077102,236000,13900,SH, ,DFND,2016-12-31
163,DELEK US HLDGS INC,COM,246647101,50826000,2111600,SH, ,DFND,2016-12-31
164,DELL TECHNOLOGIES INC,COM CL V,24703L103,27147000,493855,SH, ,DFND,2016-12-31
165,DELPHI AUTOMOTIVE PLC,SHS,G27823106,36928000,548300,SH, ,DFND,2016-12-31
166,DELPHI AUTOMOTIVE PLC,SHS,G27823106,876000,13000,SH,Call,DFND,2016-12-31
167,DELTA AIR LINES INC DEL,COM NEW,247361702,52151000,1060200,SH, ,DFND,2016-12-31
168,DEVON ENERGY CORP NEW,COM,25179M103,5389000,118000,SH, ,DFND,2016-12-31
169,DEXCOM INC,COM,252131107,11498000,192600,SH, ,DFND,2016-12-31
170,DEXCOM INC,COM,252131107,11940000,200000,SH,Call,DFND,2016-12-31
171,DIAMONDBACK ENERGY INC,COM,25278X109,14654000,145000,SH, ,DFND,2016-12-31
172,DICKS SPORTING GOODS INC,COM,253393102,31127000,586200,SH, ,DFND,2016-12-31
173,DIEBOLD NXDF INC,COM,253651103,2170000,86300,SH, ,DFND,2016-12-31
174,DINEEQUITY INC,COM,254423106,6098000,79200,SH, ,DFND,2016-12-31
175,DISH NETWORK CORP,CL A,25470M109,19777000,341400,SH, ,DFND,2016-12-31
176,DISNEY WALT CO,COM DISNEY,254687106,84199000,807900,SH, ,DFND,2016-12-31
177,DOLLAR GEN CORP NEW,COM,256677105,4000000,54000,SH, ,DFND,2016-12-31
178,DOLLAR TREE INC,COM,256746108,147683000,1913494,SH, ,DFND,2016-12-31
179,DOMINOS PIZZA INC,COM,25754A201,16529000,103800,SH, ,DFND,2016-12-31
180,DOVER CORP,COM,260003108,39263000,524000,SH, ,DFND,2016-12-31
181,DOW CHEM CO,COM,260543103,35093000,613300,SH, ,DFND,2016-12-31
182,DU PONT E I DE NEMOURS & CO,COM,263534109,1600000,21800,SH, ,DFND,2016-12-31
183,DYCOM INDS INC,COM,267475101,28680000,357200,SH, ,DFND,2016-12-31
184,DYNEGY INC NEW DEL,COM,26817R108,45513000,5379807,SH, ,DFND,2016-12-31
185,EARTHSTONE ENERGY INC,COM NEW,27032D205,2855000,207800,SH, ,DFND,2016-12-31
186,EASTMAN CHEM CO,COM,277432100,2256000,30000,SH, ,DFND,2016-12-31
187,EATON CORP PLC,SHS,G29183103,6038000,90000,SH, ,DFND,2016-12-31
188,EBAY INC,COM,278642103,18351000,618100,SH, ,DFND,2016-12-31
189,ECLIPSE RES CORP,COM,27890G100,3242000,1214100,SH, ,DFND,2016-12-31
190,EDWARDS LIFESCIENCES CORP,COM,28176E108,44639000,476400,SH, ,DFND,2016-12-31
191,ELECTRONIC ARTS INC,COM,285512109,17721000,225000,SH, ,DFND,2016-12-31
192,EMBRAER S A,SP ADR REP 4 COM,29082A107,7531000,391200,SH, ,DFND,2016-12-31
193,EMERSON ELEC CO,COM,291011104,5854000,105000,SH, ,DFND,2016-12-31
194,ENCANA CORP,COM,292505104,8528000,726400,SH, ,DFND,2016-12-31
195,ENCANA CORP,COM,292505104,5870000,500000,SH,Call,DFND,2016-12-31
196,ENDOLOGIX INC,COM,29266S106,20000,3500,SH, ,DFND,2016-12-31
197,ENERGEN CORP,COM,29265N108,17168000,297700,SH, ,DFND,2016-12-31
198,ENERPLUS CORP,COM,292766102,5687000,600000,SH, ,DFND,2016-12-31
199,ENLINK MIDSTREAM LLC,COM UNIT REP LTD,29336T100,2271000,119200,SH, ,DFND,2016-12-31
200,ENSCO PLC,SHS CLASS A,G3157S106,15959000,1641900,SH, ,DFND,2016-12-31
201,EOG RES INC,COM,26875P101,60017000,593644,SH, ,DFND,2016-12-31
202,ETSY INC,COM,29786A106,4418000,375000,SH, ,DFND,2016-12-31
203,EURONAV NV ANTWERPEN,SHS,B38564108,3892000,489500,SH, ,DFND,2016-12-31
204,EXACT SCIENCES CORP,COM,30063P105,2044000,153000,SH, ,DFND,2016-12-31
205,EXCO RESOURCES INC,COM,269279402,0,1,SH, ,DFND,2016-12-31
206,EXPEDIA INC DEL,COM NEW,30212P303,63901000,564100,SH, ,DFND,2016-12-31
207,EXPRESS INC,COM,30219E103,7002000,650700,SH, ,DFND,2016-12-31
208,EXPRESS SCRIPTS HLDG CO,COM,30219G108,36658000,532900,SH, ,DFND,2016-12-31
209,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,16990000,1052000,SH, ,DFND,2016-12-31
210,EXTRACTION OIL AND GAS INC,COM,30227M105,22671000,1131300,SH, ,DFND,2016-12-31
211,FABRINET,SHS,G3323L100,1987000,49300,SH, ,DFND,2016-12-31
212,FACEBOOK INC,CL A,30303M102,9123000,79300,SH, ,DFND,2016-12-31
213,FAIRMOUNT SANTROL HLDGS INC,COM,30555Q108,89594000,7599125,SH, ,DFND,2016-12-31
214,FASTENAL CO,COM,311900104,7846000,167000,SH, ,DFND,2016-12-31
215,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,1574000,172600,SH, ,DFND,2016-12-31
216,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,182000,20000,SH,Call,DFND,2016-12-31
217,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,6578000,193700,SH, ,DFND,2016-12-31
218,FIDELITY NATL INFORMATION SV,COM,31620M106,2663000,35200,SH, ,DFND,2016-12-31
219,FIESTA RESTAURANT GROUP INC,COM,31660B101,19358000,648500,SH, ,DFND,2016-12-31
220,FIRST BANCORP P R,COM NEW,318672706,8036000,1215800,SH, ,DFND,2016-12-31
221,FLEETCOR TECHNOLOGIES INC,COM,339041105,25912000,183100,SH, ,DFND,2016-12-31
222,FLEX LTD,ORD,Y2573F102,9274000,645400,SH, ,DFND,2016-12-31
223,FLOWSERVE CORP,COM,34354P105,13742000,286000,SH, ,DFND,2016-12-31
224,FLY LEASING LTD,SPONSORED ADR,34407D109,3567000,268198,SH, ,DFND,2016-12-31
225,FORD MTR CO DEL,COM PAR $0.01,345370860,1820000,150000,SH, ,DFND,2016-12-31
226,FORTINET INC,COM,34959E109,2247000,74600,SH, ,DFND,2016-12-31
227,FORTIVE CORP,COM,34959J108,2682000,50000,SH, ,DFND,2016-12-31
228,FORTUNE BRANDS HOME & SEC IN,COM,34964C106,32466000,607300,SH, ,DFND,2016-12-31
229,FORUM ENERGY TECHNOLOGIES IN,COM,34984V100,7371000,335065,SH, ,DFND,2016-12-31
230,FORWARD AIR CORP,COM,349853101,270000,5700,SH, ,DFND,2016-12-31
231,FREEPORT-MCMORAN INC,CL B,35671D857,9262000,702200,SH, ,DFND,2016-12-31
232,GAP INC DEL,COM,364760108,23201000,1033900,SH, ,DFND,2016-12-31
233,GARTNER INC,COM,366651107,21680000,214500,SH, ,DFND,2016-12-31
234,GCP APPLIED TECHNOLOGIES INC,COM,36164Y101,7196000,269000,SH, ,DFND,2016-12-31
235,GENERAL DYNAMICS CORP,COM,369550108,48414000,280400,SH, ,DFND,2016-12-31
236,GENERAL ELECTRIC CO,COM,369604103,44531000,1409200,SH, ,DFND,2016-12-31
237,GENERAL MLS INC,COM,370334104,6177000,100000,SH,Call,DFND,2016-12-31
238,GENERAL MTRS CO,COM,37045V100,12194000,350000,SH, ,DFND,2016-12-31
239,GENERAL MTRS CO,COM,37045V100,12194000,350000,SH,Call,DFND,2016-12-31
240,GENESEE & WYO INC,CL A,371559105,62083000,894434,SH, ,DFND,2016-12-31
241,GENTHERM INC,COM,37253A103,3118000,92100,SH, ,DFND,2016-12-31
242,GENUINE PARTS CO,COM,372460105,7366000,77100,SH, ,DFND,2016-12-31
243,GEO GROUP INC NEW,COM,36162J106,5497000,153000,SH, ,DFND,2016-12-31
244,GLAUKOS CORP,COM,377322102,12495000,364300,SH, ,DFND,2016-12-31
245,GLOBAL PMTS INC,COM,37940X102,5206000,75000,SH, ,DFND,2016-12-31
246,GLOBUS MED INC,CL A,379577208,10281000,414380,SH, ,DFND,2016-12-31
247,GMS INC,COM,36251C103,7421000,253446,SH, ,DFND,2016-12-31
248,GOLAR LNG LTD BERMUDA,SHS,G9456A100,8839000,385300,SH, ,DFND,2016-12-31
249,GOLDMAN SACHS GROUP INC,COM,38141G104,23945000,100000,SH,Put,DFND,2016-12-31
250,GOODYEAR TIRE & RUBR CO,COM,382550101,28015000,907500,SH, ,DFND,2016-12-31
251,GRACE W R & CO DEL NEW,COM,38388F108,14685000,217100,SH, ,DFND,2016-12-31
252,GRANITE CONSTR INC,COM,387328107,1073000,19500,SH, ,DFND,2016-12-31
253,GRAPHIC PACKAGING HLDG CO,COM,388689101,13166000,1055000,SH, ,DFND,2016-12-31
254,GRAY TELEVISION INC,COM,389375106,2400000,221200,SH, ,DFND,2016-12-31
255,GREEN PLAINS INC,COM,393222104,41526000,1491057,SH, ,DFND,2016-12-31
256,GREEN PLAINS INC,COM,393222104,4178000,150000,SH,Call,DFND,2016-12-31
257,GW PHARMACEUTICALS PLC,ADS,36197T103,3308000,29600,SH, ,DFND,2016-12-31
258,HABIT RESTAURANTS INC,COM CL A,40449J103,3060000,177400,SH, ,DFND,2016-12-31
259,HAEMONETICS CORP,COM,405024100,3299000,82058,SH, ,DFND,2016-12-31
260,HALLIBURTON CO,COM,406216101,75258000,1391356,SH, ,DFND,2016-12-31
261,HALOZYME THERAPEUTICS INC,COM,40637H109,5754000,582400,SH,Put,DFND,2016-12-31
262,HD SUPPLY HLDGS INC,COM,40416M105,50702000,1192700,SH, ,DFND,2016-12-31
263,HEALTHSOUTH CORP,COM NEW,421924309,58000,1400,SH, ,DFND,2016-12-31
264,HEALTHWAYS INC,COM,422245100,1879000,82600,SH, ,DFND,2016-12-31
265,HEARTLAND EXPRESS INC,COM,422347104,2435000,119600,SH, ,DFND,2016-12-31
266,HELIX ENERGY SOLUTIONS GRP I,COM,42330P107,126000,14300,SH, ,DFND,2016-12-31
267,HERC HLDGS INC,COM,42704L104,3723000,92700,SH, ,DFND,2016-12-31
268,HERSHEY CO,COM,427866108,14449000,139700,SH, ,DFND,2016-12-31
269,HESS CORP,COM,42809H107,14348000,230339,SH, ,DFND,2016-12-31
270,HIBBETT SPORTS INC,COM,428567101,3730000,100000,SH, ,DFND,2016-12-31
271,HOLLYFRONTIER CORP,COM,436106108,491000,15000,SH, ,DFND,2016-12-31
272,HOLOGIC INC,COM,436440101,45821000,1142100,SH, ,DFND,2016-12-31
273,HOME DEPOT INC,COM,437076102,12563000,93700,SH, ,DFND,2016-12-31
274,HONEYWELL INTL INC,COM,438516106,26669000,230200,SH, ,DFND,2016-12-31
275,HORIZON PHARMA PLC,SHS,G4617B105,9270000,572900,SH, ,DFND,2016-12-31
276,HOSTESS BRANDS INC,CL A,44109J106,156000,12000,SH, ,DFND,2016-12-31
277,HP INC,COM,40434L105,11164000,752300,SH, ,DFND,2016-12-31
278,HUBBELL INC,COM,443510607,30120000,258100,SH, ,DFND,2016-12-31
279,HUMANA INC,COM,444859102,5244000,25700,SH, ,DFND,2016-12-31
280,HUNTINGTON BANCSHARES INC,COM,446150104,4659000,352400,SH, ,DFND,2016-12-31
281,HUNTINGTON INGALLS INDS INC,COM,446413106,11051000,60000,SH, ,DFND,2016-12-31
282,HUNTSMAN CORP,COM,447011107,3877000,203200,SH, ,DFND,2016-12-31
283,HYATT HOTELS CORP,COM CL A,448579102,1105000,20000,SH, ,DFND,2016-12-31
284,ICON PLC,SHS,G4705A100,10415000,138500,SH, ,DFND,2016-12-31
285,IHS MARKIT LTD,SHS,G47567105,1117000,31547,SH, ,DFND,2016-12-31
286,ILG INC,COM,44967H101,18559000,1021400,SH, ,DFND,2016-12-31
287,ILLUMINA INC,COM,452327109,3265000,25500,SH, ,DFND,2016-12-31
288,IMMUNOMEDICS INC,COM,452907108,251000,68400,SH, ,DFND,2016-12-31
289,IMPAX LABORATORIES INC,COM,45256B101,7704000,581400,SH, ,DFND,2016-12-31
290,INC RESH HLDGS INC,CL A,45329R109,132000,2500,SH, ,DFND,2016-12-31
291,INCYTE CORP,COM,45337C102,43999000,438801,SH, ,DFND,2016-12-31
292,INGEVITY CORP,COM,45688C107,1503000,27400,SH, ,DFND,2016-12-31
293,INNOSPEC INC,COM,45768S105,2062000,30100,SH, ,DFND,2016-12-31
294,INOGEN INC,COM,45780L104,6388000,95100,SH, ,DFND,2016-12-31
