,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
39,ALIGN TECHNOLOGY INC,COM,016255101,4873000,77700,SH, ,DFND,2015-06-30
40,ALLEGIANT TRAVEL CO,COM,01748X102,4073000,22900,SH, ,DFND,2015-06-30
41,ALLEGION PUB LTD CO,ORD SHS,G0176J109,50055000,832300,SH, ,DFND,2015-06-30
42,ALLIED WRLD ASSUR COM HLDG A,SHS,H01531104,2485000,57500,SH, ,DFND,2015-06-30
43,ALLY FINL INC,COM,02005N100,1323000,59000,SH, ,DFND,2015-06-30
44,ALON USA ENERGY INC,COM,020520102,96965000,5130400,SH, ,DFND,2015-06-30
45,AMAZON COM INC,COM,023135106,232672000,536000,SH, ,DFND,2015-06-30
46,AMEDISYS INC,COM,023436108,3596000,90500,SH, ,DFND,2015-06-30
47,AMERICAN AIRLS GROUP INC,COM,02376R102,5591000,140000,SH, ,DFND,2015-06-30
48,AMERICAN EAGLE OUTFITTERS NE,COM,02553E106,7489000,434900,SH, ,DFND,2015-06-30
49,AMERICAN INTL GROUP INC,COM NEW,026874784,4711000,76200,SH, ,DFND,2015-06-30
50,AMERICAN WOODMARK CORP,COM,030506109,93000,1700,SH, ,DFND,2015-06-30
51,AMERIPRISE FINL INC,COM,03076C106,225000,1800,SH, ,DFND,2015-06-30
52,AMICUS THERAPEUTICS INC,COM,03152W109,12971000,916700,SH, ,DFND,2015-06-30
53,ANACOR PHARMACEUTICALS INC,COM,032420101,3484000,45000,SH, ,DFND,2015-06-30
54,ANADARKO PETE CORP,CALL,032511107,5855000,75000,SH,Call,DFND,2015-06-30
55,ANADARKO PETE CORP,COM,032511107,164956000,2113201,SH, ,DFND,2015-06-30
56,ANALOG DEVICES INC,COM,032654105,44859000,698900,SH, ,DFND,2015-06-30
57,ANTERO RES CORP,COM,03674X106,8248000,240200,SH, ,DFND,2015-06-30
58,APPLE INC,COM,037833100,426000,3400,SH, ,DFND,2015-06-30
59,APPLIED GENETIC TECHNOL CORP,COM,03820J100,14790000,964114,SH, ,DFND,2015-06-30
60,APPLIED MATLS INC,COM,038222105,4178000,217400,SH, ,DFND,2015-06-30
61,ARADIGM CORP,COM NO PAR NEW,038505400,2373000,321485,SH, ,DFND,2015-06-30
62,ARCBEST CORP,COM,03937C105,18651000,586500,SH, ,DFND,2015-06-30
63,ARGO GROUP INTL HLDGS LTD,COM,G0464B107,4361000,78300,SH, ,DFND,2015-06-30
64,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,29397000,551750,SH, ,DFND,2015-06-30
65,ARRIS GROUP INC NEW,COM,04270V106,11558000,377700,SH, ,DFND,2015-06-30
66,ARROWHEAD RESH CORP,COM NEW,042797209,159000,22200,SH, ,DFND,2015-06-30
67,ASCENA RETAIL GROUP INC,COM,04351G101,41722000,2505100,SH, ,DFND,2015-06-30
68,ASHLAND INC NEW,COM,044209104,52121000,427575,SH, ,DFND,2015-06-30
69,ASTEC INDS INC,COM,046224101,3082000,73700,SH, ,DFND,2015-06-30
70,ASTRAZENECA PLC,CALL,046353108,3198000,50200,SH,Call,DFND,2015-06-30
71,AT&T INC,COM,00206R102,68134000,1918200,SH, ,DFND,2015-06-30
72,ATWOOD OCEANICS INC,COM,050095108,27122000,1025800,SH, ,DFND,2015-06-30
73,AUTONATION INC,COM,05329W102,13692000,217400,SH, ,DFND,2015-06-30
74,AVAGO TECHNOLOGIES LTD,SHS,Y0486S104,29391000,221100,SH, ,DFND,2015-06-30
75,AVINGER INC,COM,053734109,683000,52879,SH, ,DFND,2015-06-30
76,AVIS BUDGET GROUP,COM,053774105,93030000,2110475,SH, ,DFND,2015-06-30
77,AXALTA COATING SYS LTD,COM,G0750C108,5521000,166900,SH, ,DFND,2015-06-30
78,B/E AEROSPACE INC,COM,073302101,67368000,1227100,SH, ,DFND,2015-06-30
79,BABCOCK & WILCOX CO NEW,COM,05615F102,11811000,360097,SH, ,DFND,2015-06-30
80,BAIDU INC,SPON ADR REP A,056752108,20446000,102700,SH, ,DFND,2015-06-30
81,BAKER HUGHES INC,PUT,057224107,6170000,100000,SH,Put,DFND,2015-06-30
82,BALL CORP,COM,058498106,40000,575,SH, ,DFND,2015-06-30
83,BANK AMER CORP,COM,060505104,31885000,1873400,SH, ,DFND,2015-06-30
84,BANKRATE INC DEL,COM,06647F102,4373000,416900,SH, ,DFND,2015-06-30
85,BARCLAYS BK PLC,CALL,06742E711,201000,10000,SH,Call,DFND,2015-06-30
86,BARD C R INC,COM,067383109,41787000,244800,SH, ,DFND,2015-06-30
87,BARNES GROUP INC,COM,067806109,15350000,393700,SH, ,DFND,2015-06-30
88,BARRICK GOLD CORP,COM,067901108,16981000,1593000,SH, ,DFND,2015-06-30
89,BAXTER INTL INC,COM,071813109,17888000,255800,SH, ,DFND,2015-06-30
90,BECTON DICKINSON & CO,COM,075887109,49039000,346200,SH, ,DFND,2015-06-30
91,BELLICUM PHARMACEUTICALS INC,COM,079481107,10746000,505200,SH, ,DFND,2015-06-30
92,BEMIS INC,COM,081437105,22505000,500000,SH, ,DFND,2015-06-30
93,BERKSHIRE HATHAWAY INC DEL,CL B NEW,084670702,640000,4700,SH, ,DFND,2015-06-30
94,BERRY PLASTICS GROUP INC,COM,08579W103,44998000,1388825,SH, ,DFND,2015-06-30
95,BEST BUY INC,COM,086516101,19612000,601400,SH, ,DFND,2015-06-30
96,BIG LOTS INC,COM,089302103,4512000,100300,SH, ,DFND,2015-06-30
97,BIOCRYST PHARMACEUTICALS,COM,09058V103,30000,2000,SH, ,DFND,2015-06-30
98,BIODELIVERY SCIENCES INTL IN,COM,09060J106,135000,16900,SH, ,DFND,2015-06-30
99,BLOCK H & R INC,COM,093671105,6028000,203300,SH, ,DFND,2015-06-30
100,BLOOMIN BRANDS INC,COM,094235108,46808000,2192400,SH, ,DFND,2015-06-30
101,BLUEBIRD BIO INC,COM,09609G100,34869000,207100,SH, ,DFND,2015-06-30
102,BOEING CO,COM,097023105,73386000,529025,SH, ,DFND,2015-06-30
103,BONANZA CREEK ENERGY INC,COM,097793103,6603000,361800,SH, ,DFND,2015-06-30
104,BORGWARNER INC,COM,099724106,16313000,287000,SH, ,DFND,2015-06-30
105,BOSTON SCIENTIFIC CORP,COM,101137107,49390000,2790400,SH, ,DFND,2015-06-30
106,BP PLC,CALL,055622104,35964000,900000,SH,Call,DFND,2015-06-30
107,BRINKER INTL INC,COM,109641100,156000,2700,SH, ,DFND,2015-06-30
108,BRISTOL MYERS SQUIBB CO,CALL,110122108,33270000,500000,SH,Call,DFND,2015-06-30
109,BRISTOL MYERS SQUIBB CO,COM,110122108,56506000,849200,SH, ,DFND,2015-06-30
110,BROADCOM CORP,CL A,111320107,15447000,300000,SH, ,DFND,2015-06-30
111,BROOKDALE SR LIVING INC,COM,112463104,23357000,673100,SH, ,DFND,2015-06-30
112,BRUKER CORP,COM,116794108,469000,23000,SH, ,DFND,2015-06-30
113,BRUNSWICK CORP,COM,117043109,6795000,133600,SH, ,DFND,2015-06-30
114,BUFFALO WILD WINGS INC,COM,119848109,830000,5300,SH, ,DFND,2015-06-30
115,BUNGE LIMITED,COM,G16962105,7612000,86700,SH, ,DFND,2015-06-30
116,BURLINGTON STORES INC,COM,122017106,44457000,868300,SH, ,DFND,2015-06-30
117,C H ROBINSON WORLDWIDE INC,COM NEW,12541W209,4386000,70300,SH, ,DFND,2015-06-30
118,CABELAS INC,COM,126804301,2499000,50000,SH, ,DFND,2015-06-30
119,CALAVO GROWERS INC,COM,128246105,5250000,101100,SH, ,DFND,2015-06-30
120,CALLAWAY GOLF CO,COM,131193104,4813000,538400,SH, ,DFND,2015-06-30
121,CAMERON INTERNATIONAL CORP,COM,13342B105,30123000,575200,SH, ,DFND,2015-06-30
122,CAMPBELL SOUP CO,CALL,134429109,477000,10000,SH,Call,DFND,2015-06-30
123,CANADIAN NAT RES LTD,COM,136385101,13297000,490002,SH, ,DFND,2015-06-30
124,CANADIAN NATL RY CO,COM,136375102,25976000,450300,SH, ,DFND,2015-06-30
125,CANADIAN PAC RY LTD,COM,13645T100,68098000,425000,SH, ,DFND,2015-06-30
126,CARA THERAPEUTICS INC,COM,140755109,606000,49900,SH, ,DFND,2015-06-30
127,CARBO CERAMICS INC,COM,140781105,10566000,253801,SH, ,DFND,2015-06-30
128,CARDIOVASCULAR SYS INC DEL,COM,141619106,9711000,367136,SH, ,DFND,2015-06-30
129,CARLISLE COS INC,COM,142339100,12675000,126600,SH, ,DFND,2015-06-30
130,CARMAX INC,COM,143130102,16579000,250400,SH, ,DFND,2015-06-30
131,CARPENTER TECHNOLOGY CORP,COM,144285103,607000,15700,SH, ,DFND,2015-06-30
132,CATALYST PHARMACEUTICALS INC,COM,14888U101,14306000,3463805,SH, ,DFND,2015-06-30
133,CBS CORP NEW,CL B,124857202,38362000,691200,SH, ,DFND,2015-06-30
134,CENOVUS ENERGY INC,CALL,15135U109,7993000,500000,SH,Call,DFND,2015-06-30
135,CENOVUS ENERGY INC,COM,15135U109,11190000,700000,SH, ,DFND,2015-06-30
136,CF INDS HLDGS INC,PUT,125269100,6428000,100000,SH,Put,DFND,2015-06-30
137,CHARLES RIV LABS INTL INC,COM,159864107,13013000,185000,SH, ,DFND,2015-06-30
138,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,112683000,658000,SH, ,DFND,2015-06-30
139,CHEESECAKE FACTORY INC,COM,163072101,14375000,263600,SH, ,DFND,2015-06-30
140,CHEMOCENTRYX INC,COM,16383L106,3000,400,SH, ,DFND,2015-06-30
141,CHENIERE ENERGY INC,COM NEW,16411R208,29041000,419300,SH, ,DFND,2015-06-30
142,CHESAPEAKE ENERGY CORP,COM,165167107,5369000,480700,SH, ,DFND,2015-06-30
143,CHEVRON CORP NEW,CALL,166764100,492000,5100,SH,Call,DFND,2015-06-30
144,CHEVRON CORP NEW,COM,166764100,8200000,85000,SH, ,DFND,2015-06-30
145,CHEVRON CORP NEW,PUT,166764100,5788000,60000,SH,Put,DFND,2015-06-30
146,CHILDRENS PL INC,COM,168905107,5063000,77400,SH, ,DFND,2015-06-30
147,CHINA BIOLOGIC PRODS INC,COM,16938C106,6150000,53400,SH, ,DFND,2015-06-30
148,CHINA PETE & CHEM CORP,SPON ADR H SHS,16941R108,7020000,81900,SH, ,DFND,2015-06-30
149,CIENA CORP,COM NEW,171779309,156000,6600,SH, ,DFND,2015-06-30
150,CIGNA CORPORATION,COM,125509109,243000,1500,SH, ,DFND,2015-06-30
151,CIMAREX ENERGY CO,COM,171798101,9928000,90000,SH, ,DFND,2015-06-30
152,CINTAS CORP,COM,172908105,16749000,198000,SH, ,DFND,2015-06-30
153,CLOVIS ONCOLOGY INC,PUT,189464100,10291000,117100,SH,Put,DFND,2015-06-30
154,CME GROUP INC,COM,12572Q105,2795000,30032,SH, ,DFND,2015-06-30
155,COACH INC,COM,189754104,89571000,2588000,SH, ,DFND,2015-06-30
156,COCA COLA CO,COM,191216100,5151000,131300,SH, ,DFND,2015-06-30
157,COLONY CAP INC,CL A,19624R106,2967000,131000,SH, ,DFND,2015-06-30
158,COMCAST CORP NEW,CL A,20030N101,118223000,1965800,SH, ,DFND,2015-06-30
159,COMMERCIAL METALS CO,COM,201723103,43000,2700,SH, ,DFND,2015-06-30
160,COMMSCOPE HLDG CO INC,COM,20337X109,58000,1900,SH, ,DFND,2015-06-30
161,CON-WAY INC,COM,205944101,21322000,555700,SH, ,DFND,2015-06-30
162,CONCERT PHARMACEUTICALS INC,COM,206022105,8264000,555000,SH, ,DFND,2015-06-30
163,CONCHO RES INC,COM,20605P101,54312000,477005,SH, ,DFND,2015-06-30
164,CONNS INC,COM,208242107,2898000,73000,SH, ,DFND,2015-06-30
165,CONSOL ENERGY INC,COM,20854P109,3522000,162000,SH, ,DFND,2015-06-30
166,CONSTELLATION BRANDS INC,CALL,21036P108,2320000,20000,SH,Call,DFND,2015-06-30
167,CONSTELLATION BRANDS INC,CL A,21036P108,22287000,192100,SH, ,DFND,2015-06-30
168,CONSTELLIUM NV,CL A,N22035104,4313000,364600,SH, ,DFND,2015-06-30
169,CONTINENTAL RESOURCES INC,COM,212015101,37091000,875000,SH, ,DFND,2015-06-30
170,COOPER TIRE & RUBR CO,COM,216831107,51000,1500,SH, ,DFND,2015-06-30
171,COPA HOLDINGS SA,CL A,P31076105,25000,300,SH, ,DFND,2015-06-30
172,CRANE CO,COM,224399105,32231000,548800,SH, ,DFND,2015-06-30
173,CRITEO S A,SPONS ADS,226718104,7255000,152200,SH, ,DFND,2015-06-30
174,CROCS INC,COM,227046109,8826000,600000,SH, ,DFND,2015-06-30
175,CROWN CASTLE INTL CORP NEW,COM,22822V101,56379000,702100,SH, ,DFND,2015-06-30
176,CROWN HOLDINGS INC,COM,228368106,25280000,477800,SH, ,DFND,2015-06-30
177,CST BRANDS INC,COM,12646R105,8085000,207000,SH, ,DFND,2015-06-30
178,CSX CORP,COM,126408103,186273000,5705150,SH, ,DFND,2015-06-30
179,CURIS INC,COM,231269101,3373000,1019000,SH, ,DFND,2015-06-30
180,CVS HEALTH CORP,COM,126650100,3597000,34300,SH, ,DFND,2015-06-30
181,CYMABAY THERAPEUTICS INC,COM,23257D103,1574000,585288,SH, ,DFND,2015-06-30
182,CYRUSONE INC,COM,23283R100,7004000,237810,SH, ,DFND,2015-06-30
183,D R HORTON INC,COM,23331A109,4104000,150000,SH, ,DFND,2015-06-30
184,DANA HLDG CORP,COM,235825205,5454000,265000,SH, ,DFND,2015-06-30
185,DANAHER CORP DEL,COM,235851102,91817000,1072755,SH, ,DFND,2015-06-30
186,DARDEN RESTAURANTS INC,COM,237194105,3824000,53800,SH, ,DFND,2015-06-30
187,DARLING INGREDIENTS INC,CALL,237266101,5864000,400000,SH,Call,DFND,2015-06-30
188,DARLING INGREDIENTS INC,COM,237266101,48730000,3324000,SH, ,DFND,2015-06-30
189,DAVE & BUSTERS ENTMT INC,COM,238337109,1115000,30900,SH, ,DFND,2015-06-30
190,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,9425000,118600,SH, ,DFND,2015-06-30
191,DBV TECHNOLOGIES S A,SPONSORED ADR,23306J101,11912000,400000,SH, ,DFND,2015-06-30
192,DEERE & CO,COM,244199105,7279000,75000,SH, ,DFND,2015-06-30
193,DEERE & CO,PUT,244199105,38820000,400000,SH,Put,DFND,2015-06-30
194,DELEK US HLDGS INC,COM,246647101,129109000,3506501,SH, ,DFND,2015-06-30
195,DELPHI AUTOMOTIVE PLC,SHS,G27823106,2127000,25000,SH, ,DFND,2015-06-30
196,DELTA AIR LINES INC DEL,COM NEW,247361702,55569000,1352700,SH, ,DFND,2015-06-30
197,DEVON ENERGY CORP NEW,COM,25179M103,62114000,1044105,SH, ,DFND,2015-06-30
198,DEVRY ED GROUP INC,COM,251893103,29470000,982991,SH, ,DFND,2015-06-30
199,DHT HOLDINGS INC,PUT,Y2065G121,777000,100000,SH,Put,DFND,2015-06-30
200,DHT HOLDINGS INC,SHS NEW,Y2065G121,16722000,2152100,SH, ,DFND,2015-06-30
201,DIAGEO P L C,SPON ADR NEW,25243Q205,12000,100,SH, ,DFND,2015-06-30
202,DIAMOND OFFSHORE DRILLING IN,COM,25271C102,4163000,161300,SH, ,DFND,2015-06-30
203,DIAMONDBACK ENERGY INC,COM,25278X109,2261000,30000,SH, ,DFND,2015-06-30
204,DICKS SPORTING GOODS INC,COM,253393102,5177000,100000,SH, ,DFND,2015-06-30
205,DINEEQUITY INC,COM,254423106,2031000,20500,SH, ,DFND,2015-06-30
206,DISNEY WALT CO,COM DISNEY,254687106,11414000,100000,SH, ,DFND,2015-06-30
207,DOLLAR GEN CORP NEW,COM,256677105,145312000,1869200,SH, ,DFND,2015-06-30
208,DOLLAR TREE INC,COM,256746108,85042000,1076619,SH, ,DFND,2015-06-30
209,DOMINION RES INC VA NEW,COM,25746U109,10077000,150700,SH, ,DFND,2015-06-30
210,DOMINOS PIZZA INC,COM,25754A201,7371000,65000,SH, ,DFND,2015-06-30
211,DOMTAR CORP,COM NEW,257559203,3105000,75000,SH, ,DFND,2015-06-30
212,DORIAN LPG LTD,SHS USD,Y2106R110,2437000,146101,SH, ,DFND,2015-06-30
213,DOW CHEM CO,COM,260543103,116498000,2276676,SH, ,DFND,2015-06-30
214,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,2314000,98800,SH, ,DFND,2015-06-30
215,DYNEGY INC NEW DEL,COM,26817R108,92685000,3168726,SH, ,DFND,2015-06-30
216,E-COMMERCE CHINA DANGDANG IN,SPN ADS COM A,26833A105,5167000,574800,SH, ,DFND,2015-06-30
217,EAGLE MATERIALS INC,COM,26969P108,18823000,246600,SH, ,DFND,2015-06-30
218,EASTMAN CHEM CO,COM,277432100,1227000,15000,SH, ,DFND,2015-06-30
219,EBAY INC,COM,278642103,45674000,758200,SH, ,DFND,2015-06-30
220,ECHO GLOBAL LOGISTICS INC,COM,27875T101,4292000,131400,SH, ,DFND,2015-06-30
221,ECLIPSE RES CORP,COM,27890G100,14392000,2736200,SH, ,DFND,2015-06-30
222,EDWARDS LIFESCIENCES CORP,COM,28176E108,24669000,173200,SH, ,DFND,2015-06-30
223,ELECTRONIC ARTS INC,COM,285512109,2480000,37300,SH, ,DFND,2015-06-30
224,EMBRAER S A,SP ADR REP 4 COM,29082A107,16351000,539800,SH, ,DFND,2015-06-30
225,ENCANA CORP,COM,292505104,73868000,6703050,SH, ,DFND,2015-06-30
226,ENDOCHOICE HLDGS INC,COM,29272U103,5554000,339698,SH, ,DFND,2015-06-30
227,ENERGEN CORP,COM,29265N108,2049000,30000,SH, ,DFND,2015-06-30
228,ENERGIZER HLDGS INC NEW,COM,29272W109,5946000,45200,SH, ,DFND,2015-06-30
229,ENERGY TRANSFER PRTNRS L P,CALL,29273R109,25364000,485900,SH,Call,DFND,2015-06-30
230,ENGILITY HLDGS INC NEW,COM,29286C107,2546000,101200,SH, ,DFND,2015-06-30
231,EOG RES INC,COM,26875P101,245465000,2803710,SH, ,DFND,2015-06-30
232,EP ENERGY CORP,CL A,268785102,5656000,444300,SH, ,DFND,2015-06-30
233,EPAM SYS INC,COM,29414B104,3562000,50000,SH, ,DFND,2015-06-30
234,EPIZYME INC,COM,29428V104,11570000,482100,SH, ,DFND,2015-06-30
235,EQT CORP,COM,26884L109,123279000,1515600,SH, ,DFND,2015-06-30
236,EQUIFAX INC,COM,294429105,8942000,92100,SH, ,DFND,2015-06-30
237,ESPERION THERAPEUTICS INC NE,COM,29664W105,3172000,38800,SH, ,DFND,2015-06-30
238,ESTERLINE TECHNOLOGIES CORP,COM,297425100,1039000,10900,SH, ,DFND,2015-06-30
239,ETHAN ALLEN INTERIORS INC,COM,297602104,3738000,141900,SH, ,DFND,2015-06-30
240,EURONAV NV ANTWERPEN,SHS,B38564108,4910000,331500,SH, ,DFND,2015-06-30
241,EXACT SCIENCES CORP,COM,30063P105,2213000,74400,SH, ,DFND,2015-06-30
242,EXCO RESOURCES INC,COM,269279402,42000,35501,SH, ,DFND,2015-06-30
243,EXPEDIA INC DEL,COM NEW,30212P303,219000,2000,SH, ,DFND,2015-06-30
244,EXPRESS SCRIPTS HLDG CO,COM,30219G108,4821000,54200,SH, ,DFND,2015-06-30
245,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,201000,10700,SH, ,DFND,2015-06-30
246,EXTERRAN HLDGS INC,COM,30225X103,31408000,961968,SH, ,DFND,2015-06-30
247,EXXON MOBIL CORP,COM,30231G102,15392000,185000,SH, ,DFND,2015-06-30
248,FACEBOOK INC,CL A,30303M102,63389000,739100,SH, ,DFND,2015-06-30
249,FEDEX CORP,COM,31428X106,20209000,118600,SH, ,DFND,2015-06-30
250,FEI CO,COM,30241L109,9006000,108600,SH, ,DFND,2015-06-30
251,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,19646000,1352100,SH, ,DFND,2015-06-30
252,FIBRIA CELULOSE S A,SP ADR REP COM,31573A109,25127000,1846200,SH, ,DFND,2015-06-30
253,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,4568000,123500,SH, ,DFND,2015-06-30
254,FIDELITY NATL INFORMATION SV,COM,31620M106,0,1,SH, ,DFND,2015-06-30
255,FIRST BANCORP P R,COM NEW,318672706,2448000,507800,SH, ,DFND,2015-06-30
256,FIRST SOLAR INC,COM,336433107,11764000,250400,SH, ,DFND,2015-06-30
257,FIVE BELOW INC,COM,33829M101,14385000,363913,SH, ,DFND,2015-06-30
258,FIVE PRIME THERAPEUTICS INC,COM,33830X104,11909000,479411,SH, ,DFND,2015-06-30
259,FLIR SYS INC,COM,302445101,243000,7900,SH, ,DFND,2015-06-30
260,FLUIDIGM CORP DEL,COM,34385P108,1534000,63400,SH, ,DFND,2015-06-30
261,FOGO DE CHAO INC,COM,344177100,347000,15000,SH, ,DFND,2015-06-30
262,FOOT LOCKER INC,COM,344849104,3136000,46800,SH, ,DFND,2015-06-30
263,FORD MTR CO DEL,COM PAR $0.01,345370860,7199000,479600,SH, ,DFND,2015-06-30
264,FORTINET INC,COM,34959E109,1624000,39300,SH, ,DFND,2015-06-30
265,FORTUNE BRANDS HOME & SEC IN,COM,34964C106,34250000,747500,SH, ,DFND,2015-06-30
266,FREEPORT-MCMORAN INC,CL B,35671D857,22327000,1199100,SH, ,DFND,2015-06-30
267,FRONTIER COMMUNICATIONS CORP,COM,35906A108,15785000,3188800,SH, ,DFND,2015-06-30
268,FRONTLINE LTD,SHS,G3682E127,1473000,603700,SH, ,DFND,2015-06-30
269,GAP INC DEL,COM,364760108,15608000,408900,SH, ,DFND,2015-06-30
270,GASLOG LTD,SHS,G37585109,7046000,353200,SH, ,DFND,2015-06-30
271,GENER8 MARITIME INC,COM,Y26889108,8839000,648500,SH, ,DFND,2015-06-30
272,GENERAL ELECTRIC CO,COM,369604103,2614000,98400,SH, ,DFND,2015-06-30
273,GENERAL MTRS CO,CALL,37045V100,3333000,100000,SH,Call,DFND,2015-06-30
274,GENERAL MTRS CO,COM,37045V100,50292000,1508900,SH, ,DFND,2015-06-30
275,GENESEE & WYO INC,CL A,371559105,4952000,65000,SH, ,DFND,2015-06-30
276,GLAUKOS CORP,COM,377322102,290000,10000,SH, ,DFND,2015-06-30
277,GLOBE SPECIALTY METALS INC,COM,37954N206,9627000,543900,SH, ,DFND,2015-06-30
278,GLOBUS MED INC,CL A,379577208,16930000,659525,SH, ,DFND,2015-06-30
279,GOGO INC,COM,38046C109,169000,7900,SH, ,DFND,2015-06-30
280,GOLAR LNG LTD BERMUDA,SHS,G9456A100,8784000,187700,SH, ,DFND,2015-06-30
281,GOOGLE INC,CL A,38259P508,164064000,303800,SH, ,DFND,2015-06-30
282,GOOGLE INC,CL C,38259P706,7183000,13800,SH, ,DFND,2015-06-30
283,GRAPHIC PACKAGING HLDG CO,COM,388689101,34023000,2442400,SH, ,DFND,2015-06-30
284,GREATBATCH INC,COM,39153L106,8940000,165800,SH, ,DFND,2015-06-30
285,GREEN PLAINS INC,COM,393222104,14709000,533900,SH, ,DFND,2015-06-30
286,GROUP 1 AUTOMOTIVE INC,COM,398905109,890000,9800,SH, ,DFND,2015-06-30
287,GULFPORT ENERGY CORP,COM NEW,402635304,34365000,853800,SH, ,DFND,2015-06-30
288,HALLIBURTON CO,COM,406216101,10768000,250002,SH, ,DFND,2015-06-30
289,HANESBRANDS INC,COM,410345102,10846000,325500,SH, ,DFND,2015-06-30
290,HARLEY DAVIDSON INC,COM,412822108,10577000,187700,SH, ,DFND,2015-06-30
291,HARRIS CORP DEL,COM,413875105,12036000,156500,SH, ,DFND,2015-06-30
292,HARTFORD FINL SVCS GROUP INC,COM,416515104,10380000,249700,SH, ,DFND,2015-06-30
293,HAWAIIAN HOLDINGS INC,COM,419879101,2375000,100000,SH, ,DFND,2015-06-30
