,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
27,ALDER BIOPHARMACEUTICALS INC,COM,014339105,1176000,47100,SH, ,DFND,2016-06-30
28,ALEXION PHARMACEUTICALS INC,COM,015351109,61824000,529500,SH, ,DFND,2016-06-30
29,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,12725000,160000,SH, ,DFND,2016-06-30
30,ALIGN TECHNOLOGY INC,COM,016255101,4076000,50600,SH, ,DFND,2016-06-30
31,ALLEGHENY TECHNOLOGIES INC,COM,01741R102,567000,44500,SH, ,DFND,2016-06-30
32,ALLEGION PUB LTD CO,ORD SHS,G0176J109,2652000,38200,SH, ,DFND,2016-06-30
33,ALLIANCE DATA SYSTEMS CORP,COM,018581108,31112000,158800,SH, ,DFND,2016-06-30
34,ALLIED WRLD ASSUR COM HLDG A,SHS,H01531104,2407000,68500,SH, ,DFND,2016-06-30
35,ALLY FINL INC,COM,02005N100,11862000,694900,SH, ,DFND,2016-06-30
36,ALON USA ENERGY INC,COM,020520102,12158000,1876200,SH, ,DFND,2016-06-30
37,ALTRIA GROUP INC,COM,02209S103,1379000,20000,SH, ,DFND,2016-06-30
38,AMAG PHARMACEUTICALS INC,COM,00163U106,10675000,446300,SH, ,DFND,2016-06-30
39,AMAZON COM INC,COM,023135106,477047000,666620,SH, ,DFND,2016-06-30
40,AMC NETWORKS INC,CL A,00164V103,3743000,61952,SH, ,DFND,2016-06-30
41,AMERICAN AXLE & MFG HLDGS IN,COM,024061103,362000,25000,SH, ,DFND,2016-06-30
42,AMERICAN EXPRESS CO,COM,025816109,3038000,50000,SH, ,DFND,2016-06-30
43,AMERICAN INTL GROUP INC,COM NEW,026874784,18584000,351380,SH, ,DFND,2016-06-30
44,AMERICAN TOWER CORP NEW,COM,03027X100,13042000,114800,SH, ,DFND,2016-06-30
45,AMERISOURCEBERGEN CORP,COM,03073E105,30903000,389600,SH, ,DFND,2016-06-30
46,AMSURG CORP,COM,03232P405,9150000,118000,SH, ,DFND,2016-06-30
47,ANADARKO PETE CORP,COM,032511107,128346000,2410252,SH, ,DFND,2016-06-30
48,ANDERSONS INC,COM,034164103,12617000,355000,SH, ,DFND,2016-06-30
49,ANDERSONS INC,PUT,034164103,3554000,100000,SH,Put,DFND,2016-06-30
50,ANHEUSER BUSCH INBEV SA/NV,SPONSORED ADR,03524A108,3257000,24734,SH, ,DFND,2016-06-30
51,ANTERO RES CORP,COM,03674X106,605000,23300,SH, ,DFND,2016-06-30
52,APACHE CORP,COM,037411105,6680000,120000,SH, ,DFND,2016-06-30
53,APPLE INC,COM,037833100,5985000,62608,SH, ,DFND,2016-06-30
54,ARADIGM CORP,COM NO PAR NEW,038505400,1401000,320585,SH, ,DFND,2016-06-30
55,ARAMARK,COM,03852U106,14431000,431800,SH, ,DFND,2016-06-30
56,ARIAD PHARMACEUTICALS INC,COM,04033A100,2217000,300000,SH, ,DFND,2016-06-30
57,ARRIS INTL INC,SHS,G0551A103,1966000,93800,SH, ,DFND,2016-06-30
58,ARROWHEAD PHARMACEUTICALS IN,COM,04280A100,1362000,256101,SH, ,DFND,2016-06-30
59,ASBURY AUTOMOTIVE GROUP INC,COM,043436104,5000,100,SH, ,DFND,2016-06-30
60,ASHLAND INC NEW,COM,044209104,16837000,146700,SH, ,DFND,2016-06-30
61,AT&T INC,COM,00206R102,35061000,811400,SH, ,DFND,2016-06-30
62,AU OPTRONICS CORP,SPONSORED ADR,002255107,263000,75300,SH, ,DFND,2016-06-30
63,AUTOZONE INC,COM,053332102,68032000,85700,SH, ,DFND,2016-06-30
64,B/E AEROSPACE INC,COM,073302101,6460000,139900,SH, ,DFND,2016-06-30
65,BAKER HUGHES INC,COM,057224107,53675000,1189339,SH, ,DFND,2016-06-30
66,BALL CORP,COM,058498106,47928000,663000,SH, ,DFND,2016-06-30
67,BARCLAYS BK PLC,PUT,06742E711,8286000,600000,SH,Put,DFND,2016-06-30
68,BARNES GROUP INC,COM,067806109,8578000,259000,SH, ,DFND,2016-06-30
69,BARRICK GOLD CORP,COM,067901108,1965000,92047,SH, ,DFND,2016-06-30
70,BAXTER INTL INC,COM,071813109,163000,3600,SH, ,DFND,2016-06-30
71,BEACON ROOFING SUPPLY INC,COM,073685109,16387000,360400,SH, ,DFND,2016-06-30
72,BED BATH & BEYOND INC,COM,075896100,4322000,100000,SH, ,DFND,2016-06-30
73,BEMIS INC,COM,081437105,20291000,394068,SH, ,DFND,2016-06-30
74,BENEFITFOCUS INC,COM,08180D106,1936000,50800,SH, ,DFND,2016-06-30
75,BERRY PLASTICS GROUP INC,COM,08579W103,21001000,540567,SH, ,DFND,2016-06-30
76,BEST BUY INC,COM,086516101,11249000,367600,SH, ,DFND,2016-06-30
77,BGC PARTNERS INC,CALL,05541T101,1742000,200000,SH,Call,DFND,2016-06-30
78,BGC PARTNERS INC,CL A,05541T101,3747000,430200,SH, ,DFND,2016-06-30
79,BHP BILLITON LTD,SPONSORED ADR,088606108,3284000,115000,SH, ,DFND,2016-06-30
80,BIO RAD LABS INC,CL A,090572207,5549000,38800,SH, ,DFND,2016-06-30
81,BJS RESTAURANTS INC,COM,09180C106,3791000,86500,SH, ,DFND,2016-06-30
82,BLACK HILLS CORP,COM,092113109,4318000,68500,SH, ,DFND,2016-06-30
83,BLACKHAWK NETWORK HLDGS INC,COM,09238E104,3801000,113483,SH, ,DFND,2016-06-30
84,BLOOMIN BRANDS INC,COM,094235108,2223000,124400,SH, ,DFND,2016-06-30
85,BMC STK HLDGS INC,COM,05591B109,392000,22000,SH, ,DFND,2016-06-30
86,BOISE CASCADE CO DEL,COM,09739D100,597000,26000,SH, ,DFND,2016-06-30
87,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,17292000,583400,SH, ,DFND,2016-06-30
88,BORGWARNER INC,COM,099724106,714000,24200,SH, ,DFND,2016-06-30
89,BOSTON SCIENTIFIC CORP,COM,101137107,44776000,1915982,SH, ,DFND,2016-06-30
90,BOYD GAMING CORP,COM,103304101,17134000,931200,SH, ,DFND,2016-06-30
91,BP PLC,SPONSORED ADR,055622104,14257000,401486,SH, ,DFND,2016-06-30
92,BRISTOL MYERS SQUIBB CO,COM,110122108,34613000,470600,SH, ,DFND,2016-06-30
93,BROADCOM LTD,SHS,Y09827109,91936000,591610,SH, ,DFND,2016-06-30
94,BRUNSWICK CORP,COM,117043109,18645000,411400,SH, ,DFND,2016-06-30
95,BUFFALO WILD WINGS INC,COM,119848109,3474000,25000,SH, ,DFND,2016-06-30
96,BUILDERS FIRSTSOURCE INC,COM,12008R107,358000,31800,SH, ,DFND,2016-06-30
97,BUNGE LIMITED,COM,G16962105,10919000,184600,SH, ,DFND,2016-06-30
98,BURLINGTON STORES INC,COM,122017106,42688000,639900,SH, ,DFND,2016-06-30
99,CABOT OIL & GAS CORP,COM,127097103,47641000,1850838,SH, ,DFND,2016-06-30
100,CAESARSTONE LTD,ORD SHS,M20598104,19090000,549200,SH, ,DFND,2016-06-30
101,CAL MAINE FOODS INC,CALL,128030202,4432000,100000,SH,Call,DFND,2016-06-30
102,CALATLANTIC GROUP INC,COM,128195104,3458000,94200,SH, ,DFND,2016-06-30
103,CALAVO GROWERS INC,COM,128246105,750000,11200,SH, ,DFND,2016-06-30
104,CALLAWAY GOLF CO,COM,131193104,2528000,247600,SH, ,DFND,2016-06-30
105,CALLON PETE CO DEL,COM,13123X102,38931000,3466700,SH, ,DFND,2016-06-30
106,CALPINE CORP,COM NEW,131347304,59954000,4064700,SH, ,DFND,2016-06-30
107,CAMBREX CORP,COM,132011107,5789000,111900,SH, ,DFND,2016-06-30
108,CAMPBELL SOUP CO,COM,134429109,19765000,297079,SH, ,DFND,2016-06-30
109,CANADIAN NAT RES LTD,COM,136385101,14451000,470000,SH, ,DFND,2016-06-30
110,CANADIAN PAC RY LTD,COM,13645T100,17299000,134333,SH, ,DFND,2016-06-30
111,CAPITAL ONE FINL CORP,COM,14040H105,62684000,987000,SH, ,DFND,2016-06-30
112,CARDINAL HEALTH INC,COM,14149Y108,4844000,62100,SH, ,DFND,2016-06-30
113,CARDIOVASCULAR SYS INC DEL,COM,141619106,7420000,403824,SH, ,DFND,2016-06-30
114,CARNIVAL CORP,UNIT 99/99/9999,143658300,10489000,237300,SH, ,DFND,2016-06-30
115,CARTER INC,COM,146229109,74006000,695091,SH, ,DFND,2016-06-30
116,CASEYS GEN STORES INC,COM,147528103,55129000,419200,SH, ,DFND,2016-06-30
117,CATALYST PHARMACEUTICALS INC,COM,14888U101,1681000,2366964,SH, ,DFND,2016-06-30
118,CBOE HLDGS INC,COM,12503M108,2612000,39200,SH, ,DFND,2016-06-30
119,CELANESE CORP DEL,COM SER A,150870103,23896000,365100,SH, ,DFND,2016-06-30
120,CELGENE CORP,COM,151020104,2091000,21200,SH, ,DFND,2016-06-30
121,CENTENE CORP DEL,COM,15135B101,14495000,203100,SH, ,DFND,2016-06-30
122,CEPHEID,COM,15670R107,4382000,142500,SH, ,DFND,2016-06-30
123,CF INDS HLDGS INC,CALL,125269100,4772000,198000,SH,Call,DFND,2016-06-30
124,CHART INDS INC,COM PAR $0.01,16115Q308,902000,37400,SH, ,DFND,2016-06-30
125,CHARTER COMMUNICATIONS INC N,CL A,16119P108,89970000,393500,SH, ,DFND,2016-06-30
126,CHEESECAKE FACTORY INC,COM,163072101,7380000,153300,SH, ,DFND,2016-06-30
127,CHENIERE ENERGY INC,COM NEW,16411R208,10063000,268000,SH, ,DFND,2016-06-30
128,CHESAPEAKE ENERGY CORP,COM,165167107,3397000,793800,SH, ,DFND,2016-06-30
129,CHEVRON CORP NEW,CALL,166764100,52415000,500000,SH,Call,DFND,2016-06-30
130,CHEVRON CORP NEW,COM,166764100,7862000,75000,SH, ,DFND,2016-06-30
131,CHEVRON CORP NEW,PUT,166764100,93194000,889000,SH,Put,DFND,2016-06-30
132,CHICAGO BRIDGE & IRON CO N V,COM,167250109,45878000,1324800,SH, ,DFND,2016-06-30
133,CHICOS FAS INC,COM,168615102,7048000,658100,SH, ,DFND,2016-06-30
134,CHINA BIOLOGIC PRODS INC,COM,16938C106,3307000,31100,SH, ,DFND,2016-06-30
135,CHINA PETE & CHEM CORP,SPON ADR H SHS,16941R108,5040000,70000,SH, ,DFND,2016-06-30
136,CHIPOTLE MEXICAN GRILL INC,COM,169656105,81768000,203018,SH, ,DFND,2016-06-30
137,CHUBB LIMITED,COM,H1467J104,11150000,85300,SH, ,DFND,2016-06-30
138,CHURCH & DWIGHT INC,COM,171340102,1029000,10000,SH, ,DFND,2016-06-30
139,CIENA CORP,COM NEW,171779309,186000,9900,SH, ,DFND,2016-06-30
140,CIGNA CORPORATION,COM,125509109,18392000,143700,SH, ,DFND,2016-06-30
141,CIMAREX ENERGY CO,COM,171798101,131670000,1103500,SH, ,DFND,2016-06-30
142,CIT GROUP INC,CALL,125581801,3191000,100000,SH,Call,DFND,2016-06-30
143,CIT GROUP INC,COM NEW,125581801,20502000,642500,SH, ,DFND,2016-06-30
144,CITIGROUP INC,COM NEW,172967424,6392000,150800,SH, ,DFND,2016-06-30
145,CITIZENS FINL GROUP INC,COM,174610105,110000,5500,SH, ,DFND,2016-06-30
146,CITRIX SYS INC,COM,177376100,216000,2700,SH, ,DFND,2016-06-30
147,CIVEO CORP CDA,COM,17878Y108,360000,200000,SH, ,DFND,2016-06-30
148,CME GROUP INC,COM,12572Q105,5847000,60032,SH, ,DFND,2016-06-30
149,CNOOC LTD,SPONSORED ADR,126132109,2443000,19600,SH, ,DFND,2016-06-30
150,COACH INC,CALL,189754104,4481000,110000,SH,Call,DFND,2016-06-30
151,COACH INC,COM,189754104,37493000,920300,SH, ,DFND,2016-06-30
152,COBALT INTL ENERGY INC,COM,19075F106,6637000,4952900,SH, ,DFND,2016-06-30
153,COCA COLA CO,COM,191216100,7887000,174000,SH, ,DFND,2016-06-30
154,COCA COLA EUROPEAN PARTNERS,SHS,G25839104,22949000,643000,SH, ,DFND,2016-06-30
155,COHERUS BIOSCIENCES INC,COM,19249H103,633000,37500,SH, ,DFND,2016-06-30
156,COLONY CAP INC,CALL,19624R106,3070000,200000,SH,Call,DFND,2016-06-30
157,COLONY CAP INC,CL A,19624R106,13362000,870500,SH, ,DFND,2016-06-30
158,COLUMBIA PIPELINE GROUP INC,COM,198280109,48813000,1915000,SH, ,DFND,2016-06-30
159,COMERICA INC,COM,200340107,1385000,33681,SH, ,DFND,2016-06-30
160,COMMUNICATIONS SALES&LEAS IN,COM,20341J104,11728000,405800,SH, ,DFND,2016-06-30
161,CONAGRA FOODS INC,COM,205887102,5541000,115900,SH, ,DFND,2016-06-30
162,CONCERT PHARMACEUTICALS INC,COM,206022105,4542000,404479,SH, ,DFND,2016-06-30
163,CONCORDIA INTL CORP,COM,20653P102,25786000,1197100,SH, ,DFND,2016-06-30
164,CONMED CORP,COM,207410101,13594000,284800,SH, ,DFND,2016-06-30
165,CONOCOPHILLIPS,COM,20825C104,172107000,3947400,SH, ,DFND,2016-06-30
166,CONSOL ENERGY INC,COM,20854P109,7542000,468721,SH, ,DFND,2016-06-30
167,CONSTELLATION BRANDS INC,CL A,21036P108,74976000,453300,SH, ,DFND,2016-06-30
168,CONTINENTAL RESOURCES INC,COM,212015101,4301000,95000,SH, ,DFND,2016-06-30
169,COOPER COS INC,COM NEW,216648402,46049000,268400,SH, ,DFND,2016-06-30
170,COOPER TIRE & RUBR CO,COM,216831107,8448000,283300,SH, ,DFND,2016-06-30
171,COPART INC,COM,217204106,441000,9000,SH, ,DFND,2016-06-30
172,CORNING INC,COM,219350105,118061000,5764700,SH, ,DFND,2016-06-30
173,COSAN LTD,SHS A,G25343107,6614000,1016000,SH, ,DFND,2016-06-30
174,COTIVITI HLDGS INC,COM,22164K101,123000,5800,SH, ,DFND,2016-06-30
175,CROWN HOLDINGS INC,COM,228368106,76826000,1516200,SH, ,DFND,2016-06-30
176,CSRA INC,COM,12650T104,89564000,3822600,SH, ,DFND,2016-06-30
177,CST BRANDS INC,CALL,12646R105,5269000,122300,SH,Call,DFND,2016-06-30
178,CST BRANDS INC,COM,12646R105,10154000,235700,SH, ,DFND,2016-06-30
179,CSX CORP,COM,126408103,55355000,2122500,SH, ,DFND,2016-06-30
180,CUMMINS INC,PUT,231021106,562000,5000,SH,Put,DFND,2016-06-30
181,CURIS INC,COM,231269101,1716000,1100000,SH, ,DFND,2016-06-30
182,CYNOSURE INC,CL A,232577205,21399000,439900,SH, ,DFND,2016-06-30
183,D R HORTON INC,PUT,23331A109,315000,10000,SH,Put,DFND,2016-06-30
184,DANA HLDG CORP,COM,235825205,11835000,1120700,SH, ,DFND,2016-06-30
185,DANAHER CORP DEL,COM,235851102,15086000,149367,SH, ,DFND,2016-06-30
186,DARDEN RESTAURANTS INC,COM,237194105,9039000,142700,SH, ,DFND,2016-06-30
187,DARLING INGREDIENTS INC,COM,237266101,15509000,1040900,SH, ,DFND,2016-06-30
188,DAVE & BUSTERS ENTMT INC,COM,238337109,21299000,455200,SH, ,DFND,2016-06-30
189,DBV TECHNOLOGIES S A,SPONSORED ADR,23306J101,6602000,202400,SH, ,DFND,2016-06-30
190,DEERE & CO,CALL,244199105,8104000,100000,SH,Call,DFND,2016-06-30
191,DEERE & CO,COM,244199105,5349000,66000,SH, ,DFND,2016-06-30
192,DEERE & CO,PUT,244199105,8104000,100000,SH,Put,DFND,2016-06-30
193,DEL FRISCOS RESTAURANT GROUP,COM,245077102,3079000,215000,SH, ,DFND,2016-06-30
194,DELEK US HLDGS INC,COM,246647101,52823000,3998700,SH, ,DFND,2016-06-30
195,DELPHI AUTOMOTIVE PLC,SHS,G27823106,9240000,147600,SH, ,DFND,2016-06-30
196,DELTA AIR LINES INC DEL,COM NEW,247361702,4630000,127100,SH, ,DFND,2016-06-30
197,DERMIRA INC,COM,24983L104,3735000,127700,SH, ,DFND,2016-06-30
198,DEVON ENERGY CORP NEW,COM,25179M103,25310000,698200,SH, ,DFND,2016-06-30
199,DEXCOM INC,COM,252131107,20705000,261000,SH, ,DFND,2016-06-30
200,DIAMOND RESORTS INTL INC,CALL,25272T104,1138000,38000,SH,Call,DFND,2016-06-30
201,DIAMOND RESORTS INTL INC,COM,25272T104,5782000,193000,SH, ,DFND,2016-06-30
202,DIAMONDBACK ENERGY INC,COM,25278X109,11958000,131100,SH, ,DFND,2016-06-30
203,DICKS SPORTING GOODS INC,COM,253393102,26121000,579700,SH, ,DFND,2016-06-30
204,DIEBOLD INC,COM,253651103,34092000,1373000,SH, ,DFND,2016-06-30
205,DILLARDS INC,CL A,254067101,12199000,201300,SH, ,DFND,2016-06-30
206,DISCOVERY COMMUNICATNS NEW,COM SER A,25470F104,10175000,403300,SH, ,DFND,2016-06-30
207,DISH NETWORK CORP,CL A,25470M109,52657000,1004900,SH, ,DFND,2016-06-30
208,DOLLAR GEN CORP NEW,COM,256677105,7821000,83200,SH, ,DFND,2016-06-30
209,DOLLAR TREE INC,COM,256746108,114389000,1213800,SH, ,DFND,2016-06-30
210,DOMINOS PIZZA INC,COM,25754A201,50792000,386600,SH, ,DFND,2016-06-30
211,DOMTAR CORP,COM NEW,257559203,3032000,86600,SH, ,DFND,2016-06-30
212,DSW INC,CL A,23334L102,17927000,846400,SH, ,DFND,2016-06-30
213,DTE ENERGY CO,COM,233331107,241000,2430,SH, ,DFND,2016-06-30
214,DU PONT E I DE NEMOURS & CO,COM,263534109,7569000,116800,SH, ,DFND,2016-06-30
215,DUPONT FABROS TECHNOLOGY INC,COM,26613Q106,10454000,219900,SH, ,DFND,2016-06-30
216,DYCOM INDS INC,COM,267475101,4021000,44800,SH, ,DFND,2016-06-30
217,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,6566000,450346,SH, ,DFND,2016-06-30
218,DYNEGY INC NEW DEL,COM,26817R108,29077000,1686600,SH, ,DFND,2016-06-30
219,EAGLE MATERIALS INC,COM,26969P108,5709000,74000,SH, ,DFND,2016-06-30
220,EAGLE PHARMACEUTICALS INC,COM,269796108,440000,11344,SH, ,DFND,2016-06-30
221,EATON CORP PLC,SHS,G29183103,42000,700,SH, ,DFND,2016-06-30
222,EBAY INC,COM,278642103,1327000,56700,SH, ,DFND,2016-06-30
223,ECOPETROL S A,SPONSORED ADS,279158109,10072000,1053600,SH, ,DFND,2016-06-30
224,EDGEWELL PERS CARE CO,COM,28035Q102,10264000,121600,SH, ,DFND,2016-06-30
225,EDWARDS LIFESCIENCES CORP,COM,28176E108,19368000,194200,SH, ,DFND,2016-06-30
226,ELDORADO GOLD CORP NEW,COM,284902103,2928000,650700,SH, ,DFND,2016-06-30
227,ELECTRONIC ARTS INC,COM,285512109,56147000,741120,SH, ,DFND,2016-06-30
228,ENBRIDGE ENERGY PARTNERS L P,COM,29250R106,209000,9000,SH, ,DFND,2016-06-30
229,ENCANA CORP,COM,292505104,54865000,7042965,SH, ,DFND,2016-06-30
230,ENDO INTL PLC,SHS,G30401106,39309000,2521434,SH, ,DFND,2016-06-30
231,ENERGEN CORP,COM,29265N108,13581000,281700,SH, ,DFND,2016-06-30
232,ENERGY RECOVERY INC,COM,29270J100,1933000,217400,SH, ,DFND,2016-06-30
233,ENERGY TRANSFER EQUITY L P,CALL,29273V100,2013000,140100,SH,Call,DFND,2016-06-30
234,ENI S P A,SPONSORED ADR,26874R108,4901000,151500,SH, ,DFND,2016-06-30
235,ENSCO PLC,SHS CLASS A,G3157S106,24093000,2481267,SH, ,DFND,2016-06-30
236,ENVISION HEALTHCARE HLDGS IN,COM,29413U103,1405000,55400,SH, ,DFND,2016-06-30
237,EQT CORP,COM,26884L109,743000,9600,SH, ,DFND,2016-06-30
238,EQT MIDSTREAM PARTNERS LP,UNIT LTD PARTN,26885B100,241000,3000,SH, ,DFND,2016-06-30
239,EQUINIX INC,COM PAR $0.001,29444U700,23264000,60000,SH, ,DFND,2016-06-30
240,ETSY INC,COM,29786A106,14332000,1494500,SH, ,DFND,2016-06-30
241,EURONAV NV ANTWERPEN,SHS,B38564108,6942000,757000,SH, ,DFND,2016-06-30
242,EVERCORE PARTNERS INC,CLASS A,29977A105,2532000,57300,SH, ,DFND,2016-06-30
243,EXACT SCIENCES CORP,COM,30063P105,6213000,507175,SH, ,DFND,2016-06-30
244,EXCO RESOURCES INC,COM,269279402,39000,30201,SH, ,DFND,2016-06-30
245,EXELIXIS INC,COM,30161Q104,15818000,2025400,SH, ,DFND,2016-06-30
246,EXELON CORP,COM,30161N101,35640000,980200,SH, ,DFND,2016-06-30
247,EXPEDIA INC DEL,COM NEW,30212P303,20453000,192404,SH, ,DFND,2016-06-30
248,EXPRESS INC,COM,30219E103,4717000,325100,SH, ,DFND,2016-06-30
249,EXXON MOBIL CORP,CALL,30231G102,3750000,40000,SH,Call,DFND,2016-06-30
250,EXXON MOBIL CORP,COM,30231G102,6890000,73500,SH, ,DFND,2016-06-30
251,EXXON MOBIL CORP,PUT,30231G102,34684000,370000,SH,Put,DFND,2016-06-30
252,F M C CORP,COM NEW,302491303,47454000,1024700,SH, ,DFND,2016-06-30
253,FACEBOOK INC,CL A,30303M102,47438000,415100,SH, ,DFND,2016-06-30
254,FAIRMOUNT SANTROL HLDGS INC,COM,30555Q108,5604000,726900,SH, ,DFND,2016-06-30
255,FEDEX CORP,COM,31428X106,5064000,33361,SH, ,DFND,2016-06-30
256,FIBRIA CELULOSE S A,SP ADR REP COM,31573A109,14129000,2090100,SH, ,DFND,2016-06-30
257,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,8205000,218800,SH, ,DFND,2016-06-30
258,FIDELITY NATL INFORMATION SV,COM,31620M106,7811000,106013,SH, ,DFND,2016-06-30
259,FIFTH THIRD BANCORP,COM,316773100,5056000,287408,SH, ,DFND,2016-06-30
260,FINISH LINE INC,CL A,317923100,2116000,104800,SH, ,DFND,2016-06-30
261,FIRST BANCORP P R,COM NEW,318672706,6243000,1572600,SH, ,DFND,2016-06-30
262,FIRST DATA CORP NEW,COM CL A,32008D106,9322000,842100,SH, ,DFND,2016-06-30
263,FIRST SOLAR INC,CALL,336433107,2424000,50000,SH,Call,DFND,2016-06-30
264,FIRST SOLAR INC,COM,336433107,1939000,40000,SH, ,DFND,2016-06-30
265,FITBIT INC,CL A,33812L102,194000,15900,SH, ,DFND,2016-06-30
266,FIVE PRIME THERAPEUTICS INC,COM,33830X104,794000,19200,SH, ,DFND,2016-06-30
267,FLAMEL TECHNOLOGIES SA,SPONSORED ADR,338488109,4960000,461839,SH, ,DFND,2016-06-30
268,FLEETCOR TECHNOLOGIES INC,COM,339041105,18922000,132200,SH, ,DFND,2016-06-30
269,FMC TECHNOLOGIES INC,COM,30249U101,7659000,287174,SH, ,DFND,2016-06-30
270,FRANCESCAS HLDGS CORP,COM,351793104,5933000,536900,SH, ,DFND,2016-06-30
271,FRONTIER COMMUNICATIONS CORP,COM,35906A108,5787000,1171400,SH, ,DFND,2016-06-30
272,G-III APPAREL GROUP LTD,COM,36237H101,261000,5700,SH, ,DFND,2016-06-30
273,GALLAGHER ARTHUR J & CO,COM,363576109,3322000,69800,SH, ,DFND,2016-06-30
274,GAP INC DEL,COM,364760108,15039000,708700,SH, ,DFND,2016-06-30
275,GENER8 MARITIME INC,COM,Y26889108,5665000,885100,SH, ,DFND,2016-06-30
276,GENERAL CABLE CORP DEL NEW,COM,369300108,3916000,308100,SH, ,DFND,2016-06-30
277,GENERAL DYNAMICS CORP,COM,369550108,1030000,7400,SH, ,DFND,2016-06-30
278,GENERAL ELECTRIC CO,COM,369604103,1574000,50000,SH, ,DFND,2016-06-30
279,GENESEE & WYO INC,CL A,371559105,1474000,25000,SH, ,DFND,2016-06-30
280,GILEAD SCIENCES INC,COM,375558103,54982000,659100,SH, ,DFND,2016-06-30
281,GLAUKOS CORP,COM,377322102,7704000,264200,SH, ,DFND,2016-06-30
282,GLOBUS MED INC,CALL,379577208,4766000,200000,SH,Call,DFND,2016-06-30
283,GMS INC,COM,36251C103,838000,37679,SH, ,DFND,2016-06-30
284,GOGO INC,COM,38046C109,320000,38100,SH, ,DFND,2016-06-30
285,GOLAR LNG LTD BERMUDA,SHS,G9456A100,17412000,1123370,SH, ,DFND,2016-06-30
286,GOLDCORP INC NEW,COM,380956409,922000,48200,SH, ,DFND,2016-06-30
287,GOODYEAR TIRE & RUBR CO,COM,382550101,26558000,1035000,SH, ,DFND,2016-06-30
288,GRAPHIC PACKAGING HLDG CO,COM,388689101,11028000,879400,SH, ,DFND,2016-06-30
289,GRAY TELEVISION INC,COM,389375106,1440000,132700,SH, ,DFND,2016-06-30
290,GREATBATCH INC,COM,39153L106,1036000,33500,SH, ,DFND,2016-06-30
291,GREEN PLAINS INC,COM,393222104,17426000,883660,SH, ,DFND,2016-06-30
292,GREEN PLAINS INC,PUT,393222104,2958000,150000,SH,Put,DFND,2016-06-30
