,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
122,BGC PARTNERS INC,CL A,05541T101,9678000,4032400,SH, ,DFND,2020-09-30
123,BICYCLE THERAPEUTICS PLC,SPONSORED ADS,088786108,25968000,1363151,SH, ,DFND,2020-09-30
124,BILIBILI INC,SPONS ADS REP Z,090040106,1954000,46964,SH, ,DFND,2020-09-30
125,BILL COM HLDGS INC,COM,090043100,71230000,710098,SH, ,DFND,2020-09-30
126,BIOCRYST PHARMACEUTICALS INC,COM,09058V103,2173000,632600,SH, ,DFND,2020-09-30
127,BIOGEN INC,COM,09062X103,32891000,115943,SH, ,DFND,2020-09-30
128,BIOMARIN PHARMACEUTICAL INC,COM,09061G101,71796000,943693,SH, ,DFND,2020-09-30
129,BJS RESTAURANTS INC,COM,09180C106,388000,13190,SH, ,DFND,2020-09-30
130,BLACK HILLS CORP,COM,092113109,904000,16903,SH, ,DFND,2020-09-30
131,BLACK KNIGHT INC,COM,09215C105,2228000,25600,SH, ,DFND,2020-09-30
132,BLACKBERRY LTD,COM,09228F103,2383000,519200,SH, ,DFND,2020-09-30
133,BLACKSTONE GROUP INC,COM CL A,09260D107,22008000,421603,SH, ,DFND,2020-09-30
134,BLACKSTONE MTG TR INC,COM CL A,09257W100,200000,9084,SH, ,DFND,2020-09-30
135,BLOOM ENERGY CORP,COM CL A,093712107,627000,34913,SH, ,DFND,2020-09-30
136,BLUEBIRD BIO INC,COM,09609G100,1025000,19000,SH,Call,DFND,2020-09-30
137,BOOKING HOLDINGS INC,COM,09857L108,89705000,52438,SH, ,DFND,2020-09-30
138,BOOKING HOLDINGS INC,COM,09857L108,13685000,8000,SH,Call,DFND,2020-09-30
139,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,7450000,89782,SH, ,DFND,2020-09-30
140,BOSTON BEER INC,CL A,100557107,4839000,5478,SH, ,DFND,2020-09-30
141,BOSTON SCIENTIFIC CORP,COM,101137107,1829000,47860,SH, ,DFND,2020-09-30
142,BOTTOMLINE TECH DEL INC,COM,101388106,936000,22200,SH, ,DFND,2020-09-30
143,BOX INC,CL A,10316T104,770000,44357,SH, ,DFND,2020-09-30
144,BOYD GAMING CORP,COM,103304101,51000,1660,SH, ,DFND,2020-09-30
145,BOYD GAMING CORP,COM,103304101,6138000,200000,SH,Call,DFND,2020-09-30
146,BRIGHT HORIZONS FAM SOL IN D,COM,109194100,3553000,23371,SH, ,DFND,2020-09-30
147,BRIGHTSPHERE INVT GROUP INC,COM,10948W103,10440000,809293,SH, ,DFND,2020-09-30
148,BRINKER INTL INC,COM,109641100,12099000,283223,SH, ,DFND,2020-09-30
149,BRISTOL-MYERS SQUIBB CO,COM,110122108,81065000,1344589,SH, ,DFND,2020-09-30
150,BRISTOL-MYERS SQUIBB CO,RIGHT 99/99/9999,110122157,383000,170000,SH, ,DFND,2020-09-30
151,BROADCOM INC,COM,11135F101,6633000,18207,SH, ,DFND,2020-09-30
152,BROOKFIELD RENEWABLE PARTNER,PARTNERSHIP UNIT,G16258108,6310000,120000,SH, ,DFND,2020-09-30
153,BRUKER CORP,COM,116794108,9294000,233820,SH, ,DFND,2020-09-30
154,BUCKLE INC,COM,118440106,936000,45900,SH, ,DFND,2020-09-30
155,BUNGE LIMITED,COM,G16962105,9739000,213106,SH, ,DFND,2020-09-30
156,CABOT MICROELECTRONICS CORP,COM,12709P103,22085000,154649,SH, ,DFND,2020-09-30
157,CACI INTL INC,CL A,127190304,31336000,147007,SH, ,DFND,2020-09-30
158,CADENCE BANCORPORATION,CL A,12739A100,339000,39500,SH, ,DFND,2020-09-30
159,CADENCE DESIGN SYSTEM INC,COM,127387108,10687000,100227,SH, ,DFND,2020-09-30
160,CAESARS ENTERTAINMENT INC NE,COM,12769G100,6727000,120000,SH,Call,DFND,2020-09-30
161,CAL MAINE FOODS INC,COM NEW,128030202,4528000,118007,SH, ,DFND,2020-09-30
162,CALITHERA BIOSCIENCES INC,COM,13089P101,12860000,3727506,SH, ,DFND,2020-09-30
163,CALIX INC,COM,13100M509,2960000,166474,SH, ,DFND,2020-09-30
164,CALLIDITAS THERAPEUTICS AB,SPONSERED ADS,13124Q106,6189000,257892,SH, ,DFND,2020-09-30
165,CAMPBELL SOUP CO,COM,134429109,9782000,202237,SH, ,DFND,2020-09-30
166,CANAAN INC,SPONSORED ADS,134748102,1122000,600000,SH, ,DFND,2020-09-30
167,CANADA GOOSE HLDGS INC,SHS SUB VTG,135086106,5242000,162950,SH, ,DFND,2020-09-30
168,CANADIAN NAT RES LTD,COM,136385101,22115000,1379606,SH, ,DFND,2020-09-30
169,CANADIAN NATL RY CO,COM,136375102,1704000,16000,SH, ,DFND,2020-09-30
170,CANADIAN SOLAR INC,COM,136635109,5660000,161265,SH, ,DFND,2020-09-30
171,CANOPY GROWTH CORP,COM,138035100,1763000,123100,SH, ,DFND,2020-09-30
172,CAPITAL ONE FINL CORP,COM,14040H105,95525000,1329319,SH, ,DFND,2020-09-30
173,CAPRI HOLDINGS LIMITED,SHS,G1890L107,25635000,1424157,SH, ,DFND,2020-09-30
174,CARDIOVASCULAR SYS INC DEL,COM,141619106,3941000,100157,SH, ,DFND,2020-09-30
175,CARDLYTICS INC,COM,14161W105,1582000,22417,SH, ,DFND,2020-09-30
176,CAREDX INC,COM,14167L103,28648000,755094,SH, ,DFND,2020-09-30
177,CARMAX INC,COM,143130102,1446000,15732,SH, ,DFND,2020-09-30
178,CARNIVAL CORP,UNIT 99/99/9999,143658300,18332000,1207652,SH, ,DFND,2020-09-30
179,CARNIVAL CORP,UNIT 99/99/9999,143658300,7590000,500000,SH,Call,DFND,2020-09-30
180,CARRIER GLOBAL CORPORATION,COM,14448C104,11613000,380252,SH, ,DFND,2020-09-30
181,CASSAVA SCIENCES INC,COM,14817C107,1439000,125000,SH, ,DFND,2020-09-30
182,CATALYST PHARMACEUTICALS INC,COM,14888U101,149000,50000,SH, ,DFND,2020-09-30
183,CBOE GLOBAL MARKETS INC,COM,12503M108,19135000,218084,SH, ,DFND,2020-09-30
184,CDK GLOBAL INC,COM,12508E101,18979000,435391,SH, ,DFND,2020-09-30
185,CELSIUS HLDGS INC,COM NEW,15118V207,10630000,468061,SH, ,DFND,2020-09-30
186,CENOVUS ENERGY INC,COM,15135U109,16223000,4162956,SH, ,DFND,2020-09-30
187,CENOVUS ENERGY INC,COM,15135U109,973000,250000,SH,Call,DFND,2020-09-30
188,CENTENE CORP DEL,COM,15135B101,29513000,505962,SH, ,DFND,2020-09-30
189,CENTERPOINT ENERGY INC,COM,15189T107,2393000,123690,SH, ,DFND,2020-09-30
190,CERIDIAN HCM HLDG INC,COM,15677J108,32748000,396229,SH, ,DFND,2020-09-30
191,CF FIN ACQUISITION CORP,COM CL A,12528N107,5200000,500000,SH, ,DFND,2020-09-30
192,CHAMPIONX CORPORATION,COM,15872M104,11149000,1395421,SH, ,DFND,2020-09-30
193,CHANGE HEALTHCARE INC,COM,15912K100,7576000,522138,SH, ,DFND,2020-09-30
194,CHARLES RIV LABS INTL INC,COM,159864107,12109000,53472,SH, ,DFND,2020-09-30
195,CHART INDS INC,COM PAR $0.01,16115Q308,7680000,109290,SH, ,DFND,2020-09-30
196,CHARTER COMMUNICATIONS INC N,CL A,16119P108,34187000,54757,SH, ,DFND,2020-09-30
197,CHECK POINT SOFTWARE TECH LT,ORD,M22465104,10699000,88906,SH, ,DFND,2020-09-30
198,CHEESECAKE FACTORY INC,COM,163072101,3545000,127800,SH, ,DFND,2020-09-30
199,CHEFS WHSE INC,COM,163086101,272000,18700,SH, ,DFND,2020-09-30
200,CHEGG INC,COM,163092109,355000,4966,SH, ,DFND,2020-09-30
201,CHEMED CORP NEW,COM,16359R103,2402000,5000,SH, ,DFND,2020-09-30
202,CHEMOCENTRYX INC,COM,16383L106,37225000,679281,SH, ,DFND,2020-09-30
203,CHENIERE ENERGY INC,COM NEW,16411R208,5613000,121302,SH, ,DFND,2020-09-30
204,CHIASMA INC,COM,16706W102,6450000,1500000,SH, ,DFND,2020-09-30
205,CHILDRENS PL INC,COM,168905107,13400000,472673,SH, ,DFND,2020-09-30
206,CHIMERA INVT CORP,COM NEW,16934Q208,483000,58961,SH, ,DFND,2020-09-30
207,CHINA BIOLOGIC PRODS HLDGS I,COM,G21515104,1567000,14100,SH, ,DFND,2020-09-30
208,CHINA MOBILE LIMITED,SPONSORED ADR,16941M109,13291000,413272,SH, ,DFND,2020-09-30
209,CHIPOTLE MEXICAN GRILL INC,COM,169656105,612000,492,SH, ,DFND,2020-09-30
210,CHIPOTLE MEXICAN GRILL INC,COM,169656105,7462000,6000,SH,Call,DFND,2020-09-30
211,CHUBB LIMITED,COM,H1467J104,103432000,890732,SH, ,DFND,2020-09-30
212,CHURCHILL CAPITAL CORP IV,UNIT 99/99/9999,171439201,1503000,150000,SH, ,DFND,2020-09-30
213,CIGNA CORP NEW,COM,125523100,40001000,236120,SH, ,DFND,2020-09-30
214,CIGNA CORP NEW,COM,125523100,8471000,50000,SH,Call,DFND,2020-09-30
215,CIMAREX ENERGY CO,COM,171798101,39371000,1618195,SH, ,DFND,2020-09-30
216,CIMPRESS PLC,SHS EURO,G2143T103,5907000,78598,SH, ,DFND,2020-09-30
217,CINTAS CORP,COM,172908105,4830000,14513,SH, ,DFND,2020-09-30
218,CIRRUS LOGIC INC,COM,172755100,6188000,91738,SH, ,DFND,2020-09-30
219,CIT GROUP INC,COM NEW,125581801,862000,48673,SH, ,DFND,2020-09-30
220,CITIGROUP INC,COM NEW,172967424,90531000,2100000,SH,Call,DFND,2020-09-30
221,CITIZENS FINL GROUP INC,COM,174610105,29113000,1151641,SH, ,DFND,2020-09-30
222,CITRIX SYS INC,COM,177376100,11250000,81690,SH, ,DFND,2020-09-30
223,CLARIVATE PLC,ORD SHS,G21810109,8313000,268245,SH, ,DFND,2020-09-30
224,CLOUDFLARE INC,CL A COM,18915M107,10072000,245288,SH, ,DFND,2020-09-30
225,CME GROUP INC,COM,12572Q105,10044000,60032,SH, ,DFND,2020-09-30
226,CNO FINL GROUP INC,COM,12621E103,715000,44558,SH, ,DFND,2020-09-30
227,CNX RES CORP,COM,12653C108,19476000,2063166,SH, ,DFND,2020-09-30
228,COCA COLA CO,COM,191216100,68765000,1392854,SH, ,DFND,2020-09-30
229,COCRYSTAL PHARMA INC,COM,19188J300,2656000,2857143,SH, ,DFND,2020-09-30
230,COGENT COMMUNICATIONS HLDGS,COM NEW,19239V302,12915000,215065,SH, ,DFND,2020-09-30
231,COHEN & STEERS INC,COM,19247A100,283000,5070,SH, ,DFND,2020-09-30
232,COHN ROBBINS HOLDINGS CORP,UNIT 08/11/2025,G23726121,5045000,500000,SH, ,DFND,2020-09-30
233,COLFAX CORP,COM,194014106,9938000,316891,SH, ,DFND,2020-09-30
234,COMCAST CORP NEW,CL A,20030N101,8750000,189150,SH, ,DFND,2020-09-30
235,COMERICA INC,COM,200340107,3217000,84100,SH, ,DFND,2020-09-30
236,COMMSCOPE HLDG CO INC,COM,20337X109,15352000,1705793,SH, ,DFND,2020-09-30
237,COMMVAULT SYSTEMS INC,COM,204166102,6353000,155722,SH, ,DFND,2020-09-30
238,COMSTOCK RES INC,COM,205768302,5783000,1320290,SH, ,DFND,2020-09-30
239,CONAGRA BRANDS INC,COM,205887102,4088000,114476,SH, ,DFND,2020-09-30
240,CONCERT PHARMACEUTICALS INC,COM,206022105,7611000,775000,SH, ,DFND,2020-09-30
241,CONCHO RES INC,COM,20605P101,44306000,1004210,SH, ,DFND,2020-09-30
242,CONMED CORP,COM,207410101,66676000,847537,SH, ,DFND,2020-09-30
243,CONOCOPHILLIPS,COM,20825C104,8432000,256767,SH, ,DFND,2020-09-30
244,CONSTELLATION BRANDS INC,CL A,21036P108,57626000,304077,SH, ,DFND,2020-09-30
245,CONSTELLATION PHARMCETICLS I,COM,210373106,21678000,1069994,SH, ,DFND,2020-09-30
246,COOPER COS INC,COM NEW,216648402,8731000,25900,SH, ,DFND,2020-09-30
247,COOPER TIRE & RUBR CO,COM,216831107,10984000,346511,SH, ,DFND,2020-09-30
248,COPA HOLDINGS SA,CL A,P31076105,20356000,404361,SH, ,DFND,2020-09-30
249,COPART INC,COM,217204106,55982000,532354,SH, ,DFND,2020-09-30
250,CORCEPT THERAPEUTICS INC,COM,218352102,8703000,500000,SH,Put,DFND,2020-09-30
251,CORECIVIC INC,COM,21871N101,784000,97955,SH, ,DFND,2020-09-30
252,CORELOGIC INC,COM,21871D103,2358000,34849,SH, ,DFND,2020-09-30
253,COSTAR GROUP INC,COM,22160N109,20025000,23600,SH, ,DFND,2020-09-30
254,CRACKER BARREL OLD CTRY STOR,COM,22410J106,1407000,12269,SH, ,DFND,2020-09-30
255,CREE INC,COM,225447101,7485000,117437,SH, ,DFND,2020-09-30
256,CRINETICS PHARMACEUTICALS IN,COM,22663K107,8023000,511988,SH, ,DFND,2020-09-30
257,CRITEO S A,SPONS ADS,226718104,1913000,156968,SH, ,DFND,2020-09-30
258,CROWDSTRIKE HLDGS INC,CL A,22788C105,34842000,253729,SH, ,DFND,2020-09-30
259,CROWN HLDGS INC,COM,228368106,11093000,144327,SH, ,DFND,2020-09-30
260,CRYOLIFE INC,COM,228903100,2412000,130577,SH, ,DFND,2020-09-30
261,CSX CORP,COM,126408103,140216000,1805275,SH, ,DFND,2020-09-30
262,CUMMINS INC,COM,231021106,7876000,37300,SH, ,DFND,2020-09-30
263,CYBERARK SOFTWARE LTD,SHS,M2682V108,6623000,64039,SH, ,DFND,2020-09-30
264,CYRUSONE INC,COM,23283R100,29293000,418290,SH, ,DFND,2020-09-30
265,CYTOKINETICS INC,COM NEW,23282W605,34777000,1606350,SH, ,DFND,2020-09-30
266,D R HORTON INC,COM,23331A109,8849000,117000,SH, ,DFND,2020-09-30
267,DANAHER CORPORATION,COM,235851102,116853000,542670,SH, ,DFND,2020-09-30
268,DARLING INGREDIENTS INC,COM,237266101,1269000,35233,SH, ,DFND,2020-09-30
269,DAVE & BUSTERS ENTMT INC,COM,238337109,25583000,1687502,SH, ,DFND,2020-09-30
270,DAVE & BUSTERS ENTMT INC,COM,238337109,9096000,600000,SH,Call,DFND,2020-09-30
271,DAVITA INC,COM,23918K108,12307000,143690,SH, ,DFND,2020-09-30
272,DECKERS OUTDOOR CORP,COM,243537107,23889000,108582,SH, ,DFND,2020-09-30
273,DEERE & CO,COM,244199105,5957000,26876,SH, ,DFND,2020-09-30
274,DELEK US HLDGS INC NEW,COM,24665A103,1057000,95000,SH, ,DFND,2020-09-30
275,DELL TECHNOLOGIES INC,CL C,24703L202,170274000,2515493,SH, ,DFND,2020-09-30
276,DELTA AIR LINES INC DEL,COM NEW,247361702,2549000,83357,SH, ,DFND,2020-09-30
277,DEVON ENERGY CORP NEW,COM,25179M103,33954000,3589209,SH, ,DFND,2020-09-30
278,DEXCOM INC,COM,252131107,61964000,150315,SH, ,DFND,2020-09-30
279,DIAMEDICA THERAPEUTICS INC,COM NEW,25253X207,3392000,800000,SH, ,DFND,2020-09-30
280,DISCOVER FINL SVCS,COM,254709108,2001000,34631,SH, ,DFND,2020-09-30
281,DISH NETWORK CORPORATION,CL A,25470M109,3330000,114700,SH, ,DFND,2020-09-30
282,DISNEY WALT CO,COM DISNEY,254687106,19898000,160365,SH, ,DFND,2020-09-30
283,DOCUSIGN INC,COM,256163106,30499000,141697,SH, ,DFND,2020-09-30
284,DOCUSIGN INC,COM,256163106,8610000,40000,SH,Call,DFND,2020-09-30
285,DOLLAR GEN CORP NEW,COM,256677105,43565000,207828,SH, ,DFND,2020-09-30
286,DOLLAR TREE INC,COM,256746108,66636000,729533,SH, ,DFND,2020-09-30
287,DOMTAR CORP,COM NEW,257559203,15099000,574773,SH, ,DFND,2020-09-30
