,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
74,BARD C R INC,COM,067383109,51405000,229200,SH, ,DFND,2016-09-30
75,BARRICK GOLD CORP,COM,067901108,6396000,360947,SH, ,DFND,2016-09-30
76,BAXTER INTL INC,COM,071813109,10819000,227300,SH, ,DFND,2016-09-30
77,BEACON ROOFING SUPPLY INC,COM,073685109,3551000,84400,SH, ,DFND,2016-09-30
78,BEMIS INC,COM,081437105,45475000,891500,SH, ,DFND,2016-09-30
79,BERRY PLASTICS GROUP INC,COM,08579W103,10524000,240000,SH, ,DFND,2016-09-30
80,BGC PARTNERS INC,CL A,05541T101,7601000,868700,SH, ,DFND,2016-09-30
81,BGC PARTNERS INC,CL A,05541T101,1750000,200000,SH,Call,DFND,2016-09-30
82,BHP BILLITON LTD,SPONSORED ADR,088606108,4699000,135600,SH, ,DFND,2016-09-30
83,BIG 5 SPORTING GOODS CORP,COM,08915P101,2160000,158605,SH, ,DFND,2016-09-30
84,BIG LOTS INC,COM,089302103,19964000,418100,SH, ,DFND,2016-09-30
85,BIO RAD LABS INC,CL A,090572207,6274000,38300,SH, ,DFND,2016-09-30
86,BIOGEN INC,COM,09062X103,36796000,117548,SH, ,DFND,2016-09-30
87,BIOMARIN PHARMACEUTICAL INC,COM,09061G101,14220000,153700,SH, ,DFND,2016-09-30
88,BJS RESTAURANTS INC,COM,09180C106,889000,25000,SH, ,DFND,2016-09-30
89,BLACKHAWK NETWORK HLDGS INC,COM,09238E104,9606000,318383,SH, ,DFND,2016-09-30
90,BLOOMIN BRANDS INC,COM,094235108,4798000,278300,SH, ,DFND,2016-09-30
91,BMC STK HLDGS INC,COM,05591B109,3445000,194300,SH, ,DFND,2016-09-30
92,BOJANGLES INC,COM,097488100,3816000,239100,SH, ,DFND,2016-09-30
93,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,1498000,47400,SH, ,DFND,2016-09-30
94,BOSTON SCIENTIFIC CORP,COM,101137107,38618000,1622600,SH, ,DFND,2016-09-30
95,BOYD GAMING CORP,COM,103304101,10432000,527400,SH, ,DFND,2016-09-30
96,BP PLC,SPONSORED ADR,055622104,8667000,246500,SH, ,DFND,2016-09-30
97,BRF SA,SPONSORED ADR,10552T107,6601000,386900,SH, ,DFND,2016-09-30
98,BROADCOM LTD,SHS,Y09827109,96766000,560900,SH, ,DFND,2016-09-30
99,BRUNSWICK CORP,COM,117043109,12229000,250700,SH, ,DFND,2016-09-30
100,BUCKLE INC,COM,118440106,3004000,125000,SH, ,DFND,2016-09-30
101,BUNGE LIMITED,COM,G16962105,171874000,2901800,SH, ,DFND,2016-09-30
102,BUNGE LIMITED,COM,G16962105,32671000,551600,SH,Call,DFND,2016-09-30
103,BURLINGTON STORES INC,COM,122017106,25829000,318800,SH, ,DFND,2016-09-30
104,CABELAS INC,COM,126804301,1566000,28500,SH, ,DFND,2016-09-30
105,CABOT OIL & GAS CORP,COM,127097103,6058000,234800,SH, ,DFND,2016-09-30
106,CAESARSTONE LTD,ORD SHS,M20598104,10695000,283600,SH, ,DFND,2016-09-30
107,CALATLANTIC GROUP INC,COM,128195104,22144000,662200,SH, ,DFND,2016-09-30
108,CALERES INC,COM,129500104,4163000,164600,SH, ,DFND,2016-09-30
109,CALLON PETE CO DEL,COM,13123X102,23963000,1526300,SH, ,DFND,2016-09-30
110,CALPINE CORP,COM NEW,131347304,10647000,842300,SH, ,DFND,2016-09-30
111,CAMBREX CORP,COM,132011107,5042000,113400,SH, ,DFND,2016-09-30
112,CANADIAN NAT RES LTD,COM,136385101,11192000,350000,SH, ,DFND,2016-09-30
113,CANADIAN NATL RY CO,COM,136375102,42516000,650090,SH, ,DFND,2016-09-30
114,CANADIAN PAC RY LTD,COM,13645T100,21851000,143100,SH, ,DFND,2016-09-30
115,CAPITAL ONE FINL CORP,COM,14040H105,32963000,458900,SH, ,DFND,2016-09-30
116,CARDIOVASCULAR SYS INC DEL,COM,141619106,4062000,171100,SH, ,DFND,2016-09-30
117,CARMAX INC,COM,143130102,1040000,19500,SH, ,DFND,2016-09-30
118,CARTER INC,COM,146229109,34875000,402200,SH, ,DFND,2016-09-30
119,CASEYS GEN STORES INC,COM,147528103,50235000,418100,SH, ,DFND,2016-09-30
120,CATALYST PHARMACEUTICALS INC,COM,14888U101,2580000,2366964,SH, ,DFND,2016-09-30
121,CATERPILLAR INC DEL,COM,149123101,2219000,25000,SH, ,DFND,2016-09-30
122,CAVIUM INC,COM,14964U108,1659000,28500,SH, ,DFND,2016-09-30
123,CBOE HLDGS INC,COM,12503M108,1939000,29900,SH, ,DFND,2016-09-30
124,CBRE GROUP INC,CL A,12504L109,4477000,160000,SH, ,DFND,2016-09-30
125,CELANESE CORP DEL,COM SER A,150870103,6749000,101400,SH, ,DFND,2016-09-30
126,CELGENE CORP,COM,151020104,26112000,249800,SH, ,DFND,2016-09-30
127,CENOVUS ENERGY INC,COM,15135U109,4307000,300000,SH, ,DFND,2016-09-30
128,CF INDS HLDGS INC,COM,125269100,8199000,336700,SH, ,DFND,2016-09-30
129,CHARTER COMMUNICATIONS INC N,CL A,16119P108,38012000,140800,SH, ,DFND,2016-09-30
130,CHEESECAKE FACTORY INC,COM,163072101,12595000,251600,SH, ,DFND,2016-09-30
131,CHEMOURS CO,COM,163851108,4224000,264000,SH, ,DFND,2016-09-30
132,CHEMTURA CORP,COM NEW,163893209,2494000,76000,SH, ,DFND,2016-09-30
133,CHENIERE ENERGY INC,COM NEW,16411R208,38154000,875100,SH, ,DFND,2016-09-30
134,CHESAPEAKE ENERGY CORP,COM,165167107,32907000,5248400,SH, ,DFND,2016-09-30
135,CHESAPEAKE ENERGY CORP,COM,165167107,24995000,3986500,SH,Call,DFND,2016-09-30
136,CHEVRON CORP NEW,COM,166764100,2676000,26000,SH, ,DFND,2016-09-30
137,CHEVRON CORP NEW,COM,166764100,30876000,300000,SH,Put,DFND,2016-09-30
138,CHEVRON CORP NEW,COM,166764100,22128000,215000,SH,Call,DFND,2016-09-30
139,CHICAGO BRIDGE & IRON CO N V,COM,167250109,49431000,1763500,SH, ,DFND,2016-09-30
140,CHICAGO BRIDGE & IRON CO N V,COM,167250109,24515000,874600,SH,Call,DFND,2016-09-30
141,CHINA BIOLOGIC PRODS INC,COM,16938C106,6000000,48200,SH, ,DFND,2016-09-30
142,CHINA PETE & CHEM CORP,SPON ADR H SHS,16941R108,2585000,35000,SH, ,DFND,2016-09-30
143,CHIPOTLE MEXICAN GRILL INC,COM,169656105,8470000,20000,SH, ,DFND,2016-09-30
144,CHUBB LIMITED,COM,H1467J104,10303000,82000,SH, ,DFND,2016-09-30
145,CHURCH & DWIGHT INC,COM,171340102,958000,20000,SH, ,DFND,2016-09-30
146,CIGNA CORPORATION,COM,125509109,25152000,193000,SH, ,DFND,2016-09-30
147,CIMAREX ENERGY CO,COM,171798101,76059000,566038,SH, ,DFND,2016-09-30
148,CINEMARK HOLDINGS INC,COM,17243V102,25173000,657600,SH, ,DFND,2016-09-30
149,CINTAS CORP,COM,172908105,4054000,36000,SH, ,DFND,2016-09-30
150,CIT GROUP INC,COM NEW,125581801,4763000,131200,SH, ,DFND,2016-09-30
151,CIT GROUP INC,COM NEW,125581801,3630000,100000,SH,Call,DFND,2016-09-30
152,CLUBCORP HLDGS INC,COM,18948M108,584000,40393,SH, ,DFND,2016-09-30
153,CME GROUP INC,COM,12572Q105,6275000,60032,SH, ,DFND,2016-09-30
154,COBALT INTL ENERGY INC,COM,19075F106,3092000,2493341,SH, ,DFND,2016-09-30
155,COCA COLA EUROPEAN PARTNERS,SHS,G25839104,14823000,371500,SH, ,DFND,2016-09-30
156,COLFAX CORP,COM,194014106,5076000,161500,SH, ,DFND,2016-09-30
157,COLONY CAP INC,CL A,19624R106,8617000,472700,SH, ,DFND,2016-09-30
158,COLUCID PHARMACEUTICALS INC,COM,19716T101,3540000,92784,SH, ,DFND,2016-09-30
159,COMCAST CORP NEW,CL A,20030N101,135878000,2048200,SH, ,DFND,2016-09-30
160,COMMERCIAL METALS CO,COM,201723103,895000,55300,SH, ,DFND,2016-09-30
161,COMMUNICATIONS SALES&LEAS IN,COM,20341J104,6166000,196300,SH, ,DFND,2016-09-30
162,COMMUNITY HEALTH SYS INC NEW,COM,203668108,14996000,1299500,SH, ,DFND,2016-09-30
163,COMPUTER SCIENCES CORP,COM,205363104,5237000,100300,SH, ,DFND,2016-09-30
164,CONCERT PHARMACEUTICALS INC,COM,206022105,4190000,414479,SH, ,DFND,2016-09-30
165,CONCORDIA INTL CORP,COM,20653P102,21096000,4709000,SH, ,DFND,2016-09-30
166,CONOCOPHILLIPS,COM,20825C104,124090000,2854607,SH, ,DFND,2016-09-30
167,CONSOL ENERGY INC,COM,20854P109,53701000,2796931,SH, ,DFND,2016-09-30
168,CONSTELLATION BRANDS INC,CL A,21036P108,5827000,35000,SH,Call,DFND,2016-09-30
169,CONSTELLATION BRANDS INC,CL A,21036P108,49731000,298700,SH, ,DFND,2016-09-30
170,CONTINENTAL RESOURCES INC,COM,212015101,3118000,60000,SH, ,DFND,2016-09-30
171,COOPER COS INC,COM NEW,216648402,48544000,270800,SH, ,DFND,2016-09-30
172,COOPER TIRE & RUBR CO,COM,216831107,9345000,245800,SH, ,DFND,2016-09-30
173,COSAN LTD,SHS A,G25343107,10351000,1447700,SH, ,DFND,2016-09-30
174,COSTCO WHSL CORP NEW,COM,22160K105,7813000,51230,SH, ,DFND,2016-09-30
175,COTY INC,COM CL A,222070203,1410000,60000,SH, ,DFND,2016-09-30
176,CRH PLC,ADR,12626K203,6331000,190300,SH, ,DFND,2016-09-30
177,CROWN HOLDINGS INC,COM,228368106,21803000,381900,SH, ,DFND,2016-09-30
178,CSRA INC,COM,12650T104,41305000,1535500,SH, ,DFND,2016-09-30
179,CSX CORP,COM,126408103,18227000,597612,SH, ,DFND,2016-09-30
180,CURIS INC,COM,231269101,2872000,1100200,SH, ,DFND,2016-09-30
181,CVS HEALTH CORP,COM,126650100,7312000,82162,SH, ,DFND,2016-09-30
182,CYRUSONE INC,COM,23283R100,6674000,140300,SH, ,DFND,2016-09-30
183,D R HORTON INC,COM,23331A109,37101000,1228500,SH, ,DFND,2016-09-30
184,DANA INCORPORATED,COM,235825205,29421000,1887200,SH, ,DFND,2016-09-30
185,DANAHER CORP DEL,COM,235851102,26504000,338100,SH, ,DFND,2016-09-30
186,DARDEN RESTAURANTS INC,COM,237194105,19396000,316300,SH, ,DFND,2016-09-30
187,DAVE & BUSTERS ENTMT INC,COM,238337109,46103000,1176700,SH, ,DFND,2016-09-30
188,DBV TECHNOLOGIES S A,SPONSORED ADR,23306J101,6051000,166543,SH, ,DFND,2016-09-30
189,DBX ETF TR,DBXTR HAR CS 300,233051879,1966000,80000,SH,Call,DFND,2016-09-30
190,DEAN FOODS CO NEW,COM NEW,242370203,1309000,79800,SH, ,DFND,2016-09-30
191,DEL FRISCOS RESTAURANT GROUP,COM,245077102,3610000,268000,SH, ,DFND,2016-09-30
192,DELEK US HLDGS INC,COM,246647101,73092000,4227400,SH, ,DFND,2016-09-30
193,DELEK US HLDGS INC,COM,246647101,4129000,238800,SH,Call,DFND,2016-09-30
194,DELL TECHNOLOGIES INC,COM CL V,24703L103,28680000,600000,SH, ,DFND,2016-09-30
195,DELTA AIR LINES INC DEL,COM NEW,247361702,33723000,856777,SH, ,DFND,2016-09-30
196,DERMIRA INC,COM,24983L104,1650000,48800,SH, ,DFND,2016-09-30
197,DEXCOM INC,COM,252131107,16094000,183600,SH, ,DFND,2016-09-30
198,DIAMOND OFFSHORE DRILLING IN,COM,25271C102,19058000,1082200,SH, ,DFND,2016-09-30
199,DIAMONDBACK ENERGY INC,COM,25278X109,13327000,138049,SH, ,DFND,2016-09-30
200,DICKS SPORTING GOODS INC,COM,253393102,9682000,170700,SH, ,DFND,2016-09-30
201,DIEBOLD INC,COM,253651103,17936000,723500,SH, ,DFND,2016-09-30
202,DINEEQUITY INC,COM,254423106,6573000,82999,SH, ,DFND,2016-09-30
203,DISH NETWORK CORP,CL A,25470M109,22509000,410903,SH, ,DFND,2016-09-30
204,DOLLAR TREE INC,COM,256746108,174877000,2215600,SH, ,DFND,2016-09-30
205,DOMINOS PIZZA INC,COM,25754A201,43125000,284000,SH, ,DFND,2016-09-30
206,DOVER CORP,COM,260003108,2946000,40000,SH, ,DFND,2016-09-30
207,DOW CHEM CO,COM,260543103,3110000,60000,SH, ,DFND,2016-09-30
208,DRIL-QUIP INC,COM,262037104,3066000,55000,SH, ,DFND,2016-09-30
209,DSW INC,CL A,23334L102,963000,47036,SH, ,DFND,2016-09-30
210,DTE ENERGY CO,COM,233331107,14060000,150100,SH, ,DFND,2016-09-30
211,DU PONT E I DE NEMOURS & CO,COM,263534109,1547000,23100,SH, ,DFND,2016-09-30
212,DULUTH HLDGS INC,COM CL B,26443V101,4504000,169900,SH, ,DFND,2016-09-30
213,DUPONT FABROS TECHNOLOGY INC,COM,26613Q106,2351000,57000,SH, ,DFND,2016-09-30
214,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,18399000,1754000,SH, ,DFND,2016-09-30
215,DYNEGY INC NEW DEL,COM,26817R108,18808000,1518000,SH, ,DFND,2016-09-30
216,EATON CORP PLC,SHS,G29183103,7085000,107826,SH, ,DFND,2016-09-30
217,ECHO GLOBAL LOGISTICS INC,COM,27875T101,323000,14000,SH, ,DFND,2016-09-30
218,ECOPETROL S A,SPONSORED ADS,279158109,12043000,1374800,SH, ,DFND,2016-09-30
219,EDGEWELL PERS CARE CO,COM,28035Q102,2783000,35000,SH, ,DFND,2016-09-30
220,EDWARDS LIFESCIENCES CORP,COM,28176E108,40737000,337900,SH, ,DFND,2016-09-30
221,ELECTRONIC ARTS INC,COM,285512109,38951000,456100,SH, ,DFND,2016-09-30
222,ENBRIDGE INC,COM,29250N105,1024000,23300,SH, ,DFND,2016-09-30
223,ENCANA CORP,COM,292505104,19055000,1820000,SH,Call,DFND,2016-09-30
224,ENCANA CORP,COM,292505104,115231000,11006225,SH, ,DFND,2016-09-30
225,ENDO INTL PLC,SHS,G30401106,35510000,1762300,SH, ,DFND,2016-09-30
226,ENERGEN CORP,COM,29265N108,4618000,80000,SH, ,DFND,2016-09-30
227,ENERPLUS CORP,COM,292766102,11555000,1800000,SH, ,DFND,2016-09-30
228,ENI S P A,SPONSORED ADR,26874R108,17310000,599600,SH, ,DFND,2016-09-30
229,EOG RES INC,COM,26875P101,503000,5200,SH, ,DFND,2016-09-30
230,EQT CORP,COM,26884L109,18433000,253822,SH, ,DFND,2016-09-30
231,EURONAV NV ANTWERPEN,SHS,B38564108,8781000,1150863,SH, ,DFND,2016-09-30
232,EXCO RESOURCES INC,COM,269279402,0,1,SH, ,DFND,2016-09-30
233,EXELIXIS INC,COM,30161Q104,52860000,4132900,SH, ,DFND,2016-09-30
234,EXELON CORP,COM,30161N101,23253000,698500,SH, ,DFND,2016-09-30
235,EXPEDITORS INTL WASH INC,COM,302130109,515000,10000,SH, ,DFND,2016-09-30
236,EXPRESS INC,COM,30219E103,19835000,1682400,SH, ,DFND,2016-09-30
237,EXXON MOBIL CORP,COM,30231G102,20074000,230000,SH, ,DFND,2016-09-30
238,F M C CORP,COM NEW,302491303,21946000,454000,SH, ,DFND,2016-09-30
239,FACEBOOK INC,CL A,30303M102,312903000,2439408,SH, ,DFND,2016-09-30
240,FAIRMOUNT SANTROL HLDGS INC,COM,30555Q108,18206000,2146920,SH, ,DFND,2016-09-30
241,FB FINL CORP,COM,30257X104,153000,7594,SH, ,DFND,2016-09-30
242,FEDEX CORP,COM,31428X106,437000,2500,SH, ,DFND,2016-09-30
243,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,669000,104500,SH, ,DFND,2016-09-30
244,FIBRIA CELULOSE S A,SP ADR REP COM,31573A109,1546000,218700,SH, ,DFND,2016-09-30
245,FIDELITY NATL INFORMATION SV,COM,31620M106,22708000,294800,SH, ,DFND,2016-09-30
246,FINISH LINE INC,CL A,317923100,5770000,250000,SH, ,DFND,2016-09-30
247,FIRST BANCORP P R,COM NEW,318672706,1034000,198750,SH, ,DFND,2016-09-30
248,FIRST DATA CORP NEW,COM CL A,32008D106,68000,5200,SH, ,DFND,2016-09-30
249,FLEETCOR TECHNOLOGIES INC,COM,339041105,13551000,78000,SH, ,DFND,2016-09-30
250,FOOT LOCKER INC,COM,344849104,10544000,155700,SH, ,DFND,2016-09-30
251,FORTINET INC,COM,34959E109,2910000,78800,SH, ,DFND,2016-09-30
252,FORTIVE CORP,COM,34959J108,59003000,1159200,SH, ,DFND,2016-09-30
253,FORUM ENERGY TECHNOLOGIES IN,COM,34984V100,8893000,447800,SH, ,DFND,2016-09-30
254,FORWARD AIR CORP,COM,349853101,562000,13000,SH, ,DFND,2016-09-30
255,FOUNDATION MEDICINE INC,COM,350465100,2491000,106700,SH, ,DFND,2016-09-30
256,FRANCESCAS HLDGS CORP,COM,351793104,1003000,65000,SH, ,DFND,2016-09-30
257,FREEPORT-MCMORAN INC,CL B,35671D857,4372000,402600,SH, ,DFND,2016-09-30
258,FRONTLINE LTD,SHS NEW,G3682E192,2320000,323600,SH, ,DFND,2016-09-30
259,FULGENT GENETICS INC,COM,359664109,738000,80000,SH, ,DFND,2016-09-30
260,GALLAGHER ARTHUR J & CO,COM,363576109,11319000,222500,SH, ,DFND,2016-09-30
261,GARTNER INC,COM,366651107,1415000,16000,SH, ,DFND,2016-09-30
262,GENER8 MARITIME INC,COM,Y26889108,3493000,682200,SH, ,DFND,2016-09-30
263,GENERAC HLDGS INC,COM,368736104,6686000,184200,SH, ,DFND,2016-09-30
264,GENERAL CABLE CORP DEL NEW,COM,369300108,3451000,230400,SH, ,DFND,2016-09-30
265,GENERAL DYNAMICS CORP,COM,369550108,310000,2000,SH, ,DFND,2016-09-30
266,GENERAL MLS INC,COM,370334104,1661000,26000,SH,Call,DFND,2016-09-30
267,GENESEE & WYO INC,CL A,371559105,33392000,484300,SH, ,DFND,2016-09-30
268,GILEAD SCIENCES INC,COM,375558103,11156000,141000,SH, ,DFND,2016-09-30
269,GLAUKOS CORP,COM,377322102,5382000,142600,SH, ,DFND,2016-09-30
270,GLOBAL PMTS INC,COM,37940X102,9173000,119500,SH, ,DFND,2016-09-30
271,GLOBUS MED INC,CL A,379577208,6771000,300000,SH,Call,DFND,2016-09-30
272,GMS INC,COM,36251C103,596000,26800,SH, ,DFND,2016-09-30
273,GNC HLDGS INC,COM CL A,36191G107,6020000,294800,SH, ,DFND,2016-09-30
274,GOGO INC,COM,38046C109,5573000,504800,SH, ,DFND,2016-09-30
275,GOLAR LNG LTD BERMUDA,SHS,G9456A100,2120000,100000,SH,Call,DFND,2016-09-30
276,GOLAR LNG LTD BERMUDA,SHS,G9456A100,16014000,755370,SH, ,DFND,2016-09-30
277,GOODYEAR TIRE & RUBR CO,COM,382550101,485000,15000,SH, ,DFND,2016-09-30
278,GORES HLDGS INC,*W EXP 08/13/202,382866119,84000,69600,SH, ,DFND,2016-09-30
279,GORES HLDGS INC,CL A,382866101,540000,50000,SH, ,DFND,2016-09-30
280,GRAPHIC PACKAGING HLDG CO,COM,388689101,6296000,450000,SH, ,DFND,2016-09-30
281,GREAT PLAINS ENERGY INC,COM,391164100,17097000,626500,SH, ,DFND,2016-09-30
282,GREEN PLAINS INC,COM,393222104,24316000,928100,SH, ,DFND,2016-09-30
283,GRIDSUM HLDG INC,ADR REPSG CL B,398132100,251000,14900,SH, ,DFND,2016-09-30
284,GROUP 1 AUTOMOTIVE INC,COM,398905109,8317000,130200,SH, ,DFND,2016-09-30
285,GRUBHUB INC,COM,400110102,3224000,75000,SH, ,DFND,2016-09-30
286,GULFPORT ENERGY CORP,COM NEW,402635304,4805000,170100,SH, ,DFND,2016-09-30
287,GW PHARMACEUTICALS PLC,ADS,36197T103,20263000,152663,SH, ,DFND,2016-09-30
288,HAEMONETICS CORP,COM,405024100,24833000,685800,SH, ,DFND,2016-09-30
289,HALCON RES CORP,COM PAR NEW,40537Q605,4739000,505200,SH, ,DFND,2016-09-30
290,HALLIBURTON CO,COM,406216101,116447000,2594639,SH, ,DFND,2016-09-30
291,HALLIBURTON CO,COM,406216101,2244000,50000,SH,Call,DFND,2016-09-30
292,HALYARD HEALTH INC,COM,40650V100,2215000,63900,SH, ,DFND,2016-09-30
293,HANESBRANDS INC,COM,410345102,36486000,1445000,SH, ,DFND,2016-09-30
294,HARTFORD FINL SVCS GROUP INC,COM,416515104,6933000,161900,SH, ,DFND,2016-09-30
