,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
42,ALLERGAN PLC,SHS,G0177J108,11993000,62962,SH, ,DFND,2018-09-30
43,ALLERGAN PLC,SHS,G0177J108,51430000,270000,SH,Call,DFND,2018-09-30
44,ALLSCRIPTS HEALTHCARE SOLUTN,COM,01988P108,2850000,200000,SH, ,DFND,2018-09-30
45,ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,77483000,885312,SH, ,DFND,2018-09-30
46,ALPHABET INC,CAP STK CL A,02079K305,64200000,53186,SH, ,DFND,2018-09-30
47,ALPHABET INC,CAP STK CL A,02079K305,99584000,82500,SH,Call,DFND,2018-09-30
48,ALPHABET INC,CAP STK CL C,02079K107,26525000,22225,SH, ,DFND,2018-09-30
49,ALPHABET INC,CAP STK CL C,02079K107,61941000,51900,SH,Call,DFND,2018-09-30
50,ALPS ETF TR,ALERIAN MLP,00162Q866,10133000,948800,SH,Call,DFND,2018-09-30
51,ALTA MESA RES INC,CL A,02133L109,20507000,4905999,SH, ,DFND,2018-09-30
52,ALTERYX INC,COM CL A,02156B103,664000,11600,SH, ,DFND,2018-09-30
53,ALTICE USA INC,CL A,02156K103,62507000,3445800,SH, ,DFND,2018-09-30
54,AMAG PHARMACEUTICALS INC,COM,00163U106,590000,29500,SH, ,DFND,2018-09-30
55,AMARIN CORP PLC,SPONS ADR NEW,023111206,42388000,2605299,SH, ,DFND,2018-09-30
56,AMAZON COM INC,COM,023135106,192564000,96138,SH, ,DFND,2018-09-30
57,AMAZON COM INC,COM,023135106,288432000,144000,SH,Call,DFND,2018-09-30
58,AMAZON COM INC,COM,023135106,60090000,30000,SH,Put,DFND,2018-09-30
59,AMBARELLA INC,SHS,G037AX101,330000,8536,SH, ,DFND,2018-09-30
60,AMC ENTMT HLDGS INC,CL A COM,00165C104,4305000,210000,SH,Put,DFND,2018-09-30
61,AMC NETWORKS INC,CL A,00164V103,1677000,25275,SH, ,DFND,2018-09-30
62,AMC NETWORKS INC,CL A,00164V103,13268000,200000,SH,Put,DFND,2018-09-30
63,AMERICAN AXLE & MFG HLDGS IN,COM,024061103,2201000,126226,SH, ,DFND,2018-09-30
64,AMERICAN ELEC PWR INC,COM,025537101,15376000,216926,SH, ,DFND,2018-09-30
65,AMERICAN EQTY INVT LIFE HLD,COM,025676206,3451000,97594,SH, ,DFND,2018-09-30
66,AMERICAN INTL GROUP INC,COM NEW,026874784,21000,400,SH, ,DFND,2018-09-30
67,AMERICAN TOWER CORP NEW,COM,03027X100,39609000,272600,SH, ,DFND,2018-09-30
68,AMERICAN TOWER CORP NEW,COM,03027X100,65385000,450000,SH,Put,DFND,2018-09-30
69,AMERICAN WOODMARK CORPORATIO,COM,030506109,1663000,21200,SH, ,DFND,2018-09-30
70,AMERIPRISE FINL INC,COM,03076C106,768000,5200,SH, ,DFND,2018-09-30
71,AMETEK INC NEW,COM,031100100,57524000,727049,SH, ,DFND,2018-09-30
72,AMGEN INC,COM,031162100,17827000,86000,SH,Put,DFND,2018-09-30
73,AMICUS THERAPEUTICS INC,COM,03152W109,28160000,2329200,SH, ,DFND,2018-09-30
74,AMNEAL PHARMACEUTICALS INC,COM STK CL A,03168L105,17752000,800000,SH, ,DFND,2018-09-30
75,AMPHENOL CORP NEW,CL A,032095101,22568000,240039,SH, ,DFND,2018-09-30
76,ANADARKO PETE CORP,COM,032511107,215758000,3200687,SH, ,DFND,2018-09-30
77,ANAPTYSBIO INC,COM,032724106,1995000,20000,SH,Call,DFND,2018-09-30
78,ANTERO MIDSTREAM GP LP,COM SHS REPSTG,03675Y103,6053000,357741,SH, ,DFND,2018-09-30
79,ANTERO RES CORP,COM,03674X106,53666000,3030276,SH, ,DFND,2018-09-30
80,ANTERO RES CORP,COM,03674X106,5313000,300000,SH,Call,DFND,2018-09-30
81,ANTHEM INC,COM,036752103,22305000,81390,SH, ,DFND,2018-09-30
82,APACHE CORP,COM,037411105,23835000,500000,SH, ,DFND,2018-09-30
83,APPLE INC,COM,037833100,146798000,650299,SH, ,DFND,2018-09-30
84,APPLE INC,COM,037833100,38376000,170000,SH,Put,DFND,2018-09-30
85,APPLIED GENETIC TECHNOL CORP,COM,03820J100,1232000,168703,SH, ,DFND,2018-09-30
86,APPTIO INC,CL A,03835C108,7499000,202900,SH, ,DFND,2018-09-30
87,APTIV PLC,SHS,G6095L109,55855000,665736,SH, ,DFND,2018-09-30
88,AQUESTIVE THERAPEUTICS INC,COM,03843E104,350000,20000,SH, ,DFND,2018-09-30
89,ARAMARK,COM,03852U106,916000,21300,SH, ,DFND,2018-09-30
90,ARAMARK,COM,03852U106,163175000,3793000,SH,Call,DFND,2018-09-30
91,ARCH COAL INC,CL A,039380407,2736000,30600,SH, ,DFND,2018-09-30
92,ARCHER DANIELS MIDLAND CO,COM,039483102,18048000,359022,SH, ,DFND,2018-09-30
93,ARCO PLATFORM LTD,COM CL A,G04553106,684000,30000,SH, ,DFND,2018-09-30
94,ARCONIC INC,COM,03965L100,6671000,303100,SH, ,DFND,2018-09-30
95,ARENA PHARMACEUTICALS INC,COM NEW,040047607,44037000,956900,SH, ,DFND,2018-09-30
96,ARES MGMT LP,COM SHS REG INT,04014Y101,5967000,257200,SH, ,DFND,2018-09-30
97,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,8623000,123900,SH, ,DFND,2018-09-30
98,ARRIS INTL INC,SHS,G0551A103,41384000,1592300,SH, ,DFND,2018-09-30
99,ASBURY AUTOMOTIVE GROUP INC,COM,043436104,3053000,44400,SH, ,DFND,2018-09-30
100,ASHLAND GLOBAL HLDGS INC,COM,044186104,1468000,17500,SH, ,DFND,2018-09-30
101,ASSEMBLY BIOSCIENCES INC,COM,045396108,407000,10960,SH, ,DFND,2018-09-30
102,ASSURED GUARANTY LTD,COM,G0585R106,1377000,32600,SH, ,DFND,2018-09-30
103,ASTRAZENECA PLC,SPONSORED ADR,046353108,29970000,757400,SH, ,DFND,2018-09-30
104,ASURE SOFTWARE INC,COM,04649U102,415000,33439,SH, ,DFND,2018-09-30
105,AT HOME GROUP INC,COM,04650Y100,4622000,146600,SH, ,DFND,2018-09-30
106,AT&T INC,COM,00206R102,100451000,2991393,SH, ,DFND,2018-09-30
107,AT&T INC,COM,00206R102,93520000,2785000,SH,Call,DFND,2018-09-30
108,AT&T INC,COM,00206R102,43654000,1300000,SH,Put,DFND,2018-09-30
109,ATHENE HLDG LTD,CL A,G0684D107,141027000,2729909,SH, ,DFND,2018-09-30
110,ATRICURE INC,COM,04963C209,6113000,174520,SH, ,DFND,2018-09-30
111,AUTOMATIC DATA PROCESSING IN,COM,053015103,46705000,310000,SH,Call,DFND,2018-09-30
112,AUTOMATIC DATA PROCESSING IN,COM,053015103,22599000,150000,SH,Put,DFND,2018-09-30
113,AUTOZONE INC,COM,053332102,31881000,41100,SH, ,DFND,2018-09-30
114,AVALARA INC,COM,05338G106,4614000,132107,SH, ,DFND,2018-09-30
115,AVALONBAY CMNTYS INC,COM,053484101,3406000,18800,SH, ,DFND,2018-09-30
116,AVANOS MED INC,COM,05350V106,754000,11014,SH, ,DFND,2018-09-30
117,AVAYA HLDGS CORP,COM,05351X101,38340000,1731725,SH, ,DFND,2018-09-30
118,AVEO PHARMACEUTICALS INC,COM,053588109,331000,100000,SH,Put,DFND,2018-09-30
119,AVERY DENNISON CORP,COM,053611109,47846000,441592,SH, ,DFND,2018-09-30
120,AVON PRODS INC,COM,054303102,1968000,894766,SH, ,DFND,2018-09-30
121,AXALTA COATING SYS LTD,COM,G0750C108,7013000,240500,SH, ,DFND,2018-09-30
122,AXON ENTERPRISE INC,COM,05464C101,3346000,48900,SH, ,DFND,2018-09-30
123,BAIDU INC,SPON ADR REP A,056752108,43159000,188731,SH, ,DFND,2018-09-30
124,BAIDU INC,SPON ADR REP A,056752108,38876000,170000,SH,Put,DFND,2018-09-30
125,BAKER HUGHES A GE CO,CL A,05722G100,80306000,2373819,SH, ,DFND,2018-09-30
126,BALL CORP,COM,058498106,2419000,55000,SH,Call,DFND,2018-09-30
127,BANK AMER CORP,COM,060505104,2227000,75600,SH, ,DFND,2018-09-30
128,BANK HAWAII CORP,COM,062540109,710000,9000,SH, ,DFND,2018-09-30
129,BAOZUN INC,SPONSORED ADR,06684L103,4858000,100000,SH,Call,DFND,2018-09-30
130,BAUSCH HEALTH COS INC,COM,071734107,7231000,281700,SH, ,DFND,2018-09-30
131,BAXTER INTL INC,COM,071813109,18232000,236500,SH, ,DFND,2018-09-30
132,BAYTEX ENERGY CORP,COM,07317Q105,8706000,3000000,SH, ,DFND,2018-09-30
133,BEACON ROOFING SUPPLY INC,COM,073685109,14120000,390152,SH, ,DFND,2018-09-30
134,BELMOND LTD,CL A,G1154H107,936000,51300,SH, ,DFND,2018-09-30
135,BENEFITFOCUS INC,COM,08180D106,6703000,165703,SH, ,DFND,2018-09-30
136,BERRY GLOBAL GROUP INC,COM,08579W103,12204000,252200,SH, ,DFND,2018-09-30
137,BEST BUY INC,COM,086516101,31744000,400000,SH,Put,DFND,2018-09-30
138,BGC PARTNERS INC,CL A,05541T101,98906000,8367658,SH, ,DFND,2018-09-30
139,BGC PARTNERS INC,CL A,05541T101,23640000,2000000,SH,Call,DFND,2018-09-30
140,BIG LOTS INC,COM,089302103,2988000,71497,SH, ,DFND,2018-09-30
141,BIG LOTS INC,COM,089302103,14647000,350500,SH,Put,DFND,2018-09-30
142,BILIBILI INC,SPONS ADS REP Z,090040106,3586000,266051,SH, ,DFND,2018-09-30
143,BIO RAD LABS INC,CL A,090572207,40860000,130546,SH, ,DFND,2018-09-30
144,BIODELIVERY SCIENCES INTL IN,COM,09060J106,4200000,1500000,SH, ,DFND,2018-09-30
145,BIOGEN INC,COM,09062X103,15016000,42500,SH, ,DFND,2018-09-30
146,BIOHAVEN PHARMACTL HLDG CO L,COM,G11196105,2816000,75000,SH, ,DFND,2018-09-30
147,BIOTELEMETRY INC,COM,090672106,5936000,92100,SH, ,DFND,2018-09-30
148,BIOXCEL THERAPEUTICS INC,COM,09075P105,146000,19062,SH, ,DFND,2018-09-30
149,BITAUTO HLDGS LTD,SPONSORED ADS,091727107,317000,13800,SH, ,DFND,2018-09-30
150,BLACK HILLS CORP,COM,092113109,143000,2458,SH, ,DFND,2018-09-30
151,BLACKROCK INC,COM,09247X101,1508000,3200,SH, ,DFND,2018-09-30
152,BLOOMIN BRANDS INC,COM,094235108,5623000,284114,SH, ,DFND,2018-09-30
153,BLUEBIRD BIO INC,COM,09609G100,2190000,15000,SH, ,DFND,2018-09-30
154,BOEING CO,COM,097023105,5070000,13634,SH, ,DFND,2018-09-30
155,BOOKING HLDGS INC,COM,09857L108,3968000,2000,SH, ,DFND,2018-09-30
156,BOOKING HLDGS INC,COM,09857L108,49402000,24900,SH,Put,DFND,2018-09-30
157,BOOT BARN HLDGS INC,COM,099406100,25330000,891600,SH, ,DFND,2018-09-30
158,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,4168000,83986,SH, ,DFND,2018-09-30
159,BORGWARNER INC,COM,099724106,56256000,1315009,SH, ,DFND,2018-09-30
160,BOSTON SCIENTIFIC CORP,COM,101137107,117807000,3059927,SH, ,DFND,2018-09-30
161,BOTTOMLINE TECH DEL INC,COM,101388106,145000,2000,SH, ,DFND,2018-09-30
162,BP PLC,SPONSORED ADR,055622104,13139000,285000,SH, ,DFND,2018-09-30
163,BRIGHTSPHERE INVESTMNT GRP P,SHS,G1644T109,25939000,2091824,SH, ,DFND,2018-09-30
164,BRISTOL MYERS SQUIBB CO,COM,110122108,135709000,2186037,SH, ,DFND,2018-09-30
165,BROADCOM INC,COM,11135F101,79967000,324109,SH, ,DFND,2018-09-30
166,BROOKS AUTOMATION INC,COM,114340102,24612000,702600,SH, ,DFND,2018-09-30
167,BROWN & BROWN INC,COM,115236101,4187000,141603,SH, ,DFND,2018-09-30
168,BUILD A BEAR WORKSHOP,COM,120076104,27004000,2983825,SH, ,DFND,2018-09-30
169,BUNGE LIMITED,COM,G16962105,185762000,2703562,SH, ,DFND,2018-09-30
170,BUNGE LIMITED,COM,G16962105,134349000,1955300,SH,Call,DFND,2018-09-30
171,BURLINGTON STORES INC,COM,122017106,20219000,124102,SH, ,DFND,2018-09-30
172,C H ROBINSON WORLDWIDE INC,COM NEW,12541W209,4896000,50000,SH, ,DFND,2018-09-30
173,C&J ENERGY SVCS INC NEW,COM,12674R100,86023000,4135708,SH, ,DFND,2018-09-30
174,C&J ENERGY SVCS INC NEW,COM,12674R100,7800000,375000,SH,Call,DFND,2018-09-30
175,CABOT OIL & GAS CORP,COM,127097103,100315000,4454475,SH, ,DFND,2018-09-30
176,CAESARS ENTMT CORP,COM,127686103,42724000,4168200,SH, ,DFND,2018-09-30
177,CAESARS ENTMT CORP,COM,127686103,29279000,2856500,SH,Call,DFND,2018-09-30
178,CAESARSTONE LTD,ORD SHS,M20598104,442000,23844,SH, ,DFND,2018-09-30
179,CAL MAINE FOODS INC,COM NEW,128030202,2415000,50000,SH,Call,DFND,2018-09-30
180,CALIFORNIA RES CORP,COM NEW,13057Q206,3754000,77363,SH, ,DFND,2018-09-30
181,CALLON PETE CO DEL,COM,13123X102,5995000,500000,SH, ,DFND,2018-09-30
182,CALUMET SPECIALTY PRODS PTNR,UT LTD PARTNER,131476103,3200000,500000,SH,Call,DFND,2018-09-30
183,CALYXT INC,COM,13173L107,6870000,449898,SH, ,DFND,2018-09-30
184,CAMDEN PPTY TR,SH BEN INT,133131102,3537000,37800,SH, ,DFND,2018-09-30
185,CAMPING WORLD HLDGS INC,CL A,13462K109,531000,24884,SH, ,DFND,2018-09-30
186,CANADIAN NAT RES LTD,COM,136385101,17961000,550000,SH, ,DFND,2018-09-30
187,CANADIAN NATL RY CO,COM,136375102,29883000,332769,SH, ,DFND,2018-09-30
188,CANADIAN PAC RY LTD,COM,13645T100,50745000,239500,SH, ,DFND,2018-09-30
189,CANADIAN SOLAR INC,COM,136635109,2910000,200700,SH, ,DFND,2018-09-30
190,CANADIAN SOLAR INC,COM,136635109,2900000,200000,SH,Call,DFND,2018-09-30
191,CANNAE HLDGS INC,COM,13765N107,4724000,225472,SH, ,DFND,2018-09-30
192,CAPITAL ONE FINL CORP,COM,14040H105,20439000,215310,SH, ,DFND,2018-09-30
193,CAREDX INC,COM,14167L103,6297000,218250,SH, ,DFND,2018-09-30
194,CARLISLE COS INC,COM,142339100,65970000,541628,SH, ,DFND,2018-09-30
195,CARMAX INC,COM,143130102,20389000,273057,SH, ,DFND,2018-09-30
196,CARNIVAL CORP,UNIT 99/99/9999,143658300,39462000,618817,SH, ,DFND,2018-09-30
197,CARNIVAL CORP,UNIT 99/99/9999,143658300,9566000,150000,SH,Call,DFND,2018-09-30
198,CARRIZO OIL & GAS INC,COM,144577103,5879000,233300,SH, ,DFND,2018-09-30
199,CARVANA CO,CL A,146869102,69087000,1169184,SH, ,DFND,2018-09-30
200,CASA SYS INC,COM,14713L102,14299000,969429,SH, ,DFND,2018-09-30
201,CATERPILLAR INC DEL,COM,149123101,21203000,139048,SH, ,DFND,2018-09-30
202,CBOE GLOBAL MARKETS INC,COM,12503M108,7197000,75000,SH, ,DFND,2018-09-30
203,CBS CORP NEW,CL B,124857202,22980000,400000,SH,Call,DFND,2018-09-30
204,CELANESE CORP DEL,COM,150870103,7171000,62900,SH, ,DFND,2018-09-30
205,CELESTICA INC,SUB VTG SHS,15101Q108,951000,87800,SH, ,DFND,2018-09-30
206,CELGENE CORP,COM,151020104,59974000,670181,SH, ,DFND,2018-09-30
207,CELLECTIS S A,SPONSORED ADS,15117K103,4406000,156133,SH, ,DFND,2018-09-30
208,CENOVUS ENERGY INC,COM,15135U109,33987000,3386700,SH, ,DFND,2018-09-30
209,CENTENE CORP DEL,COM,15135B101,111931000,773109,SH, ,DFND,2018-09-30
210,CENTURY ALUM CO,COM,156431108,3230000,269800,SH, ,DFND,2018-09-30
211,CERNER CORP,COM,156782104,16231000,252000,SH, ,DFND,2018-09-30
212,CF INDS HLDGS INC,COM,125269100,39768000,730500,SH, ,DFND,2018-09-30
213,CHARTER COMMUNICATIONS INC N,CL A,16119P108,34022000,104400,SH,Call,DFND,2018-09-30
214,CHEMED CORP NEW,COM,16359R103,27516000,86100,SH, ,DFND,2018-09-30
215,CHEMOURS CO,COM,163851108,8676000,219971,SH, ,DFND,2018-09-30
216,CHEVRON CORP NEW,COM,166764100,146155000,1195247,SH, ,DFND,2018-09-30
217,CHIASMA INC,COM,16706W102,1440000,400000,SH, ,DFND,2018-09-30
218,CHIMERIX INC,COM,16934W106,3890000,1000000,SH, ,DFND,2018-09-30
219,CIENA CORP,COM NEW,171779309,30003000,960400,SH, ,DFND,2018-09-30
220,CIGNA CORPORATION,COM,125509109,193109000,927292,SH, ,DFND,2018-09-30
221,CIMAREX ENERGY CO,COM,171798101,32287000,347400,SH, ,DFND,2018-09-30
222,CINTAS CORP,COM,172908105,4945000,25000,SH, ,DFND,2018-09-30
223,CIRRUS LOGIC INC,COM,172755100,733000,19000,SH, ,DFND,2018-09-30
224,CITIZENS FINL GROUP INC,COM,174610105,1138000,29500,SH, ,DFND,2018-09-30
225,CIVEO CORP CDA,COM,17878Y108,1111000,267700,SH, ,DFND,2018-09-30
226,CLEARSIDE BIOMEDICAL INC,COM,185063104,1230000,200000,SH, ,DFND,2018-09-30
227,CLOVIS ONCOLOGY INC,COM,189464100,3789000,129000,SH, ,DFND,2018-09-30
228,CME GROUP INC,COM CL A,12572Q105,10218000,60032,SH, ,DFND,2018-09-30
229,CNH INDL N V,SHS,N20944109,2866000,238631,SH, ,DFND,2018-09-30
230,CNH INDL N V,SHS,N20944109,704000,58600,SH,Call,DFND,2018-09-30
231,CNO FINL GROUP INC,COM,12621E103,412000,19400,SH, ,DFND,2018-09-30
232,COHERENT INC,COM,192479103,4494000,26100,SH, ,DFND,2018-09-30
233,COHERUS BIOSCIENCES INC,COM,19249H103,2475000,150000,SH, ,DFND,2018-09-30
234,COLFAX CORP,COM,194014106,11891000,329747,SH, ,DFND,2018-09-30
235,COMCAST CORP NEW,CL A,20030N101,174093000,4916495,SH, ,DFND,2018-09-30
236,COMCAST CORP NEW,CL A,20030N101,361097000,10197600,SH,Call,DFND,2018-09-30
237,COMERICA INC,COM,200340107,1434000,15900,SH, ,DFND,2018-09-30
238,CONAGRA BRANDS INC,COM,205887102,20983000,617685,SH, ,DFND,2018-09-30
239,CONCHO RES INC,COM,20605P101,25204000,165000,SH, ,DFND,2018-09-30
240,CONDUENT INC,COM,206787103,22626000,1004700,SH, ,DFND,2018-09-30
241,CONNS INC,COM,208242107,485000,13723,SH, ,DFND,2018-09-30
242,CONSTELLATION BRANDS INC,CL A,21036P108,151335000,701860,SH, ,DFND,2018-09-30
243,CONSTELLATION BRANDS INC,CL A,21036P108,122903000,570000,SH,Call,DFND,2018-09-30
244,CONTINENTAL RESOURCES INC,COM,212015101,46225000,676991,SH, ,DFND,2018-09-30
245,CONTROL4 CORP,COM,21240D107,2764000,80500,SH, ,DFND,2018-09-30
246,CONVERGYS CORP,COM,212485106,164000,6900,SH, ,DFND,2018-09-30
247,COOPER TIRE & RUBR CO,COM,216831107,24055000,850000,SH,Put,DFND,2018-09-30
248,COTT CORP QUE,COM,22163N106,103312000,6397000,SH, ,DFND,2018-09-30
249,COTY INC,COM CL A,222070203,10601000,844000,SH, ,DFND,2018-09-30
250,CRANE CO,COM,224399105,4868000,49500,SH, ,DFND,2018-09-30
251,CREE INC,COM,225447101,747000,19730,SH, ,DFND,2018-09-30
252,CRH PLC,ADR,12626K203,3818000,116700,SH, ,DFND,2018-09-30
253,CRITEO S A,SPONS ADS,226718104,15678000,683417,SH, ,DFND,2018-09-30
254,CRITEO S A,SPONS ADS,226718104,2301000,100300,SH,Call,DFND,2018-09-30
255,CROWN CASTLE INTL CORP NEW,COM,22822V101,32000,283,SH, ,DFND,2018-09-30
256,CROWN CASTLE INTL CORP NEW,COM,22822V101,50099000,450000,SH,Call,DFND,2018-09-30
257,CROWN CASTLE INTL CORP NEW,COM,22822V101,141556000,1271500,SH,Put,DFND,2018-09-30
258,CROWN HOLDINGS INC,COM,228368106,42618000,887873,SH, ,DFND,2018-09-30
259,CSX CORP,COM,126408103,25369000,342594,SH, ,DFND,2018-09-30
260,CUMMINS INC,COM,231021106,5653000,38700,SH, ,DFND,2018-09-30
261,CUTERA INC,COM,232109108,5823000,178900,SH, ,DFND,2018-09-30
262,CVS HEALTH CORP,COM,126650100,153815000,1953957,SH, ,DFND,2018-09-30
263,CYMABAY THERAPEUTICS INC,COM,23257D103,822000,74197,SH, ,DFND,2018-09-30
264,CYPRESS SEMICONDUCTOR CORP,COM,232806109,694000,47900,SH, ,DFND,2018-09-30
265,CYTOMX THERAPEUTICS INC,COM,23284F105,24563000,1327740,SH, ,DFND,2018-09-30
266,D R HORTON INC,COM,23331A109,5774000,136900,SH, ,DFND,2018-09-30
267,DANAHER CORP DEL,COM,235851102,29197000,268700,SH, ,DFND,2018-09-30
268,DARLING INGREDIENTS INC,COM,237266101,51780000,2680143,SH, ,DFND,2018-09-30
269,DAVE & BUSTERS ENTMT INC,COM,238337109,38196000,576800,SH, ,DFND,2018-09-30
270,DAVE & BUSTERS ENTMT INC,COM,238337109,6622000,100000,SH,Call,DFND,2018-09-30
271,DAVITA INC,COM,23918K108,20422000,285100,SH, ,DFND,2018-09-30
272,DBX ETF TR,XTRACK HRVST CSI,233051879,7605000,300000,SH, ,DFND,2018-09-30
273,DEERE & CO,COM,244199105,12477000,83000,SH, ,DFND,2018-09-30
274,DELEK US HLDGS INC NEW,COM,24665A103,122812000,2894455,SH, ,DFND,2018-09-30
275,DELEK US HLDGS INC NEW,COM,24665A103,15148000,357000,SH,Call,DFND,2018-09-30
276,DELPHI TECHNOLOGIES PLC,SHS,G2709G107,1245000,39700,SH, ,DFND,2018-09-30
277,DELTA AIR LINES INC DEL,COM NEW,247361702,17216000,297700,SH, ,DFND,2018-09-30
278,DERMIRA INC,COM,24983L104,2871000,263429,SH, ,DFND,2018-09-30
279,DEVON ENERGY CORP NEW,COM,25179M103,193729000,4850497,SH, ,DFND,2018-09-30
280,DEVON ENERGY CORP NEW,COM,25179M103,17973000,450000,SH,Call,DFND,2018-09-30
281,DEXCOM INC,COM,252131107,64964000,454167,SH, ,DFND,2018-09-30
282,DIAMOND OFFSHORE DRILLING IN,COM,25271C102,1509000,75450,SH, ,DFND,2018-09-30
283,DIAMONDBACK ENERGY INC,COM,25278X109,48283000,357152,SH, ,DFND,2018-09-30
284,DISCOVERY INC,COM SER A,25470F104,16009000,500293,SH, ,DFND,2018-09-30
285,DISCOVERY INC,COM SER C,25470F302,26622000,899985,SH, ,DFND,2018-09-30
286,DISNEY WALT CO,COM DISNEY,254687106,11791000,100833,SH, ,DFND,2018-09-30
287,DISNEY WALT CO,COM DISNEY,254687106,122389000,1046600,SH,Call,DFND,2018-09-30
288,DISNEY WALT CO,COM DISNEY,254687106,35082000,300000,SH,Put,DFND,2018-09-30
289,DOMO INC,COM CL B,257554105,536000,25000,SH, ,DFND,2018-09-30
290,DOMTAR CORP,COM NEW,257559203,1101000,21100,SH, ,DFND,2018-09-30
291,DOVER CORP,COM,260003108,12288000,138800,SH, ,DFND,2018-09-30
292,DOWDUPONT INC,COM,26078J100,9949000,154700,SH, ,DFND,2018-09-30
