,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
56,APACHE CORP,COM,037411105,5091000,130001,SH, ,DFND,2015-09-30
57,APPLE INC,PUT,037833100,71695000,650000,SH,Put,DFND,2015-09-30
58,APPLIED GENETIC TECHNOL CORP,COM,03820J100,13140000,1000000,SH, ,DFND,2015-09-30
59,ARADIGM CORP,COM NO PAR NEW,038505400,2308000,320585,SH, ,DFND,2015-09-30
60,ARAMARK,COM,03852U106,24414000,823700,SH, ,DFND,2015-09-30
61,ARGO GROUP INTL HLDGS LTD,COM,G0464B107,3424000,60500,SH, ,DFND,2015-09-30
62,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,40562000,849654,SH, ,DFND,2015-09-30
63,ASCENA RETAIL GROUP INC,COM,04351G101,13808000,992700,SH, ,DFND,2015-09-30
64,ASHLAND INC NEW,COM,044209104,54006000,536728,SH, ,DFND,2015-09-30
65,ASTEC INDS INC,COM,046224101,12515000,373470,SH, ,DFND,2015-09-30
66,AT&T INC,CALL,00206R102,22806000,700000,SH,Call,DFND,2015-09-30
67,AT&T INC,COM,00206R102,8940000,274400,SH, ,DFND,2015-09-30
68,AT&T INC,PUT,00206R102,3258000,100000,SH,Put,DFND,2015-09-30
69,ATWOOD OCEANICS INC,COM,050095108,22123000,1493800,SH, ,DFND,2015-09-30
70,AUTODESK INC,COM,052769106,2631000,59600,SH, ,DFND,2015-09-30
71,AUTONATION INC,COM,05329W102,43338000,744900,SH, ,DFND,2015-09-30
72,AVIS BUDGET GROUP,COM,053774105,27042000,619100,SH, ,DFND,2015-09-30
73,AXALTA COATING SYS LTD,COM,G0750C108,5177000,204300,SH, ,DFND,2015-09-30
74,AXIALL CORP,COM,05463D100,375000,23900,SH, ,DFND,2015-09-30
75,AXIS CAPITAL HOLDINGS LTD,SHS,G0692U109,3443000,64100,SH, ,DFND,2015-09-30
76,AXOVANT SCIENCES LTD,COM,G0750W104,713000,55200,SH, ,DFND,2015-09-30
77,B/E AEROSPACE INC,COM,073302101,54952000,1251750,SH, ,DFND,2015-09-30
78,BABCOCK & WILCOX ENTERPRIS I,COM,05614L100,26660000,1586880,SH, ,DFND,2015-09-30
79,BAKER HUGHES INC,COM,057224107,794000,15250,SH, ,DFND,2015-09-30
80,BALL CORP,COM,058498106,7790000,125235,SH, ,DFND,2015-09-30
81,BANK AMER CORP,COM,060505104,81000,5200,SH, ,DFND,2015-09-30
82,BANKRATE INC DEL,COM,06647F102,4537000,438400,SH, ,DFND,2015-09-30
83,BARNES GROUP INC,COM,067806109,14481000,401700,SH, ,DFND,2015-09-30
84,BAXALTA INC,COM,07177M103,24754000,785600,SH, ,DFND,2015-09-30
85,BB&T CORP,COM,054937107,12809000,359800,SH, ,DFND,2015-09-30
86,BECTON DICKINSON & CO,COM,075887109,18294000,137900,SH, ,DFND,2015-09-30
87,BEMIS INC,COM,081437105,4626000,116902,SH, ,DFND,2015-09-30
88,BERRY PLASTICS GROUP INC,COM,08579W103,96089000,3195508,SH, ,DFND,2015-09-30
89,BGC PARTNERS INC,CL A,05541T101,3343000,406700,SH, ,DFND,2015-09-30
90,BIO RAD LABS INC,CL A,090572207,9899000,73700,SH, ,DFND,2015-09-30
91,BIODELIVERY SCIENCES INTL IN,COM,09060J106,57000,10300,SH, ,DFND,2015-09-30
92,BIOGEN INC,COM,09062X103,1984000,6800,SH, ,DFND,2015-09-30
93,BLOOMIN BRANDS INC,COM,094235108,30711000,1689300,SH, ,DFND,2015-09-30
94,BLUEBIRD BIO INC,COM,09609G100,19933000,233000,SH, ,DFND,2015-09-30
95,BOB EVANS FARMS INC,COM,096761101,325000,7500,SH, ,DFND,2015-09-30
96,BOEING CO,COM,097023105,6554000,50050,SH, ,DFND,2015-09-30
97,BONANZA CREEK ENERGY INC,CALL,097793103,4070000,1000000,SH,Call,DFND,2015-09-30
98,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,1850000,70600,SH, ,DFND,2015-09-30
99,BOSTON BEER INC,CL A,100557107,695000,3300,SH, ,DFND,2015-09-30
100,BOSTON SCIENTIFIC CORP,COM,101137107,43295000,2638300,SH, ,DFND,2015-09-30
101,BRISTOL MYERS SQUIBB CO,CALL,110122108,65120000,1100000,SH,Call,DFND,2015-09-30
102,BRISTOL MYERS SQUIBB CO,COM,110122108,65061000,1099000,SH, ,DFND,2015-09-30
103,BRISTOW GROUP INC,COM,110394103,3984000,152300,SH, ,DFND,2015-09-30
104,BROOKDALE SR LIVING INC,COM,112463104,5566000,242400,SH, ,DFND,2015-09-30
105,BRUNSWICK CORP,COM,117043109,1676000,35000,SH, ,DFND,2015-09-30
106,BUFFALO WILD WINGS INC,COM,119848109,70196000,362900,SH, ,DFND,2015-09-30
107,BUNGE LIMITED,COM,G16962105,16610000,226600,SH, ,DFND,2015-09-30
108,BURLINGTON STORES INC,COM,122017106,37316000,731118,SH, ,DFND,2015-09-30
109,BWX TECHNOLOGIES INC,COM,05605H100,76000,2900,SH, ,DFND,2015-09-30
110,C H ROBINSON WORLDWIDE INC,COM NEW,12541W209,14512000,214100,SH, ,DFND,2015-09-30
111,CABELAS INC,COM,126804301,1952000,42800,SH, ,DFND,2015-09-30
112,CABOT OIL & GAS CORP,COM,127097103,21379000,978000,SH, ,DFND,2015-09-30
113,CAESARSTONE SDOT-YAM LTD,ORD SHS,M20598104,1578000,51900,SH, ,DFND,2015-09-30
114,CAL MAINE FOODS INC,COM NEW,128030202,7318000,134000,SH, ,DFND,2015-09-30
115,CALAVO GROWERS INC,COM,128246105,4120000,92300,SH, ,DFND,2015-09-30
116,CALIFORNIA RES CORP,COM,13057Q107,7560000,2907820,SH, ,DFND,2015-09-30
117,CALPINE CORP,COM NEW,131347304,22786000,1560700,SH, ,DFND,2015-09-30
118,CAMERON INTERNATIONAL CORP,COM,13342B105,4299000,70100,SH, ,DFND,2015-09-30
119,CANADIAN NAT RES LTD,COM,136385101,4867000,250000,SH, ,DFND,2015-09-30
120,CANADIAN PAC RY LTD,COM,13645T100,80004000,557250,SH, ,DFND,2015-09-30
121,CAPITAL ONE FINL CORP,COM,14040H105,8206000,113150,SH, ,DFND,2015-09-30
122,CARA THERAPEUTICS INC,COM,140755109,354000,24800,SH, ,DFND,2015-09-30
123,CARDIOVASCULAR SYS INC DEL,COM,141619106,678000,42800,SH, ,DFND,2015-09-30
124,CARLISLE COS INC,COM,142339100,13007000,148850,SH, ,DFND,2015-09-30
125,CARMAX INC,COM,143130102,4016000,67700,SH, ,DFND,2015-09-30
126,CARNIVAL CORP,PAIRED CTF,143658300,268000,5400,SH, ,DFND,2015-09-30
127,CARRIZO OIL & GAS INC,COM,144577103,8334000,272900,SH, ,DFND,2015-09-30
128,CASEYS GEN STORES INC,COM,147528103,12865000,125000,SH, ,DFND,2015-09-30
129,CATALYST PHARMACEUTICALS INC,COM,14888U101,6619000,2206264,SH, ,DFND,2015-09-30
130,CATERPILLAR INC DEL,COM,149123101,915000,14000,SH, ,DFND,2015-09-30
131,CATERPILLAR INC DEL,PUT,149123101,32680000,500000,SH,Put,DFND,2015-09-30
132,CELLECTIS S A,SPONSORED ADS,15117K103,923000,35000,SH, ,DFND,2015-09-30
133,CENOVUS ENERGY INC,COM,15135U109,0,1,SH, ,DFND,2015-09-30
134,CENTENE CORP DEL,COM,15135B101,9235000,170300,SH, ,DFND,2015-09-30
135,CEPHEID,COM,15670R107,7910000,175000,SH, ,DFND,2015-09-30
136,CF INDS HLDGS INC,COM,125269100,6753000,150400,SH, ,DFND,2015-09-30
137,CHARTER COMMUNICATIONS INC D,CL A NEW,16117M305,26202000,149000,SH, ,DFND,2015-09-30
138,CHEMTURA CORP,COM NEW,163893209,1786000,62400,SH, ,DFND,2015-09-30
139,CHENIERE ENERGY INC,COM NEW,16411R208,1420000,29400,SH, ,DFND,2015-09-30
140,CHEVRON CORP NEW,COM,166764100,79626000,1009452,SH, ,DFND,2015-09-30
141,CHICAGO BRIDGE & IRON CO N V,CALL,167250109,230000,5800,SH,Call,DFND,2015-09-30
142,CHIPOTLE MEXICAN GRILL INC,COM,169656105,22688000,31500,SH, ,DFND,2015-09-30
143,CLEARWATER PAPER CORP,COM,18538R103,2787000,59000,SH, ,DFND,2015-09-30
144,CLOVIS ONCOLOGY INC,PUT,189464100,10769000,117100,SH,Put,DFND,2015-09-30
145,CME GROUP INC,COM,12572Q105,2785000,30032,SH, ,DFND,2015-09-30
146,CNOOC LTD,SPONSORED ADR,126132109,7649000,74200,SH, ,DFND,2015-09-30
147,COACH INC,CALL,189754104,2893000,100000,SH,Call,DFND,2015-09-30
148,COACH INC,COM,189754104,87536000,3025800,SH, ,DFND,2015-09-30
149,COGNIZANT TECHNOLOGY SOLUTIO,CL A,192446102,1966000,31400,SH, ,DFND,2015-09-30
150,COLONY CAP INC,CL A,19624R106,1547000,79100,SH, ,DFND,2015-09-30
151,COMCAST CORP NEW,CL A,20030N101,123657000,2174000,SH, ,DFND,2015-09-30
152,COMERICA INC,COM,200340107,8598000,209200,SH, ,DFND,2015-09-30
153,COMMERCIAL METALS CO,COM,201723103,313000,23100,SH, ,DFND,2015-09-30
154,COMMSCOPE HLDG CO INC,COM,20337X109,3000,100,SH, ,DFND,2015-09-30
155,COMMUNITY HEALTH SYS INC NEW,COM,203668108,3849000,90000,SH, ,DFND,2015-09-30
156,CONCHO RES INC,COM,20605P101,63338000,644333,SH, ,DFND,2015-09-30
157,CONCORDIA HEALTHCARE CORP,COM,206519100,21577000,506087,SH, ,DFND,2015-09-30
158,CONOCOPHILLIPS,COM,20825C104,0,1,SH, ,DFND,2015-09-30
159,CONSOL ENERGY INC,COM,20854P109,0,50,SH, ,DFND,2015-09-30
160,CONSTELLATION BRANDS INC,CALL,21036P108,2504000,20000,SH,Call,DFND,2015-09-30
161,CONSTELLATION BRANDS INC,CL A,21036P108,43548000,347800,SH, ,DFND,2015-09-30
162,CONSTELLIUM NV,CL A,N22035104,3218000,531000,SH, ,DFND,2015-09-30
163,CONTAINER STORE GROUP INC,COM,210751103,1777000,126200,SH, ,DFND,2015-09-30
164,CONTINENTAL RESOURCES INC,COM,212015101,3476000,120000,SH, ,DFND,2015-09-30
165,COOPER TIRE & RUBR CO,COM,216831107,4960000,125536,SH, ,DFND,2015-09-30
166,CORE LABORATORIES N V,COM,N22717107,1191000,11932,SH, ,DFND,2015-09-30
167,CORELOGIC INC,COM,21871D103,1489000,40000,SH, ,DFND,2015-09-30
168,CORNERSTONE ONDEMAND INC,COM,21925Y103,152000,4600,SH, ,DFND,2015-09-30
169,CRESCENT PT ENERGY CORP,COM,22576C101,3260000,285000,SH, ,DFND,2015-09-30
170,CROWN CASTLE INTL CORP NEW,COM,22822V101,12485000,158300,SH, ,DFND,2015-09-30
171,CROWN HOLDINGS INC,COM,228368106,3447000,75350,SH, ,DFND,2015-09-30
172,CST BRANDS INC,COM,12646R105,12444000,369700,SH, ,DFND,2015-09-30
173,CSX CORP,COM,126408103,77596000,2884600,SH, ,DFND,2015-09-30
174,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,9477000,150000,SH, ,DFND,2015-09-30
175,CUMMINS INC,COM,231021106,4892000,45050,SH, ,DFND,2015-09-30
176,CURIS INC,COM,231269101,2232000,1104800,SH, ,DFND,2015-09-30
177,CYBERARK SOFTWARE LTD,SHS,M2682V108,1835000,36600,SH, ,DFND,2015-09-30
178,CYBERONICS INC,COM,23251P102,1100000,18100,SH, ,DFND,2015-09-30
179,CYMABAY THERAPEUTICS INC,COM,23257D103,2008000,1035288,SH, ,DFND,2015-09-30
180,CYRUSONE INC,COM,23283R100,1081000,33100,SH, ,DFND,2015-09-30
181,D R HORTON INC,COM,23331A109,5138000,175000,SH, ,DFND,2015-09-30
182,DANAHER CORP DEL,COM,235851102,40730000,478000,SH, ,DFND,2015-09-30
183,DARLING INGREDIENTS INC,CALL,237266101,3372000,300000,SH,Call,DFND,2015-09-30
184,DARLING INGREDIENTS INC,COM,237266101,16869000,1500800,SH, ,DFND,2015-09-30
185,DAVE & BUSTERS ENTMT INC,COM,238337109,5762000,152300,SH, ,DFND,2015-09-30
186,DBV TECHNOLOGIES S A,SPONSORED ADR,23306J101,1982000,55700,SH, ,DFND,2015-09-30
187,DEERE & CO,COM,244199105,185000,2500,SH, ,DFND,2015-09-30
188,DEERE & CO,PUT,244199105,55500000,750000,SH,Put,DFND,2015-09-30
189,DEL FRISCOS RESTAURANT GROUP,COM,245077102,1847000,133000,SH, ,DFND,2015-09-30
190,DELEK US HLDGS INC,COM,246647101,133293000,4812035,SH, ,DFND,2015-09-30
191,DELPHI AUTOMOTIVE PLC,SHS,G27823106,6000,75,SH, ,DFND,2015-09-30
192,DELTA AIR LINES INC DEL,COM NEW,247361702,31588000,704000,SH, ,DFND,2015-09-30
193,DEVON ENERGY CORP NEW,COM,25179M103,24142000,650900,SH, ,DFND,2015-09-30
194,DEVRY ED GROUP INC,COM,251893103,2702000,99300,SH, ,DFND,2015-09-30
195,DHT HOLDINGS INC,CALL,Y2065G121,4823000,650000,SH,Call,DFND,2015-09-30
196,DHT HOLDINGS INC,SHS NEW,Y2065G121,17568000,2367600,SH, ,DFND,2015-09-30
197,DIAMOND OFFSHORE DRILLING IN,COM,25271C102,3559000,205700,SH, ,DFND,2015-09-30
198,DICKS SPORTING GOODS INC,COM,253393102,8215000,165600,SH, ,DFND,2015-09-30
199,DINEEQUITY INC,COM,254423106,266000,2900,SH, ,DFND,2015-09-30
200,DISCOVER FINL SVCS,COM,254709108,24487000,471000,SH, ,DFND,2015-09-30
201,DISH NETWORK CORP,CL A,25470M109,20121000,344900,SH, ,DFND,2015-09-30
202,DOLLAR GEN CORP NEW,COM,256677105,1239000,17100,SH, ,DFND,2015-09-30
203,DOLLAR TREE INC,COM,256746108,17578000,263700,SH, ,DFND,2015-09-30
204,DOMINOS PIZZA INC,COM,25754A201,17665000,163700,SH, ,DFND,2015-09-30
205,DOMTAR CORP,COM NEW,257559203,41942000,1173200,SH, ,DFND,2015-09-30
206,DONALDSON INC,COM,257651109,7000,250,SH, ,DFND,2015-09-30
207,DOVER CORP,COM,260003108,5404000,94500,SH, ,DFND,2015-09-30
208,DOW CHEM CO,COM,260543103,38955000,918750,SH, ,DFND,2015-09-30
209,DOW CHEM CO,PUT,260543103,42400000,1000000,SH,Put,DFND,2015-09-30
210,DRIL-QUIP INC,COM,262037104,5676000,97490,SH, ,DFND,2015-09-30
211,DYAX CORP,COM,26746E103,202000,10600,SH, ,DFND,2015-09-30
212,DYNEGY INC NEW DEL,COM,26817R108,38837000,1878900,SH, ,DFND,2015-09-30
213,E M C CORP MASS,COM,268648102,312000,12900,SH, ,DFND,2015-09-30
214,EAGLE MATERIALS INC,COM,26969P108,183000,2675,SH, ,DFND,2015-09-30
215,EASTMAN CHEM CO,COM,277432100,13656000,211000,SH, ,DFND,2015-09-30
216,ECLIPSE RES CORP,COM,27890G100,187000,96100,SH, ,DFND,2015-09-30
217,ECOLAB INC,COM,278865100,9401000,85680,SH, ,DFND,2015-09-30
218,EDGEWELL PERS CARE CO,COM,28035Q102,1869000,22900,SH, ,DFND,2015-09-30
219,EDWARDS LIFESCIENCES CORP,CALL,28176E108,21326000,150000,SH,Call,DFND,2015-09-30
220,EDWARDS LIFESCIENCES CORP,COM,28176E108,33154000,233200,SH, ,DFND,2015-09-30
221,ELECTRONIC ARTS INC,COM,285512109,46327000,683800,SH, ,DFND,2015-09-30
222,EMERSON ELEC CO,COM,291011104,3000,75,SH, ,DFND,2015-09-30
223,ENCANA CORP,COM,292505104,61051000,9480420,SH, ,DFND,2015-09-30
224,ENDO INTL PLC,SHS,G30401106,28000,400,SH, ,DFND,2015-09-30
225,ENDOCHOICE HLDGS INC,COM,29272U103,4979000,438300,SH, ,DFND,2015-09-30
226,ENDOLOGIX INC,COM,29266S106,7026000,573100,SH, ,DFND,2015-09-30
227,ENERGEN CORP,COM,29265N108,7479000,150000,SH, ,DFND,2015-09-30
228,ENGILITY HLDGS INC NEW,COM,29286C107,3604000,139800,SH, ,DFND,2015-09-30
229,ENSCO PLC,SHS CLASS A,G3157S106,2591000,184000,SH, ,DFND,2015-09-30
230,ENTELLUS MED INC,COM,29363K105,20000,1100,SH, ,DFND,2015-09-30
231,EOG RES INC,COM,26875P101,25480000,350000,SH, ,DFND,2015-09-30
232,EQT CORP,COM,26884L109,54996000,849102,SH, ,DFND,2015-09-30
233,EQUIFAX INC,COM,294429105,768000,7900,SH, ,DFND,2015-09-30
234,EQUINIX INC,COM PAR $0.001,29444U700,22938000,83900,SH, ,DFND,2015-09-30
235,EROS INTL PLC,SHS NEW,G3788M114,158000,5800,SH, ,DFND,2015-09-30
236,ESPERION THERAPEUTICS INC NE,COM,29664W105,1816000,77000,SH, ,DFND,2015-09-30
237,ESTERLINE TECHNOLOGIES CORP,COM,297425100,2092000,29100,SH, ,DFND,2015-09-30
238,EURONAV NV ANTWERPEN,SHS,B38564108,24026000,1728500,SH, ,DFND,2015-09-30
239,EVERYDAY HEALTH INC,COM,300415106,50000,5500,SH, ,DFND,2015-09-30
240,EXACT SCIENCES CORP,COM,30063P105,216000,12000,SH, ,DFND,2015-09-30
241,EXAMWORKS GROUP INC,COM,30066A105,3301000,112900,SH, ,DFND,2015-09-30
242,EXPEDIA INC DEL,COM NEW,30212P303,4707000,40000,SH, ,DFND,2015-09-30
243,EXPRESS SCRIPTS HLDG CO,COM,30219G108,23211000,286700,SH, ,DFND,2015-09-30
244,EXTERRAN HLDGS INC,COM,30225X103,18515000,1028600,SH, ,DFND,2015-09-30
245,EXXON MOBIL CORP,COM,30231G102,26023000,350000,SH, ,DFND,2015-09-30
246,FABRINET,SHS,G3323L100,33000,1810,SH, ,DFND,2015-09-30
247,FACEBOOK INC,CL A,30303M102,71928000,800090,SH, ,DFND,2015-09-30
248,FASTENAL CO,COM,311900104,3661000,100000,SH, ,DFND,2015-09-30
249,FEDEX CORP,COM,31428X106,15784000,109625,SH, ,DFND,2015-09-30
250,FEI CO,COM,30241L109,3908000,53500,SH, ,DFND,2015-09-30
251,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,902000,68300,SH, ,DFND,2015-09-30
252,FIBRIA CELULOSE S A,SP ADR REP COM,31573A109,18290000,1348800,SH, ,DFND,2015-09-30
253,FIDELITY NATL INFORMATION SV,COM,31620M106,53821000,802341,SH, ,DFND,2015-09-30
254,FIRST BANCORP P R,COM NEW,318672706,5113000,1436300,SH, ,DFND,2015-09-30
255,FIRST SOLAR INC,COM,336433107,6921000,161900,SH, ,DFND,2015-09-30
256,FIVE BELOW INC,COM,33829M101,10692000,318400,SH, ,DFND,2015-09-30
257,FIVE PRIME THERAPEUTICS INC,COM,33830X104,71000,4600,SH, ,DFND,2015-09-30
258,FLOWSERVE CORP,CALL,34354P105,843000,20500,SH,Call,DFND,2015-09-30
259,FMC TECHNOLOGIES INC,COM,30249U101,19697000,635401,SH, ,DFND,2015-09-30
260,FOREST CITY ENTERPRISES INC,CL A,345550107,199000,9900,SH, ,DFND,2015-09-30
261,FORTINET INC,COM,34959E109,1466000,34500,SH, ,DFND,2015-09-30
262,FORTUNE BRANDS HOME & SEC IN,COM,34964C106,14241000,300000,SH, ,DFND,2015-09-30
263,FORUM ENERGY TECHNOLOGIES IN,COM,34984V100,2076000,170000,SH, ,DFND,2015-09-30
264,FRANCESCAS HLDGS CORP,COM,351793104,10311000,843100,SH, ,DFND,2015-09-30
265,FRANCO NEVADA CORP,COM,351858105,2038000,46300,SH, ,DFND,2015-09-30
266,FREEPORT-MCMORAN INC,CL B,35671D857,1000,150,SH, ,DFND,2015-09-30
267,FRONTIER COMMUNICATIONS CORP,COM,35906A108,50539000,10639800,SH, ,DFND,2015-09-30
268,FRONTLINE LTD,SHS,G3682E127,3608000,1341400,SH, ,DFND,2015-09-30
269,GAMING & LEISURE PPTYS INC,COM,36467J108,22028000,741700,SH, ,DFND,2015-09-30
270,GASLOG LTD,SHS,G37585109,3751000,389900,SH, ,DFND,2015-09-30
271,GENER8 MARITIME INC,COM,Y26889108,3124000,285300,SH, ,DFND,2015-09-30
272,GENERAL DYNAMICS CORP,COM,369550108,16761000,121500,SH, ,DFND,2015-09-30
273,GENERAL ELECTRIC CO,COM,369604103,940000,37275,SH, ,DFND,2015-09-30
274,GENERAL MTRS CO,COM,37045V100,53565000,1784300,SH, ,DFND,2015-09-30
275,GENESEE & WYO INC,CL A,371559105,52493000,888500,SH, ,DFND,2015-09-30
276,GILDAN ACTIVEWEAR INC,COM,375916103,5881000,195000,SH, ,DFND,2015-09-30
277,GLOBE SPECIALTY METALS INC,COM,37954N206,6031000,497200,SH, ,DFND,2015-09-30
278,GOLAR LNG LTD BERMUDA,SHS,G9456A100,14612000,524100,SH, ,DFND,2015-09-30
279,GOLDCORP INC NEW,COM,380956409,3379000,269900,SH, ,DFND,2015-09-30
280,GOODYEAR TIRE & RUBR CO,COM,382550101,364000,12400,SH, ,DFND,2015-09-30
281,GOOGLE INC,CL A,38259P508,215246000,337180,SH, ,DFND,2015-09-30
282,GOOGLE INC,CL C,38259P706,38878000,63900,SH, ,DFND,2015-09-30
283,GRACE W R & CO DEL NEW,COM,38388F108,2327000,25010,SH, ,DFND,2015-09-30
284,GRANITE CONSTR INC,COM,387328107,24349000,820650,SH, ,DFND,2015-09-30
285,GRAPHIC PACKAGING HLDG CO,COM,388689101,58119000,4544100,SH, ,DFND,2015-09-30
286,GREEN PLAINS INC,COM,393222104,5922000,304300,SH, ,DFND,2015-09-30
287,GRIFOLS S A,SP ADR REP B NVT,398438408,2577000,84777,SH, ,DFND,2015-09-30
288,GULFPORT ENERGY CORP,COM NEW,402635304,25661000,864605,SH, ,DFND,2015-09-30
289,HABIT RESTAURANTS INC,COM CL A,40449J103,66000,3100,SH, ,DFND,2015-09-30
290,HALLIBURTON CO,COM,406216101,1644000,46505,SH, ,DFND,2015-09-30
291,HALYARD HEALTH INC,COM,40650V100,1425000,50100,SH, ,DFND,2015-09-30
292,HANESBRANDS INC,COM,410345102,2171000,75000,SH, ,DFND,2015-09-30
293,HANOVER INS GROUP INC,COM,410867105,8796000,113200,SH, ,DFND,2015-09-30
294,HARMAN INTL INDS INC,COM,413086109,9589000,99900,SH, ,DFND,2015-09-30
