,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
100,ARGENX SE,SPONSORED ADR,04016X101,11854000,104020,SH, ,DFND,2019-09-30
101,ARQULE INC,COM,04269E107,4701000,655600,SH, ,DFND,2019-09-30
102,ARROW ELECTRS INC,COM,042735100,336000,4500,SH, ,DFND,2019-09-30
103,ARTISAN PARTNERS ASSET MGMT,CL A,04316A108,45000,1600,SH, ,DFND,2019-09-30
104,ARVINAS INC,COM,04335A105,10228000,474597,SH, ,DFND,2019-09-30
105,ASBURY AUTOMOTIVE GROUP INC,COM,043436104,72000,700,SH, ,DFND,2019-09-30
106,ASHLAND GLOBAL HLDGS INC,COM,044186104,170000,2200,SH, ,DFND,2019-09-30
107,ASML HOLDING N V,N Y REGISTRY SHS,N07059210,3851000,15500,SH, ,DFND,2019-09-30
108,ASPEN TECHNOLOGY INC,COM,045327103,49025000,398315,SH, ,DFND,2019-09-30
109,ASSOCIATED BANC CORP,COM,045487105,24000,1200,SH, ,DFND,2019-09-30
110,ASSURANT INC,COM,04621X108,2216000,17616,SH, ,DFND,2019-09-30
111,ASSURED GUARANTY LTD,COM,G0585R106,736000,16543,SH, ,DFND,2019-09-30
112,AT&T INC,COM,00206R102,1131000,29900,SH, ,DFND,2019-09-30
113,ATHENEX INC,COM,04685N103,2462000,202375,SH, ,DFND,2019-09-30
114,ATMOS ENERGY CORP,COM,049560105,3337000,29300,SH, ,DFND,2019-09-30
115,ATRICURE INC,COM,04963C209,2682000,107522,SH, ,DFND,2019-09-30
116,AUDENTES THERAPEUTICS INC,COM,05070R104,6772000,241100,SH, ,DFND,2019-09-30
117,AURINIA PHARMACEUTICALS INC,COM,05156V102,116000,21753,SH, ,DFND,2019-09-30
118,AUTOLIV INC,COM,052800109,1253000,15880,SH, ,DFND,2019-09-30
119,AUTOLUS THERAPEUTICS PLC,SPON ADS,05280R100,964000,77654,SH, ,DFND,2019-09-30
120,AVALARA INC,COM,05338G106,10033000,149101,SH, ,DFND,2019-09-30
121,AVALONBAY CMNTYS INC,COM,053484101,2894000,13441,SH, ,DFND,2019-09-30
122,AVAYA HLDGS CORP,COM,05351X101,14500000,1417400,SH, ,DFND,2019-09-30
123,AVISTA CORP,COM,05379B107,1233000,25453,SH, ,DFND,2019-09-30
124,AVX CORP NEW,COM,002444107,123000,8100,SH, ,DFND,2019-09-30
125,AXA EQUITABLE HLDGS INC,COM,054561105,24254000,1094500,SH, ,DFND,2019-09-30
126,AXALTA COATING SYS LTD,COM,G0750C108,47634000,1579911,SH, ,DFND,2019-09-30
127,AXALTA COATING SYS LTD,COM,G0750C108,4523000,150000,SH,Call,DFND,2019-09-30
128,AXIS CAPITAL HOLDINGS LTD,SHS,G0692U109,7666000,114900,SH, ,DFND,2019-09-30
129,AXSOME THERAPEUTICS INC,COM,05464T104,3238000,160000,SH, ,DFND,2019-09-30
130,BADGER METER INC,COM,056525108,306000,5700,SH, ,DFND,2019-09-30
131,BAIDU INC,SPON ADR REP A,056752108,4051000,39424,SH, ,DFND,2019-09-30
132,BAKER HUGHES A GE CO,CL A,05722G100,70939000,3057701,SH, ,DFND,2019-09-30
133,BANCO SANTANDER BRASIL S A,ADS REP 1 UNIT,05967A107,250000,22968,SH, ,DFND,2019-09-30
134,BANCORPSOUTH BK TUPELO MISS,COM,05971J102,77000,2600,SH, ,DFND,2019-09-30
135,BANDWIDTH INC,COM CL A,05988J103,20451000,314100,SH, ,DFND,2019-09-30
136,BANK AMER CORP,COM,060505104,25429000,871746,SH, ,DFND,2019-09-30
137,BANK NEW YORK MELLON CORP,COM,064058100,50268000,1111877,SH, ,DFND,2019-09-30
138,BANKUNITED INC,COM,06652K103,20433000,607751,SH, ,DFND,2019-09-30
139,BANNER CORP,COM NEW,06652V208,6000,100,SH, ,DFND,2019-09-30
140,BAUSCH HEALTH COS INC,COM,071734107,48085000,2200679,SH, ,DFND,2019-09-30
141,BAXTER INTL INC,COM,071813109,5867000,67071,SH, ,DFND,2019-09-30
142,BB&T CORP,COM,054937107,6426000,120400,SH, ,DFND,2019-09-30
143,BCE INC,COM NEW,05534B760,997000,20590,SH, ,DFND,2019-09-30
144,BELLUS HEALTH INC NEW,COM NEW,07987C204,257000,40294,SH, ,DFND,2019-09-30
145,BENCHMARK ELECTRS INC,COM,08160H101,1106000,38055,SH, ,DFND,2019-09-30
146,BERKLEY W R CORP,COM,084423102,730000,10100,SH, ,DFND,2019-09-30
147,BERRY GLOBAL GROUP INC,COM,08579W103,13204000,336249,SH, ,DFND,2019-09-30
148,BERRY PETE CORP,COM,08579X101,109000,11638,SH, ,DFND,2019-09-30
149,BEST INC,SPONSORED ADS,08653C106,519000,98205,SH, ,DFND,2019-09-30
150,BEYOND MEAT INC,COM,08862E109,15000,100,SH, ,DFND,2019-09-30
151,BGC PARTNERS INC,CL A,05541T101,46454000,8446092,SH, ,DFND,2019-09-30
152,BHP GROUP LTD,SPONSORED ADS,088606108,474000,9591,SH, ,DFND,2019-09-30
153,BHP GROUP PLC,SPONSORED ADR,05545E209,735000,17151,SH, ,DFND,2019-09-30
154,BILIBILI INC,SPONS ADS REP Z,090040106,127000,9003,SH, ,DFND,2019-09-30
155,BIO RAD LABS INC,CL A,090572207,46012000,138283,SH, ,DFND,2019-09-30
156,BIO TECHNE CORP,COM,09073M104,98000,500,SH, ,DFND,2019-09-30
157,BIOCRYST PHARMACEUTICALS,COM,09058V103,9340000,3260000,SH, ,DFND,2019-09-30
158,BIOMARIN PHARMACEUTICAL INC,COM,09061G101,4359000,64673,SH, ,DFND,2019-09-30
159,BIOXCEL THERAPEUTICS INC,COM,09075P105,1478000,210000,SH, ,DFND,2019-09-30
160,BLACK HILLS CORP,COM,092113109,92000,1200,SH, ,DFND,2019-09-30
161,BLACK KNIGHT INC,COM,09215C105,12998000,212869,SH, ,DFND,2019-09-30
162,BLACKSTONE MTG TR INC,COM CL A,09257W100,1981000,55266,SH, ,DFND,2019-09-30
163,BLOOM ENERGY CORP,COM CL A,093712107,794000,244400,SH, ,DFND,2019-09-30
164,BLOOMIN BRANDS INC,COM,094235108,8859000,467980,SH, ,DFND,2019-09-30
165,BMC STK HLDGS INC,COM,05591B109,79000,3000,SH, ,DFND,2019-09-30
166,BOEING CO,COM,097023105,43898000,115379,SH, ,DFND,2019-09-30
167,BOISE CASCADE CO DEL,COM,09739D100,4354000,133600,SH, ,DFND,2019-09-30
168,BOK FINL CORP,COM NEW,05561Q201,1013000,12799,SH, ,DFND,2019-09-30
169,BOOKING HLDGS INC,COM,09857L108,54641000,27841,SH, ,DFND,2019-09-30
170,BORGWARNER INC,COM,099724106,11214000,305712,SH, ,DFND,2019-09-30
171,BOTTOMLINE TECH DEL INC,COM,101388106,712000,18100,SH, ,DFND,2019-09-30
172,BOX INC,CL A,10316T104,325000,19600,SH, ,DFND,2019-09-30
173,BP PLC,SPONSORED ADR,055622104,32246000,848800,SH, ,DFND,2019-09-30
174,BRADY CORP,CL A,104674106,101000,1900,SH, ,DFND,2019-09-30
175,BRANDYWINE RLTY TR,SH BEN INT NEW,105368203,300000,19800,SH, ,DFND,2019-09-30
176,BRIGHTSPHERE INVT GROUP INC,COM,10948W103,8806000,888600,SH, ,DFND,2019-09-30
177,BRINKER INTL INC,COM,109641100,25065000,587418,SH, ,DFND,2019-09-30
178,BRIXMOR PPTY GROUP INC,COM,11120U105,1362000,67131,SH, ,DFND,2019-09-30
179,BROADCOM INC,COM,11135F101,38955000,141107,SH, ,DFND,2019-09-30
180,BROADRIDGE FINL SOLUTIONS IN,COM,11133T103,1107000,8900,SH, ,DFND,2019-09-30
181,BROOKFIELD ASSET MGMT INC,CL A LTD VT SH,112585104,11629000,219034,SH, ,DFND,2019-09-30
182,BROOKFIELD PROPERTY REIT INC,CL A,11282X103,226000,11079,SH, ,DFND,2019-09-30
183,BROWN & BROWN INC,COM,115236101,9718000,269492,SH, ,DFND,2019-09-30
184,BRUKER CORP,COM,116794108,4952000,112734,SH, ,DFND,2019-09-30
185,BRUNSWICK CORP,COM,117043109,435000,8340,SH, ,DFND,2019-09-30
186,BUNGE LIMITED,COM,G16962105,413000,7300,SH, ,DFND,2019-09-30
187,BURLINGTON STORES INC,COM,122017106,9390000,46991,SH, ,DFND,2019-09-30
188,BWX TECHNOLOGIES INC,COM,05605H100,590000,10308,SH, ,DFND,2019-09-30
189,CABOT OIL & GAS CORP,COM,127097103,47625000,2710585,SH, ,DFND,2019-09-30
190,CACI INTL INC,CL A,127190304,2298000,9936,SH, ,DFND,2019-09-30
191,CADENCE BANCORPORATION,CL A,12739A100,191000,10900,SH, ,DFND,2019-09-30
192,CADENCE DESIGN SYSTEM INC,COM,127387108,1249000,18900,SH, ,DFND,2019-09-30
193,CAL MAINE FOODS INC,COM NEW,128030202,541000,13531,SH, ,DFND,2019-09-30
194,CALAVO GROWERS INC,COM,128246105,152000,1600,SH, ,DFND,2019-09-30
195,CALITHERA BIOSCIENCES INC,COM,13089P101,3708000,1200000,SH, ,DFND,2019-09-30
196,CALLAWAY GOLF CO,COM,131193104,9156000,471739,SH, ,DFND,2019-09-30
197,CALLON PETE CO DEL,COM,13123X102,791000,182232,SH, ,DFND,2019-09-30
198,CAMBIUM NETWORKS CORP,SHS,G17766109,2029000,209179,SH, ,DFND,2019-09-30
199,CAMDEN PPTY TR,SH BEN INT,133131102,300000,2700,SH, ,DFND,2019-09-30
200,CAMECO CORP,COM,13321L108,13288000,1398707,SH, ,DFND,2019-09-30
201,CANADIAN NAT RES LTD,COM,136385101,37639000,1413408,SH, ,DFND,2019-09-30
202,CANADIAN PAC RY LTD,COM,13645T100,15083000,67809,SH, ,DFND,2019-09-30
203,CANADIAN SOLAR INC,COM,136635109,1888000,100000,SH,Put,DFND,2019-09-30
204,CANNAE HLDGS INC,COM,13765N107,82000,3000,SH, ,DFND,2019-09-30
205,CAPITAL ONE FINL CORP,COM,14040H105,176296000,1937746,SH, ,DFND,2019-09-30
206,CAPITOL FED FINL INC,COM,14057J101,247000,17900,SH, ,DFND,2019-09-30
207,CAPRI HOLDINGS LIMITED,SHS,G1890L107,11266000,339745,SH, ,DFND,2019-09-30
208,CARA THERAPEUTICS INC,COM,140755109,2780000,152096,SH, ,DFND,2019-09-30
209,CARDINAL HEALTH INC,COM,14149Y108,32247000,683344,SH, ,DFND,2019-09-30
210,CAREDX INC,COM,14167L103,6915000,305850,SH, ,DFND,2019-09-30
211,CARLISLE COS INC,COM,142339100,13278000,91232,SH, ,DFND,2019-09-30
212,CARNIVAL PLC,ADR,14365C103,57000,1345,SH, ,DFND,2019-09-30
213,CARPENTER TECHNOLOGY CORP,COM,144285103,31000,600,SH, ,DFND,2019-09-30
214,CARS COM INC,COM,14575E105,63000,7035,SH, ,DFND,2019-09-30
215,CARVANA CO,CL A,146869102,7571000,114715,SH, ,DFND,2019-09-30
216,CATERPILLAR INC DEL,COM,149123101,25262000,200000,SH,Call,DFND,2019-09-30
217,CDN IMPERIAL BK COMM TORONTO,COM,136069101,516000,6254,SH, ,DFND,2019-09-30
218,CDW CORP,COM,12514G108,331000,2689,SH, ,DFND,2019-09-30
219,CELESTICA INC,SUB VTG SHS,15101Q108,184000,25600,SH, ,DFND,2019-09-30
220,CELLECTIS S A,SPONSORED ADS,15117K103,1966000,189000,SH, ,DFND,2019-09-30
221,CENTENNIAL RESOURCE DEV INC,CL A,15136A102,12140000,2688811,SH, ,DFND,2019-09-30
222,CENTERSTATE BK CORP,COM,15201P109,657000,27374,SH, ,DFND,2019-09-30
223,CERNER CORP,COM,156782104,4485000,65791,SH, ,DFND,2019-09-30
224,CERUS CORP,COM,157085101,940000,182300,SH,Put,DFND,2019-09-30
225,CF INDS HLDGS INC,COM,125269100,31160000,633326,SH, ,DFND,2019-09-30
226,CHANGE HEALTHCARE INC,COM,15912K100,55353000,4582231,SH, ,DFND,2019-09-30
227,CHARLES RIV LABS INTL INC,COM,159864107,1578000,11923,SH, ,DFND,2019-09-30
228,CHART INDS INC,COM PAR $0.01,16115Q308,75000,1200,SH, ,DFND,2019-09-30
229,CHEESECAKE FACTORY INC,COM,163072101,1106000,26531,SH, ,DFND,2019-09-30
230,CHEGG INC,COM,163092109,273000,9117,SH, ,DFND,2019-09-30
231,CHEMED CORP NEW,COM,16359R103,349000,836,SH, ,DFND,2019-09-30
232,CHEMOURS CO,COM,163851108,5348000,357937,SH, ,DFND,2019-09-30
233,CHEWY INC,CL A,16679L109,32002000,1301970,SH, ,DFND,2019-09-30
234,CHIASMA INC,COM,16706W102,8014000,1619000,SH, ,DFND,2019-09-30
235,CHILDRENS PL INC,COM,168905107,6450000,83780,SH, ,DFND,2019-09-30
236,CHIMERA INVT CORP,COM NEW,16934Q208,1843000,94241,SH, ,DFND,2019-09-30
237,CHINA BIOLOGIC PRODS HLDGS I,COM,G21515104,2066000,18051,SH, ,DFND,2019-09-30
238,CHINA MOBILE LIMITED,SPONSORED ADR,16941M109,2989000,72208,SH, ,DFND,2019-09-30
239,CHIPOTLE MEXICAN GRILL INC,COM,169656105,86288000,102666,SH, ,DFND,2019-09-30
240,CHOICE HOTELS INTL INC,COM,169905106,253000,2843,SH, ,DFND,2019-09-30
241,CHURCH & DWIGHT INC,COM,171340102,47330000,629052,SH, ,DFND,2019-09-30
242,CIMAREX ENERGY CO,COM,171798101,28168000,587570,SH, ,DFND,2019-09-30
243,CIMAREX ENERGY CO,COM,171798101,11985000,250000,SH,Call,DFND,2019-09-30
244,CINCINNATI FINL CORP,COM,172062101,350000,3000,SH, ,DFND,2019-09-30
245,CINTAS CORP,COM,172908105,6357000,23710,SH, ,DFND,2019-09-30
246,CIT GROUP INC,COM NEW,125581801,331000,7300,SH, ,DFND,2019-09-30
247,CITIGROUP INC,COM NEW,172967424,4744000,68676,SH, ,DFND,2019-09-30
248,CITIZENS FINL GROUP INC,COM,174610105,64853000,1833550,SH, ,DFND,2019-09-30
249,CITRIX SYS INC,COM,177376100,1895000,19630,SH, ,DFND,2019-09-30
250,CLARIVATE ANALYTICS PLC,COM,G21810109,16365000,970040,SH, ,DFND,2019-09-30
251,CLEAN HARBORS INC,COM,184496107,85000,1100,SH, ,DFND,2019-09-30
252,CLEVELAND CLIFFS INC,COM,185899101,8171000,1131719,SH, ,DFND,2019-09-30
253,CLEVELAND CLIFFS INC,COM,185899101,1444000,200000,SH,Call,DFND,2019-09-30
254,CLOUDERA INC,COM,18914U100,96000,10800,SH, ,DFND,2019-09-30
255,CLOUDFLARE INC,CL A COM,18915M107,1393000,75000,SH, ,DFND,2019-09-30
256,CME GROUP INC,COM,12572Q105,12687000,60032,SH, ,DFND,2019-09-30
257,CMS ENERGY CORP,COM,125896100,13619000,212965,SH, ,DFND,2019-09-30
258,COCA COLA CONSOLIDATED INC,COM,191098102,61000,200,SH, ,DFND,2019-09-30
259,COCA COLA EUROPEAN PARTNERS,SHS,G25839104,328000,5907,SH, ,DFND,2019-09-30
260,COGENT COMMUNICATIONS HLDGS,COM NEW,19239V302,1008000,18294,SH, ,DFND,2019-09-30
261,COHEN & STEERS INC,COM,19247A100,610000,11100,SH, ,DFND,2019-09-30
262,COLFAX CORP,COM,194014106,12030000,413975,SH, ,DFND,2019-09-30
263,COLONY CR REAL ESTATE INC,COM CL A,19625T101,147000,10200,SH, ,DFND,2019-09-30
264,COLUMBIA PPTY TR INC,COM NEW,198287203,330000,15600,SH, ,DFND,2019-09-30
265,COMCAST CORP NEW,CL A,20030N101,9016000,200000,SH,Put,DFND,2019-09-30
266,COMMERCIAL METALS CO,COM,201723103,3476000,200000,SH,Call,DFND,2019-09-30
267,COMMUNITY BK SYS INC,COM,203607106,222000,3600,SH, ,DFND,2019-09-30
268,COMMVAULT SYSTEMS INC,COM,204166102,313000,7000,SH, ,DFND,2019-09-30
269,COMPASS MINERALS INTL INC,COM,20451N101,578000,10227,SH, ,DFND,2019-09-30
270,CONCHO RES INC,COM,20605P101,37003000,544966,SH, ,DFND,2019-09-30
271,CONDUENT INC,COM,206787103,573000,92143,SH, ,DFND,2019-09-30
272,CONMED CORP,COM,207410101,6708000,69766,SH, ,DFND,2019-09-30
273,CONOCOPHILLIPS,COM,20825C104,60846000,1067857,SH, ,DFND,2019-09-30
274,CONSOL ENERGY INC NEW,COM,20854L108,16000,1000,SH, ,DFND,2019-09-30
275,CONSOLIDATED EDISON INC,COM,209115104,1320000,13974,SH, ,DFND,2019-09-30
276,CONSTELLATION BRANDS INC,CL A,21036P108,15339000,74000,SH,Call,DFND,2019-09-30
277,CONTINENTAL RESOURCES INC,COM,212015101,42250000,1372215,SH, ,DFND,2019-09-30
278,COOPER TIRE & RUBR CO,COM,216831107,6504000,249022,SH, ,DFND,2019-09-30
279,COPA HOLDINGS SA,CL A,P31076105,23692000,239918,SH, ,DFND,2019-09-30
280,COPART INC,COM,217204106,13284000,165365,SH, ,DFND,2019-09-30
281,CORECIVIC INC,COM,21871N101,88000,5100,SH, ,DFND,2019-09-30
282,CORELOGIC INC,COM,21871D103,16383000,354068,SH, ,DFND,2019-09-30
283,CORPORATE OFFICE PPTYS TR,SH BEN INT,22002T108,92000,3100,SH, ,DFND,2019-09-30
284,COSTAR GROUP INC,COM,22160N109,24646000,41547,SH, ,DFND,2019-09-30
285,COTT CORP QUE,COM,22163N106,357000,28600,SH, ,DFND,2019-09-30
286,COUPA SOFTWARE INC,COM,22266L106,106580000,822566,SH, ,DFND,2019-09-30
287,COVANTA HLDG CORP,COM,22282E102,1845000,106700,SH, ,DFND,2019-09-30
288,COWEN INC,CL A NEW,223622606,1539000,100000,SH, ,DFND,2019-09-30
289,CRANE CO,COM,224399105,11834000,146768,SH, ,DFND,2019-09-30
290,CREE INC,COM,225447101,5349000,109172,SH, ,DFND,2019-09-30
291,CRINETICS PHARMACEUTICALS IN,COM,22663K107,1985000,132000,SH, ,DFND,2019-09-30
292,CRISPR THERAPEUTICS AG,NAMEN AKT,H17182108,265000,6456,SH, ,DFND,2019-09-30
