,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
21,CLOUD PEAK ENERGY INC,COM,18911Q102,1164000,200000,SH, ,DFND,2015-03-31
22,COLONY FINL INC,COM,19624R106,13357000,515300,SH, ,DFND,2015-03-31
23,COMCAST CORP NEW,CL A,20030N101,5291000,93700,SH, ,DFND,2015-03-31
24,CONCHO RES INC,COM,20605P101,62585000,539900,SH, ,DFND,2015-03-31
25,CONOCOPHILLIPS,COM,20825C104,3113000,50000,SH, ,DFND,2015-03-31
26,CONSTELLATION BRANDS INC,CL A,21036P108,17246000,148400,SH, ,DFND,2015-03-31
27,CTRIP COM INTL LTD,AMERICAN DEP SHS,22943F100,12199000,208100,SH, ,DFND,2015-03-31
28,DSW INC,CL A,23334L102,520000,14100,SH, ,DFND,2015-03-31
29,DAVITA HEALTHCARE PARTNERS I,COM,23918K108,6535000,80400,SH, ,DFND,2015-03-31
30,DEVON ENERGY CORP NEW,COM,25179M103,145142000,2406600,SH, ,DFND,2015-03-31
31,DIAMOND OFFSHORE DRILLING IN,COM,25271C102,9894000,369300,SH, ,DFND,2015-03-31
32,DOMINION RES INC VA NEW,COM,25746U109,40594000,572800,SH, ,DFND,2015-03-31
33,DREAMWORKS ANIMATION SKG INC,CL A,26153C103,2000,100,SH, ,DFND,2015-03-31
34,EOG RES INC,COM,26875P101,2567000,28000,SH, ,DFND,2015-03-31
35,EQT CORP,COM,26884L109,188960000,2280200,SH, ,DFND,2015-03-31
36,ENERGEN CORP,COM,29265N108,22288000,337700,SH, ,DFND,2015-03-31
37,ENERGIZER HLDGS INC,COM,29266R108,1753000,12700,SH, ,DFND,2015-03-31
38,EXACT SCIENCES CORP,COM,30063P105,3499000,158900,SH, ,DFND,2015-03-31
39,EXTERRAN HLDGS INC,COM,30225X103,29810000,888000,SH, ,DFND,2015-03-31
40,EXXON MOBIL CORP,COM,30231G102,57537000,676900,SH, ,DFND,2015-03-31
41,FMC TECHNOLOGIES INC,COM,30249U101,106185000,2869100,SH, ,DFND,2015-03-31
42,FIBRIA CELULOSE S A,SP ADR REP COM,31573A109,15607000,1104500,SH, ,DFND,2015-03-31
43,FIDELITY NATL INFORMATION SV,COM,31620M106,0,1,SH, ,DFND,2015-03-31
44,GLOBE SPECIALTY METALS INC,COM,37954N206,4671000,246900,SH, ,DFND,2015-03-31
45,GOOGLE INC,CL A,38259P508,40770000,73500,SH, ,DFND,2015-03-31
46,GRAND CANYON ED INC,COM,38526M106,238000,5500,SH, ,DFND,2015-03-31
47,HMS HLDGS CORP,COM,40425J101,10617000,687200,SH, ,DFND,2015-03-31
48,HEARTLAND PMT SYS INC,COM,42235N108,3542000,75600,SH, ,DFND,2015-03-31
49,HESS CORP,COM,42809H107,46213000,680900,SH, ,DFND,2015-03-31
50,IPC HEALTHCARE INC,COM,44984A105,3941000,84500,SH, ,DFND,2015-03-31
51,IDEXX LABS INC,COM,45168D104,309000,2000,SH, ,DFND,2015-03-31
52,INTUITIVE SURGICAL INC,COM NEW,46120E602,31564000,62500,SH, ,DFND,2015-03-31
53,INTREPID POTASH INC,COM,46121Y102,982000,85000,SH, ,DFND,2015-03-31
54,ISHARES TR,PUT,464287655,121696000,978500,SH,Put,DFND,2015-03-31
55,JDS UNIPHASE CORP,COM PAR $0.001,46612J507,37178000,2833700,SH, ,DFND,2015-03-31
56,KAR AUCTION SVCS INC,COM,48238T109,95166000,2509000,SH, ,DFND,2015-03-31
57,KB HOME,COM,48666K109,18950000,1213170,SH, ,DFND,2015-03-31
58,LUMBER LIQUIDATORS HLDGS INC,COM,55003T107,35249000,1145200,SH, ,DFND,2015-03-31
59,MACQUARIE INFRASTR CO LLC,MEMBERSHIP INT,55608B105,12952000,157400,SH, ,DFND,2015-03-31
60,MADISON SQUARE GARDEN CO,CL A,55826P100,6069000,71700,SH, ,DFND,2015-03-31
61,MANPOWERGROUP INC,COM,56418H100,16076000,186600,SH, ,DFND,2015-03-31
62,MASTERCARD INC,CL A,57636Q104,29995000,347200,SH, ,DFND,2015-03-31
63,MCKESSON CORP,COM,58155Q103,1629000,7200,SH, ,DFND,2015-03-31
64,MEDNAX INC,COM,58502B106,8418000,116100,SH, ,DFND,2015-03-31
65,MERCK & CO INC NEW,COM,58933Y105,4472000,77800,SH, ,DFND,2015-03-31
66,MOLINA HEALTHCARE INC,COM,60855R100,5773000,85800,SH, ,DFND,2015-03-31
67,MOMENTA PHARMACEUTICALS INC,COM,60877T100,3874000,254900,SH, ,DFND,2015-03-31
68,MONSANTO CO NEW,COM,61166W101,15194000,135010,SH, ,DFND,2015-03-31
69,MYRIAD GENETICS INC,COM,62855J104,5430000,153400,SH, ,DFND,2015-03-31
70,NETFLIX INC,COM,64110L106,2167000,5200,SH, ,DFND,2015-03-31
71,NEUROCRINE BIOSCIENCES INC,COM,64125C109,9260000,233200,SH, ,DFND,2015-03-31
72,NXSTAGE MEDICAL INC,COM,67072V103,17208000,994705,SH, ,DFND,2015-03-31
73,PANERA BREAD CO,CL A,69840W108,12939000,80873,SH, ,DFND,2015-03-31
74,PILGRIMS PRIDE CORP NEW,COM,72147K108,1694000,75000,SH, ,DFND,2015-03-31
75,POTASH CORP SASK INC,COM,73755L107,29006000,899400,SH, ,DFND,2015-03-31
76,PRECISION DRILLING CORP,COM 2010,74022D308,18013000,2841209,SH, ,DFND,2015-03-31
77,PRIMORIS SVCS CORP,COM,74164F103,6783000,394600,SH, ,DFND,2015-03-31
78,QEP RES INC,COM,74733V100,2919000,140000,SH, ,DFND,2015-03-31
79,RANGE RES CORP,COM,75281A109,38510000,740000,SH, ,DFND,2015-03-31
80,SBA COMMUNICATIONS CORP,COM,78388J106,1265000,10800,SH, ,DFND,2015-03-31
81,SM ENERGY CO,COM,78454L100,20129000,389500,SH, ,DFND,2015-03-31
82,SPDR S&P 500 ETF TR,TR UNIT,78462F103,39222000,190000,SH, ,DFND,2015-03-31
83,SPDR S&P 500 ETF TR,CALL,78462F103,51608000,250000,SH,Call,DFND,2015-03-31
84,SPDR S&P 500 ETF TR,PUT,78462F103,765855000,3710000,SH,Put,DFND,2015-03-31
85,SPDR SERIES TRUST,S&P HOMEBUILD,78464A888,29488000,800000,SH, ,DFND,2015-03-31
86,SELECT SECTOR SPDR TR,SBI CONS STPLS,81369Y308,1584000,32500,SH, ,DFND,2015-03-31
87,SELECT SECTOR SPDR TR,SBI CONS DISCR,81369Y407,1884000,25000,SH, ,DFND,2015-03-31
88,SELECT SECTOR SPDR TR,SBI INT-ENERGY,81369Y506,15516000,200000,SH, ,DFND,2015-03-31
89,SELECT SECTOR SPDR TR,SBI INT-FINL,81369Y605,1206000,50000,SH, ,DFND,2015-03-31
90,SELECT SECTOR SPDR TR,SBI INT-UTILS,81369Y886,24659000,555000,SH, ,DFND,2015-03-31
91,SELECT COMFORT CORP,COM,81616X103,16487000,478300,SH, ,DFND,2015-03-31
92,SHIRE PLC,SPONSORED ADR,82481R106,1101000,4600,SH, ,DFND,2015-03-31
93,SHUTTERFLY INC,COM,82568P304,5899000,130400,SH, ,DFND,2015-03-31
94,SIX FLAGS ENTMT CORP NEW,COM,83001A102,35819000,739900,SH, ,DFND,2015-03-31
95,SKYWORKS SOLUTIONS INC,COM,83088M102,2615000,26600,SH, ,DFND,2015-03-31
96,SOLERA HOLDINGS INC,COM,83421A104,3632000,70300,SH, ,DFND,2015-03-31
97,SONIC AUTOMOTIVE INC,CL A,83545G102,5702000,229000,SH, ,DFND,2015-03-31
98,SOUTHERN COPPER CORP,COM,84265V105,11675000,400100,SH, ,DFND,2015-03-31
99,SPECTRANETICS CORP,COM,84760C107,19431000,559000,SH, ,DFND,2015-03-31
100,STARWOOD HOTELS&RESORTS WRLD,COM,85590A401,21468000,257100,SH, ,DFND,2015-03-31
101,TEAM HEALTH HOLDINGS INC,COM,87817A107,1913000,32700,SH, ,DFND,2015-03-31
102,TEMPUR SEALY INTL INC,COM,88023U101,37989000,657936,SH, ,DFND,2015-03-31
103,TENARIS S A,SPONSORED ADR,88031M109,16800000,600000,SH, ,DFND,2015-03-31
104,TESSERA TECHNOLOGIES INC,COM,88164L100,4314000,107100,SH, ,DFND,2015-03-31
105,TRANSCANADA CORP,COM,89353D107,34437000,806100,SH, ,DFND,2015-03-31
106,TREEHOUSE FOODS INC,COM,89469A104,2202000,25900,SH, ,DFND,2015-03-31
107,ULTA SALON COSMETCS & FRAG I,COM,90384S303,8055000,53400,SH, ,DFND,2015-03-31
108,UNITEDHEALTH GROUP INC,COM,91324P102,26012000,219900,SH, ,DFND,2015-03-31
109,UNUM GROUP,COM,91529Y106,20663000,612600,SH, ,DFND,2015-03-31
110,VALERO ENERGY CORP NEW,COM,91913Y100,56310000,885100,SH, ,DFND,2015-03-31
111,VERIFONE SYS INC,COM,92342Y109,13785000,395100,SH, ,DFND,2015-03-31
112,VERISK ANALYTICS INC,CL A,92345Y106,6376000,89300,SH, ,DFND,2015-03-31
113,VERTEX PHARMACEUTICALS INC,COM,92532F100,3445000,29200,SH, ,DFND,2015-03-31
114,VIACOM INC NEW,CL B,92553P201,38255000,560100,SH, ,DFND,2015-03-31
115,VISA INC,COM CL A,92826C839,92424000,1413000,SH, ,DFND,2015-03-31
116,WRIGHT MED GROUP INC,COM,98235T107,3189000,123600,SH, ,DFND,2015-03-31
117,ZIMMER HLDGS INC,COM,98956P102,32541000,276900,SH, ,DFND,2015-03-31
118,ARGO GROUP INTL HLDGS LTD,COM,G0464B107,4824000,96200,SH, ,DFND,2015-03-31
119,ASSURED GUARANTY LTD,COM,G0585R106,1557000,59000,SH, ,DFND,2015-03-31
120,BUNGE LIMITED,COM,G16962105,104416000,1267800,SH, ,DFND,2015-03-31
121,INGERSOLL-RAND PLC,SHS,G47791101,84246000,1237450,SH, ,DFND,2015-03-31
122,MARVELL TECHNOLOGY GROUP LTD,ORD,G5876H105,1629000,110800,SH, ,DFND,2015-03-31
123,SIGNET JEWELERS LIMITED,SHS,G81276100,6384000,46000,SH, ,DFND,2015-03-31
124,UTI WORLDWIDE INC,ORD,G87210103,264000,21500,SH, ,DFND,2015-03-31
125,XL GROUP PLC,SHS,G98290102,14580000,396200,SH, ,DFND,2015-03-31
126,NXP SEMICONDUCTORS N V,COM,N6596X109,17081000,170200,SH, ,DFND,2015-03-31
127,ROYAL CARIBBEAN CRUISES LTD,COM,V7780T103,66084000,807380,SH, ,DFND,2015-03-31
128,AVAGO TECHNOLOGIES LTD,SHS,Y0486S104,47262000,372200,SH, ,DFND,2015-03-31
129,TEEKAY CORPORATION,COM,Y8564W103,49048000,1053200,SH, ,DFND,2015-03-31
130,DANAHER CORP DEL,COM,235851102,52867000,622700,SH, ,DFND,2015-03-31
131,E M C CORP MASS,COM,268648102,4782000,187100,SH, ,DFND,2015-03-31
132,GOLDCORP INC NEW,COM,380956409,11856000,654300,SH, ,DFND,2015-03-31
133,GILEAD SCIENCES INC,COM,375558103,113635000,1158000,SH, ,DFND,2015-03-31
134,GENERAL MTRS CO,COM,37045V100,104408000,2784200,SH, ,DFND,2015-03-31
135,TYSON FOODS INC,CL A,902494103,165868000,4330750,SH, ,DFND,2015-03-31
136,TEXTRON INC,COM,883203101,17422000,393000,SH, ,DFND,2015-03-31
137,UNITED CONTL HLDGS INC,COM,910047109,18877000,280700,SH, ,DFND,2015-03-31
138,COPART INC,COM,217204106,2442000,65000,SH, ,DFND,2015-03-31
139,CROWN HOLDINGS INC,COM,228368106,8256000,152825,SH, ,DFND,2015-03-31
140,CIGNA CORPORATION,COM,125509109,35674000,275600,SH, ,DFND,2015-03-31
141,COCA COLA CO,COM,191216100,46020000,1134900,SH, ,DFND,2015-03-31
142,PERKINELMER INC,COM,714046109,941000,18400,SH, ,DFND,2015-03-31
143,VULCAN MATLS CO,COM,929160109,7713000,91500,SH, ,DFND,2015-03-31
144,BOSTON SCIENTIFIC CORP,COM,101137107,30274000,1705600,SH, ,DFND,2015-03-31
145,PFIZER INC,COM,717081103,15656000,450000,SH, ,DFND,2015-03-31
146,TEVA PHARMACEUTICAL INDS LTD,ADR,881624209,5669000,91000,SH, ,DFND,2015-03-31
147,QUALCOMM INC,COM,747525103,106555000,1536700,SH, ,DFND,2015-03-31
148,CELANESE CORP DEL,COM SER A,150870103,13272000,237600,SH, ,DFND,2015-03-31
149,CANADIAN NAT RES LTD,COM,136385101,2349000,76500,SH, ,DFND,2015-03-31
150,DILLARDS INC,CL A,254067101,1529000,11200,SH, ,DFND,2015-03-31
151,DOW CHEM CO,COM,260543103,45803000,954625,SH, ,DFND,2015-03-31
152,DARDEN RESTAURANTS INC,COM,237194105,3467000,50000,SH, ,DFND,2015-03-31
153,EBAY INC,COM,278642103,2988000,51800,SH, ,DFND,2015-03-31
154,EASTMAN CHEM CO,COM,277432100,18146000,262000,SH, ,DFND,2015-03-31
155,GENERAL DYNAMICS CORP,COM,369550108,41628000,306700,SH, ,DFND,2015-03-31
156,HALLIBURTON CO,COM,406216101,0,2,SH, ,DFND,2015-03-31
157,HANESBRANDS INC,COM,410345102,13675000,408100,SH, ,DFND,2015-03-31
158,HARLEY DAVIDSON INC,COM,412822108,26659000,438900,SH, ,DFND,2015-03-31
159,HONEYWELL INTL INC,COM,438516106,8679000,83200,SH, ,DFND,2015-03-31
160,KOHLS CORP,COM,500255104,38123000,487200,SH, ,DFND,2015-03-31
161,NOBLE ENERGY INC,COM,655044105,158558000,3242500,SH, ,DFND,2015-03-31
162,OCEANEERING INTL INC,COM,675232102,12566000,233000,SH, ,DFND,2015-03-31
163,OCCIDENTAL PETE CORP DEL,COM,674599105,23397000,320500,SH, ,DFND,2015-03-31
164,PIONEER NAT RES CO,COM,723787107,35972000,220000,SH, ,DFND,2015-03-31
165,ROSS STORES INC,COM,778296103,11084000,105200,SH, ,DFND,2015-03-31
166,RELIANCE STEEL & ALUMINUM CO,COM,759509102,1405000,23000,SH, ,DFND,2015-03-31
167,STARBUCKS CORP,COM,855244109,5682000,60000,SH, ,DFND,2015-03-31
168,STAPLES INC,COM,855030102,40755000,2502600,SH, ,DFND,2015-03-31
169,STEEL DYNAMICS INC,COM,858119100,32252000,1604600,SH, ,DFND,2015-03-31
170,SUNCOR ENERGY INC NEW,COM,867224107,188909000,6459700,SH, ,DFND,2015-03-31
171,SOUTHWESTERN ENERGY CO,COM,845467109,111041000,4788300,SH, ,DFND,2015-03-31
172,STRYKER CORP,COM,863667101,7841000,85000,SH, ,DFND,2015-03-31
173,TEREX CORP NEW,COM,880779103,3590000,135000,SH, ,DFND,2015-03-31
174,TIME WARNER INC,COM NEW,887317303,93940000,1112500,SH, ,DFND,2015-03-31
175,URBAN OUTFITTERS INC,COM,917047102,11193000,245200,SH, ,DFND,2015-03-31
176,V F CORP,COM,918204108,806000,10700,SH, ,DFND,2015-03-31
177,VMWARE INC,CL A COM,928563402,14221000,173400,SH, ,DFND,2015-03-31
178,WHOLE FOODS MKT INC,COM,966837106,44268000,850000,SH, ,DFND,2015-03-31
179,YUM BRANDS INC,COM,988498101,10918000,138700,SH, ,DFND,2015-03-31
180,NAVISTAR INTL CORP NEW,COM,63934E108,115000,3900,SH, ,DFND,2015-03-31
181,HUNT J B TRANS SVCS INC,COM,445658107,5132000,60100,SH, ,DFND,2015-03-31
182,LYONDELLBASELL INDUSTRIES N,SHS - A -,N53745100,2634000,30000,SH, ,DFND,2015-03-31
183,PACKAGING CORP AMER,COM,695156109,29027000,371240,SH, ,DFND,2015-03-31
184,CASEYS GEN STORES INC,COM,147528103,1352000,15000,SH, ,DFND,2015-03-31
185,CATERPILLAR INC DEL,COM,149123101,2641000,33000,SH, ,DFND,2015-03-31
186,NEWFIELD EXPL CO,COM,651290108,99592000,2838200,SH, ,DFND,2015-03-31
187,ROYAL DUTCH SHELL PLC,SPONS ADR A,780259206,69027000,1157200,SH, ,DFND,2015-03-31
188,SUPERIOR ENERGY SVCS INC,COM,868157108,13739000,615000,SH, ,DFND,2015-03-31
189,ULTRA PETROLEUM CORP,COM,903914109,2063000,132000,SH, ,DFND,2015-03-31
190,WILLIAMS COS INC DEL,COM,969457100,11094000,219300,SH, ,DFND,2015-03-31
191,HARTFORD FINL SVCS GROUP INC,COM,416515104,2275000,54400,SH, ,DFND,2015-03-31
192,MARATHON OIL CORP,COM,565849106,132759000,5084600,SH, ,DFND,2015-03-31
193,COMMERCIAL METALS CO,COM,201723103,8097000,500100,SH, ,DFND,2015-03-31
194,CSX CORP,COM,126408103,72119000,2177500,SH, ,DFND,2015-03-31
195,DICKS SPORTING GOODS INC,COM,253393102,45073000,790900,SH, ,DFND,2015-03-31
196,HUMANA INC,COM,444859102,5536000,31100,SH, ,DFND,2015-03-31
197,LOWES COS INC,COM,548661107,17496000,235190,SH, ,DFND,2015-03-31
198,MEAD JOHNSON NUTRITION CO,COM,582839106,82776000,823400,SH, ,DFND,2015-03-31
199,PPG INDS INC,COM,693506107,20825000,92335,SH, ,DFND,2015-03-31
200,CIMAREX ENERGY CO,COM,171798101,37473000,325600,SH, ,DFND,2015-03-31
201,YAHOO INC,COM,984332106,37112000,835200,SH, ,DFND,2015-03-31
202,PEPSICO INC,COM,713448108,24287000,254000,SH, ,DFND,2015-03-31
203,NIKE INC,CL B,654106103,3772000,37600,SH, ,DFND,2015-03-31
204,MCDONALDS CORP,COM,580135101,4005000,41100,SH, ,DFND,2015-03-31
205,SHERWIN WILLIAMS CO,COM,824348106,9787000,34400,SH, ,DFND,2015-03-31
206,TARGET CORP,COM,87612E106,26829000,326900,SH, ,DFND,2015-03-31
207,ELECTRONIC ARTS INC,COM,285512109,18833000,320200,SH, ,DFND,2015-03-31
208,WESTERN DIGITAL CORP,COM,958102105,1893000,20800,SH, ,DFND,2015-03-31
209,LOCKHEED MARTIN CORP,COM,539830109,17292000,85200,SH, ,DFND,2015-03-31
210,DISNEY WALT CO,COM DISNEY,254687106,16069000,153200,SH, ,DFND,2015-03-31
211,TIFFANY & CO NEW,COM,886547108,3696000,42000,SH, ,DFND,2015-03-31
212,CHESAPEAKE ENERGY CORP,COM,165167107,24756000,1748300,SH, ,DFND,2015-03-31
213,CITRIX SYS INC,COM,177376100,16849000,263800,SH, ,DFND,2015-03-31
214,PRECISION CASTPARTS CORP,COM,740189105,41916000,199600,SH, ,DFND,2015-03-31
215,UNION PAC CORP,COM,907818108,43079000,397735,SH, ,DFND,2015-03-31
216,ECOLAB INC,COM,278865100,2860000,25000,SH, ,DFND,2015-03-31
217,JOHNSON CTLS INC,COM,478366107,39525000,783600,SH, ,DFND,2015-03-31
218,L-3 COMMUNICATIONS HLDGS INC,COM,502424104,30819000,245000,SH, ,DFND,2015-03-31
219,UNITED PARCEL SERVICE INC,CL B,911312106,34103000,351800,SH, ,DFND,2015-03-31
220,INTUIT,COM,461202103,5759000,59400,SH, ,DFND,2015-03-31
221,BRISTOL MYERS SQUIBB CO,COM,110122108,40048000,620900,SH, ,DFND,2015-03-31
222,EXPEDITORS INTL WASH INC,COM,302130109,679000,14100,SH, ,DFND,2015-03-31
223,FLUOR CORP NEW,COM,343412102,4087000,71500,SH, ,DFND,2015-03-31
224,CARMAX INC,COM,143130102,71398000,1034600,SH, ,DFND,2015-03-31
225,LORILLARD INC,COM,544147101,3653000,55900,SH, ,DFND,2015-03-31
226,SOUTHWEST AIRLS CO,COM,844741108,3030000,68400,SH, ,DFND,2015-03-31
227,MOODYS CORP,COM,615369105,4090000,39400,SH, ,DFND,2015-03-31
228,MCGRAW HILL FINL INC,COM,580645109,1747000,16900,SH, ,DFND,2015-03-31
229,MICRON TECHNOLOGY INC,COM,595112103,1899000,70000,SH, ,DFND,2015-03-31
230,ONEOK INC NEW,COM,682680103,38886000,806100,SH, ,DFND,2015-03-31
231,PALL CORP,COM,696429307,12218000,121709,SH, ,DFND,2015-03-31
232,QUANTA SVCS INC,COM,74762E102,133466000,4678100,SH, ,DFND,2015-03-31
233,ZIONS BANCORPORATION,COM,989701107,22494000,833100,SH, ,DFND,2015-03-31
234,KINDRED HEALTHCARE INC,COM,494580103,5905000,248200,SH, ,DFND,2015-03-31
235,BOYD GAMING CORP,COM,103304101,2716000,191300,SH, ,DFND,2015-03-31
236,COCA COLA ENTERPRISES INC NE,COM,19122T109,3753000,84900,SH, ,DFND,2015-03-31
237,MGM RESORTS INTERNATIONAL,COM,552953101,3125000,148600,SH, ,DFND,2015-03-31
238,PENN NATL GAMING INC,COM,707569109,7918000,505600,SH, ,DFND,2015-03-31
239,NUVASIVE INC,COM,670704105,20134000,437800,SH, ,DFND,2015-03-31
240,AMERICAN EAGLE OUTFITTERS NE,COM,02553E106,28684000,1679400,SH, ,DFND,2015-03-31
241,CON-WAY INC,COM,205944101,21764000,493174,SH, ,DFND,2015-03-31
242,CROCS INC,COM,227046109,23981000,2030600,SH, ,DFND,2015-03-31
243,DEVRY ED GROUP INC,COM,251893103,40192000,1204800,SH, ,DFND,2015-03-31
244,BRINKER INTL INC,COM,109641100,5676000,92200,SH, ,DFND,2015-03-31
245,ENCANA CORP,COM,292505104,28811000,2583000,SH, ,DFND,2015-03-31
246,ISHARES TR,MSCI EMG MKT ETF,464287234,803000,20000,SH, ,DFND,2015-03-31
247,ELDORADO GOLD CORP NEW,COM,284902103,3110000,677600,SH, ,DFND,2015-03-31
248,LULULEMON ATHLETICA INC,COM,550021109,32768000,511834,SH, ,DFND,2015-03-31
249,CHILDRENS PL INC,COM,168905107,571000,8900,SH, ,DFND,2015-03-31
250,RIO TINTO PLC,SPONSORED ADR,767204100,56925000,1375000,SH, ,DFND,2015-03-31
251,SPIRIT AEROSYSTEMS HLDGS INC,COM CL A,848574109,13214000,253100,SH, ,DFND,2015-03-31
252,ISHARES TR,U.S. REAL ES ETF,464287739,27762000,350000,SH, ,DFND,2015-03-31
253,CABOT OIL & GAS CORP,COM,127097103,13351000,452100,SH, ,DFND,2015-03-31
254,OSHKOSH CORP,COM,688239201,6587000,135000,SH, ,DFND,2015-03-31
255,CHICOS FAS INC,COM,168615102,3066000,173300,SH, ,DFND,2015-03-31
256,DOLLAR TREE INC,COM,256746108,165981000,2045488,SH, ,DFND,2015-03-31
257,JARDEN CORP,COM,471109108,936000,17700,SH, ,DFND,2015-03-31
258,MENS WEARHOUSE INC,COM,587118100,17106000,327700,SH, ,DFND,2015-03-31
259,CABELAS INC,COM,126804301,53231000,950900,SH, ,DFND,2015-03-31
260,DOLLAR GEN CORP NEW,COM,256677105,156794000,2080051,SH, ,DFND,2015-03-31
261,EDWARDS LIFESCIENCES CORP,COM,28176E108,34105000,239400,SH, ,DFND,2015-03-31
262,RACKSPACE HOSTING INC,COM,750086100,94678000,1835200,SH, ,DFND,2015-03-31
263,LENNOX INTL INC,COM,526107107,7997000,71600,SH, ,DFND,2015-03-31
264,CHEESECAKE FACTORY INC,COM,163072101,913000,18500,SH, ,DFND,2015-03-31
265,REGIS CORP MINN,COM,758932107,10662000,651700,SH, ,DFND,2015-03-31
266,SKECHERS U S A INC,CL A,830566105,7551000,105000,SH, ,DFND,2015-03-31
267,SCOTTS MIRACLE GRO CO,CL A,810186106,32457000,483200,SH, ,DFND,2015-03-31
268,TEXAS ROADHOUSE INC,COM,882681109,7107000,195100,SH, ,DFND,2015-03-31
269,TRINA SOLAR LIMITED,SPON ADR,89628E104,5529000,457300,SH, ,DFND,2015-03-31
270,OREXIGEN THERAPEUTICS INC,COM,686164104,16038000,2048300,SH, ,DFND,2015-03-31
271,ON SEMICONDUCTOR CORP,COM,682189105,1717000,141800,SH, ,DFND,2015-03-31
272,LANDSTAR SYS INC,COM,515098101,10152000,153125,SH, ,DFND,2015-03-31
273,HUB GROUP INC,CL A,443320106,912000,23200,SH, ,DFND,2015-03-31
274,KNIGHT TRANSN INC,COM,499064103,4360000,135200,SH, ,DFND,2015-03-31
275,OLD DOMINION FGHT LINES INC,COM,679580100,6795000,87900,SH, ,DFND,2015-03-31
276,RPC INC,COM,749660106,15796000,1233100,SH, ,DFND,2015-03-31
277,WABTEC CORP,COM,929740108,3468000,36500,SH, ,DFND,2015-03-31
278,CINTAS CORP,COM,172908105,35027000,429100,SH, ,DFND,2015-03-31
279,FORTINET INC,COM,34959E109,4320000,123600,SH, ,DFND,2015-03-31
280,GARTNER INC,COM,366651107,8217000,98000,SH, ,DFND,2015-03-31
281,FLEETCOR TECHNOLOGIES INC,COM,339041105,3018000,20000,SH, ,DFND,2015-03-31
282,CNOOC LTD,SPONSORED ADR,126132109,11161000,78700,SH, ,DFND,2015-03-31
283,LEAR CORP,COM NEW,521865204,10617000,95800,SH, ,DFND,2015-03-31
284,CENTURY ALUM CO,COM,156431108,1700000,123200,SH, ,DFND,2015-03-31
285,ILLUMINA INC,COM,452327109,3713000,20000,SH, ,DFND,2015-03-31
286,MOHAWK INDS INC,COM,608190104,70641000,380300,SH, ,DFND,2015-03-31
287,TENNECO INC,COM,880349105,3594000,62600,SH, ,DFND,2015-03-31
288,VALSPAR CORP,COM,920355104,23537000,280100,SH, ,DFND,2015-03-31
289,GOODYEAR TIRE & RUBR CO,COM,382550101,59940000,2213450,SH, ,DFND,2015-03-31
290,WHITING PETE CORP NEW,COM,966387102,133510000,4320716,SH, ,DFND,2015-03-31
291,BRUKER CORP,COM,116794108,3476000,188200,SH, ,DFND,2015-03-31
292,CYPRESS SEMICONDUCTOR CORP,COM,232806109,3448000,244400,SH, ,DFND,2015-03-31
293,DELTA AIR LINES INC DEL,COM NEW,247361702,32960000,733100,SH, ,DFND,2015-03-31
