,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
19,AETNA INC NEW,COM,00817Y108,19525000,128600,SH, ,DFND,2017-06-30
20,AGILENT TECHNOLOGIES INC,COM,00846U101,77498000,1306668,SH, ,DFND,2017-06-30
21,AGIOS PHARMACEUTICALS INC,COM,00847X104,10444000,203000,SH, ,DFND,2017-06-30
22,AGRIUM INC,COM,008916108,25357000,280215,SH, ,DFND,2017-06-30
23,AIMMUNE THERAPEUTICS INC,COM,00900T107,20483000,996232,SH, ,DFND,2017-06-30
24,AIR PRODS & CHEMS INC,COM,009158106,85458000,597361,SH, ,DFND,2017-06-30
25,AK STL HLDG CORP,COM,001547108,3886000,591477,SH, ,DFND,2017-06-30
26,AK STL HLDG CORP,COM,001547108,1971000,300000,SH,Call,DFND,2017-06-30
27,ALASKA AIR GROUP INC,COM,011659109,17714000,197354,SH, ,DFND,2017-06-30
28,ALASKA AIR GROUP INC,COM,011659109,8976000,100000,SH,Call,DFND,2017-06-30
29,ALBEMARLE CORP,COM,012653101,1583000,15000,SH, ,DFND,2017-06-30
30,ALBIREO PHARMA INC,COM,01345P106,320000,15542,SH, ,DFND,2017-06-30
31,ALDER BIOPHARMACEUTICALS INC,COM,014339105,3089000,269800,SH, ,DFND,2017-06-30
32,ALERE INC,COM,01449J105,1225000,24400,SH, ,DFND,2017-06-30
33,ALEXION PHARMACEUTICALS INC,COM,015351109,51418000,422600,SH, ,DFND,2017-06-30
34,ALEXION PHARMACEUTICALS INC,COM,015351109,24334000,200000,SH,Call,DFND,2017-06-30
35,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,107618000,763787,SH, ,DFND,2017-06-30
36,ALIBABA GROUP HLDG LTD,SPONSORED ADS,01609W102,79256000,562500,SH,Call,DFND,2017-06-30
37,ALKERMES PLC,SHS,G01767105,5565000,96000,SH, ,DFND,2017-06-30
38,ALLSCRIPTS HEALTHCARE SOLUTN,COM,01988P108,7107000,557000,SH, ,DFND,2017-06-30
39,ALLSTATE CORP,COM,020002101,15965000,180519,SH, ,DFND,2017-06-30
40,ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,3988000,50000,SH, ,DFND,2017-06-30
41,ALON USA ENERGY INC,COM,020520102,357000,26800,SH, ,DFND,2017-06-30
42,ALPHABET INC,CAP STK CL A,02079K305,244409000,262896,SH, ,DFND,2017-06-30
43,ALPHABET INC,CAP STK CL A,02079K305,111562000,120000,SH,Call,DFND,2017-06-30
44,ALPHABET INC,CAP STK CL C,02079K107,126223000,138900,SH, ,DFND,2017-06-30
45,ALPS ETF TR,ALERIAN MLP,00162Q866,3588000,300000,SH,Put,DFND,2017-06-30
46,ALTABA INC,COM,021346101,123145000,2260363,SH, ,DFND,2017-06-30
47,ALTICE USA INC,CL A,02156K103,8366000,259009,SH, ,DFND,2017-06-30
48,AMARIN CORP PLC,SPONS ADR NEW,023111206,2923000,725200,SH, ,DFND,2017-06-30
49,AMAZON COM INC,COM,023135106,99379000,102664,SH, ,DFND,2017-06-30
50,AMAZON COM INC,COM,023135106,96800000,100000,SH,Call,DFND,2017-06-30
51,AMC ENTMT HLDGS INC,CL A COM,00165C104,1643000,72200,SH, ,DFND,2017-06-30
52,AMEDISYS INC,COM,023436108,12562000,200000,SH,Put,DFND,2017-06-30
53,AMERICAN AIRLS GROUP INC,COM,02376R102,24667000,490200,SH, ,DFND,2017-06-30
54,AMERICAN AXLE & MFG HLDGS IN,COM,024061103,2812000,180253,SH, ,DFND,2017-06-30
55,AMERICAN AXLE & MFG HLDGS IN,COM,024061103,1560000,100000,SH,Put,DFND,2017-06-30
56,AMERICAN EQTY INVT LIFE HLD,COM,025676206,10972000,417500,SH, ,DFND,2017-06-30
57,AMERICAN EXPRESS CO,COM,025816109,28276000,335664,SH, ,DFND,2017-06-30
58,AMERICAN FINL GROUP INC OHIO,COM,025932104,9997000,100600,SH, ,DFND,2017-06-30
59,AMERICAN INTL GROUP INC,COM NEW,026874784,4752000,76000,SH, ,DFND,2017-06-30
60,AMERICAN OUTDOOR BRANDS CORP,COM,02874P103,2338000,105500,SH, ,DFND,2017-06-30
61,AMETEK INC NEW,COM,031100100,6328000,104470,SH, ,DFND,2017-06-30
62,AMICUS THERAPEUTICS INC,COM,03152W109,18862000,1873100,SH, ,DFND,2017-06-30
63,AMICUS THERAPEUTICS INC,COM,03152W109,10574000,1050000,SH,Call,DFND,2017-06-30
64,AMKOR TECHNOLOGY INC,COM,031652100,17579000,1799300,SH, ,DFND,2017-06-30
65,AMPHASTAR PHARMACEUTICALS IN,COM,03209R103,3126000,175000,SH, ,DFND,2017-06-30
66,ANADARKO PETE CORP,COM,032511107,56109000,1237514,SH, ,DFND,2017-06-30
67,ANSYS INC,COM,03662Q105,815000,6700,SH, ,DFND,2017-06-30
68,ANTERO MIDSTREAM GP LP,COM SHS REPSTG,03675Y103,20462000,930915,SH, ,DFND,2017-06-30
69,AON PLC,SHS CL A,G0408V102,21265000,159948,SH, ,DFND,2017-06-30
70,APPIAN CORP,CL A,03782L101,186000,10233,SH, ,DFND,2017-06-30
71,APPLE INC,COM,037833100,94847000,658571,SH, ,DFND,2017-06-30
72,APPLE INC,COM,037833100,50407000,350000,SH,Call,DFND,2017-06-30
73,APPLIED MATLS INC,COM,038222105,2834000,68600,SH, ,DFND,2017-06-30
74,APTARGROUP INC,COM,038336103,1312000,15100,SH, ,DFND,2017-06-30
75,ARCH CAP GROUP LTD,ORD,G0450A105,18126000,194300,SH, ,DFND,2017-06-30
76,ARCH COAL INC,CL A,039380407,2554000,37400,SH, ,DFND,2017-06-30
77,ARMOUR RESIDENTIAL REIT INC,COM NEW,042315507,429000,17177,SH, ,DFND,2017-06-30
78,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,4370000,95000,SH, ,DFND,2017-06-30
79,ARRAY BIOPHARMA INC,COM,04269X105,20138000,2406000,SH, ,DFND,2017-06-30
80,ARRIS INTL INC,SHS,G0551A103,7896000,281815,SH, ,DFND,2017-06-30
81,ASBURY AUTOMOTIVE GROUP INC,COM,043436104,4552000,80500,SH, ,DFND,2017-06-30
82,ASHLAND GLOBAL HLDGS INC,COM,044186104,5286000,80200,SH, ,DFND,2017-06-30
83,ASPEN INSURANCE HOLDINGS LTD,SHS,G05384105,14427000,289400,SH, ,DFND,2017-06-30
84,ASTRAZENECA PLC,SPONSORED ADR,046353108,20560000,603108,SH, ,DFND,2017-06-30
85,AT&T INC,COM,00206R102,197388000,5231600,SH,Put,DFND,2017-06-30
86,ATHENE HLDG LTD,CL A,G0684D107,61076000,1231131,SH, ,DFND,2017-06-30
87,ATRICURE INC,COM,04963C209,3329000,137296,SH, ,DFND,2017-06-30
88,ATWOOD OCEANICS INC,COM,050095108,170000,20800,SH, ,DFND,2017-06-30
89,AUDENTES THERAPEUTICS INC,COM,05070R104,6129000,320393,SH, ,DFND,2017-06-30
90,AUTODESK INC,COM,052769106,3455000,34268,SH, ,DFND,2017-06-30
91,AUTOMATIC DATA PROCESSING IN,COM,053015103,122952000,1200000,SH,Put,DFND,2017-06-30
92,AUTONATION INC,COM,05329W102,2108000,50000,SH,Put,DFND,2017-06-30
93,AVEO PHARMACEUTICALS INC,COM,053588109,6660000,3000000,SH, ,DFND,2017-06-30
94,AVERY DENNISON CORP,COM,053611109,27872000,315400,SH, ,DFND,2017-06-30
95,AVEXIS INC,COM,05366U100,74410000,905667,SH, ,DFND,2017-06-30
96,AVIS BUDGET GROUP,COM,053774105,2045000,74994,SH, ,DFND,2017-06-30
97,AXALTA COATING SYS LTD,COM,G0750C108,13381000,417622,SH, ,DFND,2017-06-30
98,B & G FOODS INC NEW,COM,05508R106,1307000,36700,SH, ,DFND,2017-06-30
99,BAIDU INC,SPON ADR REP A,056752108,8317000,46500,SH, ,DFND,2017-06-30
100,BANK AMER CORP,COM,060505104,7084000,292000,SH, ,DFND,2017-06-30
101,BANK AMER CORP,COM,060505104,17589000,725000,SH,Call,DFND,2017-06-30
102,BANK AMER CORP,COM,060505104,19408000,800000,SH,Put,DFND,2017-06-30
103,BANK OF NT BUTTERFIELD&SON L,SHS NEW,G0772R208,16112000,472498,SH, ,DFND,2017-06-30
104,BARCLAYS BK PLC,IPATH S&P500 VIX,06740Q252,6527000,511500,SH,Call,DFND,2017-06-30
105,BARRICK GOLD CORP,COM,067901108,7018000,441100,SH, ,DFND,2017-06-30
106,BASIC ENERGY SVCS INC NEW,COM NEW,06985P209,2266000,91000,SH, ,DFND,2017-06-30
107,BB&T CORP,COM,054937107,9255000,203800,SH, ,DFND,2017-06-30
108,BENEFITFOCUS INC,COM,08180D106,4053000,111500,SH, ,DFND,2017-06-30
109,BERKLEY W R CORP,COM,084423102,8688000,125600,SH, ,DFND,2017-06-30
110,BERRY GLOBAL GROUP INC,COM,08579W103,14338000,251500,SH, ,DFND,2017-06-30
111,BGC PARTNERS INC,CL A,05541T101,520000,41100,SH, ,DFND,2017-06-30
112,BIG LOTS INC,COM,089302103,2795000,57859,SH, ,DFND,2017-06-30
113,BIOGEN INC,COM,09062X103,242081000,892101,SH, ,DFND,2017-06-30
114,BJS RESTAURANTS INC,COM,09180C106,2004000,53800,SH, ,DFND,2017-06-30
115,BJS RESTAURANTS INC,COM,09180C106,5588000,150000,SH,Call,DFND,2017-06-30
116,BLACKHAWK NETWORK HLDGS INC,COM,09238E104,41459000,950900,SH, ,DFND,2017-06-30
117,BLACKROCK INC,COM,09247X101,23382000,55354,SH, ,DFND,2017-06-30
118,BLOOMIN BRANDS INC,COM,094235108,2796000,131700,SH, ,DFND,2017-06-30
119,BLUEPRINT MEDICINES CORP,COM,09627Y109,20172000,398108,SH, ,DFND,2017-06-30
120,BMC STK HLDGS INC,COM,05591B109,7620000,348727,SH, ,DFND,2017-06-30
121,BOB EVANS FARMS INC,COM,096761101,25902000,360600,SH, ,DFND,2017-06-30
122,BOEING CO,COM,097023105,13902000,70300,SH, ,DFND,2017-06-30
123,BOSTON SCIENTIFIC CORP,COM,101137107,29037000,1047500,SH, ,DFND,2017-06-30
124,BOX INC,CL A,10316T104,10123000,555000,SH, ,DFND,2017-06-30
125,BOYD GAMING CORP,COM,103304101,83972000,3384584,SH, ,DFND,2017-06-30
126,BP PLC,SPONSORED ADR,055622104,24643000,711192,SH, ,DFND,2017-06-30
127,BRISTOL MYERS SQUIBB CO,COM,110122108,5572000,100000,SH, ,DFND,2017-06-30
128,BRISTOL MYERS SQUIBB CO,COM,110122108,11144000,200000,SH,Call,DFND,2017-06-30
129,BRISTOL MYERS SQUIBB CO,COM,110122108,27860000,500000,SH,Put,DFND,2017-06-30
130,BROADCOM LTD,SHS,Y09827109,59755000,256403,SH, ,DFND,2017-06-30
131,BROADSOFT INC,COM,11133B409,15068000,350000,SH, ,DFND,2017-06-30
132,BROOKDALE SR LIVING INC,COM,112463104,39754000,2702530,SH, ,DFND,2017-06-30
133,BROOKS AUTOMATION INC,COM,114340102,7633000,351900,SH, ,DFND,2017-06-30
134,BROWN & BROWN INC,COM,115236101,495000,11500,SH, ,DFND,2017-06-30
135,BRUKER CORP,COM,116794108,17783000,616600,SH, ,DFND,2017-06-30
136,BRUNSWICK CORP,COM,117043109,23072000,367800,SH, ,DFND,2017-06-30
137,BUILD A BEAR WORKSHOP,COM,120076104,25954000,2483676,SH, ,DFND,2017-06-30
138,BUILDERS FIRSTSOURCE INC,COM,12008R107,2823000,184300,SH, ,DFND,2017-06-30
139,BUNGE LIMITED,COM,G16962105,14152000,189700,SH, ,DFND,2017-06-30
140,BUNGE LIMITED,COM,G16962105,7460000,100000,SH,Call,DFND,2017-06-30
141,BURLINGTON STORES INC,COM,122017106,11572000,125800,SH, ,DFND,2017-06-30
142,BWX TECHNOLOGIES INC,COM,05605H100,605000,12400,SH, ,DFND,2017-06-30
143,BYLINE BANCORP INC,COM,124411109,1003000,50000,SH, ,DFND,2017-06-30
144,C&J ENERGY SVCS INC NEW,COM,12674R100,19054000,556000,SH, ,DFND,2017-06-30
145,CABOT OIL & GAS CORP,COM,127097103,700000,27900,SH, ,DFND,2017-06-30
146,CACI INTL INC,CL A,127190304,8529000,68202,SH, ,DFND,2017-06-30
147,CAESARS ENTMT CORP,COM,127686103,25376000,2114700,SH, ,DFND,2017-06-30
148,CAL MAINE FOODS INC,COM NEW,128030202,962000,24300,SH, ,DFND,2017-06-30
149,CALAVO GROWERS INC,COM,128246105,23760000,344100,SH, ,DFND,2017-06-30
150,CALERES INC,COM,129500104,24821000,893500,SH, ,DFND,2017-06-30
151,CALLAWAY GOLF CO,COM,131193104,4428000,346500,SH, ,DFND,2017-06-30
152,CALLON PETE CO DEL,COM,13123X102,7045000,664000,SH, ,DFND,2017-06-30
153,CAMPING WORLD HLDGS INC,CL A,13462K109,1718000,55700,SH, ,DFND,2017-06-30
154,CANADA GOOSE HOLDINGS INC,SHS SUB VTG,135086106,12488000,632300,SH, ,DFND,2017-06-30
155,CANADIAN NAT RES LTD,COM,136385101,18702000,647972,SH, ,DFND,2017-06-30
156,CANADIAN NATL RY CO,COM,136375102,5309000,65500,SH, ,DFND,2017-06-30
157,CANADIAN PAC RY LTD,COM,13645T100,117148000,728450,SH, ,DFND,2017-06-30
158,CAPITAL ONE FINL CORP,COM,14040H105,41318000,500100,SH, ,DFND,2017-06-30
159,CAPITAL SR LIVING CORP,COM,140475104,5360000,352427,SH, ,DFND,2017-06-30
160,CARA THERAPEUTICS INC,COM,140755109,385000,25000,SH, ,DFND,2017-06-30
161,CARA THERAPEUTICS INC,COM,140755109,385000,25000,SH,Put,DFND,2017-06-30
162,CARDINAL HEALTH INC,COM,14149Y108,49413000,634145,SH, ,DFND,2017-06-30
163,CARDIOVASCULAR SYS INC DEL,COM,141619106,6510000,201990,SH, ,DFND,2017-06-30
164,CARMAX INC,COM,143130102,43006000,681984,SH, ,DFND,2017-06-30
165,CARMAX INC,COM,143130102,8986000,142500,SH,Call,DFND,2017-06-30
166,CARNIVAL CORP,UNIT 99/99/9999,143658300,45995000,701464,SH, ,DFND,2017-06-30
167,CARPENTER TECHNOLOGY CORP,COM,144285103,286000,7650,SH, ,DFND,2017-06-30
168,CARRIZO OIL & GAS INC,COM,144577103,29736000,1707000,SH, ,DFND,2017-06-30
169,CARTER INC,COM,146229109,7623000,85700,SH, ,DFND,2017-06-30
170,CASEYS GEN STORES INC,COM,147528103,45889000,428426,SH, ,DFND,2017-06-30
171,CASEYS GEN STORES INC,COM,147528103,21422000,200000,SH,Call,DFND,2017-06-30
172,CATERPILLAR INC DEL,COM,149123101,12535000,116652,SH, ,DFND,2017-06-30
173,CDK GLOBAL INC,COM,12508E101,2954000,47600,SH, ,DFND,2017-06-30
174,CELANESE CORP DEL,COM SER A,150870103,24576000,258858,SH, ,DFND,2017-06-30
175,CELGENE CORP,COM,151020104,25974000,200000,SH,Put,DFND,2017-06-30
176,CENTERPOINT ENERGY INC,COM,15189T107,1566000,57200,SH, ,DFND,2017-06-30
177,CENTURYLINK INC,COM,156700106,6946000,290889,SH, ,DFND,2017-06-30
178,CHARTER COMMUNICATIONS INC N,CL A,16119P108,16843000,50000,SH,Put,DFND,2017-06-30
179,CHENIERE ENERGY INC,COM NEW,16411R208,5123000,105167,SH, ,DFND,2017-06-30
180,CHEVRON CORP NEW,COM,166764100,15337000,147000,SH, ,DFND,2017-06-30
181,CHINA LODGING GROUP LTD,SPONSORED ADR,16949N109,1597000,19800,SH, ,DFND,2017-06-30
182,CHURCH & DWIGHT INC,COM,171340102,2132000,41100,SH, ,DFND,2017-06-30
183,CIGNA CORPORATION,COM,125509109,23753000,141900,SH, ,DFND,2017-06-30
184,CIMAREX ENERGY CO,COM,171798101,98669000,1049563,SH, ,DFND,2017-06-30
185,CITIGROUP INC,COM NEW,172967424,36784000,550000,SH,Call,DFND,2017-06-30
186,CITIGROUP INC,COM NEW,172967424,23408000,350000,SH,Put,DFND,2017-06-30
187,CITIZENS FINL GROUP INC,COM,174610105,1738000,48700,SH, ,DFND,2017-06-30
188,CLOROX CO DEL,COM,189054109,1519000,11400,SH, ,DFND,2017-06-30
189,CLOVIS ONCOLOGY INC,COM,189464100,2809000,30000,SH, ,DFND,2017-06-30
190,CLUBCORP HLDGS INC,COM,18948M108,282000,21500,SH, ,DFND,2017-06-30
191,CME GROUP INC,COM,12572Q105,7518000,60032,SH, ,DFND,2017-06-30
192,CNH INDL N V,SHS,N20944109,246000,21600,SH, ,DFND,2017-06-30
193,COLFAX CORP,COM,194014106,84247000,2139879,SH, ,DFND,2017-06-30
194,COLFAX CORP,COM,194014106,27559000,700000,SH,Call,DFND,2017-06-30
195,COMCAST CORP NEW,CL A,20030N101,142347000,3657421,SH, ,DFND,2017-06-30
196,COMMERCIAL METALS CO,COM,201723103,1879000,96700,SH, ,DFND,2017-06-30
197,COMMSCOPE HLDG CO INC,COM,20337X109,19645000,516567,SH, ,DFND,2017-06-30
198,CONCHO RES INC,COM,20605P101,12578000,103500,SH, ,DFND,2017-06-30
199,CONDUENT INC,COM,206787103,26943000,1690300,SH, ,DFND,2017-06-30
200,CONNS INC,COM,208242107,21902000,1146679,SH, ,DFND,2017-06-30
201,CONOCOPHILLIPS,COM,20825C104,7544000,171600,SH, ,DFND,2017-06-30
202,CONSOL ENERGY INC,COM,20854P109,13081000,875600,SH, ,DFND,2017-06-30
203,CONSTELLATION BRANDS INC,CL A,21036P108,177470000,916068,SH, ,DFND,2017-06-30
204,CONTINENTAL RESOURCES INC,COM,212015101,103401000,3198308,SH, ,DFND,2017-06-30
205,COOPER TIRE & RUBR CO,COM,216831107,7707000,213500,SH, ,DFND,2017-06-30
206,COPA HOLDINGS SA,CL A,P31076105,1018000,8700,SH, ,DFND,2017-06-30
207,CORBUS PHARMACEUTICALS HLDGS,COM,21833P103,1191000,189060,SH, ,DFND,2017-06-30
208,CORVUS PHARMACEUTICALS INC,COM,221015100,2812000,232383,SH, ,DFND,2017-06-30
209,COUPA SOFTWARE INC,COM,22266L106,2052000,70800,SH, ,DFND,2017-06-30
210,CSRA INC,COM,12650T104,7903000,248900,SH, ,DFND,2017-06-30
211,CSX CORP,COM,126408103,17339000,317800,SH, ,DFND,2017-06-30
212,CURIS INC,COM,231269101,1725000,912721,SH, ,DFND,2017-06-30
213,CVS HEALTH CORP,COM,126650100,15464000,192200,SH, ,DFND,2017-06-30
214,CVS HEALTH CORP,COM,126650100,8046000,100000,SH,Call,DFND,2017-06-30
215,D R HORTON INC,COM,23331A109,1729000,50000,SH, ,DFND,2017-06-30
216,DANAHER CORP DEL,COM,235851102,58829000,697114,SH, ,DFND,2017-06-30
217,DARDEN RESTAURANTS INC,COM,237194105,1103000,12200,SH, ,DFND,2017-06-30
218,DARLING INGREDIENTS INC,COM,237266101,39706000,2522606,SH, ,DFND,2017-06-30
219,DAVE & BUSTERS ENTMT INC,COM,238337109,43807000,658649,SH, ,DFND,2017-06-30
220,DAVITA INC,COM,23918K108,1379000,21300,SH, ,DFND,2017-06-30
221,DELEK US HLDGS INC,COM,246647101,17760000,671700,SH, ,DFND,2017-06-30
222,DELTA AIR LINES INC DEL,COM NEW,247361702,8786000,163500,SH, ,DFND,2017-06-30
223,DENTSPLY SIRONA INC,COM,24906P109,61345000,946100,SH, ,DFND,2017-06-30
224,DERMIRA INC,COM,24983L104,2878000,98766,SH, ,DFND,2017-06-30
225,DEVON ENERGY CORP NEW,COM,25179M103,35031000,1095736,SH, ,DFND,2017-06-30
226,DEXCOM INC,COM,252131107,27400000,374566,SH, ,DFND,2017-06-30
227,DHT HOLDINGS INC,SHS NEW,Y2065G121,15816000,3811200,SH, ,DFND,2017-06-30
228,DIAMOND OFFSHORE DRILLING IN,COM,25271C102,639000,59000,SH, ,DFND,2017-06-30
229,DIAMONDBACK ENERGY INC,COM,25278X109,68362000,769756,SH, ,DFND,2017-06-30
230,DICKS SPORTING GOODS INC,COM,253393102,7767000,195000,SH, ,DFND,2017-06-30
231,DISCOVER FINL SVCS,COM,254709108,1493000,24000,SH, ,DFND,2017-06-30
232,DISH NETWORK CORP,CL A,25470M109,30169000,480700,SH, ,DFND,2017-06-30
233,DISNEY WALT CO,COM DISNEY,254687106,2567000,24164,SH, ,DFND,2017-06-30
234,DISNEY WALT CO,COM DISNEY,254687106,112923000,1062800,SH,Put,DFND,2017-06-30
235,DOLLAR TREE INC,COM,256746108,96137000,1374964,SH, ,DFND,2017-06-30
236,DOMTAR CORP,COM NEW,257559203,1153000,30000,SH, ,DFND,2017-06-30
237,DONNELLEY FINL SOLUTIONS INC,COM,25787G100,27017000,1176700,SH, ,DFND,2017-06-30
238,DOVA PHARMACEUTICALS INC,COM,25985T102,223000,10000,SH, ,DFND,2017-06-30
239,DOVER CORP,COM,260003108,36596000,456198,SH, ,DFND,2017-06-30
240,DOW CHEM CO,COM,260543103,7165000,113600,SH, ,DFND,2017-06-30
241,DYCOM INDS INC,COM,267475101,46093000,514894,SH, ,DFND,2017-06-30
242,DYCOM INDS INC,COM,267475101,2686000,30000,SH,Call,DFND,2017-06-30
243,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,13135000,1361100,SH, ,DFND,2017-06-30
244,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,5790000,600000,SH,Call,DFND,2017-06-30
245,DYNEGY INC NEW DEL,COM,26817R108,37657000,4553500,SH, ,DFND,2017-06-30
246,E TRADE FINANCIAL CORP,COM NEW,269246401,13177000,346500,SH, ,DFND,2017-06-30
247,EAGLE MATERIALS INC,COM,26969P108,17172000,185800,SH, ,DFND,2017-06-30
248,EAGLE PHARMACEUTICALS INC,COM,269796108,3609000,45750,SH, ,DFND,2017-06-30
249,EARTHSTONE ENERGY INC,CL A,27032D304,4236000,423200,SH, ,DFND,2017-06-30
250,EATON CORP PLC,SHS,G29183103,44482000,571524,SH, ,DFND,2017-06-30
251,EATON CORP PLC,SHS,G29183103,23349000,300000,SH,Call,DFND,2017-06-30
252,EBAY INC,COM,278642103,7745000,221800,SH, ,DFND,2017-06-30
253,EBAY INC,COM,278642103,32301000,925000,SH,Call,DFND,2017-06-30
254,ECHOSTAR CORP,CL A,278768106,5480000,90273,SH, ,DFND,2017-06-30
255,EDWARDS LIFESCIENCES CORP,COM,28176E108,52782000,446400,SH, ,DFND,2017-06-30
256,ELECTRONIC ARTS INC,COM,285512109,110950000,1049474,SH, ,DFND,2017-06-30
257,EMERSON ELEC CO,COM,291011104,21071000,353427,SH, ,DFND,2017-06-30
258,ENCANA CORP,COM,292505104,54297000,6170064,SH, ,DFND,2017-06-30
259,ENDO INTL PLC,SHS,G30401106,35257000,3156400,SH, ,DFND,2017-06-30
260,ENERPLUS CORP,COM,292766102,7669000,945000,SH, ,DFND,2017-06-30
261,ENPRO INDS INC,COM,29355X107,5467000,76600,SH, ,DFND,2017-06-30
262,ENTERGY CORP NEW,COM,29364G103,1727000,22500,SH, ,DFND,2017-06-30
263,ENVISION HEALTHCARE CORP,COM,29414D100,940000,15000,SH, ,DFND,2017-06-30
264,EOG RES INC,COM,26875P101,3987000,44048,SH, ,DFND,2017-06-30
265,EQT CORP,COM,26884L109,16856000,287693,SH, ,DFND,2017-06-30
266,ERICSSON,ADR B SEK 10,294821608,2534000,353400,SH, ,DFND,2017-06-30
267,EURONAV NV ANTWERPEN,SHS,B38564108,1115000,141200,SH, ,DFND,2017-06-30
268,EVEREST RE GROUP LTD,COM,G3223R108,1426000,5600,SH, ,DFND,2017-06-30
269,EVOLENT HEALTH INC,CL A,30050B101,12159000,479626,SH, ,DFND,2017-06-30
270,EXACT SCIENCES CORP,COM,30063P105,16100000,455200,SH, ,DFND,2017-06-30
271,EXPEDIA INC DEL,COM NEW,30212P303,69894000,469242,SH, ,DFND,2017-06-30
272,EXPRESS INC,COM,30219E103,911000,134900,SH, ,DFND,2017-06-30
273,EXTENDED STAY AMER INC,UNIT 99/99/9999B,30224P200,9544000,493000,SH, ,DFND,2017-06-30
274,EXTRACTION OIL AND GAS INC,COM,30227M105,11258000,837000,SH, ,DFND,2017-06-30
275,EXTREME NETWORKS INC,COM,30226D106,3541000,384100,SH, ,DFND,2017-06-30
276,F M C CORP,COM NEW,302491303,14709000,201360,SH, ,DFND,2017-06-30
277,FACEBOOK INC,CL A,30303M102,49069000,325000,SH, ,DFND,2017-06-30
278,FAIRMOUNT SANTROL HLDGS INC,COM,30555Q108,74120000,19005208,SH, ,DFND,2017-06-30
279,FAIRMOUNT SANTROL HLDGS INC,COM,30555Q108,11770000,3018000,SH,Call,DFND,2017-06-30
280,FASTENAL CO,COM,311900104,16659000,382700,SH, ,DFND,2017-06-30
281,FASTENAL CO,COM,311900104,8706000,200000,SH,Call,DFND,2017-06-30
282,FIAT CHRYSLER AUTOMOBILES N,SHS,N31738102,532000,50000,SH,Put,DFND,2017-06-30
283,FIFTH THIRD BANCORP,COM,316773100,4174000,160800,SH, ,DFND,2017-06-30
284,FINISAR CORP,COM NEW,31787A507,844000,32500,SH, ,DFND,2017-06-30
285,FINISH LINE INC,CL A,317923100,659000,46500,SH, ,DFND,2017-06-30
286,FIRST BANCORP P R,COM NEW,318672706,11063000,1910700,SH, ,DFND,2017-06-30
287,FIRST DATA CORP NEW,COM CL A,32008D106,7628000,419100,SH, ,DFND,2017-06-30
288,FIRSTENERGY CORP,COM,337932107,1942000,66600,SH, ,DFND,2017-06-30
289,FIVE9 INC,COM,338307101,5369000,249500,SH, ,DFND,2017-06-30
290,FLEETCOR TECHNOLOGIES INC,COM,339041105,50826000,352441,SH, ,DFND,2017-06-30
291,FLY LEASING LTD,SPONSORED ADR,34407D109,3822000,284148,SH, ,DFND,2017-06-30
