,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
42,ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,11749000,100000,SH,Call,DFND,2017-09-30
43,ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,17624000,150000,SH,Put,DFND,2017-09-30
44,ALPHABET INC,CAP STK CL A,02079K305,161202000,165553,SH, ,DFND,2017-09-30
45,ALPHABET INC,CAP STK CL A,02079K305,7887000,8100,SH,Call,DFND,2017-09-30
46,ALPHABET INC,CAP STK CL C,02079K107,19507000,20339,SH, ,DFND,2017-09-30
47,ALTABA INC,COM,021346101,405212000,6117336,SH, ,DFND,2017-09-30
48,ALTABA INC,COM,021346101,369811000,5582900,SH,Call,DFND,2017-09-30
49,AMAZON COM INC,COM,023135106,280045000,291304,SH, ,DFND,2017-09-30
50,AMAZON COM INC,COM,023135106,96135000,100000,SH,Call,DFND,2017-09-30
51,AMEDISYS INC,COM,023436108,26528000,474044,SH, ,DFND,2017-09-30
52,AMERICAN AIRLS GROUP INC,COM,02376R102,14029000,295400,SH, ,DFND,2017-09-30
53,AMERICAN AXLE & MFG HLDGS IN,COM,024061103,13691000,778803,SH, ,DFND,2017-09-30
54,AMERICAN AXLE & MFG HLDGS IN,COM,024061103,2198000,125000,SH,Call,DFND,2017-09-30
55,AMERICAN EAGLE OUTFITTERS NE,COM,02553E106,1122000,78449,SH, ,DFND,2017-09-30
56,AMERICAN TOWER CORP NEW,COM,03027X100,4182000,30600,SH, ,DFND,2017-09-30
57,AMERIPRISE FINL INC,COM,03076C106,22262000,149900,SH, ,DFND,2017-09-30
58,AMERISOURCEBERGEN CORP,COM,03073E105,75681000,914579,SH, ,DFND,2017-09-30
59,AMETEK INC NEW,COM,031100100,10017000,151684,SH, ,DFND,2017-09-30
60,AMICUS THERAPEUTICS INC,COM,03152W109,26231000,1739446,SH, ,DFND,2017-09-30
61,AMKOR TECHNOLOGY INC,COM,031652100,17275000,1637400,SH, ,DFND,2017-09-30
62,ANADARKO PETE CORP,COM,032511107,125607000,2571288,SH, ,DFND,2017-09-30
63,ANADARKO PETE CORP,COM,032511107,34195000,700000,SH,Call,DFND,2017-09-30
64,ANDEAVOR,COM,03349M105,198244000,1921899,SH, ,DFND,2017-09-30
65,ANDERSONS INC,COM,034164103,2140000,62494,SH, ,DFND,2017-09-30
66,ANTERO MIDSTREAM GP LP,COM SHS REPSTG,03675Y103,7264000,354864,SH, ,DFND,2017-09-30
67,AON PLC,SHS CL A,G0408V102,8036000,55000,SH, ,DFND,2017-09-30
68,APACHE CORP,COM,037411105,93596000,2043588,SH, ,DFND,2017-09-30
69,APPLE INC,COM,037833100,48049000,311765,SH, ,DFND,2017-09-30
70,APPLE INC,COM,037833100,177238000,1150000,SH,Call,DFND,2017-09-30
71,APPLIED INDL TECHNOLOGIES IN,COM,03820C105,6343000,96400,SH, ,DFND,2017-09-30
72,ARBUTUS BIOPHARMA CORP,COM,03879J100,1393000,224655,SH, ,DFND,2017-09-30
73,ARCH COAL INC,CL A,039380407,495000,6900,SH, ,DFND,2017-09-30
74,ARENA PHARMACEUTICALS INC,COM NEW,040047607,9973000,391100,SH, ,DFND,2017-09-30
75,ARMOUR RESIDENTIAL REIT INC,COM NEW,042315507,748000,27791,SH, ,DFND,2017-09-30
76,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,4613000,90000,SH, ,DFND,2017-09-30
77,ARQULE INC,COM,04269E107,2220000,2000000,SH, ,DFND,2017-09-30
78,ARRAY BIOPHARMA INC,COM,04269X105,110811000,9008999,SH, ,DFND,2017-09-30
79,ARRIS INTL INC,SHS,G0551A103,9266000,325250,SH, ,DFND,2017-09-30
80,ASBURY AUTOMOTIVE GROUP INC,COM,043436104,1088000,17800,SH, ,DFND,2017-09-30
81,ASHLAND GLOBAL HLDGS INC,COM,044186104,2491000,38100,SH, ,DFND,2017-09-30
82,ASSURANT INC,COM,04621X108,611000,6400,SH, ,DFND,2017-09-30
83,ASSURED GUARANTY LTD,COM,G0585R106,958000,25385,SH, ,DFND,2017-09-30
84,ASTRAZENECA PLC,SPONSORED ADR,046353108,41501000,1224939,SH, ,DFND,2017-09-30
85,AT&T INC,COM,00206R102,270739000,6911900,SH,Put,DFND,2017-09-30
86,ATHENE HLDG LTD,CL A,G0684D107,56715000,1053400,SH, ,DFND,2017-09-30
87,ATKORE INTL GROUP INC,COM,047649108,3526000,180751,SH, ,DFND,2017-09-30
88,ATLASSIAN CORP PLC,CL A,G06242104,527000,15000,SH, ,DFND,2017-09-30
89,ATRICURE INC,COM,04963C209,414000,18500,SH, ,DFND,2017-09-30
90,AUTODESK INC,COM,052769106,77677000,691940,SH, ,DFND,2017-09-30
91,AUTODESK INC,COM,052769106,5894000,52500,SH,Call,DFND,2017-09-30
92,AUTOMATIC DATA PROCESSING IN,COM,053015103,81990000,750000,SH,Put,DFND,2017-09-30
93,AUTONATION INC,COM,05329W102,5111000,107700,SH, ,DFND,2017-09-30
94,AVEO PHARMACEUTICALS INC,COM,053588109,1096000,300300,SH, ,DFND,2017-09-30
95,AVERY DENNISON CORP,COM,053611109,2636000,26800,SH, ,DFND,2017-09-30
96,AVEXIS INC,COM,05366U100,62259000,643637,SH, ,DFND,2017-09-30
97,AXOVANT SCIENCES LTD,COM,G0750W104,1376000,200000,SH,Call,DFND,2017-09-30
98,B & G FOODS INC NEW,COM,05508R106,18743000,588485,SH, ,DFND,2017-09-30
99,BAKER HUGHES A GE CO,CL A,05722G100,2957000,80758,SH, ,DFND,2017-09-30
100,BANK AMER CORP,COM,060505104,246000,9700,SH, ,DFND,2017-09-30
101,BANK AMER CORP,COM,060505104,13937000,550000,SH,Call,DFND,2017-09-30
102,BARCLAYS BK PLC,IPATH S&P500 VIX,06746L422,627000,16000,SH,Call,DFND,2017-09-30
103,BARRICK GOLD CORP,COM,067901108,10262000,637800,SH, ,DFND,2017-09-30
104,BASIC ENERGY SVCS INC NEW,COM NEW,06985P209,1720000,89100,SH, ,DFND,2017-09-30
105,BAXTER INTL INC,COM,071813109,3006000,47900,SH, ,DFND,2017-09-30
106,BEACON ROOFING SUPPLY INC,COM,073685109,9688000,189038,SH, ,DFND,2017-09-30
107,BELLICUM PHARMACEUTICALS INC,COM,079481107,4723000,408900,SH, ,DFND,2017-09-30
108,BEMIS INC,COM,081437105,6118000,134257,SH, ,DFND,2017-09-30
109,BENEFITFOCUS INC,COM,08180D106,4220000,125400,SH, ,DFND,2017-09-30
110,BERRY GLOBAL GROUP INC,COM,08579W103,25096000,443000,SH, ,DFND,2017-09-30
111,BIG LOTS INC,COM,089302103,1409000,26300,SH, ,DFND,2017-09-30
112,BIOGEN INC,COM,09062X103,159041000,507922,SH, ,DFND,2017-09-30
113,BIOMARIN PHARMACEUTICAL INC,COM,09061G101,71621000,769542,SH, ,DFND,2017-09-30
114,BIOMARIN PHARMACEUTICAL INC,COM,09061G101,29689000,319000,SH,Call,DFND,2017-09-30
115,BIOVERATIV INC,COM,09075E100,8047000,141000,SH, ,DFND,2017-09-30
116,BLACKHAWK NETWORK HLDGS INC,COM,09238E104,39433000,900300,SH, ,DFND,2017-09-30
117,BLACKROCK INC,COM,09247X101,49947000,111716,SH, ,DFND,2017-09-30
118,BLOCK H & R INC,COM,093671105,18536000,700000,SH,Put,DFND,2017-09-30
119,BLUE BUFFALO PET PRODS INC,COM,09531U102,47841000,1687500,SH, ,DFND,2017-09-30
120,BLUEPRINT MEDICINES CORP,COM,09627Y109,22030000,316200,SH, ,DFND,2017-09-30
121,BMC STK HLDGS INC,COM,05591B109,3348000,156800,SH, ,DFND,2017-09-30
122,BOB EVANS FARMS INC,COM,096761101,2488000,32100,SH, ,DFND,2017-09-30
123,BOEING CO,COM,097023105,139633000,549282,SH, ,DFND,2017-09-30
124,BORGWARNER INC,COM,099724106,4098000,80000,SH, ,DFND,2017-09-30
125,BOSTON SCIENTIFIC CORP,COM,101137107,3661000,125500,SH, ,DFND,2017-09-30
126,BOYD GAMING CORP,COM,103304101,118959000,4566570,SH, ,DFND,2017-09-30
127,BP PLC,SPONSORED ADR,055622104,92598000,2409522,SH, ,DFND,2017-09-30
128,BRF SA,SPONSORED ADR,10552T107,3019000,209500,SH, ,DFND,2017-09-30
129,BRIGHTHOUSE FINL INC,COM,10922N103,851000,14000,SH, ,DFND,2017-09-30
130,BRINKER INTL INC,COM,109641100,422000,13261,SH, ,DFND,2017-09-30
131,BRISTOL MYERS SQUIBB CO,COM,110122108,4781000,75000,SH, ,DFND,2017-09-30
132,BROADCOM LTD,SHS,Y09827109,117777000,485597,SH, ,DFND,2017-09-30
133,BROADSOFT INC,COM,11133B409,15950000,317100,SH, ,DFND,2017-09-30
134,BROOKDALE SR LIVING INC,COM,112463104,4395000,414600,SH, ,DFND,2017-09-30
135,BROWN & BROWN INC,COM,115236101,3884000,80600,SH, ,DFND,2017-09-30
136,BRUKER CORP,COM,116794108,19855000,667400,SH, ,DFND,2017-09-30
137,BUILD A BEAR WORKSHOP,COM,120076104,23192000,2534676,SH, ,DFND,2017-09-30
138,BUILDERS FIRSTSOURCE INC,COM,12008R107,900000,50000,SH, ,DFND,2017-09-30
139,BUNGE LIMITED,COM,G16962105,17823000,256595,SH, ,DFND,2017-09-30
140,BURLINGTON STORES INC,COM,122017106,13613000,142600,SH, ,DFND,2017-09-30
141,BWX TECHNOLOGIES INC,COM,05605H100,5277000,94200,SH, ,DFND,2017-09-30
142,C&J ENERGY SVCS INC NEW,COM,12674R100,7049000,235200,SH, ,DFND,2017-09-30
143,CABOT CORP,COM,127055101,3739000,67000,SH, ,DFND,2017-09-30
144,CABOT MICROELECTRONICS CORP,COM,12709P103,480000,6000,SH, ,DFND,2017-09-30
145,CABOT OIL & GAS CORP,COM,127097103,4013000,150000,SH, ,DFND,2017-09-30
146,CACI INTL INC,CL A,127190304,3986000,28602,SH, ,DFND,2017-09-30
147,CAESARS ENTMT CORP,COM,127686103,22596000,1692600,SH, ,DFND,2017-09-30
148,CAL MAINE FOODS INC,COM NEW,128030202,5812000,141400,SH, ,DFND,2017-09-30
149,CALATLANTIC GROUP INC,COM,128195104,1062000,29000,SH, ,DFND,2017-09-30
150,CALAVO GROWERS INC,COM,128246105,15620000,213383,SH, ,DFND,2017-09-30
151,CALERES INC,COM,129500104,1267000,41500,SH, ,DFND,2017-09-30
152,CALPINE CORP,COM NEW,131347304,1050000,71200,SH, ,DFND,2017-09-30
153,CANADA GOOSE HOLDINGS INC,SHS SUB VTG,135086106,8017000,390100,SH, ,DFND,2017-09-30
154,CANADIAN NAT RES LTD,COM,136385101,11733000,350000,SH, ,DFND,2017-09-30
155,CANADIAN PAC RY LTD,COM,13645T100,67384000,401006,SH, ,DFND,2017-09-30
156,CAPITAL ONE FINL CORP,COM,14040H105,139460000,1647291,SH, ,DFND,2017-09-30
157,CARDINAL HEALTH INC,COM,14149Y108,58947000,880858,SH, ,DFND,2017-09-30
158,CARDIOVASCULAR SYS INC DEL,COM,141619106,13230000,469978,SH, ,DFND,2017-09-30
159,CARMAX INC,COM,143130102,61149000,806604,SH, ,DFND,2017-09-30
160,CARNIVAL CORP,UNIT 99/99/9999,143658300,9104000,141000,SH, ,DFND,2017-09-30
161,CARNIVAL CORP,UNIT 99/99/9999,143658300,22922000,355000,SH,Call,DFND,2017-09-30
162,CARTER INC,COM,146229109,2261000,22900,SH, ,DFND,2017-09-30
163,CASEYS GEN STORES INC,COM,147528103,16034000,146500,SH, ,DFND,2017-09-30
164,CATALENT INC,COM,148806102,3159000,79143,SH, ,DFND,2017-09-30
165,CATERPILLAR INC DEL,COM,149123101,87297000,700000,SH,Put,DFND,2017-09-30
166,CAVIUM INC,COM,14964U108,8902000,135000,SH, ,DFND,2017-09-30
167,CBL & ASSOC PPTYS INC,COM,124830100,190000,22689,SH, ,DFND,2017-09-30
168,CBS CORP NEW,CL B,124857202,67243000,1159360,SH, ,DFND,2017-09-30
169,CBS CORP NEW,CL B,124857202,35380000,610000,SH,Call,DFND,2017-09-30
170,CELANESE CORP DEL,COM SER A,150870103,7539000,72300,SH, ,DFND,2017-09-30
171,CELGENE CORP,COM,151020104,11263000,77242,SH, ,DFND,2017-09-30
172,CENOVUS ENERGY INC,COM,15135U109,6673000,665000,SH, ,DFND,2017-09-30
173,CENTENE CORP DEL,COM,15135B101,12909000,133400,SH, ,DFND,2017-09-30
174,CENTURYLINK INC,COM,156700106,575000,30400,SH, ,DFND,2017-09-30
175,CENTURYLINK INC,COM,156700106,4867000,257500,SH,Call,DFND,2017-09-30
176,CERNER CORP,COM,156782104,10698000,150000,SH,Call,DFND,2017-09-30
177,CF INDS HLDGS INC,COM,125269100,14767000,420000,SH, ,DFND,2017-09-30
178,CHARTER COMMUNICATIONS INC N,CL A,16119P108,86331000,237552,SH, ,DFND,2017-09-30
179,CHARTER COMMUNICATIONS INC N,CL A,16119P108,72902000,200600,SH,Call,DFND,2017-09-30
180,CHEMOURS CO,COM,163851108,3325000,65700,SH, ,DFND,2017-09-30
181,CHENIERE ENERGY INC,COM NEW,16411R208,47335000,1050944,SH, ,DFND,2017-09-30
182,CHEVRON CORP NEW,COM,166764100,3819000,32500,SH,Put,DFND,2017-09-30
183,CHICAGO BRIDGE & IRON CO N V,COM,167250109,4840000,288087,SH, ,DFND,2017-09-30
184,CHICOS FAS INC,COM,168615102,296000,33050,SH, ,DFND,2017-09-30
185,CHIPOTLE MEXICAN GRILL INC,COM,169656105,14468000,47000,SH,Put,DFND,2017-09-30
186,CIGNA CORPORATION,COM,125509109,13030000,69700,SH, ,DFND,2017-09-30
187,CIMAREX ENERGY CO,COM,171798101,28418000,250000,SH, ,DFND,2017-09-30
188,CINTAS CORP,COM,172908105,61754000,428016,SH, ,DFND,2017-09-30
189,CITIGROUP INC,COM NEW,172967424,15275000,210000,SH,Call,DFND,2017-09-30
190,CITIZENS FINL GROUP INC,COM,174610105,18950000,500395,SH, ,DFND,2017-09-30
191,CLEMENTIA PHARMACEUTICALS IN,COM,185575107,506000,29959,SH, ,DFND,2017-09-30
192,CLOUDERA INC,COM,18914U100,831000,50000,SH, ,DFND,2017-09-30
193,CME GROUP INC,COM CL A,12572Q105,8145000,60032,SH, ,DFND,2017-09-30
194,COLFAX CORP,COM,194014106,29989000,720200,SH, ,DFND,2017-09-30
195,COLGATE PALMOLIVE CO,COM,194162103,1814000,24900,SH, ,DFND,2017-09-30
196,COMCAST CORP NEW,CL A,20030N101,67566000,1755862,SH, ,DFND,2017-09-30
197,COMERICA INC,COM,200340107,702000,9200,SH, ,DFND,2017-09-30
198,COMMERCIAL METALS CO,COM,201723103,8754000,460000,SH, ,DFND,2017-09-30
199,CONAGRA BRANDS INC,COM,205887102,1620000,48000,SH, ,DFND,2017-09-30
200,CONCERT PHARMACEUTICALS INC,COM,206022105,843000,57134,SH, ,DFND,2017-09-30
201,CONDUENT INC,COM,206787103,31400000,2003800,SH, ,DFND,2017-09-30
202,CONNS INC,COM,208242107,28558000,1014500,SH, ,DFND,2017-09-30
203,CONNS INC,COM,208242107,9853000,350000,SH,Call,DFND,2017-09-30
204,CONOCOPHILLIPS,COM,20825C104,10010000,200000,SH, ,DFND,2017-09-30
205,CONSOL ENERGY INC,COM,20854P109,51445000,3036902,SH, ,DFND,2017-09-30
206,CONSTELLATION BRANDS INC,CL A,21036P108,176094000,882899,SH, ,DFND,2017-09-30
207,CONSTELLATION BRANDS INC,CL A,21036P108,49264000,247000,SH,Put,DFND,2017-09-30
208,CONTINENTAL BLDG PRODS INC,COM,211171103,7223000,277800,SH, ,DFND,2017-09-30
209,CONTINENTAL RESOURCES INC,COM,212015101,28147000,729000,SH, ,DFND,2017-09-30
210,COOPER COS INC,COM NEW,216648402,2161000,9116,SH, ,DFND,2017-09-30
211,COOPER TIRE & RUBR CO,COM,216831107,1088000,29100,SH, ,DFND,2017-09-30
212,CORVUS PHARMACEUTICALS INC,COM,221015100,3109000,195034,SH, ,DFND,2017-09-30
213,COTT CORP QUE,COM,22163N106,70665000,4707834,SH, ,DFND,2017-09-30
214,COTT CORP QUE,COM,22163N106,7505000,500000,SH,Call,DFND,2017-09-30
215,CRESCENT PT ENERGY CORP,COM,22576C101,5331000,663216,SH, ,DFND,2017-09-30
216,CRITEO S A,SPONS ADS,226718104,1133000,27300,SH, ,DFND,2017-09-30
217,CSX CORP,COM,126408103,46088000,849388,SH, ,DFND,2017-09-30
218,CSX CORP,COM,126408103,14650000,270000,SH,Put,DFND,2017-09-30
219,CUMMINS INC,COM,231021106,6244000,37161,SH, ,DFND,2017-09-30
220,CVS HEALTH CORP,COM,126650100,2846000,35000,SH, ,DFND,2017-09-30
221,CYBERARK SOFTWARE LTD,SHS,M2682V108,7159000,174600,SH, ,DFND,2017-09-30
222,CYPRESS SEMICONDUCTOR CORP,COM,232806109,4141000,275700,SH, ,DFND,2017-09-30
223,CYS INVTS INC,COM,12673A108,40000,4600,SH, ,DFND,2017-09-30
224,D R HORTON INC,COM,23331A109,21606000,541109,SH, ,DFND,2017-09-30
225,DANAHER CORP DEL,COM,235851102,225332000,2626865,SH, ,DFND,2017-09-30
226,DAVE & BUSTERS ENTMT INC,COM,238337109,28901000,550700,SH, ,DFND,2017-09-30
227,DAVE & BUSTERS ENTMT INC,COM,238337109,20992000,400000,SH,Call,DFND,2017-09-30
228,DAVITA INC,COM,23918K108,34939000,588300,SH, ,DFND,2017-09-30
229,DBV TECHNOLOGIES S A,SPONSORED ADR,23306J101,2190000,51600,SH, ,DFND,2017-09-30
230,DELEK US HLDGS INC NEW,COM,24665A103,74596000,2790717,SH, ,DFND,2017-09-30
231,DELTA AIR LINES INC DEL,COM NEW,247361702,23517000,487706,SH, ,DFND,2017-09-30
232,DELTA AIR LINES INC DEL,COM NEW,247361702,24110000,500000,SH,Call,DFND,2017-09-30
233,DENTSPLY SIRONA INC,COM,24906P109,65600000,1096800,SH, ,DFND,2017-09-30
234,DENTSPLY SIRONA INC,COM,24906P109,23924000,400000,SH,Call,DFND,2017-09-30
235,DERMIRA INC,COM,24983L104,19248000,712904,SH, ,DFND,2017-09-30
236,DESPEGAR COM CORP,ORD SHS,G27358103,6560000,205000,SH, ,DFND,2017-09-30
237,DEVON ENERGY CORP NEW,COM,25179M103,34824000,948623,SH, ,DFND,2017-09-30
238,DEXCOM INC,COM,252131107,6360000,130000,SH, ,DFND,2017-09-30
239,DHT HOLDINGS INC,SHS NEW,Y2065G121,10221000,2568200,SH, ,DFND,2017-09-30
240,DIAMOND OFFSHORE DRILLING IN,COM,25271C102,9067000,625300,SH, ,DFND,2017-09-30
241,DIAMONDBACK ENERGY INC,COM,25278X109,11853000,121000,SH, ,DFND,2017-09-30
242,DICKS SPORTING GOODS INC,COM,253393102,4660000,172540,SH, ,DFND,2017-09-30
243,DINEEQUITY INC,COM,254423106,331000,7700,SH, ,DFND,2017-09-30
244,DIPLOMAT PHARMACY INC,COM,25456K101,8226000,397200,SH, ,DFND,2017-09-30
245,DISCOVERY COMMUNICATNS NEW,COM SER A,25470F104,807000,37900,SH, ,DFND,2017-09-30
246,DISCOVERY COMMUNICATNS NEW,COM SER A,25470F104,6387000,300000,SH,Call,DFND,2017-09-30
247,DISCOVERY COMMUNICATNS NEW,COM SER C,25470F302,21609000,1066600,SH,Call,DFND,2017-09-30
248,DISH NETWORK CORP,CL A,25470M109,11779000,217200,SH, ,DFND,2017-09-30
249,DISNEY WALT CO,COM DISNEY,254687106,465438000,4721900,SH,Put,DFND,2017-09-30
250,DOLLAR TREE INC,COM,256746108,28873000,332560,SH, ,DFND,2017-09-30
251,DOMINOS PIZZA INC,COM,25754A201,32236000,162356,SH, ,DFND,2017-09-30
252,DOMTAR CORP,COM NEW,257559203,10768000,248157,SH, ,DFND,2017-09-30
253,DONNELLEY FINL SOLUTIONS INC,COM,25787G100,11774000,546100,SH, ,DFND,2017-09-30
254,DONNELLEY R R & SONS CO,COM,257867200,70000,6830,SH, ,DFND,2017-09-30
255,DOUBLE EAGLE ACQUISITION COR,*W EXP 09/16/202,G28195116,1935000,2804100,SH, ,DFND,2017-09-30
256,DOUBLE EAGLE ACQUISITION COR,COM,G28195124,2020000,200000,SH, ,DFND,2017-09-30
257,DOVER CORP,COM,260003108,40544000,443636,SH, ,DFND,2017-09-30
258,DOWDUPONT INC,COM,26078J100,178591000,2579672,SH, ,DFND,2017-09-30
259,DUKE ENERGY CORP NEW,COM NEW,26441C204,1813000,21600,SH, ,DFND,2017-09-30
260,DUNKIN BRANDS GROUP INC,COM,265504100,13753000,259100,SH, ,DFND,2017-09-30
261,DUNKIN BRANDS GROUP INC,COM,265504100,7962000,150000,SH,Call,DFND,2017-09-30
262,DYCOM INDS INC,COM,267475101,41954000,488516,SH, ,DFND,2017-09-30
263,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,23879000,1110628,SH, ,DFND,2017-09-30
264,DYNEGY INC NEW DEL,COM,26817R108,47633000,4865431,SH, ,DFND,2017-09-30
265,EARTHSTONE ENERGY INC,CL A,27032D304,4396000,400000,SH, ,DFND,2017-09-30
266,EATON VANCE CORP,COM NON VTG,278265103,760000,15400,SH, ,DFND,2017-09-30
267,EBAY INC,COM,278642103,4000,100,SH, ,DFND,2017-09-30
268,EBAY INC,COM,278642103,54517000,1417500,SH,Call,DFND,2017-09-30
269,EBAY INC,COM,278642103,673000,17500,SH,Put,DFND,2017-09-30
270,EDWARDS LIFESCIENCES CORP,COM,28176E108,51867000,474495,SH, ,DFND,2017-09-30
271,ELECTRONIC ARTS INC,COM,285512109,185358000,1570034,SH, ,DFND,2017-09-30
272,ELLIE MAE INC,COM,28849P100,11753000,143100,SH, ,DFND,2017-09-30
273,ENBRIDGE ENERGY MANAGEMENT L,SHS UNITS LLI,29250X103,34000,2200,SH, ,DFND,2017-09-30
274,ENCANA CORP,COM,292505104,31055000,2636200,SH, ,DFND,2017-09-30
275,ENDO INTL PLC,SHS,G30401106,19784000,2309904,SH, ,DFND,2017-09-30
276,ENDO INTL PLC,SHS,G30401106,8565000,1000000,SH,Put,DFND,2017-09-30
277,ENERPLUS CORP,COM,292766102,18775000,1901390,SH, ,DFND,2017-09-30
278,ENLINK MIDSTREAM LLC,COM UNIT REP LTD,29336T100,1130000,65500,SH, ,DFND,2017-09-30
279,ENPRO INDS INC,COM,29355X107,3672000,45600,SH, ,DFND,2017-09-30
280,ENSCO PLC,SHS CLASS A,G3157S106,7822000,1310200,SH, ,DFND,2017-09-30
281,EPIZYME INC,COM,29428V104,17591000,923400,SH, ,DFND,2017-09-30
282,EQT CORP,COM,26884L109,72994000,1118860,SH, ,DFND,2017-09-30
283,EQUINIX INC,COM PAR $0.001,29444U700,2455000,5500,SH, ,DFND,2017-09-30
284,ESTERLINE TECHNOLOGIES CORP,COM,297425100,1037000,11500,SH, ,DFND,2017-09-30
285,EVOLENT HEALTH INC,CL A,30050B101,7067000,397000,SH, ,DFND,2017-09-30
286,EXELIXIS INC,COM,30161Q104,5452000,225000,SH, ,DFND,2017-09-30
287,EXELIXIS INC,COM,30161Q104,2423000,100000,SH,Put,DFND,2017-09-30
288,EXPEDIA INC DEL,COM NEW,30212P303,21591000,150000,SH,Put,DFND,2017-09-30
289,EXPEDITORS INTL WASH INC,COM,302130109,2095000,35000,SH, ,DFND,2017-09-30
290,EXPRESS INC,COM,30219E103,1019000,150700,SH, ,DFND,2017-09-30
