,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
37,ALLIANCE DATA SYSTEMS CORP,COM,018581108,46729000,1388692,SH, ,DFND,2020-03-31
38,ALLIANCE DATA SYSTEMS CORP,COM,018581108,10095000,300000,SH,Call,DFND,2020-03-31
39,ALLIANT ENERGY CORP,COM,018802108,3800000,78694,SH, ,DFND,2020-03-31
40,ALLSTATE CORP,COM,020002101,72299000,788173,SH, ,DFND,2020-03-31
41,ALLY FINL INC,COM,02005N100,12799000,886951,SH, ,DFND,2020-03-31
42,ALTRIA GROUP INC,COM,02209S103,24952000,645248,SH, ,DFND,2020-03-31
43,AMARIN CORP PLC,SPONS ADR NEW,023111206,36868000,9216990,SH, ,DFND,2020-03-31
44,AMAZON COM INC,COM,023135106,346851000,177898,SH, ,DFND,2020-03-31
45,AMBARELLA INC,SHS,G037AX101,53000,1100,SH, ,DFND,2020-03-31
46,AMERICAN EAGLE OUTFITTERS IN,COM,02553E106,4338000,545700,SH, ,DFND,2020-03-31
47,AMERICAN ELEC PWR CO INC,COM,025537101,53515000,669100,SH, ,DFND,2020-03-31
48,AMERICAN FINL GROUP INC OHIO,COM,025932104,3858000,55055,SH, ,DFND,2020-03-31
49,AMERICAN HOMES 4 RENT,CL A,02665T306,1320000,56900,SH, ,DFND,2020-03-31
50,AMERICAN TOWER CORP NEW,COM,03027X100,20136000,92473,SH, ,DFND,2020-03-31
51,AMERICOLD RLTY TR,COM,03064D108,741000,21754,SH, ,DFND,2020-03-31
52,AMERISOURCEBERGEN CORP,COM,03073E105,221000,2500,SH, ,DFND,2020-03-31
53,AMETEK INC,COM,031100100,25292000,351183,SH, ,DFND,2020-03-31
54,AMICUS THERAPEUTICS INC,COM,03152W109,20724000,2242900,SH, ,DFND,2020-03-31
55,AMKOR TECHNOLOGY INC,COM,031652100,351000,45086,SH, ,DFND,2020-03-31
56,AMPHENOL CORP NEW,CL A,032095101,2755000,37800,SH, ,DFND,2020-03-31
57,ANNALY CAPITAL MANAGEMENT IN,COM,035710409,18908000,3729338,SH, ,DFND,2020-03-31
58,AON PLC,SHS CL A,G0408V102,18669000,113116,SH, ,DFND,2020-03-31
59,APACHE CORP,COM,037411105,1498000,358394,SH, ,DFND,2020-03-31
60,APELLIS PHARMACEUTICALS INC,COM,03753U106,8581000,320301,SH, ,DFND,2020-03-31
61,APPIAN CORP,CL A,03782L101,1758000,43700,SH, ,DFND,2020-03-31
62,APPLE INC,COM,037833100,40076000,157600,SH, ,DFND,2020-03-31
63,APPLIED MATLS INC,COM,038222105,111090000,2424491,SH, ,DFND,2020-03-31
64,APPLIED THERAPEUTICS INC,COM,03828A101,17309000,529474,SH, ,DFND,2020-03-31
65,APTEVO THERAPEUTICS INC,COM NEW,03835L207,587000,158737,SH, ,DFND,2020-03-31
66,ARCH CAP GROUP LTD,ORD,G0450A105,14429000,506996,SH, ,DFND,2020-03-31
67,ARCHER DANIELS MIDLAND CO,COM,039483102,2990000,85000,SH, ,DFND,2020-03-31
68,ARDMORE SHIPPING CORP,COM,Y0207T100,1050000,200000,SH, ,DFND,2020-03-31
69,ARENA PHARMACEUTICALS INC,COM NEW,040047607,13981000,332885,SH, ,DFND,2020-03-31
70,ARES MANAGEMENT CORPORATION,CL A COM STK,03990B101,547000,17686,SH, ,DFND,2020-03-31
71,ARMSTRONG WORLD INDS INC,COM,04247X102,13398000,168700,SH, ,DFND,2020-03-31
72,ARROW ELECTRS INC,COM,042735100,134000,2592,SH, ,DFND,2020-03-31
73,ARTISAN PARTNERS ASSET MGMT,CL A,04316A108,1414000,65800,SH, ,DFND,2020-03-31
74,ARVINAS INC,COM,04335A105,9825000,243800,SH, ,DFND,2020-03-31
75,ASCENDIS PHARMA A S,SPONSORED ADR,04351P101,8175000,72600,SH, ,DFND,2020-03-31
76,ASML HOLDING N V,N Y REGISTRY SHS,N07059210,6279000,24000,SH, ,DFND,2020-03-31
77,ASSURANT INC,COM,04621X108,10178000,97778,SH, ,DFND,2020-03-31
78,ASTRAZENECA PLC,SPONSORED ADR,046353108,24565000,550049,SH, ,DFND,2020-03-31
79,ATHENEX INC,COM,04685N103,2868000,370600,SH, ,DFND,2020-03-31
80,ATLAS AIR WORLDWIDE HLDGS IN,COM NEW,049164205,7980000,310873,SH, ,DFND,2020-03-31
81,ATMOS ENERGY CORP,COM,049560105,3057000,30804,SH, ,DFND,2020-03-31
82,ATRICURE INC,COM,04963C209,4551000,135498,SH, ,DFND,2020-03-31
83,AURINIA PHARMACEUTICALS INC,COM,05156V102,67752000,4669343,SH, ,DFND,2020-03-31
84,AUTOLIV INC,COM,052800109,18257000,396803,SH, ,DFND,2020-03-31
85,AUTOLUS THERAPEUTICS PLC,SPON ADS,05280R100,746000,124463,SH, ,DFND,2020-03-31
86,AUTOZONE INC,COM,053332102,17039000,20141,SH, ,DFND,2020-03-31
87,AVANOS MED INC,COM,05350V106,2873000,106700,SH, ,DFND,2020-03-31
88,AVANTOR INC,COM,05352A100,5971000,478100,SH, ,DFND,2020-03-31
89,AVAYA HLDGS CORP,COM,05351X101,18386000,2272735,SH, ,DFND,2020-03-31
90,AVNET INC,COM,053807103,1797000,71613,SH, ,DFND,2020-03-31
91,AXALTA COATING SYS LTD,COM,G0750C108,47000,2700,SH, ,DFND,2020-03-31
92,AXIS CAPITAL HOLDINGS LTD,SHS,G0692U109,17502000,452827,SH, ,DFND,2020-03-31
93,AXON ENTERPRISE INC,COM,05464C101,1224000,17300,SH, ,DFND,2020-03-31
94,AXONICS MODULATION TECHNOLOG,COM,05465P101,21947000,863721,SH, ,DFND,2020-03-31
95,AXSOME THERAPEUTICS INC,COM,05464T104,40255000,684254,SH, ,DFND,2020-03-31
96,BADGER METER INC,COM,056525108,1410000,26300,SH, ,DFND,2020-03-31
97,BAIDU INC,SPON ADR REP A,056752108,116193000,1152826,SH, ,DFND,2020-03-31
98,BAKER HUGHES COMPANY,CL A,05722G100,11366000,1082465,SH, ,DFND,2020-03-31
99,BALL CORP,COM,058498106,11066000,171137,SH, ,DFND,2020-03-31
100,BANCO SANTANDER SA,ADR,05964H105,7085000,3014800,SH, ,DFND,2020-03-31
101,BANDWIDTH INC,COM CL A,05988J103,23701000,352216,SH, ,DFND,2020-03-31
102,BANK NEW YORK MELLON CORP,COM,064058100,119241000,3540406,SH, ,DFND,2020-03-31
103,BANK OZK,COM,06417N103,858000,51381,SH, ,DFND,2020-03-31
104,BANKUNITED INC,COM,06652K103,19599000,1048064,SH, ,DFND,2020-03-31
105,BARRICK GOLD CORPORATION,COM,067901108,13286000,725199,SH, ,DFND,2020-03-31
106,BAUSCH HEALTH COS INC,COM,071734107,8525000,550000,SH,Call,DFND,2020-03-31
107,BAXTER INTL INC,COM,071813109,92813000,1143154,SH, ,DFND,2020-03-31
108,BCE INC,COM NEW,05534B760,10338000,252392,SH, ,DFND,2020-03-31
109,BERKSHIRE HATHAWAY INC DEL,CL B NEW,084670702,8538000,46700,SH, ,DFND,2020-03-31
110,BGC PARTNERS INC,CL A,05541T101,37185000,14755825,SH, ,DFND,2020-03-31
111,BHP GROUP PLC,SPONSORED ADR,05545E209,5173000,170500,SH, ,DFND,2020-03-31
112,BICYCLE THERAPEUTICS PLC,SPONSORED ADS,088786108,5467000,400499,SH, ,DFND,2020-03-31
113,BIO-TECHNE CORP,COM,09073M104,28140000,148400,SH, ,DFND,2020-03-31
114,BIOCRYST PHARMACEUTICALS INC,COM,09058V103,6036000,3018132,SH, ,DFND,2020-03-31
115,BIOGEN INC,COM,09062X103,22020000,69600,SH,Call,DFND,2020-03-31
116,BLACK HILLS CORP,COM,092113109,1031000,16100,SH, ,DFND,2020-03-31
117,BOISE CASCADE CO DEL,COM,09739D100,277000,11644,SH, ,DFND,2020-03-31
118,BOOKING HLDGS INC,COM,09857L108,42036000,31246,SH, ,DFND,2020-03-31
119,BOOT BARN HLDGS INC,COM,099406100,1049000,81100,SH, ,DFND,2020-03-31
120,BOSTON BEER INC,CL A,100557107,1911000,5200,SH, ,DFND,2020-03-31
121,BOX INC,CL A,10316T104,1213000,86399,SH, ,DFND,2020-03-31
122,BOYD GAMING CORP,COM,103304101,15728000,1090734,SH, ,DFND,2020-03-31
123,BP PLC,SPONSORED ADR,055622104,14574000,597522,SH, ,DFND,2020-03-31
124,BRANDYWINE RLTY TR,SH BEN INT NEW,105368203,195000,18561,SH, ,DFND,2020-03-31
125,BRIGHTHOUSE FINL INC,COM,10922N103,5576000,230700,SH, ,DFND,2020-03-31
126,BRIGHTSPHERE INVT GROUP INC,COM,10948W103,3756000,587798,SH, ,DFND,2020-03-31
127,BRISTOL-MYERS SQUIBB CO,COM,110122108,832000,14933,SH, ,DFND,2020-03-31
128,BRISTOL-MYERS SQUIBB CO,RIGHT 99/99/9999,110122157,23180000,6100000,SH, ,DFND,2020-03-31
129,BROADCOM INC,COM,11135F101,69476000,293024,SH, ,DFND,2020-03-31
130,BROADRIDGE FINL SOLUTIONS IN,COM,11133T103,10883000,114767,SH, ,DFND,2020-03-31
131,BROWN & BROWN INC,COM,115236101,4078000,112599,SH, ,DFND,2020-03-31
132,BRUKER CORP,COM,116794108,2121000,59145,SH, ,DFND,2020-03-31
133,BUILDERS FIRSTSOURCE INC,COM,12008R107,606000,49548,SH, ,DFND,2020-03-31
134,BUNGE LIMITED,COM,G16962105,5392000,131414,SH, ,DFND,2020-03-31
135,BURLINGTON STORES INC,COM,122017106,19918000,125700,SH, ,DFND,2020-03-31
136,BWX TECHNOLOGIES INC,COM,05605H100,1342000,27552,SH, ,DFND,2020-03-31
137,C H ROBINSON WORLDWIDE INC,COM NEW,12541W209,2373000,35851,SH, ,DFND,2020-03-31
138,CABOT CORP,COM,127055101,361000,13826,SH, ,DFND,2020-03-31
139,CABOT OIL & GAS CORP,COM,127097103,53135000,3091066,SH, ,DFND,2020-03-31
140,CADENCE DESIGN SYSTEM INC,COM,127387108,26061000,394625,SH, ,DFND,2020-03-31
141,CAESARS ENTMT CORP,COM,127686103,9464000,1400000,SH, ,DFND,2020-03-31
142,CAL MAINE FOODS INC,COM NEW,128030202,16127000,366696,SH, ,DFND,2020-03-31
143,CALITHERA BIOSCIENCES INC,COM,13089P101,18759000,4225000,SH, ,DFND,2020-03-31
144,CALLAWAY GOLF CO,COM,131193104,12365000,1209861,SH, ,DFND,2020-03-31
145,CALLAWAY GOLF CO,COM,131193104,4088000,400000,SH,Call,DFND,2020-03-31
146,CAMECO CORP,COM,13321L108,8914000,1166800,SH, ,DFND,2020-03-31
147,CAMPBELL SOUP CO,COM,134429109,4584000,99303,SH, ,DFND,2020-03-31
148,CANADIAN NAT RES LTD,COM,136385101,16577000,1217300,SH, ,DFND,2020-03-31
149,CANADIAN NATL RY CO,COM,136375102,17823000,229276,SH, ,DFND,2020-03-31
150,CANNAE HLDGS INC,COM,13765N107,50000,1495,SH, ,DFND,2020-03-31
151,CAPITAL ONE FINL CORP,COM,14040H105,56619000,1122945,SH, ,DFND,2020-03-31
152,CAPITAL ONE FINL CORP,COM,14040H105,12605000,250000,SH,Call,DFND,2020-03-31
153,CAPITOL FED FINL INC,COM,14057J101,2304000,198475,SH, ,DFND,2020-03-31
154,CARDINAL HEALTH INC,COM,14149Y108,17298000,360821,SH, ,DFND,2020-03-31
155,CARLISLE COS INC,COM,142339100,15780000,125956,SH, ,DFND,2020-03-31
156,CARNIVAL CORP,UNIT 99/99/9999,143658300,659000,50000,SH, ,DFND,2020-03-31
157,CARRIER GLOBAL CORPORATION,COM,14448C104,7313000,423970,SH, ,DFND,2020-03-31
158,CARS COM INC,COM,14575E105,172000,40000,SH, ,DFND,2020-03-31
159,CASEYS GEN STORES INC,COM,147528103,6411000,48386,SH, ,DFND,2020-03-31
160,CASTLE BIOSCIENCES INC,COM,14843C105,822000,27560,SH, ,DFND,2020-03-31
161,CATALENT INC,COM,148806102,3241000,62391,SH, ,DFND,2020-03-31
162,CBOE GLOBAL MARKETS INC,COM,12503M108,14339000,160663,SH, ,DFND,2020-03-31
163,CENTENE CORP DEL,COM,15135B101,68389000,1151134,SH, ,DFND,2020-03-31
164,CENTERPOINT ENERGY INC,COM,15189T107,2012000,130247,SH, ,DFND,2020-03-31
165,CENTURYLINK INC,COM,156700106,1148000,121400,SH, ,DFND,2020-03-31
166,CERUS CORP,COM,157085101,762000,163800,SH, ,DFND,2020-03-31
167,CF INDS HLDGS INC,COM,125269100,11669000,429009,SH, ,DFND,2020-03-31
168,CHARLES RIV LABS INTL INC,COM,159864107,32878000,260500,SH, ,DFND,2020-03-31
169,CHARTER COMMUNICATIONS INC N,CL A,16119P108,69899000,160205,SH, ,DFND,2020-03-31
170,CHEMOCENTRYX INC,COM,16383L106,2135000,53136,SH, ,DFND,2020-03-31
171,CHEMOURS CO,COM,163851108,828000,93300,SH, ,DFND,2020-03-31
172,CHENIERE ENERGY INC,COM NEW,16411R208,26602000,794094,SH, ,DFND,2020-03-31
173,CHEVRON CORP NEW,COM,166764100,93403000,1289029,SH, ,DFND,2020-03-31
174,CHEWY INC,CL A,16679L109,14330000,382224,SH, ,DFND,2020-03-31
175,CHIASMA INC,COM,16706W102,5475000,1500000,SH, ,DFND,2020-03-31
176,CHILDRENS PL INC,COM,168905107,903000,46157,SH, ,DFND,2020-03-31
177,CHIMERA INVT CORP,COM NEW,16934Q208,238000,26109,SH, ,DFND,2020-03-31
178,CHIMERIX INC,COM,16934W106,1440000,1000000,SH, ,DFND,2020-03-31
179,CHIPOTLE MEXICAN GRILL INC,COM,169656105,3693000,5644,SH, ,DFND,2020-03-31
180,CIMAREX ENERGY CO,COM,171798101,17240000,1024333,SH, ,DFND,2020-03-31
181,CIRRUS LOGIC INC,COM,172755100,532000,8099,SH, ,DFND,2020-03-31
182,CISCO SYS INC,COM,17275R102,2213000,56300,SH, ,DFND,2020-03-31
183,CIT GROUP INC,COM NEW,125581801,13207000,765185,SH, ,DFND,2020-03-31
184,CITIGROUP INC,COM NEW,172967424,40785000,968300,SH, ,DFND,2020-03-31
185,CITIGROUP INC,COM NEW,172967424,42120000,1000000,SH,Call,DFND,2020-03-31
186,CITIZENS FINANCIAL GROUP INC,COM,174610105,30292000,1610398,SH, ,DFND,2020-03-31
187,CLARIVATE ANALYTICS PLC,COM,G21810109,7161000,345094,SH, ,DFND,2020-03-31
188,CLEAN HARBORS INC,COM,184496107,16529000,321960,SH, ,DFND,2020-03-31
189,CLOVIS ONCOLOGY INC,COM,189464100,298000,46800,SH, ,DFND,2020-03-31
190,CME GROUP INC,COM,12572Q105,10380000,60032,SH, ,DFND,2020-03-31
191,CMS ENERGY CORP,COM,125896100,294000,5000,SH, ,DFND,2020-03-31
192,CNX RESOURCES CORPORATION,COM,12653C108,1211000,227661,SH, ,DFND,2020-03-31
193,COCA COLA CO,COM,191216100,624000,14100,SH, ,DFND,2020-03-31
194,COCA COLA EUROPEAN PARTNERS,SHS,G25839104,11167000,297546,SH, ,DFND,2020-03-31
195,COGENT COMMUNICATIONS HLDGS,COM NEW,19239V302,7180000,87588,SH, ,DFND,2020-03-31
196,COHEN & STEERS INC,COM,19247A100,3826000,84190,SH, ,DFND,2020-03-31
197,COHERENT INC,COM,192479103,5501000,51700,SH, ,DFND,2020-03-31
198,COLGATE PALMOLIVE CO,COM,194162103,28589000,430813,SH, ,DFND,2020-03-31
199,COLUMBIA SPORTSWEAR CO,COM,198516106,2247000,32200,SH, ,DFND,2020-03-31
200,COMFORT SYS USA INC,COM,199908104,398000,10900,SH, ,DFND,2020-03-31
201,COMMUNITY BK SYS INC,COM,203607106,241000,4100,SH, ,DFND,2020-03-31
202,COMMUNITY HEALTH SYS INC NEW,COM,203668108,4257000,1274600,SH, ,DFND,2020-03-31
203,COMMVAULT SYSTEMS INC,COM,204166102,850000,21000,SH, ,DFND,2020-03-31
204,CONMED CORP,COM,207410101,27320000,477047,SH, ,DFND,2020-03-31
205,CONOCOPHILLIPS,COM,20825C104,56831000,1845169,SH, ,DFND,2020-03-31
206,CONSTELLATION BRANDS INC,CL A,21036P108,39413000,274924,SH, ,DFND,2020-03-31
207,CONSTELLATION PHARMCETICLS I,COM,210373106,47993000,1526975,SH, ,DFND,2020-03-31
208,COOPER TIRE & RUBR CO,COM,216831107,11456000,702809,SH, ,DFND,2020-03-31
209,COPA HOLDINGS SA,CL A,P31076105,13367000,295151,SH, ,DFND,2020-03-31
210,COPART INC,COM,217204106,18097000,264116,SH, ,DFND,2020-03-31
211,CORESITE RLTY CORP,COM,21870Q105,498000,4300,SH, ,DFND,2020-03-31
212,CORNERSTONE ONDEMAND INC,COM,21925Y103,13903000,437879,SH, ,DFND,2020-03-31
213,COSTAR GROUP INC,COM,22160N109,28009000,47698,SH, ,DFND,2020-03-31
214,COTY INC,COM CL A,222070203,3538000,685607,SH, ,DFND,2020-03-31
215,COVANTA HLDG CORP,COM,22282E102,577000,67491,SH, ,DFND,2020-03-31
216,COVETRUS INC,COM,22304C100,19451000,2389596,SH, ,DFND,2020-03-31
217,COWEN INC,CL A NEW,223622606,1208000,125000,SH, ,DFND,2020-03-31
218,CRITEO S A,SPONS ADS,226718104,1453000,182800,SH, ,DFND,2020-03-31
219,CROWDSTRIKE HLDGS INC,CL A,22788C105,22287000,400264,SH, ,DFND,2020-03-31
220,CSX CORP,COM,126408103,110465000,1927831,SH, ,DFND,2020-03-31
221,CVR ENERGY INC,COM,12662P108,1235000,74736,SH, ,DFND,2020-03-31
222,CYRUSONE INC,COM,23283R100,2661000,43100,SH, ,DFND,2020-03-31
223,CYTOKINETICS INC,COM NEW,23282W605,9328000,791200,SH, ,DFND,2020-03-31
224,CYTOMX THERAPEUTICS INC,COM,23284F105,1661000,216564,SH, ,DFND,2020-03-31
225,DANA INCORPORATED,COM,235825205,1833000,234700,SH, ,DFND,2020-03-31
226,DANAHER CORPORATION,COM,235851102,19111000,138076,SH, ,DFND,2020-03-31
227,DARDEN RESTAURANTS INC,COM,237194105,42628000,782742,SH, ,DFND,2020-03-31
228,DATADOG INC,CL A COM,23804L103,49117000,1365118,SH, ,DFND,2020-03-31
229,DECKERS OUTDOOR CORP,COM,243537107,23601000,176130,SH, ,DFND,2020-03-31
230,DEERE & CO,COM,244199105,39692000,287290,SH, ,DFND,2020-03-31
231,DELEK US HLDGS INC NEW,COM,24665A103,1132000,71829,SH, ,DFND,2020-03-31
232,DELL TECHNOLOGIES INC,CL C,24703L202,71379000,1804784,SH, ,DFND,2020-03-31
233,DESIGNER BRANDS INC,CL A,250565108,615000,123497,SH, ,DFND,2020-03-31
234,DEUTSCHE BANK A G,NAMEN AKT,D18190898,1284000,200000,SH,Put,DFND,2020-03-31
235,DEXCOM INC,COM,252131107,3177000,11797,SH, ,DFND,2020-03-31
236,DHT HOLDINGS INC,SHS NEW,Y2065G121,4803000,626200,SH, ,DFND,2020-03-31
237,DIAMOND EAGLE ACQUISITION CO,COM CL A,25258L109,3085000,250000,SH, ,DFND,2020-03-31
238,DICERNA PHARMACEUTICALS INC,COM,253031108,19727000,1073881,SH, ,DFND,2020-03-31
239,DISNEY WALT CO,COM DISNEY,254687106,9660000,100000,SH,Call,DFND,2020-03-31
240,DISNEY WALT CO,COM DISNEY,254687106,4830000,50000,SH,Put,DFND,2020-03-31
241,DOCUSIGN INC,COM,256163106,1340000,14500,SH, ,DFND,2020-03-31
242,DOLBY LABORATORIES INC,COM CL A,25659T107,2097000,38680,SH, ,DFND,2020-03-31
243,DOLLAR GEN CORP NEW,COM,256677105,126970000,840806,SH, ,DFND,2020-03-31
244,DOMTAR CORP,COM NEW,257559203,2761000,127600,SH, ,DFND,2020-03-31
245,DOVER CORP,COM,260003108,27206000,324116,SH, ,DFND,2020-03-31
246,DRIL QUIP INC,COM,262037104,7567000,248110,SH, ,DFND,2020-03-31
247,DROPBOX INC,CL A,26210C104,250000,13800,SH, ,DFND,2020-03-31
248,DTE ENERGY CO,COM,233331107,1491000,15700,SH, ,DFND,2020-03-31
249,DUKE ENERGY CORP NEW,COM NEW,26441C204,61230000,757051,SH, ,DFND,2020-03-31
250,DUPONT DE NEMOURS INC,COM,26614N102,19641000,575970,SH, ,DFND,2020-03-31
251,DYNATRACE INC,COM,268150109,63305000,2655419,SH, ,DFND,2020-03-31
252,EATON VANCE CORP,COM NON VTG,278265103,1224000,37951,SH, ,DFND,2020-03-31
253,ECHOSTAR CORP,CL A,278768106,9354000,292578,SH, ,DFND,2020-03-31
254,EDWARDS LIFESCIENCES CORP,COM,28176E108,15250000,80849,SH, ,DFND,2020-03-31
255,EHEALTH INC,COM,28238P109,3320000,23575,SH, ,DFND,2020-03-31
256,ELANCO ANIMAL HEALTH INC,COM,28414H103,24503000,1094388,SH, ,DFND,2020-03-31
257,ELDORADO RESORTS INC,COM,28470R102,13743000,954344,SH, ,DFND,2020-03-31
258,ELDORADO RESORTS INC,COM,28470R102,1440000,100000,SH,Call,DFND,2020-03-31
259,ELECTRONIC ARTS INC,COM,285512109,13863000,138393,SH, ,DFND,2020-03-31
260,ENBRIDGE INC,COM,29250N105,582000,20000,SH, ,DFND,2020-03-31
261,ENCOMPASS HEALTH CORP,COM,29261A100,43557000,680254,SH, ,DFND,2020-03-31
262,ENCORE CAP GROUP INC,COM,292554102,248000,10600,SH, ,DFND,2020-03-31
263,ENERPLUS CORP,COM,292766102,3892000,2650000,SH, ,DFND,2020-03-31
264,ENPHASE ENERGY INC,COM,29355A107,6670000,206565,SH, ,DFND,2020-03-31
265,ENTERGY CORP NEW,COM,29364G103,3561000,37890,SH, ,DFND,2020-03-31
266,EQT CORPORATION,COM,26884L109,19757000,2794551,SH, ,DFND,2020-03-31
267,EQUINIX INC,COM,29444U700,6933000,11100,SH, ,DFND,2020-03-31
268,EQUINOR ASA,SPONSORED ADR,29446M102,64246000,5274673,SH, ,DFND,2020-03-31
269,EQUITABLE HLDGS INC,COM,29452E101,108222000,7489405,SH, ,DFND,2020-03-31
270,EQUITRANS MIDSTREAM CORP,COM,294600101,17513000,3481747,SH, ,DFND,2020-03-31
271,ESSENT GROUP LTD,COM,G3198U102,5403000,205139,SH, ,DFND,2020-03-31
272,ETSY INC,COM,29786A106,19918000,518156,SH, ,DFND,2020-03-31
273,EURONAV NV ANTWERPEN,SHS,B38564108,4079000,361600,SH, ,DFND,2020-03-31
274,EVERCORE INC,CLASS A,29977A105,12782000,277500,SH, ,DFND,2020-03-31
275,EVEREST RE GROUP LTD,COM,G3223R108,39012000,202746,SH, ,DFND,2020-03-31
276,EVERGY INC,COM,30034W106,220000,4000,SH, ,DFND,2020-03-31
277,EXELIXIS INC,COM,30161Q104,16536000,960265,SH, ,DFND,2020-03-31
278,EXLSERVICE HOLDINGS INC,COM,302081104,237000,4561,SH, ,DFND,2020-03-31
279,EXPEDIA GROUP INC,COM NEW,30212P303,34731000,617226,SH, ,DFND,2020-03-31
280,EXPEDIA GROUP INC,COM NEW,30212P303,7034000,125000,SH,Call,DFND,2020-03-31
281,EXPEDITORS INTL WASH INC,COM,302130109,4858000,72816,SH, ,DFND,2020-03-31
282,EXTRA SPACE STORAGE INC,COM,30225T102,7360000,76859,SH, ,DFND,2020-03-31
283,F M C CORP,COM NEW,302491303,2461000,30125,SH, ,DFND,2020-03-31
284,F5 NETWORKS INC,COM,315616102,51718000,485020,SH, ,DFND,2020-03-31
285,FAIR ISAAC CORP,COM,303250104,18398000,59794,SH, ,DFND,2020-03-31
286,FEDERATED HERMES INC,CL B,314211103,954000,50062,SH, ,DFND,2020-03-31
287,FEDEX CORP,COM,31428X106,31788000,262146,SH, ,DFND,2020-03-31
288,FERRARI N V,COM,N3167Y103,42808000,280578,SH, ,DFND,2020-03-31
289,FIDELITY NATIONAL FINANCIAL,FNF GROUP COM,31620R303,5965000,239749,SH, ,DFND,2020-03-31
290,FIDELITY NATL INFORMATION SV,COM,31620M106,151445000,1245028,SH, ,DFND,2020-03-31
291,FIFTH THIRD BANCORP,COM,316773100,13649000,919099,SH, ,DFND,2020-03-31
