,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,VALUE,SHARES,SHARE TYPE,PUT_CALL,INVESTMENT_DISCRETION,DATE_STRING
37,ALLSCRIPTS HEALTHCARE SOLUTN,COM,01988P108,1319000,134400,SH, ,DFND,2019-12-31
38,ALLY FINL INC,COM,02005N100,52684000,1723943,SH, ,DFND,2019-12-31
39,ALTERYX INC,COM CL A,02156B103,6933000,69280,SH, ,DFND,2019-12-31
40,ALTRIA GROUP INC,COM,02209S103,7835000,156977,SH, ,DFND,2019-12-31
41,AMARIN CORP PLC,SPONS ADR NEW,023111206,31570000,1472483,SH, ,DFND,2019-12-31
42,AMARIN CORP PLC,SPONS ADR NEW,023111206,10720000,500000,SH,Call,DFND,2019-12-31
43,AMAZON COM INC,COM,023135106,366497000,198338,SH, ,DFND,2019-12-31
44,AMAZON COM INC,COM,023135106,57283000,31000,SH,Call,DFND,2019-12-31
45,AMEREN CORP,COM,023608102,151000,1962,SH, ,DFND,2019-12-31
46,AMERICAN AIRLS GROUP INC,COM,02376R102,24255000,845700,SH, ,DFND,2019-12-31
47,AMERICAN ASSETS TR INC,COM,024013104,23000,500,SH, ,DFND,2019-12-31
48,AMERICAN AXLE & MFG HLDGS IN,COM,024061103,11297000,1049935,SH, ,DFND,2019-12-31
49,AMERICAN CAMPUS CMNTYS INC,COM,024835100,52000,1100,SH, ,DFND,2019-12-31
50,AMERICAN FINL GROUP INC OHIO,COM,025932104,7753000,70703,SH, ,DFND,2019-12-31
51,AMERICAN HOMES 4 RENT,CL A,02665T306,2776000,105900,SH, ,DFND,2019-12-31
52,AMERICAN INTL GROUP INC,COM NEW,026874784,51466000,1002645,SH, ,DFND,2019-12-31
53,AMERICAN NATL INS CO,COM,028591105,577000,4900,SH, ,DFND,2019-12-31
54,AMERICOLD RLTY TR,COM,03064D108,30887000,880989,SH, ,DFND,2019-12-31
55,AMPLIFY ENERGY CORP NEW,COM,03212B103,5000,827,SH, ,DFND,2019-12-31
56,ANAPLAN INC,COM,03272L108,31773000,606355,SH, ,DFND,2019-12-31
57,ANAPTYSBIO INC,COM,032724106,421000,25900,SH, ,DFND,2019-12-31
58,ANGI HOMESERVICES INC,COM CL A,00183L102,1886000,222673,SH, ,DFND,2019-12-31
59,AON PLC,SHS CL A,G0408V102,33410000,160400,SH, ,DFND,2019-12-31
60,APARTMENT INVT & MGMT CO,CL A,03748R754,2510000,48600,SH, ,DFND,2019-12-31
61,APOLLO COML REAL EST FIN INC,COM,03762U105,917000,50145,SH, ,DFND,2019-12-31
62,APPIAN CORP,CL A,03782L101,6734000,176235,SH, ,DFND,2019-12-31
63,APPLE HOSPITALITY REIT INC,COM NEW,03784Y200,2012000,123800,SH, ,DFND,2019-12-31
64,APPLIED MATLS INC,COM,038222105,148393000,2431075,SH, ,DFND,2019-12-31
65,APTEVO THERAPEUTICS INC,COM,03835L108,1604000,2450000,SH, ,DFND,2019-12-31
66,APTIV PLC,SHS,G6095L109,20979000,220900,SH, ,DFND,2019-12-31
67,APTOSE BIOSCIENCES INC,COM NEW,03835T200,4373000,771300,SH, ,DFND,2019-12-31
68,AQUA AMERICA INC,COM,03836W103,1056000,22500,SH, ,DFND,2019-12-31
69,ARAMARK,COM,03852U106,32604000,751243,SH, ,DFND,2019-12-31
70,ARBOR RLTY TR INC,COM,038923108,2974000,207255,SH, ,DFND,2019-12-31
71,ARBUTUS BIOPHARMA CORP,COM,03879J100,5274000,1897284,SH, ,DFND,2019-12-31
72,ARCELORMITTAL SA LUXEMBOURG,NY REGISTRY SH,03938L203,12920000,736585,SH, ,DFND,2019-12-31
73,ARCH CAP GROUP LTD,ORD,G0450A105,15839000,369300,SH, ,DFND,2019-12-31
74,ARCONIC INC,COM,03965L100,14669000,476719,SH, ,DFND,2019-12-31
75,ARCOSA INC,COM,039653100,8555000,192038,SH, ,DFND,2019-12-31
76,ARENA PHARMACEUTICALS INC,COM NEW,040047607,14769000,325163,SH, ,DFND,2019-12-31
77,ARMSTRONG WORLD INDS INC NEW,COM,04247X102,26250000,279349,SH, ,DFND,2019-12-31
78,ARTISAN PARTNERS ASSET MGMT,CL A,04316A108,74000,2300,SH, ,DFND,2019-12-31
79,ARVINAS INC,COM,04335A105,17891000,435400,SH, ,DFND,2019-12-31
80,ASPEN TECHNOLOGY INC,COM,045327103,49661000,410657,SH, ,DFND,2019-12-31
81,ASSURANT INC,COM,04621X108,1403000,10700,SH, ,DFND,2019-12-31
82,ASSURED GUARANTY LTD,COM,G0585R106,157000,3200,SH, ,DFND,2019-12-31
83,ATKORE INTL GROUP INC,COM,047649108,554000,13700,SH, ,DFND,2019-12-31
84,ATLASSIAN CORP PLC,CL A,G06242104,97673000,811645,SH, ,DFND,2019-12-31
85,ATMOS ENERGY CORP,COM,049560105,3255000,29100,SH, ,DFND,2019-12-31
86,ATRICURE INC,COM,04963C209,8489000,261128,SH, ,DFND,2019-12-31
87,AURINIA PHARMACEUTICALS INC,COM,05156V102,72848000,3595633,SH, ,DFND,2019-12-31
88,AUTOLIV INC,COM,052800109,3376000,40000,SH, ,DFND,2019-12-31
89,AUTOLUS THERAPEUTICS PLC,SPON ADS,05280R100,4169000,315804,SH, ,DFND,2019-12-31
90,AVAYA HLDGS CORP,COM,05351X101,39609000,2934008,SH, ,DFND,2019-12-31
91,AVERY DENNISON CORP,COM,053611109,2590000,19800,SH, ,DFND,2019-12-31
92,AXA EQUITABLE HLDGS INC,COM,054561105,42352000,1709135,SH, ,DFND,2019-12-31
93,AXALTA COATING SYS LTD,COM,G0750C108,16467000,541668,SH, ,DFND,2019-12-31
94,AXOGEN INC,COM,05463X106,2479000,138594,SH, ,DFND,2019-12-31
95,AXONICS MODULATION TECH INC,COM,05465P101,8014000,289219,SH, ,DFND,2019-12-31
96,B & G FOODS INC NEW,COM,05508R106,308000,17170,SH, ,DFND,2019-12-31
97,BADGER METER INC,COM,056525108,221000,3400,SH, ,DFND,2019-12-31
98,BAIDU INC,SPON ADR REP A,056752108,133485000,1056056,SH, ,DFND,2019-12-31
99,BAKER HUGHES COMPANY,CL A,05722G100,33483000,1306397,SH, ,DFND,2019-12-31
100,BALL CORP,COM,058498106,38261000,591635,SH, ,DFND,2019-12-31
101,BANDWIDTH INC,COM CL A,05988J103,15725000,245511,SH, ,DFND,2019-12-31
102,BANK NEW YORK MELLON CORP,COM,064058100,84741000,1683708,SH, ,DFND,2019-12-31
103,BANKUNITED INC,COM,06652K103,23351000,638692,SH, ,DFND,2019-12-31
104,BAXTER INTL INC,COM,071813109,8728000,104376,SH, ,DFND,2019-12-31
105,BECTON DICKINSON & CO,COM,075887109,32796000,120586,SH, ,DFND,2019-12-31
106,BERRY GLOBAL GROUP INC,COM,08579W103,25668000,540500,SH, ,DFND,2019-12-31
107,BEYOND MEAT INC,COM,08862E109,8000,100,SH, ,DFND,2019-12-31
108,BGC PARTNERS INC,CL A,05541T101,47524000,8000650,SH, ,DFND,2019-12-31
109,BHP GROUP PLC,SPONSORED ADR,05545E209,17551000,373352,SH, ,DFND,2019-12-31
110,BICYCLE THERAPEUTICS PLC,SPONSORED ADS,088786108,3607000,382499,SH, ,DFND,2019-12-31
111,BILL COM HLDGS INC,COM,090043100,951000,25000,SH, ,DFND,2019-12-31
112,BIO RAD LABS INC,CL A,090572207,12893000,34842,SH, ,DFND,2019-12-31
113,BIO TECHNE CORP,COM,09073M104,637000,2900,SH, ,DFND,2019-12-31
114,BIOCRYST PHARMACEUTICALS,COM,09058V103,28921000,8382900,SH, ,DFND,2019-12-31
115,BIOGEN INC,COM,09062X103,16047000,54081,SH, ,DFND,2019-12-31
116,BIOHAVEN PHARMACTL HLDG CO L,COM,G11196105,24770000,454989,SH, ,DFND,2019-12-31
117,BIOMARIN PHARMACEUTICAL INC,COM,09061G101,22041000,260683,SH, ,DFND,2019-12-31
118,BIOXCEL THERAPEUTICS INC,COM,09075P105,3726000,255000,SH, ,DFND,2019-12-31
119,BLACK HILLS CORP,COM,092113109,4527000,57639,SH, ,DFND,2019-12-31
120,BLACKSTONE GROUP INC,COM CL A,09260D107,817000,14600,SH, ,DFND,2019-12-31
121,BLACKSTONE MTG TR INC,COM CL A,09257W100,1554000,41762,SH, ,DFND,2019-12-31
122,BLOOM ENERGY CORP,COM CL A,093712107,157000,20987,SH, ,DFND,2019-12-31
123,BLUEPRINT MEDICINES CORP,COM,09627Y109,16801000,209729,SH, ,DFND,2019-12-31
124,BMC STK HLDGS INC,COM,05591B109,65000,2267,SH, ,DFND,2019-12-31
125,BOEING CO,COM,097023105,29289000,89909,SH, ,DFND,2019-12-31
126,BOISE CASCADE CO DEL,COM,09739D100,2254000,61700,SH, ,DFND,2019-12-31
127,BOOKING HLDGS INC,COM,09857L108,92810000,45191,SH, ,DFND,2019-12-31
128,BOOT BARN HLDGS INC,COM,099406100,6425000,144286,SH, ,DFND,2019-12-31
129,BOOZ ALLEN HAMILTON HLDG COR,CL A,099502106,3514000,49400,SH, ,DFND,2019-12-31
130,BOSTON BEER INC,CL A,100557107,25636000,67847,SH, ,DFND,2019-12-31
131,BOSTON SCIENTIFIC CORP,COM,101137107,28785000,636554,SH, ,DFND,2019-12-31
132,BOX INC,CL A,10316T104,257000,15343,SH, ,DFND,2019-12-31
133,BP PLC,SPONSORED ADR,055622104,33148000,878315,SH, ,DFND,2019-12-31
134,BRANDYWINE RLTY TR,SH BEN INT NEW,105368203,1833000,116400,SH, ,DFND,2019-12-31
135,BRIGHTSPHERE INVT GROUP INC,COM,10948W103,6945000,679571,SH, ,DFND,2019-12-31
136,BRISTOL MYERS SQUIBB CO,RIGHT 99/99/9999,110122157,1505000,500000,SH, ,DFND,2019-12-31
137,BRIXMOR PPTY GROUP INC,COM,11120U105,1232000,57000,SH, ,DFND,2019-12-31
138,BROADRIDGE FINL SOLUTIONS IN,COM,11133T103,3484000,28200,SH, ,DFND,2019-12-31
139,BROOKFIELD ASSET MGMT INC,CL A LTD VT SH,112585104,6520000,112800,SH, ,DFND,2019-12-31
140,BROOKFIELD PROPERTY REIT INC,CL A,11282X103,742000,40202,SH, ,DFND,2019-12-31
141,BROOKS AUTOMATION INC,COM,114340102,759000,18100,SH, ,DFND,2019-12-31
142,BRUKER CORP,COM,116794108,4093000,80294,SH, ,DFND,2019-12-31
143,BUILDERS FIRSTSOURCE INC,COM,12008R107,326000,12848,SH, ,DFND,2019-12-31
144,BUNGE LIMITED,COM,G16962105,524000,9100,SH, ,DFND,2019-12-31
145,BURLINGTON STORES INC,COM,122017106,17646000,77383,SH, ,DFND,2019-12-31
146,BWX TECHNOLOGIES INC,COM,05605H100,1658000,26700,SH, ,DFND,2019-12-31
147,CACI INTL INC,CL A,127190304,2709000,10836,SH, ,DFND,2019-12-31
148,CADENCE DESIGN SYSTEM INC,COM,127387108,38117000,549557,SH, ,DFND,2019-12-31
149,CAL MAINE FOODS INC,COM NEW,128030202,8839000,206751,SH, ,DFND,2019-12-31
150,CALAVO GROWERS INC,COM,128246105,172000,1900,SH, ,DFND,2019-12-31
151,CALITHERA BIOSCIENCES INC,COM,13089P101,5744000,1005980,SH, ,DFND,2019-12-31
152,CALLAWAY GOLF CO,COM,131193104,24713000,1165717,SH, ,DFND,2019-12-31
153,CALLON PETE CO DEL,COM,13123X102,684000,141700,SH, ,DFND,2019-12-31
154,CAMECO CORP,COM,13321L108,4450000,500000,SH,Call,DFND,2019-12-31
155,CAMPING WORLD HLDGS INC,CL A,13462K109,196000,13331,SH, ,DFND,2019-12-31
156,CANADIAN NAT RES LTD,COM,136385101,42189000,1304500,SH, ,DFND,2019-12-31
157,CANADIAN NATL RY CO,COM,136375102,9522000,105276,SH, ,DFND,2019-12-31
158,CANADIAN PAC RY LTD,COM,13645T100,7775000,30500,SH, ,DFND,2019-12-31
159,CANADIAN SOLAR INC,COM,136635109,2810000,127146,SH, ,DFND,2019-12-31
160,CANNAE HLDGS INC,COM,13765N107,781000,21000,SH, ,DFND,2019-12-31
161,CAPITAL ONE FINL CORP,COM,14040H105,80073000,778092,SH, ,DFND,2019-12-31
162,CAPITOL FED FINL INC,COM,14057J101,973000,70900,SH, ,DFND,2019-12-31
163,CAPRI HOLDINGS LIMITED,SHS,G1890L107,3132000,82089,SH, ,DFND,2019-12-31
164,CARA THERAPEUTICS INC,COM,140755109,1340000,83200,SH, ,DFND,2019-12-31
165,CARLISLE COS INC,COM,142339100,2929000,18100,SH, ,DFND,2019-12-31
166,CARMAX INC,COM,143130102,3682000,42000,SH, ,DFND,2019-12-31
167,CARS COM INC,COM,14575E105,7671000,627751,SH, ,DFND,2019-12-31
168,CASEYS GEN STORES INC,COM,147528103,13222000,83163,SH, ,DFND,2019-12-31
169,CATERPILLAR INC DEL,COM,149123101,3722000,25200,SH, ,DFND,2019-12-31
170,CBOE GLOBAL MARKETS INC,COM,12503M108,3600000,30000,SH, ,DFND,2019-12-31
171,CBRE GROUP INC,CL A,12504L109,410000,6689,SH, ,DFND,2019-12-31
172,CDK GLOBAL INC,COM,12508E101,552000,10100,SH, ,DFND,2019-12-31
173,CDW CORP,COM,12514G108,4314000,30200,SH, ,DFND,2019-12-31
174,CELANESE CORP DEL,COM,150870103,23898000,194103,SH, ,DFND,2019-12-31
175,CELESTICA INC,SUB VTG SHS,15101Q108,347000,42000,SH, ,DFND,2019-12-31
176,CELLECTIS S A,SPONSORED ADS,15117K103,731000,42688,SH, ,DFND,2019-12-31
177,CENOVUS ENERGY INC,COM,15135U109,2541000,250000,SH, ,DFND,2019-12-31
178,CENTENNIAL RESOURCE DEV INC,CL A,15136A102,8425000,1823529,SH, ,DFND,2019-12-31
179,CENTERPOINT ENERGY INC,COM,15189T107,26538000,973139,SH, ,DFND,2019-12-31
180,CERENCE INC,COM,156727109,6456000,285274,SH, ,DFND,2019-12-31
181,CERIDIAN HCM HLDG INC,COM,15677J108,441000,6500,SH, ,DFND,2019-12-31
182,CERNER CORP,COM,156782104,4944000,67363,SH, ,DFND,2019-12-31
183,CF INDS HLDGS INC,COM,125269100,42067000,881166,SH, ,DFND,2019-12-31
184,CHANGE HEALTHCARE INC,COM,15912K100,57192000,3489456,SH, ,DFND,2019-12-31
185,CHARLES RIV LABS INTL INC,COM,159864107,23964000,156872,SH, ,DFND,2019-12-31
186,CHARTER COMMUNICATIONS INC N,CL A,16119P108,1510000,3113,SH, ,DFND,2019-12-31
187,CHEGG INC,COM,163092109,202000,5321,SH, ,DFND,2019-12-31
188,CHEMED CORP NEW,COM,16359R103,192000,436,SH, ,DFND,2019-12-31
189,CHESAPEAKE ENERGY CORP,COM,165167107,207000,251000,SH, ,DFND,2019-12-31
190,CHEVRON CORP NEW,COM,166764100,98465000,817071,SH, ,DFND,2019-12-31
191,CHEWY INC,CL A,16679L109,6011000,207260,SH, ,DFND,2019-12-31
192,CHIASMA INC,COM,16706W102,7440000,1500000,SH, ,DFND,2019-12-31
193,CHILDRENS PL INC,COM,168905107,14051000,224745,SH, ,DFND,2019-12-31
194,CHIMERA INVT CORP,COM NEW,16934Q208,3070000,149331,SH, ,DFND,2019-12-31
195,CHINA BIOLOGIC PRODS HLDGS I,COM,G21515104,667000,5731,SH, ,DFND,2019-12-31
196,CHIPOTLE MEXICAN GRILL INC,COM,169656105,134122000,160220,SH, ,DFND,2019-12-31
197,CIGNA CORP NEW,COM,125523100,33939000,165967,SH, ,DFND,2019-12-31
198,CIMAREX ENERGY CO,COM,171798101,19551000,372465,SH, ,DFND,2019-12-31
199,CINCINNATI FINL CORP,COM,172062101,1449000,13784,SH, ,DFND,2019-12-31
200,CINTAS CORP,COM,172908105,1534000,5700,SH, ,DFND,2019-12-31
201,CIT GROUP INC,COM NEW,125581801,2497000,54730,SH, ,DFND,2019-12-31
202,CITIGROUP INC,COM NEW,172967424,14772000,184900,SH, ,DFND,2019-12-31
203,CITIZENS FINL GROUP INC,COM,174610105,57409000,1413668,SH, ,DFND,2019-12-31
204,CITRIX SYS INC,COM,177376100,8517000,76800,SH, ,DFND,2019-12-31
205,CLARIVATE ANALYTICS PLC,COM,G21810109,10622000,632237,SH, ,DFND,2019-12-31
206,CLEVELAND CLIFFS INC,COM,185899101,7558000,899724,SH, ,DFND,2019-12-31
207,CME GROUP INC,COM,12572Q105,12050000,60032,SH, ,DFND,2019-12-31
208,CMS ENERGY CORP,COM,125896100,13792000,219484,SH, ,DFND,2019-12-31
209,CNH INDL N V,SHS,N20944109,5695000,517700,SH, ,DFND,2019-12-31
210,CNO FINL GROUP INC,COM,12621E103,2472000,136372,SH, ,DFND,2019-12-31
211,COGENT COMMUNICATIONS HLDGS,COM NEW,19239V302,2829000,42994,SH, ,DFND,2019-12-31
212,COHERENT INC,COM,192479103,27046000,162587,SH, ,DFND,2019-12-31
213,COLFAX CORP,COM,194014106,2980000,81900,SH, ,DFND,2019-12-31
214,COLONY CAP INC NEW,CL A COM,19626G108,103000,21600,SH, ,DFND,2019-12-31
215,COLONY CR REAL ESTATE INC,COM CL A,19625T101,332000,25200,SH, ,DFND,2019-12-31
216,COLUMBIA PPTY TR INC,COM NEW,198287203,730000,34900,SH, ,DFND,2019-12-31
217,COMCAST CORP NEW,CL A,20030N101,78470000,1744949,SH, ,DFND,2019-12-31
218,COMCAST CORP NEW,CL A,20030N101,11670000,259500,SH,Call,DFND,2019-12-31
219,COMFORT SYS USA INC,COM,199908104,70000,1400,SH, ,DFND,2019-12-31
220,COMMUNITY HEALTH SYS INC NEW,COM,203668108,1188000,409600,SH, ,DFND,2019-12-31
221,COMMVAULT SYSTEMS INC,COM,204166102,1138000,25482,SH, ,DFND,2019-12-31
222,CONMED CORP,COM,207410101,11719000,104797,SH, ,DFND,2019-12-31
223,CONOCOPHILLIPS,COM,20825C104,152618000,2346889,SH, ,DFND,2019-12-31
224,CONSOLIDATED EDISON INC,COM,209115104,9084000,100413,SH, ,DFND,2019-12-31
225,CONSTELLATION BRANDS INC,CL A,21036P108,120777000,636506,SH, ,DFND,2019-12-31
226,CONSTELLATION PHARMCETICLS I,COM,210373106,23593000,500817,SH, ,DFND,2019-12-31
227,CONTINENTAL RESOURCES INC,COM,212015101,48945000,1426975,SH, ,DFND,2019-12-31
228,COOPER TIRE & RUBR CO,COM,216831107,16225000,564357,SH, ,DFND,2019-12-31
229,COPA HOLDINGS SA,CL A,P31076105,27776000,256991,SH, ,DFND,2019-12-31
230,COPART INC,COM,217204106,54471000,598973,SH, ,DFND,2019-12-31
231,CORECIVIC INC,COM,21871N101,283000,16300,SH, ,DFND,2019-12-31
232,CORPORATE OFFICE PPTYS TR,SH BEN INT,22002T108,870000,29600,SH, ,DFND,2019-12-31
233,COSTAR GROUP INC,COM,22160N109,25139000,42017,SH, ,DFND,2019-12-31
234,COSTCO WHSL CORP NEW,COM,22160K105,2632000,8955,SH, ,DFND,2019-12-31
235,COTT CORP QUE,COM,22163N106,468000,34200,SH, ,DFND,2019-12-31
236,COVANTA HLDG CORP,COM,22282E102,2011000,135500,SH, ,DFND,2019-12-31
237,COWEN INC,CL A NEW,223622606,1969000,125000,SH, ,DFND,2019-12-31
238,CRINETICS PHARMACEUTICALS IN,COM,22663K107,850000,33865,SH, ,DFND,2019-12-31
239,CRITEO S A,SPONS ADS,226718104,3380000,195040,SH, ,DFND,2019-12-31
240,CROCS INC,COM,227046109,3155000,75317,SH, ,DFND,2019-12-31
241,CROWDSTRIKE HLDGS INC,CL A,22788C105,87078000,1746109,SH, ,DFND,2019-12-31
242,CROWN CASTLE INTL CORP NEW,COM,22822V101,10093000,71000,SH, ,DFND,2019-12-31
243,CROWN HOLDINGS INC,COM,228368106,7092000,97773,SH, ,DFND,2019-12-31
244,CSG SYS INTL INC,COM,126349109,839000,16200,SH, ,DFND,2019-12-31
245,CSX CORP,COM,126408103,7826000,108158,SH, ,DFND,2019-12-31
246,CUBESMART,COM,229663109,903000,28700,SH, ,DFND,2019-12-31
247,CVR ENERGY INC,COM,12662P108,1690000,41800,SH, ,DFND,2019-12-31
248,CYCLERION THERAPEUTICS INC,COM,23255M105,379000,139220,SH, ,DFND,2019-12-31
249,CYRUSONE INC,COM,23283R100,46000,707,SH, ,DFND,2019-12-31
250,CYTOKINETICS INC,COM NEW,23282W605,32135000,3028751,SH, ,DFND,2019-12-31
251,CYTOMX THERAPEUTICS INC,COM,23284F105,5992000,721000,SH, ,DFND,2019-12-31
252,DARDEN RESTAURANTS INC,COM,237194105,52922000,485476,SH, ,DFND,2019-12-31
253,DARLING INGREDIENTS INC,COM,237266101,7616000,271208,SH, ,DFND,2019-12-31
254,DARLING INGREDIENTS INC,COM,237266101,14040000,500000,SH,Put,DFND,2019-12-31
255,DATADOG INC,CL A COM,23804L103,52490000,1389354,SH, ,DFND,2019-12-31
256,DAVE & BUSTERS ENTMT INC,COM,238337109,8710000,216821,SH, ,DFND,2019-12-31
257,DECIPHERA PHARMACEUTICALS IN,COM,24344T101,11308000,181680,SH, ,DFND,2019-12-31
258,DEERE & CO,COM,244199105,43465000,250863,SH, ,DFND,2019-12-31
259,DELL TECHNOLOGIES INC,CL C,24703L202,238485000,4640694,SH, ,DFND,2019-12-31
260,DELUXE CORP,COM,248019101,739000,14800,SH, ,DFND,2019-12-31
261,DESIGNER BRANDS INC,CL A,250565108,2469000,156832,SH, ,DFND,2019-12-31
262,DEUTSCHE BANK AG,NAMEN AKT,D18190898,94000,12077,SH, ,DFND,2019-12-31
263,DEXCOM INC,COM,252131107,26241000,119964,SH, ,DFND,2019-12-31
264,DHT HOLDINGS INC,SHS NEW,Y2065G121,7295000,881001,SH, ,DFND,2019-12-31
265,DIAMONDBACK ENERGY INC,COM,25278X109,86290000,929245,SH, ,DFND,2019-12-31
266,DIAMONDROCK HOSPITALITY CO,COM,252784301,39000,3500,SH, ,DFND,2019-12-31
267,DICERNA PHARMACEUTICALS INC,COM,253031108,27763000,1260216,SH, ,DFND,2019-12-31
268,DISNEY WALT CO,COM DISNEY,254687106,67800000,468785,SH, ,DFND,2019-12-31
269,DMC GLOBAL INC,COM,23291C103,277000,6168,SH, ,DFND,2019-12-31
270,DOLBY LABORATORIES INC,COM CL A,25659T107,699000,10160,SH, ,DFND,2019-12-31
271,DOLLAR GEN CORP NEW,COM,256677105,172882000,1108359,SH, ,DFND,2019-12-31
272,DOLLAR TREE INC,COM,256746108,98993000,1052559,SH, ,DFND,2019-12-31
273,DOMINOS PIZZA INC,COM,25754A201,5876000,20000,SH,Call,DFND,2019-12-31
274,DOMTAR CORP,COM NEW,257559203,853000,22300,SH, ,DFND,2019-12-31
275,DOVER CORP,COM,260003108,5637000,48908,SH, ,DFND,2019-12-31
276,DROPBOX INC,CL A,26210C104,6488000,362259,SH, ,DFND,2019-12-31
277,DUKE ENERGY CORP NEW,COM NEW,26441C204,33958000,372305,SH, ,DFND,2019-12-31
278,DUKE REALTY CORP,COM NEW,264411505,1435000,41400,SH, ,DFND,2019-12-31
279,DUNKIN BRANDS GROUP INC,COM,265504100,5513000,72984,SH, ,DFND,2019-12-31
280,DUPONT DE NEMOURS INC,COM,26614N102,112958000,1759467,SH, ,DFND,2019-12-31
281,DXC TECHNOLOGY CO,COM,23355L106,8577000,228184,SH, ,DFND,2019-12-31
282,DYNATRACE INC,COM,268150109,10481000,414272,SH, ,DFND,2019-12-31
283,DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,2283000,399084,SH, ,DFND,2019-12-31
284,E L F BEAUTY INC,COM,26856L103,13704000,849571,SH, ,DFND,2019-12-31
285,E TRADE FINANCIAL CORP,COM NEW,269246401,1356000,29893,SH, ,DFND,2019-12-31
286,E TRADE FINANCIAL CORP,COM NEW,269246401,9074000,200000,SH,Call,DFND,2019-12-31
287,EAGLE MATERIALS INC,COM,26969P108,311000,3426,SH, ,DFND,2019-12-31
288,EAST WEST BANCORP INC,COM,27579R104,360000,7398,SH, ,DFND,2019-12-31
289,EASTMAN CHEMICAL CO,COM,277432100,9884000,124700,SH, ,DFND,2019-12-31
290,EATON VANCE CORP,COM NON VTG,278265103,1119000,23972,SH, ,DFND,2019-12-31
